Date,return_francisco
2021-06-30,-0.04943691303527442
2021-07-31,0.017368255648606556
2021-08-31,0.02858530857562025
2021-09-30,-0.044641481633899915
2021-10-31,0.06687382536872999
2021-11-30,-0.014604727423922936
2021-12-31,0.03793023789345673
2022-01-31,-0.10460734555507234
2022-02-28,0.061217257237826006
2022-03-31,0.0127255799503041
2022-04-30,-0.020702963524693363
2022-05-31,-0.03261547766106776
2022-06-30,-0.015659651077124748
2022-07-31,-0.025881517491311956
2022-08-31,-0.0431185673105664
2022-09-30,-0.09230490693802129
2022-10-31,0.029506560215066813
2022-11-30,0.0849186596373046
2022-12-31,0.014683564133207039
