Date,return_jorge
2014-11-28,0.021352179927196572
2014-12-31,-0.00847031949174395
2015-01-30,0.010887059561591054
2015-02-27,0.008720137962302844
2015-03-31,-0.004935241919746062
2015-04-30,-0.04717372419094715
2015-05-29,0.02256845438100682
2015-06-30,0.014487727694968432
2015-07-31,0.03844045403309496
2015-08-31,0.011241865663585815
2015-09-30,0.03984094184234285
2015-10-30,-0.017920903577822493
2015-11-30,0.011231362651710581
2015-12-31,0.007883818887675566
2016-01-29,0.0308904707655932
2016-02-29,-0.02141151481724035
2016-03-31,0.0132037317974514
2016-04-29,-0.04374472037794398
2016-05-31,0.014664066392210622
2016-06-30,0.014721230238629996
2016-07-29,-0.012713328811259975
2016-08-31,-0.001773728915833074
2016-09-30,-0.004485121812718054
2016-10-31,0.0007059043609372109
2016-11-30,0.014242734461070328
2016-12-30,-0.0578185612753439
2017-01-31,0.009793843011234305
2017-02-28,0.05002054161859519
2017-03-31,0.013213725246020578
2017-04-28,0.02955565600208554
2017-05-31,0.050931514884659246
2017-06-30,-0.012788091651526954
2017-07-31,-0.007985533395193138
2017-08-31,0.026941149640485128
2017-09-29,0.0017404925755208217
2017-10-31,0.09366280772594111
2017-11-30,-0.01756227087127222
2017-12-29,-0.009039778659867478
2018-01-31,0.01295585620373883
2018-02-28,0.09424447486529419
2018-03-29,-0.0006030125229830067
2018-04-30,0.026924816837545128
2018-05-31,0.006614112614514424
2018-06-29,-0.01848852758556398
2018-07-31,0.010544884632633242
2018-08-31,0.021014108568319638
2018-09-28,-0.009865817665156585
2018-10-31,-0.0006610768653562832
2018-11-30,0.011970101343408158
2018-12-31,0.04233366109615028
2019-01-31,-0.028102801764966732
2019-02-28,-0.0022640229658290358
2019-03-29,0.025024994992898238
2019-04-30,0.0033210878242405173
2019-05-31,0.05395217052078485
2019-06-28,-0.017098595889008278
2019-07-31,0.022679216908704662
2019-08-30,0.0037492196715522633
2019-09-30,-0.034329751253471735
2019-10-31,0.01685464331625571
2019-11-29,-0.002275656393208026
2019-12-31,-0.022992188937724267
2020-01-31,0.04512294062519982
2020-02-28,0.0
2020-03-31,0.0
2020-04-30,0.0
2020-05-29,0.010688195674812547
2020-06-30,0.0
2020-07-31,0.03741569145946933
2020-08-31,-0.014328625142682887
2020-09-30,-0.015969626241533887
2020-10-30,0.0
2020-11-30,-0.09320472481742519
2020-12-31,-0.008621652606953023
2021-01-29,0.0
2021-02-26,-0.03320139864973047
2021-03-31,0.006454059035370191
2021-04-30,0.050643363849141323
2021-05-28,0.031178609958489225
2021-06-30,-0.03167697598232594
2021-07-30,0.0013295310033041331
2021-08-31,0.04416031243101947
2021-09-30,-0.0034186587354435964
2021-10-29,0.027963432156613732
2021-11-30,0.020959282089860212
2021-12-31,0.007032573143892577
2022-01-31,0.021750280631705365
2022-02-28,0.0
2022-03-31,0.03642270620735694
