iShares STOXX Europe 600 Insurance UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:55,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXIPNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,34.4181,2022-01-14 00:00:00,Max,--,--,Advancing,0,Up days,1887.0,Up,0.202567326048259,2020-02-12 00:00:00,0.140515917341525,2008-09-19
Low,7.5488,2009-03-09 00:00:00,Min,--,--,Declining,0,Down days,1759.0,Down,-0.149081985607213,2020-03-12 00:00:00,-0.113277833565482,2009-03-05
Average,22.9722185083631,,Average,--,,,,Unchanged,0.0,Period,0.164644278934092,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXIPNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2015-05-26 00:00:00,30.477,30.1504,--,30.577,30.0543,-0.957561781623352,-0.291499999999999,-1.07162778488696,-0.326599999999999,,,,,
2015-05-22 00:00:00,30.4681,30.4419,--,30.5994,30.3504,-0.177727643862651,-0.054199999999998,-0.0859915780767404,-0.0261999999999993,,,,,
2015-05-21 00:00:00,30.2846,30.4961,--,30.5013,30.2156,0.652841908621927,0.197799999999997,0.698374751523868,0.211499999999997,,,,,
2015-05-20 00:00:00,30.3197,30.2983,--,30.3474,30.097,0.101428590307786,0.0306999999999995,-0.0705811732965691,-0.0213999999999999,,,,,
2015-05-19 00:00:00,29.6307,30.2676,--,30.3023,29.6307,2.30586708308829,0.682200000000002,2.14945985076289,0.636900000000001,,,,,
2015-05-18 00:00:00,29.498,29.5854,--,29.6942,29.2171,0.297311315797509,0.0877000000000017,0.296291273984673,0.0873999999999988,,,,,
2015-05-15 00:00:00,29.5091,29.4977,--,29.8471,29.4192,-0.187121442831532,-0.0553000000000026,-0.0386321507602802,-0.0114000000000019,,,,,
2015-05-14 00:00:00,29.179,29.553,--,29.5895,29.0662,1.21341018606993,0.354300000000002,1.28174371979849,0.374000000000002,,,,,
2015-05-13 00:00:00,29.2446,29.1987,--,29.5145,29.1265,-0.198586311558337,-0.0580999999999996,-0.156952052686649,-0.0458999999999996,,,,,
2015-05-12 00:00:00,29.6598,29.2568,--,29.6598,28.9475,-1.45310257947602,-0.4314,-1.35874146150683,-0.403000000000002,,,,,
2015-05-11 00:00:00,29.7396,29.6882,--,29.7427,29.5221,0.336277024674957,0.099499999999999,-0.172833528359497,-0.051400000000001,,,,,
2015-05-08 00:00:00,29.1407,29.5887,--,29.6129,29.1407,2.37241808808774,0.685700000000001,1.53736869738888,0.448,,,,,
2015-05-07 00:00:00,28.215,28.903,--,29.1024,28.215,1.0343586032838,0.2959,2.43841928052454,0.687999999999999,,,,,
2015-05-06 00:00:00,28.54,28.6071,--,28.808,28.4995,0.171930807479513,0.0490999999999993,0.235108619481429,0.0670999999999999,,,,,
2015-05-05 00:00:00,29.0438,28.558,--,29.1856,28.5567,-1.37415863433704,-0.3979,-1.67264614134514,-0.485800000000001,,,,,
2015-05-04 00:00:00,28.8407,28.9559,--,29.0582,28.7968,-0.147592823126553,-0.0427999999999997,0.399435519942309,0.115200000000002,,,,,
2015-04-30 00:00:00,28.9916,28.9987,--,29.2247,28.7181,0.0500272562292497,0.0144999999999982,0.0244898522330648,0.00710000000000122,,,,,
2015-04-29 00:00:00,29.3891,28.9842,--,29.5547,28.8472,-1.29510122767286,-0.380299999999998,-1.37772167232068,-0.404899999999998,,,,,
2015-04-28 00:00:00,29.9683,29.3645,--,29.9683,29.2113,-1.96441746875929,-0.5884,-2.01479563405332,-0.6038,,,,,
2015-04-27 00:00:00,29.6414,29.9529,--,29.966,29.2975,1.02397021177566,0.303599999999999,1.05089503194855,0.311499999999999,,,,,
2015-04-24 00:00:00,30.0012,29.6493,--,30.0318,29.4929,-1.06247726719101,-0.3184,-1.17295308187673,-0.351900000000001,,,,,
2015-04-23 00:00:00,30.5151,29.9677,--,30.5354,29.8805,-1.00423828195971,-0.303999999999998,-1.79386598765857,-0.5474,,,,,
2015-04-22 00:00:00,30.4026,30.2717,--,30.5763,30.0548,-0.53688011539308,-0.163399999999999,-0.430555281456193,-0.1309,,,,,
2015-04-21 00:00:00,30.54,30.4351,--,30.8378,30.4002,-0.202970784011547,-0.0619000000000014,-0.343483955468241,-0.104900000000001,,,,,
2015-04-20 00:00:00,30.2339,30.497,--,30.5299,30.2339,0.885898402868753,0.267800000000001,0.870215221985921,0.263100000000001,,,,,
2015-04-17 00:00:00,30.9165,30.2292,--,30.9165,30.2008,-2.12811422466127,-0.657300000000003,-2.22308476056475,-0.6873,,,,,
2015-04-16 00:00:00,31.1947,30.8865,--,31.2353,30.8511,-0.974020769277625,-0.303799999999999,-0.987988344173848,-0.308199999999999,,,,,
2015-04-15 00:00:00,31.1015,31.1903,--,31.2483,31.0498,-0.167080099223811,-0.0521999999999991,0.28551677571821,0.0887999999999991,,,,,
2015-04-14 00:00:00,31.4711,31.2425,--,31.5277,31.1184,-0.596563792554884,-0.1875,-0.726380711192174,-0.2286,,,,,
2015-04-13 00:00:00,31.4115,31.43,--,31.4822,31.3323,-0.165807980382563,-0.0521999999999991,0.0588956273976076,0.0184999999999995,,,,,
2015-04-10 00:00:00,31.1151,31.4822,--,31.4825,31.1151,1.15608050792998,0.3598,1.17981301683105,0.367099999999997,,,,,
2015-04-09 00:00:00,30.9666,31.1224,--,31.1301,30.9666,0.607087209790976,0.187799999999999,0.503122719316939,0.155799999999999,,,,,
2015-04-08 00:00:00,30.9494,30.9346,--,31.0573,30.7906,0.0818523874691367,0.0252999999999979,-0.0478199900482757,-0.014800000000001,,,,,
2015-04-07 00:00:00,30.6819,30.9093,--,31.0068,30.6562,1.12016593112158,0.342400000000001,0.741153579146021,0.227400000000003,,,,,
2015-04-02 00:00:00,30.5419,30.5669,--,30.6089,30.5035,-0.00752391295813496,-0.00229999999999819,0.0818547634561115,0.0250000000000021,,,,,
2015-04-01 00:00:00,30.3688,30.5692,--,30.7162,30.2361,0.597612183917123,0.1816,0.659887779563231,0.200399999999998,,,,,
2015-03-31 00:00:00,30.5754,30.3876,--,30.6734,30.2672,-0.561858419531865,-0.171700000000001,-0.614219274318568,-0.187799999999999,,,,,
2015-03-30 00:00:00,30.1831,30.5593,--,30.5707,30.1831,1.22090577561965,0.368600000000001,1.2463928489784,0.376200000000001,,,,,
2015-03-27 00:00:00,30.2635,30.1907,--,30.4044,30.1541,-0.102244752097834,-0.030899999999999,-0.24055380243528,-0.0728000000000009,,,,,
2015-03-26 00:00:00,30.6057,30.2216,--,30.6057,29.8059,-1.23208251357906,-0.377000000000002,-1.25499498459437,-0.3841,,,,,
2015-03-25 00:00:00,30.799,30.5986,--,30.8503,30.5959,-0.763442952584804,-0.235399999999999,-0.650670476314161,-0.200399999999998,,,,,
2015-03-24 00:00:00,30.5763,30.834,--,30.891,30.5181,0.808521350783181,0.247299999999999,0.842809627064098,0.2577,,,,,
2015-03-23 00:00:00,30.8635,30.5867,--,30.8655,30.4904,-0.914830688293469,-0.282399999999999,-0.89685226886127,-0.276799999999998,,,,,
2015-03-20 00:00:00,30.5406,30.8691,--,30.9192,30.5085,1.08223690673443,0.330500000000001,1.07561737490422,0.328499999999998,,,,,
2015-03-19 00:00:00,30.4084,30.5386,--,30.654,30.3727,0.4780658895217,0.145299999999999,0.428171163231208,0.130199999999999,,,,,
2015-03-18 00:00:00,30.1721,30.3933,--,30.4109,30.1652,0.666399488607947,0.2012,0.733127624527294,0.2212,,,,,
2015-03-17 00:00:00,30.3851,30.1921,--,30.4605,30.0521,-0.268882025533878,-0.0813999999999986,-0.635179742702843,-0.193000000000001,,,,,
2015-03-16 00:00:00,30.0439,30.2735,--,30.3504,30.0439,0.667715236742951,0.200799999999997,0.764215032003161,0.229599999999998,,,,,
2015-03-13 00:00:00,29.8948,30.0727,--,30.0869,29.8192,0.610568012258202,0.182500000000001,0.595086770943445,0.177900000000001,,,,,
2015-03-12 00:00:00,29.7938,29.8902,--,29.9857,29.7225,0.259620028980843,0.0774000000000008,0.323557250166139,0.0963999999999992,,,,,
2015-03-11 00:00:00,29.3602,29.8128,--,29.8346,29.3602,1.63743288161595,0.4803,1.54154263254338,0.4526,,,,,
2015-03-10 00:00:00,29.5805,29.3325,--,29.5999,29.2933,-0.748132207243787,-0.2211,-0.838390155676885,-0.248000000000001,,,,,
2015-03-09 00:00:00,29.503,29.5536,--,29.5779,29.259,0.124674761491759,0.0367999999999995,0.171507982239092,0.0505999999999993,,,,,
2015-03-06 00:00:00,29.2839,29.5168,--,29.6056,29.2839,0.795317563575892,0.232900000000001,0.795317563575892,0.232900000000001,,,,,
2015-03-05 00:00:00,28.862,29.2839,--,29.3623,28.59,1.49132170682341,0.430299999999999,1.46178366017601,0.421900000000001,,,,,
2015-03-04 00:00:00,28.6856,28.8536,--,28.863,28.5954,0.654433824042419,0.1876,0.585659703823519,0.167999999999999,,,,,
2015-03-03 00:00:00,28.8606,28.666,--,28.9758,28.6501,-0.740997229916893,-0.213999999999999,-0.67427565608477,-0.194600000000001,,,,,
2015-03-02 00:00:00,28.9156,28.88,--,28.9664,28.7614,-0.19870410367171,-0.057500000000001,-0.12311693342003,-0.0356000000000023,,,,,
2015-02-27 00:00:00,28.8684,28.9375,--,28.9776,28.7357,0.320679493846424,0.0925000000000011,0.239362070637787,0.0690999999999988,,,,,
2015-02-26 00:00:00,28.6681,28.845,--,28.8471,28.4808,0.712265633183201,0.204000000000001,0.617062170147306,0.1769,,,,,
2015-02-25 00:00:00,28.5092,28.641,--,28.7307,28.5092,0.415813536027814,0.118599999999997,0.46230690443786,0.131799999999998,,,,,
2015-02-24 00:00:00,28.4098,28.5224,--,28.5627,28.3187,0.449731816148791,0.127700000000001,0.396342107301003,0.1126,,,,,
2015-02-23 00:00:00,28.1326,28.3947,--,28.4087,28.1326,0.946012243766137,0.266100000000002,0.931659356049566,0.2621,,,,,
2015-02-20 00:00:00,28.2312,28.1286,--,28.2312,27.35,-0.329534824389829,-0.093,-0.363427697016076,-0.102600000000002,,,,,
2015-02-19 00:00:00,28.0929,28.2216,--,28.2707,27.9069,0.245092815583637,0.0689999999999991,0.458122870903319,0.128699999999998,,,,,
2015-02-18 00:00:00,27.9341,28.1526,--,28.1617,27.8592,0.798436067827677,0.222999999999999,0.782198101961398,0.218499999999999,,,,,
2015-02-17 00:00:00,27.9862,27.9296,--,27.9862,27.6392,-0.188690033735483,-0.0527999999999977,-0.202242533820238,-0.0565999999999995,,,,,
2015-02-16 00:00:00,28.0873,27.9824,--,28.0873,27.8984,-0.345448976829994,-0.0970000000000013,-0.373478404830655,-0.104900000000001,,,,,
2015-02-13 00:00:00,28.0469,28.0794,--,28.2389,28.0437,0.0199474242888428,0.00560000000000116,0.115877334036913,0.0324999999999989,,,,,
2015-02-12 00:00:00,27.9341,28.0738,--,28.2257,27.8371,0.388698770968096,0.108699999999999,0.500105605693392,0.139699999999998,,,,,
2015-02-11 00:00:00,28.0395,27.9651,--,28.1156,27.8764,-0.288454681594522,-0.0808999999999998,-0.265339966832507,-0.0744000000000007,,,,,
2015-02-10 00:00:00,27.8118,28.046,--,28.1292,27.7536,0.901225018438232,0.250499999999999,0.842088609870622,0.234199999999998,,,,,
2015-02-09 00:00:00,28.0802,27.7955,--,28.0802,27.669,-1.10826484505639,-0.311499999999999,-1.01388166750949,-0.284700000000001,,,,,
2015-02-06 00:00:00,27.892,28.107,--,28.1503,27.335,0.812034174300403,0.226399999999998,0.770830345618815,0.215,,,,,
2015-02-05 00:00:00,28.0695,27.8806,--,28.0695,27.7817,-0.499632413295934,-0.140000000000001,-0.67297244339942,-0.1889,,,,,
2015-02-04 00:00:00,27.9779,28.0206,--,28.0383,27.8266,0.181624466388756,0.0508000000000024,0.152620461149693,0.0427,,,,,
2015-02-03 00:00:00,27.7002,27.9698,--,28.123,27.7002,0.955055368667246,0.264599999999998,0.973278171276743,0.269600000000001,,,,,
2015-02-02 00:00:00,27.655,27.7052,--,27.7572,27.4774,-0.0797048396345776,-0.0220999999999982,0.181522328692823,0.0502000000000002,,,,,
2015-01-30 00:00:00,27.8702,27.7273,--,28.0086,27.6626,-0.709390017689989,-0.1981,-0.512734031330959,-0.142900000000001,,,,,
2015-01-29 00:00:00,27.9383,27.9254,--,27.9564,27.7116,0.0472911486733443,0.0132000000000012,-0.0461731744594407,-0.0129000000000019,,,,,
2015-01-28 00:00:00,27.7984,27.9122,--,27.974,27.6691,0.439365097642684,0.1221,0.409376079198794,0.113799999999998,,,,,
2015-01-27 00:00:00,27.9015,27.7901,--,27.9729,27.6325,-0.387480195854931,-0.1081,-0.399261688439689,-0.1114,,,,,
2015-01-26 00:00:00,27.9033,27.8982,--,27.9678,27.674,0.131004210080506,0.0365000000000002,-0.0182774080485187,-0.00510000000000232,,,,,
2015-01-23 00:00:00,27.4667,27.8617,--,28.0852,27.4667,1.50425519512693,0.4129,1.43810505084338,0.395,,,,,
2015-01-22 00:00:00,26.9954,27.4488,--,27.4692,26.12,1.81683296858192,0.489799999999999,1.67954540403179,0.453399999999998,,,,,
2015-01-21 00:00:00,26.7693,26.959,--,26.9799,26.6261,0.693977559649203,0.1858,0.708647592578059,0.189699999999998,,,,,
2015-01-20 00:00:00,26.5439,26.7732,--,26.8334,26.5439,0.894260228595969,0.237299999999998,0.863851958453726,0.229299999999999,,,,,
2015-01-19 00:00:00,26.3674,26.5359,--,26.7139,26.3674,0.415498314166676,0.1098,0.639046701608811,0.168500000000002,,,,,
2015-01-16 00:00:00,26.3193,26.4261,--,26.5293,25.9328,0.782581833575512,0.205200000000001,0.405785868165199,0.106800000000003,,,,,
2015-01-15 00:00:00,25.3122,26.2209,--,26.2453,25.1517,3.39471608832808,0.860900000000001,3.58996847370043,0.9087,,,,,
2015-01-14 00:00:00,25.6879,25.36,--,25.6991,25.2732,-1.21225342017514,-0.311199999999999,-1.27647647335905,-0.3279,,,,,
2015-01-13 00:00:00,25.2222,25.6712,--,25.7664,25.1432,1.65724853184015,0.418499999999998,1.78017777989231,0.448999999999998,,,,,
2015-01-12 00:00:00,25.1342,25.2527,--,25.4584,25.0464,0.429114568419716,0.107900000000001,0.471469153583567,0.118500000000001,,,,,
2015-01-09 00:00:00,25.4469,25.1448,--,25.5187,25.0303,-1.1557148922119,-0.294,-1.18717800596536,-0.302099999999999,,,,,
2015-01-08 00:00:00,24.7959,25.4388,--,25.4857,24.7959,2.5886300303667,0.6419,2.59276735266718,0.642900000000001,,,,,
2015-01-07 00:00:00,24.589,24.7969,--,24.9413,24.5794,0.869703170063983,0.213799999999999,0.845500020334305,0.207900000000002,,,,,
2015-01-06 00:00:00,24.7847,24.5831,--,24.888,24.5658,-0.861404945012843,-0.2136,-0.813405044241,-0.201599999999999,,,,,
2015-01-05 00:00:00,25.3368,24.7967,--,25.4515,24.7675,-2.13515828192772,-0.541,-2.13168198036058,-0.540099999999999,,,,,
2015-01-02 00:00:00,25.4498,25.3377,--,25.6193,25.2642,-0.073748639396756,-0.0186999999999991,-0.440474974263052,-0.112099999999998,,,,,
2014-12-30 00:00:00,25.6464,25.3564,--,25.6464,25.3352,-1.09682653602521,-0.281199999999998,-1.13076299207686,-0.289999999999999,,,,,
2014-12-29 00:00:00,25.689,25.6376,--,25.7501,25.3822,-0.259101625415306,-0.0666000000000011,-0.200085639767998,-0.051400000000001,,,,,
2014-12-23 00:00:00,25.5669,25.7042,--,25.756,25.5669,0.563375873428228,0.144000000000002,0.537022478282466,0.1373,,,,,
2014-12-22 00:00:00,25.42,25.5602,--,25.6553,25.42,0.550743109810297,0.139999999999997,0.551534225019656,0.140199999999997,,,,,
2014-12-19 00:00:00,25.2391,25.4202,--,25.5097,25.131,0.805405855550411,0.203100000000003,0.717537471621416,0.181100000000001,,,,,
2014-12-18 00:00:00,24.448,25.2171,--,25.2238,24.448,3.14290739384916,0.7684,3.14586060209423,0.769099999999998,,,,,
2014-12-17 00:00:00,24.4709,24.4487,--,24.5884,24.2258,-0.0633578862174236,-0.015500000000003,-0.0907199980384929,-0.0222000000000016,,,,,
2014-12-16 00:00:00,24.0094,24.4642,--,24.467,23.7259,1.87261862624664,0.4497,1.89425808225113,0.454800000000002,,,,,
2014-12-15 00:00:00,24.5502,24.0145,--,24.7501,23.9931,-2.1410030195722,-0.525399999999998,-2.18205961662226,-0.535699999999999,,,,,
2014-12-12 00:00:00,25.1963,24.5399,--,25.1963,24.4949,-2.63064964746121,-0.663,-2.60514440612313,-0.656400000000001,,,,,
2014-12-11 00:00:00,25.0451,25.2029,--,25.2826,24.982,0.500049845479011,0.125399999999999,0.630063365688291,0.157799999999998,,,,,
2014-12-10 00:00:00,25.0877,25.0775,--,25.2636,25.0669,-0.0318909330091053,-0.00799999999999912,-0.0406573739322501,-0.0102000000000011,,,,,
2014-12-09 00:00:00,25.5745,25.0855,--,25.5745,25.045,-1.90400588134082,-0.486899999999999,-1.91206084185419,-0.489000000000001,,,,,
2014-12-08 00:00:00,25.6963,25.5724,--,25.6963,25.5303,-0.415513004739263,-0.1067,-0.482170584870205,-0.123900000000003,,,,,
2014-12-05 00:00:00,25.287,25.6791,--,25.6905,25.287,1.46954226465194,0.371899999999997,1.55059912207854,0.392099999999999,,,,,
2014-12-04 00:00:00,25.542,25.3072,--,25.6556,25.195,-0.95029354207436,-0.242799999999999,-0.919270221595802,-0.2348,,,,,
2014-12-03 00:00:00,25.418,25.55,--,25.5993,25.3942,0.563232822579695,0.1431,0.519317019435052,0.132000000000001,,,,,
2014-12-02 00:00:00,25.2823,25.4069,--,25.5278,25.2823,0.504760812206038,0.127600000000001,0.492834908216424,0.124600000000001,,,,,
2014-12-01 00:00:00,25.4354,25.2793,--,25.4354,25.1879,-0.639884286281403,-0.162800000000001,-0.613711598795388,-0.156100000000002,,,,,
2014-11-28 00:00:00,25.3973,25.4421,--,25.4781,25.3607,0.132239211287561,0.0335999999999999,0.176396703586596,0.0447999999999986,,,,,
2014-11-27 00:00:00,25.2466,25.4085,--,25.4233,25.2459,0.760207480727138,0.191700000000001,0.641274468641319,0.161899999999999,,,,,
2014-11-26 00:00:00,25.1344,25.2168,--,25.26,24.625,0.314267756128224,0.0790000000000006,0.327837545356164,0.0823999999999998,,,,,
2014-11-25 00:00:00,25.1406,25.1378,--,25.279,25.0878,-0.0596355077764725,-0.0150000000000006,-0.0111373634678591,-0.00280000000000058,,,,,
2014-11-24 00:00:00,25.1179,25.1528,--,25.2597,24.345,0.107459264978617,0.0269999999999975,0.138944736622092,0.0349000000000004,,,,,
2014-11-21 00:00:00,24.7369,25.1258,--,25.1443,24.7369,1.56229157656038,0.386500000000002,1.57214525668133,0.388900000000003,,,,,
2014-11-20 00:00:00,24.7731,24.7393,--,24.7973,24.6217,-0.183580258868341,-0.0455000000000005,-0.136438314139124,-0.0337999999999994,,,,,
2014-11-19 00:00:00,24.7035,24.7848,--,24.9115,24.7008,0.256052424003405,0.0633000000000017,0.329103163519349,0.0813000000000024,,,,,
2014-11-18 00:00:00,24.5721,24.7215,--,24.7748,24.5318,0.547445997665419,0.134599999999999,0.608006641678977,0.1494,,,,,
2014-11-17 00:00:00,24.4493,24.5869,--,24.6304,24.2536,0.566087899053115,0.138400000000001,0.562797298900169,0.137599999999999,,,,,
2014-11-14 00:00:00,24.3925,24.4485,--,24.4693,24.2894,0.209037811251146,0.0509999999999984,0.229578763964337,0.0560000000000009,,,,,
2014-11-13 00:00:00,24.3897,24.3975,--,24.4762,24.223,-0.084363648277295,-0.0205999999999982,0.031980713169902,0.00779999999999959,,,,,
2014-11-12 00:00:00,24.6509,24.4181,--,24.6616,24.3542,-0.930321250923027,-0.229300000000002,-0.944387426016904,-0.232800000000001,,,,,
2014-11-11 00:00:00,24.5778,24.6474,--,24.7717,24.5778,0.296648965390957,0.0729000000000006,0.283182384102732,0.0696000000000012,,,,,
2014-11-10 00:00:00,24.3678,24.5745,--,24.5823,24.332,0.859839934332042,0.209500000000002,0.84825056016547,0.206700000000001,,,,,
2014-11-07 00:00:00,24.363,24.365,--,24.6316,24.2736,0.0455779156521091,0.011099999999999,0.00820916964248611,0.00199999999999889,,,,,
2014-11-06 00:00:00,24.4666,24.3539,--,24.5889,24.1651,-0.505360002614633,-0.123699999999999,-0.460627958114328,-0.1127,,,,,
2014-11-05 00:00:00,24.1017,24.4776,--,24.4914,24.1017,1.56259076386872,0.3766,1.55964102117277,0.375899999999998,,,,,
2014-11-04 00:00:00,24.1332,24.101,--,24.361,24.0418,-0.181405520029161,-0.0438000000000009,-0.133426151525697,-0.0321999999999996,,,,,
2014-11-03 00:00:00,24.3518,24.1448,--,24.3595,24.0478,-0.813382191038009,-0.198,-0.850039832784438,-0.207000000000001,,,,,
2014-10-31 00:00:00,23.9255,24.3428,--,24.3437,23.705,1.84334496406189,0.4406,1.74416417629726,0.417300000000001,,,,,
2014-10-30 00:00:00,23.7688,23.9022,--,23.9205,23.5516,0.637875936288203,0.151500000000002,0.561239944801596,0.133400000000002,,,,,
2014-10-29 00:00:00,23.6776,23.7507,--,23.8372,23.6776,0.287976353847767,0.0681999999999974,0.308730614589302,0.0730999999999966,,,,,
2014-10-28 00:00:00,23.4139,23.6825,--,23.7288,23.4139,1.13638304777849,0.266100000000002,1.14718180226276,0.268599999999999,,,,,
2014-10-27 00:00:00,23.5007,23.4164,--,23.7397,23.323,-0.394315392762805,-0.0927000000000007,-0.358712719195594,-0.0842999999999989,,,,,
2014-10-24 00:00:00,23.4776,23.5091,--,23.5492,23.3492,0.105602466328564,0.024799999999999,0.134170443316187,0.0315000000000012,,,,,
2014-10-23 00:00:00,23.3151,23.4843,--,23.5375,23.1147,0.721389940856328,0.168200000000002,0.725709947630506,0.1692,,,,,
2014-10-22 00:00:00,23.0945,23.3161,--,23.3268,23.0799,0.900553920720089,0.208099999999998,0.959535820216929,0.221599999999999,,,,,
2014-10-21 00:00:00,22.7208,23.108,--,23.1541,22.6315,1.71177555448939,0.3889,1.70416534629062,0.3872,,,,,
2014-10-20 00:00:00,22.8656,22.7191,--,22.9057,22.631,-0.591573576963624,-0.135199999999998,-0.640700440836889,-0.1465,,,,,
2014-10-17 00:00:00,22.2651,22.8543,--,22.8697,22.2651,2.70856927142317,0.602699999999999,2.64629397577374,0.589199999999998,,,,,
2014-10-16 00:00:00,22.5513,22.2516,--,22.6982,21.8135,-1.1747149817242,-0.264500000000002,-1.32896994851739,-0.299700000000001,,,,,
2014-10-15 00:00:00,23.2671,22.5161,--,23.2671,22.513,-3.39008504174854,-0.790099999999999,-3.22773358089318,-0.750999999999998,,,,,
2014-10-14 00:00:00,23.3363,23.3062,--,23.3452,23.0012,-0.268732080961955,-0.0627999999999993,-0.128983600656492,-0.0301000000000009,,,,,
2014-10-13 00:00:00,23.3732,23.369,--,23.4754,23.1195,0.0059912014926663,0.00140000000000029,-0.017969298170558,-0.00420000000000087,,,,,
2014-10-10 00:00:00,23.6329,23.3676,--,23.6329,23.2462,-1.17360467919357,-0.2775,-1.12258757917987,-0.2653,,,,,
2014-10-09 00:00:00,23.8427,23.6451,--,23.9995,23.608,-0.756755395502275,-0.180299999999999,-0.828765198572315,-0.197600000000001,,,,,
2014-10-08 00:00:00,23.815,23.8254,--,23.8719,23.6634,0.0617369501946508,0.0146999999999977,0.0436699559101284,0.0103999999999971,,,,,
2014-10-07 00:00:00,24.0417,23.8107,--,24.0417,23.8051,-0.917969481467923,-0.220600000000001,-0.960830556907366,-0.230999999999998,,,,,
2014-10-06 00:00:00,24.0127,24.0313,--,24.1703,23.9753,0.959122799647107,0.228300000000001,0.0774590112732131,0.0186000000000028,,,,,
2014-10-02 00:00:00,24.2304,23.803,--,24.2439,23.7974,-1.78821937251407,-0.433399999999999,-1.76389989434759,-0.427399999999999,,,,,
2014-10-01 00:00:00,24.4241,24.2364,--,24.4341,24.2352,-0.776222058462289,-0.189599999999999,-0.76850324065165,-0.1877,,,,,
2014-09-30 00:00:00,24.4971,24.426,--,24.5735,24.3097,-0.244223182415942,-0.0598000000000027,-0.290238436386353,-0.0711000000000013,,,,,
2014-09-29 00:00:00,24.5702,24.4858,--,24.6513,24.3443,-0.35242792726798,-0.0865999999999971,-0.343505547370387,-0.0843999999999987,,,,,
2014-09-26 00:00:00,24.6654,24.5724,--,24.8071,24.4484,-0.368967782219812,-0.0910000000000011,-0.377046388868632,-0.0930000000000035,,,,,
2014-09-25 00:00:00,24.7431,24.6634,--,24.942,24.6209,-0.300754311216037,-0.0744000000000007,-0.322110002384499,-0.079699999999999,,,,,
2014-09-24 00:00:00,24.6321,24.7378,--,24.745,24.4512,0.526245209949489,0.1295,0.429114854194319,0.105699999999999,,,,,
2014-09-23 00:00:00,24.8406,24.6083,--,24.8835,24.575,-0.982198902319291,-0.2441,-0.93516259671666,-0.232299999999999,,,,,
2014-09-22 00:00:00,24.7736,24.8524,--,24.897,24.7662,0.181397486233939,0.0449999999999982,0.318080537346212,0.0788000000000011,,,,,
2014-09-19 00:00:00,24.5812,24.8074,--,24.8293,24.5812,1.10406944755772,0.270900000000001,0.920215449205092,0.226200000000002,,,,,
2014-09-18 00:00:00,24.2248,24.5365,--,24.5522,24.2248,1.40725739791701,0.340499999999999,1.28669792939468,0.311700000000002,,,,,
2014-09-17 00:00:00,24.0882,24.196,--,24.2489,24.0882,0.574867921704905,0.138300000000001,0.447522023231296,0.107800000000001,,,,,
2014-09-16 00:00:00,24.1119,24.0577,--,24.1285,23.9368,-0.274830044768688,-0.0662999999999982,-0.224785272002613,-0.054199999999998,,,,,
2014-09-15 00:00:00,24.1224,24.124,--,24.2298,24.0248,-0.0012435593986265,-0.000300000000002854,0.00663283918681318,0.00159999999999982,,,,,
2014-09-12 00:00:00,24.1359,24.1243,--,24.1881,24.0858,0.012437140618458,0.00300000000000011,-0.0480611868627142,-0.0115999999999978,,,,,
2014-09-11 00:00:00,24.186,24.1213,--,24.277,24.0061,-0.218828337649219,-0.0528999999999975,-0.267510129827166,-0.0646999999999984,,,,,
2014-09-10 00:00:00,24.0849,24.1742,--,24.1759,23.9474,0.487176289645427,0.1172,0.370771728344307,0.0892999999999979,,,,,
2014-09-09 00:00:00,24.2141,24.057,--,24.2226,24.0342,-0.610622686409308,-0.1478,-0.64879553648494,-0.1571,,,,,
2014-09-08 00:00:00,24.3021,24.2048,--,24.3021,24.092,-0.648937523858001,-0.158100000000001,-0.400376922158993,-0.0973000000000006,,,,,
2014-09-05 00:00:00,24.4169,24.3629,--,24.4969,24.2788,-0.264864333786381,-0.064700000000002,-0.221158296098188,-0.0539999999999985,,,,,
2014-09-04 00:00:00,24.1094,24.4276,--,24.4948,24.0739,1.27654987416925,0.3079,1.31981716674824,0.318200000000001,,,,,
2014-09-03 00:00:00,23.9385,24.1197,--,24.2204,23.9385,0.715287868918183,0.171300000000002,0.756939657873302,0.1812,,,,,
2014-09-02 00:00:00,23.8447,23.9484,--,24.0413,23.8447,0.360399624513873,0.0859999999999985,0.434897482459414,0.1037,,,,,
