iShares STOXX Europe 600 Insurance UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:55,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXIPNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,34.4181,2022-01-14 00:00:00,Max,--,--,Advancing,0,Up days,1887.0,Up,0.202567326048259,2020-02-12 00:00:00,0.140515917341525,2008-09-19
Low,7.5488,2009-03-09 00:00:00,Min,--,--,Declining,0,Down days,1759.0,Down,-0.149081985607213,2020-03-12 00:00:00,-0.113277833565482,2009-03-05
Average,22.9722185083631,,Average,--,,,,Unchanged,0.0,Period,0.164644278934092,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXIPNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2022-10-31 00:00:00,29.1238,29.2257,--,29.3413,29.1005,0.347473776373839,0.101199999999999,0.349885660525071,0.101900000000001,,,,,
2022-10-28 00:00:00,29.1593,29.1245,--,29.1593,28.6846,-0.172409065357775,-0.0503,-0.119344428707138,-0.0348000000000006,,,,,
2022-10-27 00:00:00,28.8798,29.1748,--,29.2264,28.7803,1.09568724747563,0.316200000000002,1.02147521797243,0.295000000000002,,,,,
2022-10-26 00:00:00,28.8061,28.8586,--,28.8917,28.6935,0.221567783071945,0.0638000000000005,0.182253064455093,0.0524999999999984,,,,,
2022-10-25 00:00:00,28.6669,28.7948,--,28.8995,28.3833,0.450714445188649,0.129199999999997,0.446159159169636,0.1279,,,,,
2022-10-24 00:00:00,28.3461,28.6656,--,28.7991,28.3461,1.03446695873764,0.293500000000002,1.12713918316806,0.319500000000001,,,,,
2022-10-21 00:00:00,28.4211,28.3721,--,28.4348,27.7835,-0.208923201378753,-0.0594000000000001,-0.172407120062206,-0.0489999999999995,,,,,
2022-10-20 00:00:00,28.4786,28.4315,--,28.562,28.2301,-0.159427465770504,-0.0454000000000008,-0.165387343478964,-0.0471000000000004,,,,,
2022-10-19 00:00:00,28.2043,28.4769,--,28.5273,28.2043,0.98263108248995,0.277100000000001,0.96651928961187,0.272600000000001,,,,,
2022-10-18 00:00:00,28.1424,28.1998,--,28.5332,28.1424,0.259538945063073,0.0730000000000004,0.203962703962708,0.0574000000000012,,,,,
2022-10-17 00:00:00,27.6684,28.1268,--,28.3648,27.6684,1.10607460341995,0.307700000000001,1.65676367263738,0.458400000000001,,,,,
2022-10-14 00:00:00,28.005,27.8191,--,28.2813,27.7137,0.864372550370363,0.238399999999999,-0.663810033922514,-0.1859,,,,,
2022-10-13 00:00:00,27.1555,27.5807,--,27.6951,26.8687,1.50374833008858,0.4086,1.56579698403638,0.4252,,,,,
2022-10-12 00:00:00,27.4331,27.1721,--,27.4331,26.9075,-0.973063985334794,-0.266999999999999,-0.951405419001131,-0.260999999999999,,,,,
2022-10-11 00:00:00,27.7419,27.4391,--,27.7419,27.2433,-1.12534863106006,-0.3123,-1.09148976818459,-0.302800000000001,,,,,
2022-10-10 00:00:00,27.7653,27.7514,--,27.932,27.5703,-0.0482625482625509,-0.0134000000000007,-0.0500624880696394,-0.0138999999999996,,,,,
2022-10-07 00:00:00,27.9805,27.7648,--,28.0708,27.6792,-0.852747503892348,-0.238799999999998,-0.770894015475057,-0.215699999999998,,,,,
2022-10-06 00:00:00,28.3817,28.0036,--,28.6504,27.9208,-1.40132950256323,-0.398,-1.33219645052974,-0.3781,,,,,
2022-10-05 00:00:00,28.5891,28.4016,--,28.5891,28.252,-0.654801880456685,-0.187200000000001,-0.655844360263177,-0.1875,,,,,
2022-10-04 00:00:00,27.5472,28.5888,--,28.5983,27.5472,3.81016358321683,1.0493,3.78114654120927,1.0416,,,,,
2022-10-03 00:00:00,27.4864,27.5395,--,27.5845,26.9711,0.1585690957561,0.0436000000000014,0.193186448570932,0.0531000000000006,,,,,
2022-09-30 00:00:00,27.1932,27.4959,--,27.7443,27.1932,1.12207070038395,0.305099999999999,1.1131459335422,0.302699999999998,,,,,
2022-09-29 00:00:00,27.4944,27.1908,--,27.5133,26.9649,-1.13766511414828,-0.312899999999999,-1.10422486033519,-0.303599999999999,,,,,
2022-09-28 00:00:00,27.9878,27.5037,--,27.9878,26.7932,-1.69596328570102,-0.474500000000003,-1.729682218681,-0.484100000000002,,,,,
2022-09-27 00:00:00,28.1861,27.9782,--,28.4271,27.9694,-0.615950780772664,-0.173399999999997,-0.737597610169547,-0.207899999999999,,,,,
2022-09-26 00:00:00,28.6945,28.1516,--,28.6945,27.9532,-1.89268401481808,-0.543100000000003,-1.89200020909932,-0.542900000000003,,,,,
2022-09-23 00:00:00,29.4174,28.6947,--,29.5176,28.586,-2.43913219389298,-0.717399999999998,-2.45670929449917,-0.7227,,,,,
2022-09-22 00:00:00,29.7514,29.4121,--,29.8325,29.2464,-1.10820834047819,-0.329600000000003,-1.14045053342028,-0.339300000000001,,,,,
2022-09-21 00:00:00,29.5834,29.7417,--,29.7447,29.3521,0.502483695468528,0.148700000000002,0.535097385696034,0.158300000000001,,,,,
2022-09-20 00:00:00,29.9757,29.593,--,30.2779,29.4816,-1.27999412877335,-0.383700000000001,-1.27670079431006,-0.3827,,,,,
2022-09-19 00:00:00,30.0057,29.9767,--,30.0786,29.6327,-0.113625761392561,-0.0340999999999987,-0.0966483034890035,-0.0289999999999999,,,,,
2022-09-16 00:00:00,30.2476,30.0108,--,30.2822,29.9291,-0.791071765052017,-0.2393,-0.782872029516387,-0.236799999999999,,,,,
2022-09-15 00:00:00,30.1032,30.2501,--,30.3619,30.0904,0.524720691740722,0.157900000000001,0.487987987987984,0.146899999999999,,,,,
2022-09-14 00:00:00,30.3688,30.0922,--,30.3688,30.0024,-0.957114175690356,-0.290800000000001,-0.910803192750461,-0.276600000000002,,,,,
2022-09-13 00:00:00,30.502,30.383,--,30.81,30.3157,-0.355510078251571,-0.1084,-0.390138351583502,-0.119,,,,,
2022-09-12 00:00:00,29.8248,30.4914,--,30.5201,29.8248,2.18914009558217,0.653199999999998,2.23505270781363,0.666599999999999,,,,,
2022-09-09 00:00:00,29.4359,29.8382,--,29.8993,29.4359,1.36910909387401,0.403000000000002,1.36669848722139,0.4023,,,,,
2022-09-08 00:00:00,29.0524,29.4352,--,29.5303,29.0496,1.25209829659593,0.363999999999997,1.3176191984139,0.3828,,,,,
2022-09-07 00:00:00,29.3166,29.0712,--,29.3166,28.7668,-0.814738996929368,-0.238799999999998,-0.837068418575142,-0.2454,,,,,
2022-09-06 00:00:00,29.1553,29.31,--,29.5204,29.1062,0.510267067198873,0.148799999999998,0.530606785044223,0.154699999999998,,,,,
2022-09-05 00:00:00,29.4427,29.1612,--,29.4427,28.8229,-0.881358236603727,-0.2593,-0.956094379931181,-0.281499999999998,,,,,
2022-09-02 00:00:00,28.6319,29.4205,--,29.4565,28.6319,2.73668845681082,0.7837,2.75427058630408,0.788599999999999,,,,,
2022-09-01 00:00:00,29.0218,28.6368,--,29.0218,28.4587,-1.22243991280112,-0.354399999999998,-1.32658897794071,-0.384999999999998,,,,,
2022-08-31 00:00:00,29.0342,28.9912,--,29.1763,28.8996,-0.0716944712532789,-0.0208000000000013,-0.148101204786077,-0.0429999999999993,,,,,
2022-08-30 00:00:00,29.0461,29.012,--,29.4043,28.9449,-0.210846377948149,-0.0612999999999992,-0.117399582043712,-0.0340999999999987,,,,,
2022-08-29 00:00:00,29.2478,29.0733,--,30.15,28.872,-0.670322349203099,-0.196200000000001,-0.596626071020733,-0.174500000000002,,,,,
2022-08-26 00:00:00,29.5543,29.2695,--,29.7409,29.2276,-0.977052130873556,-0.288799999999998,-0.963649959565954,-0.284800000000001,,,,,
2022-08-25 00:00:00,29.4535,29.5583,--,29.7711,29.3742,0.361948546263884,0.1066,0.355815098375408,0.104800000000001,,,,,
2022-08-24 00:00:00,29.5479,29.4517,--,29.6117,29.3538,-0.335017444595222,-0.0990000000000002,-0.325573052568878,-0.0961999999999996,,,,,
2022-08-23 00:00:00,29.5736,29.5507,--,29.7305,29.3723,-0.0811504427771065,-0.0240000000000009,-0.07743392755701,-0.0228999999999999,,,,,
2022-08-22 00:00:00,29.8831,29.5747,--,29.8831,29.3858,-1.04824678800857,-0.313300000000002,-1.0320214435584,-0.308399999999999,,,,,
2022-08-19 00:00:00,30.1082,29.888,--,30.1082,29.7556,-0.747515201025459,-0.225099999999998,-0.731362220258928,-0.220199999999998,,,,,
2022-08-18 00:00:00,30.138,30.1131,--,30.2057,30.0175,0.113368130589443,0.0340999999999987,-0.0826199482381126,-0.0249000000000024,,,,,
2022-08-17 00:00:00,30.4414,30.079,--,30.6487,29.9985,-1.20930660290601,-0.368199999999998,-1.19048401190484,-0.362400000000001,,,,,
2022-08-16 00:00:00,30.4233,30.4472,--,30.7485,30.41,0.100932059901696,0.0306999999999995,0.0785582103190567,0.0238999999999976,,,,,
2022-08-15 00:00:00,30.5514,30.4165,--,30.5761,30.2546,-0.443180293205989,-0.135400000000001,-0.441550960021478,-0.134900000000002,,,,,
2022-08-12 00:00:00,30.3351,30.5519,--,30.635,30.3351,0.693771546467861,0.2105,0.714683650292892,0.216799999999999,,,,,
2022-08-11 00:00:00,30.2058,30.3414,--,30.56,30.2058,0.460228326225728,0.138999999999999,0.448920406014739,0.1356,,,,,
2022-08-10 00:00:00,29.7458,30.2024,--,30.2544,29.728,1.54866215225709,0.460599999999999,1.53500662278373,0.456600000000002,,,,,
2022-08-09 00:00:00,29.6364,29.7418,--,29.8852,29.5402,0.377320283496464,0.111800000000002,0.35564373540647,0.105400000000003,,,,,
2022-08-08 00:00:00,29.2786,29.63,--,29.6901,29.2786,1.19570080498908,0.350099999999998,1.20019399834691,0.351399999999998,,,,,
2022-08-05 00:00:00,29.2521,29.2799,--,29.3537,29.0003,0.0827189231500201,0.0242000000000004,0.0950359119516298,0.0278000000000027,,,,,
2022-08-04 00:00:00,29.2549,29.2557,--,29.4872,29.2308,0.0232487375593678,0.00680000000000192,0.00273458463369107,0.000800000000001688,,,,,
2022-08-03 00:00:00,28.762,29.2489,--,29.2578,28.762,1.6815457566782,0.483699999999999,1.69285863291843,0.486899999999999,,,,,
2022-08-02 00:00:00,28.901,28.7652,--,28.901,28.5916,-0.472290557302863,-0.136500000000002,-0.469879934950347,-0.1358,,,,,
2022-08-01 00:00:00,28.9651,28.9017,--,29.2313,28.9008,-0.245058279000569,-0.070999999999998,-0.218884105354368,-0.0633999999999979,,,,,
2022-07-29 00:00:00,28.4961,28.9727,--,29.0378,28.4961,1.7242711083647,0.491099999999999,1.67250957148523,0.476600000000001,,,,,
2022-07-28 00:00:00,28.4789,28.4816,--,28.663,28.342,0.0333659968881789,0.00949999999999918,0.00948070325750227,0.00270000000000081,,,,,
2022-07-27 00:00:00,28.3697,28.4721,--,28.5997,28.3495,0.365547581111377,0.1037,0.360948476719879,0.102399999999999,,,,,
2022-07-26 00:00:00,28.3224,28.3684,--,28.4175,28.2215,0.175502406537028,0.0497000000000014,0.162415614495957,0.0460000000000029,,,,,
2022-07-25 00:00:00,28.1958,28.3187,--,28.4468,28.0743,0.449418274687853,0.1267,0.435880521212384,0.122900000000001,,,,,
2022-07-22 00:00:00,28.0954,28.192,--,28.3329,28.0728,0.351329320514147,0.0987000000000009,0.343828527089839,0.0965999999999987,,,,,
2022-07-21 00:00:00,28.1695,28.0933,--,28.2061,27.702,-0.220561597420036,-0.0621000000000009,-0.270505333782992,-0.0762,,,,,
2022-07-20 00:00:00,28.4104,28.1554,--,28.5698,28.0235,-0.900000351975112,-0.255700000000001,-0.897558640497842,-0.254999999999999,,,,,
2022-07-19 00:00:00,28.131,28.4111,--,28.538,27.9261,0.963756090106931,0.2712,0.995698695389431,0.280100000000001,,,,,
2022-07-18 00:00:00,27.9802,28.1399,--,28.3197,27.9802,0.673664477167682,0.188300000000002,0.570760752246234,0.159700000000001,,,,,
2022-07-15 00:00:00,27.6415,27.9516,--,28.0307,27.4963,-2.8807499470131,-0.8291,1.12186386411735,0.310099999999998,,,,,
2022-07-14 00:00:00,29.6236,28.7807,--,29.6672,28.6559,-2.89289799278632,-0.857400000000002,-2.84536653208928,-0.8429,,,,,
2022-07-13 00:00:00,30.1289,29.6381,--,30.1289,29.4752,-1.55548321951479,-0.468299999999999,-1.62900072687685,-0.4908,,,,,
2022-07-12 00:00:00,29.8212,30.1064,--,30.1086,29.5556,0.908993403764682,0.2712,0.956366611672232,0.2852,,,,,
2022-07-11 00:00:00,30.0653,29.8352,--,30.1211,29.669,-0.712165382106674,-0.213999999999999,-0.7653341227262,-0.2301,,,,,
2022-07-08 00:00:00,29.8036,30.0492,--,30.0991,29.6969,0.778412387522593,0.232099999999999,0.82406152276906,0.2456,,,,,
2022-07-07 00:00:00,28.9808,29.8171,--,29.8849,28.9808,2.8456027676505,0.824999999999999,2.88570363827086,0.836300000000001,,,,,
2022-07-06 00:00:00,28.6832,28.9921,--,29.2512,28.6832,1.03255528683641,0.296300000000002,1.0769370223685,0.308900000000001,,,,,
2022-07-05 00:00:00,30.0504,28.6958,--,30.1291,28.6854,-4.50362906043775,-1.3533,-4.507760296036,-1.3546,,,,,
2022-07-04 00:00:00,29.8856,30.0491,--,30.1824,29.8856,0.534303130875832,0.159700000000001,0.547086222127041,0.163499999999999,,,,,
2022-07-01 00:00:00,29.7345,29.8894,--,30.0965,29.5124,0.478028184165229,0.142199999999999,0.52094368494509,0.154899999999998,,,,,
2022-06-30 00:00:00,29.9796,29.7472,--,29.9796,29.4057,-0.789092776766118,-0.236599999999999,-0.775193798449619,-0.232400000000002,,,,,
2022-06-29 00:00:00,30.176,29.9838,--,30.2957,29.8467,-0.657011937539136,-0.1983,-0.636930010604453,-0.1922,,,,,
2022-06-28 00:00:00,29.757,30.1821,--,30.3697,29.757,1.45891670392394,0.433999999999998,1.42857142857142,0.425099999999997,,,,,
2022-06-27 00:00:00,29.8284,29.7481,--,30.0399,29.6159,-0.217690269345581,-0.064899999999998,-0.269206528006858,-0.0802999999999976,,,,,
2022-06-24 00:00:00,29.0067,29.813,--,29.8314,29.0067,2.78785287749444,0.808599999999998,2.77970262042907,0.8063,,,,,
2022-06-23 00:00:00,29.5372,29.0044,--,29.5372,28.9999,-1.77356484162543,-0.523699999999998,-1.80382703844643,-0.532799999999998,,,,,
2022-06-22 00:00:00,29.8857,29.5281,--,29.8857,29.3431,-1.18862374637339,-0.3552,-1.1965588893685,-0.357600000000001,,,,,
2022-06-21 00:00:00,30.0271,29.8833,--,30.3172,29.8828,-0.492487812674818,-0.1479,-0.478900726343877,-0.143800000000002,,,,,
2022-06-20 00:00:00,29.6776,30.0312,--,30.0368,29.5015,1.21295662812212,0.3599,1.19147100843733,0.353599999999997,,,,,
2022-06-17 00:00:00,29.7268,29.6713,--,29.9911,29.4107,-0.263196816091653,-0.0783000000000023,-0.186700216639538,-0.0555000000000021,,,,,
2022-06-16 00:00:00,30.3587,29.7496,--,30.3587,29.5206,-2.01796306603913,-0.6127,-2.0063441451709,-0.609099999999998,,,,,
2022-06-15 00:00:00,29.5632,30.3623,--,30.59,29.5632,2.71483568901008,0.802500000000002,2.70302267684149,0.799100000000003,,,,,
2022-06-14 00:00:00,29.5516,29.5598,--,29.8553,29.4407,-0.0507188552416266,-0.0150000000000006,0.0277480745543343,0.00819999999999865,,,,,
2022-06-13 00:00:00,29.9505,29.5748,--,29.9505,29.305,-1.45116843217162,-0.435500000000001,-1.25440309844578,-0.375700000000002,,,,,
2022-06-10 00:00:00,30.9578,30.0103,--,30.9578,29.9466,-3.04715137221961,-0.943199999999997,-3.06061800257124,-0.947499999999998,,,,,
2022-06-09 00:00:00,31.0311,30.9535,--,31.1468,30.8258,-0.250071702259992,-0.0776000000000003,-0.250071702259992,-0.0776000000000003,,,,,
2022-06-08 00:00:00,31.4806,31.0311,--,31.5037,30.8845,-1.47543481988075,-0.464700000000001,-1.42786350959003,-0.4495,,,,,
2022-06-07 00:00:00,31.6189,31.4958,--,31.7018,31.3705,-0.364430103445008,-0.115200000000002,-0.389324106784236,-0.123100000000001,,,,,
2022-06-06 00:00:00,31.2097,31.611,--,31.7067,31.2097,1.24915921975594,0.390000000000001,1.28581819113929,0.401299999999999,,,,,
2022-06-03 00:00:00,31.2034,31.221,--,31.2952,31.1276,0.0349245917187047,0.0108999999999995,0.0564041098085517,0.0176000000000016,,,,,
2022-06-02 00:00:00,31.1876,31.2101,--,31.3114,31.1017,0.000640822303177946,0.000199999999999534,0.0721440572535266,0.0225000000000009,,,,,
2022-06-01 00:00:00,31.5308,31.2099,--,31.7429,31.1959,-0.975965733322748,-0.307599999999997,-1.01773504002435,-0.320899999999998,,,,,
2022-05-31 00:00:00,31.9428,31.5175,--,31.9428,31.4755,-1.40798808793905,-0.450100000000003,-1.33144245338543,-0.4253,,,,,
2022-05-30 00:00:00,31.9909,31.9676,--,32.0881,31.8012,-0.0581500772207992,-0.0185999999999993,-0.0728332119446436,-0.023299999999999,,,,,
2022-05-27 00:00:00,31.6794,31.9862,--,32.015,31.6368,1.08268338621396,0.342600000000001,0.96845268534126,0.306799999999999,,,,,
2022-05-26 00:00:00,31.4658,31.6436,--,31.683,31.4658,0.640220340115067,0.2013,0.565057935917719,0.177799999999998,,,,,
2022-05-25 00:00:00,31.3065,31.4423,--,31.6875,31.2563,0.404270062620346,0.1266,0.433775733473878,0.1358,,,,,
2022-05-24 00:00:00,31.5552,31.3157,--,31.5552,31.2113,-0.570559510277693,-0.1797,-0.758987425210424,-0.2395,,,,,
2022-05-23 00:00:00,31.1274,31.4954,--,31.5102,31.1274,1.52535925885333,0.473199999999999,1.1822381567365,0.367999999999999,,,,,
2022-05-20 00:00:00,30.9365,31.0222,--,31.5013,30.9365,0.247531151439955,0.0766000000000027,0.277019055161388,0.0857000000000028,,,,,
2022-05-19 00:00:00,31.7012,30.9456,--,31.7012,30.8842,-1.95546656190199,-0.6172,-2.38350598715506,-0.755600000000001,,,,,
2022-05-18 00:00:00,31.7834,31.5628,--,31.8739,31.5618,-0.591484885325,-0.187799999999999,-0.694073006663859,-0.220600000000001,,,,,
2022-05-17 00:00:00,31.227,31.7506,--,31.7679,31.227,0.717539429775027,0.226199999999999,1.67675409101098,0.523599999999998,,,,,
2022-05-16 00:00:00,31.5505,31.5244,--,31.6841,31.239,0.84355116808005,0.2637,-0.0827245210060049,-0.0260999999999996,,,,,
2022-05-13 00:00:00,30.8058,31.2607,--,31.2832,30.8058,1.43814391173846,0.443200000000001,1.47666997773146,0.454899999999999,,,,,
2022-05-12 00:00:00,30.395,30.8175,--,30.9337,30.3936,-0.495303656012584,-0.153400000000001,1.39003125514065,0.422499999999999,,,,,
2022-05-11 00:00:00,30.2031,30.9709,--,30.9752,30.2031,2.57778396030816,0.778300000000002,2.54212315954323,0.767800000000001,,,,,
2022-05-10 00:00:00,29.845,30.1926,--,30.5466,29.845,1.08170541857078,0.3231,1.16468420170883,0.3476,,,,,
2022-05-09 00:00:00,30.5012,29.8695,--,30.6085,29.8575,-2.1692137378078,-0.662300000000002,-2.07106605641746,-0.631700000000002,,,,,
2022-05-06 00:00:00,30.9628,30.5318,--,30.9628,30.4138,-1.43083131557708,-0.443200000000001,-1.39199297221182,-0.431000000000001,,,,,
2022-05-05 00:00:00,31.8598,30.975,--,32.2014,30.9232,-1.91763297720752,-0.605599999999999,-2.77716746495583,-0.884799999999998,,,,,
2022-05-04 00:00:00,31.9684,31.5806,--,32.0635,31.5788,-1.23346364347147,-0.394400000000001,-1.21307290949813,-0.387799999999999,,,,,
2022-05-03 00:00:00,31.7161,31.975,--,32.1157,31.7161,0.8716445784843,0.276300000000003,0.816304652841934,0.258900000000001,,,,,
2022-05-02 00:00:00,31.9913,31.6987,--,31.9913,31.2373,-0.932274900771951,-0.298300000000001,-0.914623663308463,-0.2926,,,,,
2022-04-29 00:00:00,31.9805,31.997,--,32.1487,31.8523,0.276098517968343,0.0881000000000007,0.0515939400572243,0.0165000000000006,,,,,
2022-04-28 00:00:00,31.6798,31.9089,--,32.3579,31.6798,0.789985722769024,0.2501,0.723173757410081,0.229099999999999,,,,,
2022-04-27 00:00:00,31.6852,31.6588,--,31.8032,31.26,-0.02242159547021,-0.00710000000000122,-0.0833196571269832,-0.0263999999999989,,,,,
2022-04-26 00:00:00,31.6792,31.6659,--,32.1413,31.6658,0.0565596562184053,0.0179000000000009,-0.0419833834187763,-0.013300000000001,,,,,
2022-04-25 00:00:00,32.0025,31.648,--,32.4024,31.645,-2.82993088668301,-0.921699999999998,-1.10772595890945,-0.354499999999998,,,,,
2022-04-22 00:00:00,33.1515,32.5697,--,33.1515,32.536,-1.75023152407701,-0.580200000000005,-1.75497337978674,-0.581800000000001,,,,,
2022-04-21 00:00:00,33.1526,33.1499,--,33.3913,33.0429,0.155596645155066,0.0515000000000043,-0.00814415762262164,-0.00269999999999726,,,,,
2022-04-20 00:00:00,32.6665,33.0984,--,33.1047,32.6655,1.2375435097786,0.404599999999995,1.32214960280409,0.431899999999999,,,,,
2022-04-19 00:00:00,33.2649,32.6938,--,33.2649,32.6864,-1.45346033277067,-0.482199999999999,-1.71682464098793,-0.571099999999994,,,,,
2022-04-14 00:00:00,32.7999,33.176,--,33.2212,32.7195,1.15960324066876,0.380300000000005,1.14664983734707,0.376100000000001,,,,,
2022-04-13 00:00:00,32.9922,32.7957,--,33.0998,32.6411,-0.668756530825509,-0.220800000000004,-0.595595322530781,-0.1965,,,,,
2022-04-12 00:00:00,32.9966,33.0165,--,33.0392,32.4136,0.0239331568136769,0.00789999999999935,0.0603092439827128,0.0198999999999998,,,,,
2022-04-11 00:00:00,32.7149,33.0086,--,33.132,32.6902,0.786848605687171,0.2577,0.897756068335838,0.293700000000001,,,,,
2022-04-08 00:00:00,32.3536,32.7509,--,32.8061,32.3536,1.73108940907509,0.557299999999998,1.2279931754117,0.397300000000001,,,,,
2022-04-07 00:00:00,32.5692,32.1936,--,32.6887,32.1747,-0.987248805152141,-0.320999999999998,-1.15323680041266,-0.375599999999999,,,,,
2022-04-06 00:00:00,32.6501,32.5146,--,32.9144,32.2418,-0.426900226618491,-0.139400000000002,-0.415006385891622,-0.1355,,,,,
2022-04-05 00:00:00,32.5842,32.654,--,32.7685,32.3836,0.228056120835984,0.0743000000000009,0.214214251078746,0.0698000000000008,,,,,
2022-04-04 00:00:00,32.8363,32.5797,--,32.9276,32.4477,-0.770875465997406,-0.253099999999996,-0.781452234265124,-0.256599999999999,,,,,
2022-04-01 00:00:00,32.6464,32.8328,--,32.995,32.6464,0.51431510372021,0.167999999999999,0.570966477161338,0.186399999999999,,,,,
2022-03-31 00:00:00,32.6188,32.6648,--,32.8644,32.6188,0.229210711228256,0.0747,0.141022968349539,0.0459999999999994,,,,,
2022-03-30 00:00:00,32.7916,32.5901,--,32.7988,32.5238,-0.609030857156799,-0.1997,-0.614486636821634,-0.201500000000003,,,,,
2022-03-29 00:00:00,32.1661,32.7898,--,32.9876,32.1661,1.87502136001963,0.603499999999997,1.93899788908198,0.623699999999999,,,,,
2022-03-28 00:00:00,32.0443,32.1863,--,32.7197,32.0443,0.437181319470027,0.140100000000004,0.443136532862328,0.142000000000003,,,,,
2022-03-25 00:00:00,31.9805,32.0462,--,32.1066,31.6008,0.192279433604188,0.0614999999999988,0.205437688591484,0.0656999999999996,,,,,
2022-03-24 00:00:00,32.076,31.9847,--,32.1653,31.8649,-0.23020415802362,-0.0738000000000021,-0.284636488340193,-0.0913000000000004,,,,,
2022-03-23 00:00:00,32.3553,32.0585,--,32.4702,32.0378,-0.933848773357805,-0.302199999999999,-0.917314937583634,-0.296799999999998,,,,,
2022-03-22 00:00:00,31.723,32.3607,--,32.5236,31.723,1.97453212790027,0.6266,2.01021340982884,0.637700000000002,,,,,
2022-03-21 00:00:00,31.5128,31.7341,--,31.9067,31.5128,0.681806644838702,0.2149,0.70225432205327,0.221300000000003,,,,,
2022-03-18 00:00:00,31.5079,31.5192,--,31.6869,31.253,0.0396741010642271,0.0125000000000028,0.0358640214041624,0.0113000000000021,,,,,
2022-03-17 00:00:00,31.5854,31.5067,--,31.729,31.172,-0.200190687965442,-0.0632000000000019,-0.249165753797645,-0.0787000000000013,,,,,
2022-03-16 00:00:00,31.44,31.5699,--,31.844,31.174,2.56794294904076,0.790400000000002,0.413167938931295,0.129899999999999,,,,,
2022-03-15 00:00:00,30.9028,30.7795,--,30.9413,30.2322,-0.388033424597245,-0.119900000000001,-0.398992971510673,-0.1233,,,,,
2022-03-14 00:00:00,30.3006,30.8994,--,31.2439,30.3006,1.9358286653075,0.5868,1.97619849111899,0.598800000000001,,,,,
2022-03-11 00:00:00,29.7361,30.3126,--,30.8776,29.7361,1.94283485063007,0.5777,1.93872094861128,0.576499999999999,,,,,
2022-03-10 00:00:00,30.0931,29.7349,--,30.1793,29.536,-1.0083960875963,-0.302900000000001,-1.19030608345435,-0.3582,,,,,
2022-03-09 00:00:00,29.295,30.0378,--,30.0884,28.9673,5.42464253374608,1.5456,2.53558627752176,0.742799999999999,,,,,
2022-03-08 00:00:00,27.9742,28.4922,--,29.0114,27.6083,1.84369683018544,0.515799999999999,1.85170621501241,0.518000000000001,,,,,
2022-03-07 00:00:00,28.0225,27.9764,--,28.6458,27.157,-2.84454168186001,-0.819099999999999,-0.164510661075918,-0.0460999999999991,,,,,
2022-03-04 00:00:00,29.9314,28.7955,--,29.9314,28.7395,-3.83549292011755,-1.1485,-3.79501125907909,-1.1359,,,,,
2022-03-03 00:00:00,30.3176,29.944,--,30.5473,29.9135,-1.15893329284274,-0.351100000000002,-1.23228751616223,-0.3736,,,,,
2022-03-02 00:00:00,29.9966,30.2951,--,30.4949,29.3707,0.912355268943284,0.273900000000001,0.99511277944834,0.298500000000001,,,,,
2022-03-01 00:00:00,31.1339,30.0212,--,31.3254,30.0175,-3.57732455436005,-1.1138,-3.57391781948294,-1.1127,,,,,
2022-02-28 00:00:00,30.9375,31.135,--,31.2849,30.5108,-1.29566284234253,-0.4087,0.638383838383843,0.197500000000002,,,,,
2022-02-25 00:00:00,30.6848,31.5437,--,31.556,30.6168,2.73850352898261,0.840800000000002,2.79910574616749,0.858900000000002,,,,,
2022-02-24 00:00:00,30.7475,30.7029,--,31.3819,30.5981,-4.14509874932096,-1.3277,-0.145052443288069,-0.0445999999999991,,,,,
2022-02-23 00:00:00,32.0666,32.0306,--,32.4353,31.9726,-0.0851584164901531,-0.0272999999999968,-0.112266345668083,-0.0360000000000014,,,,,
2022-02-22 00:00:00,31.68,32.0579,--,32.1689,31.4073,-0.429863058798695,-0.138400000000004,1.19286616161615,0.377899999999997,,,,,
2022-02-21 00:00:00,32.6287,32.1963,--,32.9384,31.9902,-1.37267035081054,-0.448099999999997,-1.32521369224027,-0.432400000000001,,,,,
2022-02-18 00:00:00,33.0379,32.6444,--,33.1742,32.5462,-1.21407993802504,-0.401200000000003,-1.19105633227294,-0.393500000000003,,,,,
2022-02-17 00:00:00,33.5683,33.0456,--,33.5683,32.8888,-1.51194084564971,-0.507300000000001,-1.55712383409348,-0.5227,,,,,
