iShares STOXX Europe 600 Industrial Goods & Services UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:48,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
iShares STOXX Europe 600 Industrial Goods & Services UCITS (DE) ETF iNAV,SXNPNAV.DE,Last,62.3173,EUR,-0.3417,-0.0055,,,,,,,,
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXNPNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,81.8797,2022-01-04 00:00:00,Max,--,--,Advancing,0,Up days,1932.0,Up,0.184246326863777,2020-02-12 00:00:00,0.103703342437248,2008-10-13
Low,14.8466,2009-03-09 00:00:00,Min,--,--,Declining,0,Down days,1715.0,Down,-0.116859508349386,2020-03-12 00:00:00,-0.54742873651772,2008-04-29
Average,42.8858792214912,,Average,--,,,,Unchanged,0.0,Period,0.846400531125054,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXNPNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2022-10-31 00:00:00,62.4172,62.297,--,62.495,62.023,-0.190496331864162,-0.118900000000004,-0.192575123523651,-0.120200000000004,,,,,
2022-10-28 00:00:00,62.2311,62.4159,--,62.4498,61.349,0.277621133908822,0.172800000000002,0.296957630509508,0.184800000000003,,,,,
2022-10-27 00:00:00,62.5041,62.2431,--,62.5041,61.5012,-0.285159985966291,-0.178000000000004,-0.41757260723697,-0.261000000000003,,,,,
2022-10-26 00:00:00,61.5267,62.4211,--,62.4441,61.2995,1.44378517438696,0.888400000000004,1.45367783417606,0.894400000000005,,,,,
2022-10-25 00:00:00,60.3737,61.5327,--,61.5609,60.1144,1.92359295958019,1.1613,1.9197100724322,1.159,,,,,
2022-10-24 00:00:00,59.3051,60.3714,--,60.8374,59.3051,1.71292248128623,1.0167,1.79799039205734,1.0663,,,,,
2022-10-21 00:00:00,59.7206,59.3547,--,59.7206,58.358,-0.601534985991538,-0.359200000000001,-0.612686409714565,-0.365899999999996,,,,,
2022-10-20 00:00:00,59.5722,59.7139,--,59.9014,58.9679,0.326615646972844,0.194400000000002,0.237862627198593,0.1417,,,,,
2022-10-19 00:00:00,60.1257,59.5195,--,60.5408,59.4865,-0.976599868566621,-0.586999999999996,-1.00822111010766,-0.606200000000001,,,,,
2022-10-18 00:00:00,59.3178,60.1065,--,60.7403,59.3178,1.38328520537593,0.820099999999997,1.3296177538614,0.788699999999999,,,,,
2022-10-17 00:00:00,57.8059,59.2864,--,59.5601,57.382,2.47092822278453,1.4296,2.5611572521144,1.4805,,,,,
2022-10-14 00:00:00,58.82,57.8568,--,59.2148,57.851,-0.0754743050578167,-0.0437000000000012,-1.63753825229514,-0.963200000000001,,,,,
2022-10-13 00:00:00,56.8493,57.9005,--,57.969,55.8251,1.80934211336083,1.029,1.84909928530343,1.0512,,,,,
2022-10-12 00:00:00,57.0998,56.8715,--,57.6258,56.6102,-0.445332152316207,-0.254400000000004,-0.39982626909377,-0.228300000000004,,,,,
2022-10-11 00:00:00,57.4037,57.1259,--,57.4808,56.6861,-0.532631747568422,-0.305900000000001,-0.483940930636874,-0.277799999999999,,,,,
2022-10-10 00:00:00,57.1987,57.4318,--,58.052,56.7498,0.432459844888043,0.247300000000003,0.407526744488949,0.2331,,,,,
2022-10-07 00:00:00,58.5425,57.1845,--,58.5716,57.0601,-2.36921269817422,-1.3877,-2.31968228210274,-1.358,,,,,
2022-10-06 00:00:00,58.6471,58.5722,--,59.2976,58.3718,-0.146441838382074,-0.0858999999999952,-0.127713049750115,-0.0748999999999995,,,,,
2022-10-05 00:00:00,59.3158,58.6581,--,59.4537,58.3736,-1.12047981551782,-0.664700000000003,-1.10881080588984,-0.657700000000006,,,,,
2022-10-04 00:00:00,56.8894,59.3228,--,59.3255,56.8894,4.43603330809993,2.5198,4.27742250753216,2.4334,,,,,
2022-10-03 00:00:00,56.4532,56.803,--,56.8531,55.0428,0.647262379579603,0.365299999999998,0.619628293878814,0.349799999999995,,,,,
2022-09-30 00:00:00,55.3262,56.4377,--,56.5436,55.3262,2.01120650700406,1.1127,2.00899393054285,1.1115,,,,,
2022-09-29 00:00:00,56.2568,55.325,--,56.2568,54.8213,-1.61628483886054,-0.908899999999996,-1.65633310106511,-0.931799999999996,,,,,
2022-09-28 00:00:00,55.923,56.2339,--,56.2514,54.5751,0.565294056633127,0.316099999999999,0.555942993044001,0.310899999999997,,,,,
2022-09-27 00:00:00,56.0158,55.9178,--,56.8411,55.878,0.0291584304535676,0.0163000000000011,-0.174950638926872,-0.097999999999999,,,,,
2022-09-26 00:00:00,55.8016,55.9015,--,56.6252,55.3392,0.184233682863583,0.102800000000002,0.179027124670257,0.0998999999999981,,,,,
2022-09-23 00:00:00,56.8321,55.7987,--,56.8569,55.2115,-1.79380089725246,-1.01920000000001,-1.8183385797815,-1.0334,,,,,
2022-09-22 00:00:00,58.3043,56.8179,--,58.3043,56.8062,-2.52463994372914,-1.4716,-2.54938315012786,-1.4864,,,,,
2022-09-21 00:00:00,57.3978,58.2895,--,58.2979,56.9632,1.5567286918949,0.893499999999996,1.55354386405054,0.8917,,,,,
2022-09-20 00:00:00,58.4375,57.396,--,58.8951,57.3377,-1.75164714400891,-1.0233,-1.78224598930481,-1.0415,,,,,
2022-09-19 00:00:00,58.3994,58.4193,--,58.6035,57.7522,-0.00975609756097112,-0.00569999999999737,0.0340756925584849,0.0198999999999998,,,,,
2022-09-16 00:00:00,60.015,58.425,--,60.015,58.4064,-2.66052890694897,-1.59690000000001,-2.64933766558361,-1.59,,,,,
2022-09-15 00:00:00,60.4799,60.0219,--,60.881,59.8595,-0.724282911951411,-0.437899999999999,-0.757276384385554,-0.457999999999998,,,,,
2022-09-14 00:00:00,61.3942,60.4598,--,61.3942,60.1416,-1.56878323244887,-0.9636,-1.52196787318671,-0.934399999999997,,,,,
2022-09-13 00:00:00,62.9268,61.4234,--,63.2788,61.4131,-2.35995421885929,-1.4846,-2.38912514222875,-1.5034,,,,,
2022-09-12 00:00:00,61.5111,62.908,--,63.0681,61.5111,2.24853148171626,1.3834,2.27097223102822,1.3969,,,,,
2022-09-09 00:00:00,60.4663,61.5246,--,61.6733,60.4663,1.74350052835855,1.0543,1.75023112047538,1.0583,,,,,
2022-09-08 00:00:00,60.2899,60.4703,--,60.8143,59.5253,0.263299702378484,0.158799999999999,0.299220930869016,0.180399999999999,,,,,
2022-09-07 00:00:00,60.3848,60.3115,--,60.4292,59.674,-0.115764126038808,-0.069899999999997,-0.121388163908792,-0.0732999999999961,,,,,
2022-09-06 00:00:00,60.0871,60.3814,--,60.7962,59.8714,0.484437588096582,0.2911,0.489788989650024,0.2943,,,,,
2022-09-05 00:00:00,60.9413,60.0903,--,60.9413,59.2773,-1.34122074237529,-0.816900000000004,-1.39642574083585,-0.850999999999999,,,,,
2022-09-02 00:00:00,59.3042,60.9072,--,60.9221,59.3042,2.68275453967655,1.5913,2.70301260281734,1.603,,,,,
2022-09-01 00:00:00,60.7877,59.3159,--,60.7877,59.2465,-2.35519354169616,-1.4307,-2.42121350207361,-1.4718,,,,,
2022-08-31 00:00:00,61.7084,60.7466,--,61.9759,60.7416,-1.52702444211734,-0.942,-1.55862086847171,-0.961799999999997,,,,,
2022-08-30 00:00:00,61.8345,61.6886,--,62.8623,61.4825,-0.348119106811986,-0.215499999999999,-0.235952421382881,-0.145899999999997,,,,,
2022-08-29 00:00:00,62.4926,61.9041,--,62.4926,61.4356,-1.07373433904372,-0.671900000000001,-0.941711498641444,-0.588500000000003,,,,,
2022-08-26 00:00:00,63.8533,62.576,--,64.2416,62.4612,-1.99330605008403,-1.2727,-2.0003664650065,-1.2773,,,,,
2022-08-25 00:00:00,63.7608,63.8487,--,64.3317,63.5248,0.12372627795603,0.0789000000000044,0.13785899800504,0.0878999999999976,,,,,
2022-08-24 00:00:00,63.406,63.7698,--,63.8954,62.7752,0.550609738791491,0.349199999999996,0.573762735387815,0.363799999999998,,,,,
2022-08-23 00:00:00,63.8229,63.4206,--,64.0298,63.2871,-0.657888553679009,-0.420000000000002,-0.630338013471649,-0.402299999999997,,,,,
2022-08-22 00:00:00,65.3065,63.8406,--,65.3065,63.7179,-2.27292905975317,-1.4848,-2.24464639813801,-1.4659,,,,,
2022-08-19 00:00:00,66.4544,65.3254,--,66.4544,65.3052,-1.70290307581883,-1.1317,-1.69890932729812,-1.129,,,,,
2022-08-18 00:00:00,66.1134,66.4571,--,66.4693,65.6444,0.529595958067977,0.350099999999998,0.519864354276135,0.343699999999998,,,,,
2022-08-17 00:00:00,67.1141,66.107,--,67.4348,65.9645,-1.51657355679702,-1.018,-1.50057886494789,-1.00709999999999,,,,,
2022-08-16 00:00:00,66.9957,67.125,--,67.2108,66.8085,0.154577493158902,0.1036,0.192997461031082,0.129300000000001,,,,,
2022-08-15 00:00:00,66.6532,67.0214,--,67.0752,66.6532,0.546830110611215,0.364500000000007,0.552411587140605,0.368200000000002,,,,,
2022-08-12 00:00:00,66.8428,66.6569,--,67.1364,66.5388,-0.290198037722757,-0.194000000000003,-0.278115219589849,-0.185900000000004,,,,,
2022-08-11 00:00:00,66.7623,66.8509,--,67.2526,66.575,0.151611168289882,0.101199999999992,0.132709628038578,0.0885999999999996,,,,,
2022-08-10 00:00:00,65.2471,66.7497,--,66.784,64.6959,2.29619594368857,1.4983,2.30293760182445,1.5026,,,,,
2022-08-09 00:00:00,66.105,65.2514,--,66.1535,65.0652,-1.26035987367649,-0.832899999999995,-1.2912790257923,-0.8536,,,,,
2022-08-08 00:00:00,65.5549,66.0843,--,66.6375,65.5549,0.800494207551917,0.524799999999999,0.807567397707868,0.529399999999995,,,,,
2022-08-05 00:00:00,66.5075,65.5595,--,66.8735,65.5407,-1.4451119048478,-0.961299999999994,-1.42540315002066,-0.947999999999993,,,,,
2022-08-04 00:00:00,66.1022,66.5208,--,66.8706,66.1022,0.65625515418287,0.433699999999988,0.633261827896799,0.418599999999998,,,,,
2022-08-03 00:00:00,65.6487,66.0871,--,66.1515,65.4111,0.659823711919648,0.433200000000014,0.667796925148558,0.438400000000001,,,,,
2022-08-02 00:00:00,66.0158,65.6539,--,66.0158,65.2581,-0.524996818201111,-0.346500000000006,-0.548202097073739,-0.361900000000006,,,,,
2022-08-01 00:00:00,66.2701,66.0004,--,66.4878,65.8907,-0.406069157002836,-0.269099999999995,-0.406970866197577,-0.2697,,,,,
2022-07-29 00:00:00,65.0555,66.2695,--,66.3469,65.0555,1.92297044565297,1.2503,1.86609894628432,1.214,,,,,
2022-07-28 00:00:00,63.6082,65.0192,--,65.025,63.6082,2.25508096997262,1.4339,2.21826745608271,1.411,,,,,
2022-07-27 00:00:00,62.9364,63.5853,--,63.8254,62.9364,1.03682022729006,0.652499999999996,1.03104086029706,0.648899999999998,,,,,
2022-07-26 00:00:00,63.3433,62.9328,--,63.4974,62.7631,-0.647114821439567,-0.4099,-0.648055911201341,-0.410499999999999,,,,,
2022-07-25 00:00:00,63.6935,63.3427,--,63.6935,63.0265,-0.525618194210188,-0.334699999999998,-0.550762636689771,-0.3508,,,,,
2022-07-22 00:00:00,63.7212,63.6774,--,64.2127,63.3101,-0.0499142980919617,-0.031800000000004,-0.0687369352742957,-0.0438000000000045,,,,,
2022-07-21 00:00:00,63.0395,63.7092,--,63.8424,62.8951,1.07549741160344,0.677900000000001,1.06234979655614,0.669700000000006,,,,,
2022-07-20 00:00:00,62.7799,63.0313,--,63.2758,62.5971,0.430361433497128,0.270099999999999,0.400446639768467,0.251400000000004,,,,,
2022-07-19 00:00:00,61.7158,62.7612,--,62.8349,60.8284,1.66292484279481,1.0266,1.69389362205465,1.0454,,,,,
2022-07-18 00:00:00,60.9475,61.7346,--,61.9838,60.9475,1.31820375044723,0.803200000000004,1.29143935354199,0.787100000000002,,,,,
2022-07-15 00:00:00,59.4264,60.9314,--,60.9556,59.4264,1.36126734438915,0.818299999999994,2.5325444583552,1.505,,,,,
2022-07-14 00:00:00,60.5918,60.1131,--,60.9602,59.6821,-0.803465346534651,-0.486899999999999,-0.79004089662297,-0.478699999999996,,,,,
2022-07-13 00:00:00,61.3327,60.6,--,61.3334,60.0058,-1.15869412041024,-0.7104,-1.19463190109029,-0.732700000000001,,,,,
2022-07-12 00:00:00,60.554,61.3104,--,61.3588,59.7622,1.20317258569036,0.728900000000003,1.24913300525151,0.756399999999999,,,,,
2022-07-11 00:00:00,61.2705,60.5815,--,61.2705,59.9704,-1.0935278108383,-0.669800000000002,-1.12452158869276,-0.689,,,,,
2022-07-08 00:00:00,60.6458,61.2513,--,61.3548,60.4375,0.965123677591004,0.585500000000003,0.998420335785824,0.605499999999999,,,,,
2022-07-07 00:00:00,59.1635,60.6658,--,60.7322,59.1635,2.51722820998982,1.4896,2.53923449424053,1.5023,,,,,
2022-07-06 00:00:00,58.56,59.1762,--,59.3312,57.9268,2.61051105674113,1.5055,1.05225409836065,0.616199999999999,,,,,
2022-07-05 00:00:00,58.9148,57.6707,--,59.575,57.4653,-2.08593310956157,-1.2286,-2.11169349637104,-1.2441,,,,,
2022-07-04 00:00:00,58.7404,58.8993,--,59.4734,58.7404,0.233483827160704,0.1372,0.270512287965345,0.158899999999996,,,,,
2022-07-01 00:00:00,58.6299,58.7621,--,59.2974,57.9134,0.207023449583641,0.121399999999994,0.225482219822987,0.132199999999997,,,,,
2022-06-30 00:00:00,59.5568,58.6407,--,59.5568,57.9193,-1.56761438599671,-0.933899999999994,-1.53819547054241,-0.9161,,,,,
2022-06-29 00:00:00,60.3422,59.5746,--,60.3422,59.181,-1.22133202456592,-0.736600000000003,-1.27207824706425,-0.767600000000002,,,,,
2022-06-28 00:00:00,60.1658,60.3112,--,61.1099,60.1658,0.245664307535805,0.147799999999997,0.241665530916238,0.145400000000002,,,,,
2022-06-27 00:00:00,59.4276,60.1634,--,60.8215,59.4276,1.27376205040846,0.756700000000002,1.23814523891257,0.735800000000005,,,,,
2022-06-24 00:00:00,57.8306,59.4067,--,59.519,57.8306,2.74722708900123,1.5884,2.72537376406263,1.5761,,,,,
2022-06-23 00:00:00,58.8034,57.8183,--,58.8034,57.6528,-1.62656126912612,-0.955999999999996,-1.6752432682464,-0.985100000000003,,,,,
2022-06-22 00:00:00,59.5436,58.7743,--,59.5436,57.9689,-1.29083400371834,-0.768600000000006,-1.29199443768936,-0.769300000000001,,,,,
2022-06-21 00:00:00,59.3143,59.5429,--,60.2817,59.3143,0.382865948027339,0.2271,0.385404531453629,0.2286,,,,,
2022-06-20 00:00:00,58.9985,59.3158,--,59.3263,58.5567,0.517535891978373,0.305400000000006,0.537810283312293,0.317300000000003,,,,,
2022-06-17 00:00:00,58.7895,59.0104,--,59.8779,58.672,0.289598912304544,0.170399999999994,0.375747369853461,0.2209,,,,,
2022-06-16 00:00:00,60.4566,58.84,--,60.4566,58.6967,-2.69780425126589,-1.6314,-2.67398431271358,-1.6166,,,,,
2022-06-15 00:00:00,59.4653,60.4714,--,60.7799,59.4653,1.6353380931252,0.973000000000006,1.6919110809161,1.0061,,,,,
2022-06-14 00:00:00,60.4826,59.4984,--,61.1587,59.4143,-1.77940877868078,-1.07790000000001,-1.62724486050534,-0.984200000000001,,,,,
2022-06-13 00:00:00,62.4298,60.5763,--,62.4298,60.4005,-3.08474283410447,-1.92809999999999,-2.96893470746342,-1.8535,,,,,
2022-06-10 00:00:00,64.3833,62.5044,--,64.3833,62.498,-2.98626071732342,-1.924,-2.91830334884979,-1.87890000000001,,,,,
2022-06-09 00:00:00,65.3752,64.4284,--,65.3752,64.1192,-1.42443168082938,-0.930999999999997,-1.44825560763104,-0.94680000000001,,,,,
2022-06-08 00:00:00,66.1772,65.3594,--,66.458,65.049,-1.26561244282236,-0.837800000000001,-1.23577304570155,-0.817800000000005,,,,,
2022-06-07 00:00:00,66.5516,66.1972,--,66.5516,65.5912,-0.500973237838297,-0.333300000000008,-0.532519128014951,-0.354399999999998,,,,,
2022-06-06 00:00:00,65.7089,66.5305,--,66.7251,65.7089,1.17907024843663,0.775300000000001,1.25036334499589,0.821600000000004,,,,,
2022-06-03 00:00:00,66.0626,65.7552,--,66.4054,65.7258,-0.36200205775971,-0.238900000000001,-0.465316230363324,-0.307400000000001,,,,,
2022-06-02 00:00:00,65.0883,65.9941,--,66.0069,65.0883,1.32859810099373,0.865300000000005,1.39164796130795,0.905799999999999,,,,,
2022-06-01 00:00:00,65.5692,65.1288,--,66.0136,65.0626,-0.687560327357405,-0.450900000000004,-0.671656814479965,-0.440399999999997,,,,,
2022-05-31 00:00:00,66.6403,65.5797,--,66.6403,65.5632,-1.52192716373443,-1.01349999999999,-1.59152944989743,-1.06059999999999,,,,,
2022-05-30 00:00:00,65.8736,66.5932,--,66.8806,65.8736,1.29953497852869,0.854299999999995,1.09239513249617,0.7196,,,,,
2022-05-27 00:00:00,64.3989,65.7389,--,65.8354,64.3989,2.14025798071515,1.3775,2.08078088290328,1.34,,,,,
2022-05-26 00:00:00,63.473,64.3614,--,64.4185,63.473,1.32382459206084,0.840900000000005,1.39965024498606,0.888400000000004,,,,,
2022-05-25 00:00:00,63.0755,63.5205,--,63.8265,62.8455,0.692892266428254,0.437100000000001,0.705503721730308,0.445,,,,,
2022-05-24 00:00:00,64.3815,63.0834,--,64.3815,63.0643,-1.91067946672639,-1.22880000000001,-2.01626243563757,-1.29810000000001,,,,,
2022-05-23 00:00:00,64.84,64.3122,--,64.84,63.8185,0.941259564449685,0.599700000000006,-0.814003701418876,-0.527799999999999,,,,,
2022-05-20 00:00:00,63.1743,63.7125,--,64.5886,63.1743,0.785721291196184,0.496699999999997,0.851928711517177,0.538199999999996,,,,,
2022-05-19 00:00:00,63.8784,63.2158,--,63.8784,62.1854,-1.0629939744894,-0.679200000000002,-1.03728333834285,-0.662599999999998,,,,,
2022-05-18 00:00:00,64.8059,63.895,--,64.9787,63.8776,-1.34621233994526,-0.871900000000004,-1.40558189917892,-0.910899999999991,,,,,
2022-05-17 00:00:00,63.6678,64.7669,--,65.0875,63.6678,1.79713470651569,1.14340000000001,1.72630434850899,1.09910000000001,,,,,
2022-05-16 00:00:00,64.0666,63.6235,--,64.0877,63.236,-0.618872003461435,-0.3962,-0.691624028745078,-0.443099999999994,,,,,
2022-05-13 00:00:00,62.5928,64.0197,--,64.0222,62.5928,2.26331729571201,1.4169,2.27965516800655,1.4269,,,,,
2022-05-12 00:00:00,61.77,62.6028,--,62.8873,60.9113,-0.366843695938299,-0.230499999999999,1.3482272948033,0.832799999999999,,,,,
2022-05-11 00:00:00,61.9364,62.8333,--,62.8513,61.6161,1.44793457815666,0.896799999999999,1.44809837187825,0.896900000000002,,,,,
2022-05-10 00:00:00,62.55,61.9365,--,63.0576,61.9124,0.678652123734137,0.417500000000004,-0.980815347721814,-0.613499999999995,,,,,
2022-05-09 00:00:00,63.5575,61.519,--,63.5575,61.5181,-3.13234648069622,-1.9893,-3.20733194351571,-2.0385,,,,,
2022-05-06 00:00:00,64.9152,63.5083,--,64.9152,63.0758,-2.24649749568247,-1.4595,-2.1672890170561,-1.4069,,,,,
2022-05-05 00:00:00,66.755,64.9678,--,67.0123,64.8408,-0.360719598791476,-0.235200000000006,-2.67725264025166,-1.7872,,,,,
2022-05-04 00:00:00,65.6672,65.203,--,65.913,65.1969,-0.72896905992222,-0.478799999999993,-0.706897811997452,-0.464199999999991,,,,,
2022-05-03 00:00:00,65.5622,65.6818,--,66.1579,65.2041,0.141029100783209,0.0925000000000011,0.182422188395129,0.119599999999991,,,,,
2022-05-02 00:00:00,66.827,65.5893,--,66.827,63.9969,-1.87705702830471,-1.2547,-1.85209570981789,-1.2377,,,,,
2022-04-29 00:00:00,67.36,66.844,--,67.4623,66.6417,0.804244262238217,0.533299999999997,-0.766033254156778,-0.516000000000005,,,,,
2022-04-28 00:00:00,65.7803,66.3107,--,66.8954,65.7139,0.903726292211414,0.593899999999991,0.806320433321223,0.5304,,,,,
2022-04-27 00:00:00,65.4462,65.7168,--,65.9695,64.6593,0.467044684939772,0.305500000000009,0.413469384013131,0.270600000000002,,,,,
2022-04-26 00:00:00,66.4654,65.4113,--,67.2874,65.4095,-1.57542398767347,-1.047,-1.58593794666098,-1.05410000000001,,,,,
2022-04-25 00:00:00,67.8772,66.4583,--,67.8772,66.1899,-2.09140235628975,-1.4196,-2.09039265025665,-1.41890000000001,,,,,
2022-04-22 00:00:00,69.5503,67.8779,--,69.5503,67.8574,-2.38788928131795,-1.6605,-2.40459063440416,-1.6724,,,,,
2022-04-21 00:00:00,68.3469,69.5384,--,69.9796,68.3469,1.77026378335342,1.20959999999999,1.74331242528921,1.19149999999999,,,,,
2022-04-20 00:00:00,67.1819,68.3288,--,68.4334,67.141,1.69186807953329,1.13680000000001,1.70715624297616,1.1469,,,,,
2022-04-19 00:00:00,67.1769,67.192,--,67.3983,66.1963,-0.0941189764970379,-0.0633000000000123,0.0224779648956556,0.0150999999999897,,,,,
2022-04-14 00:00:00,66.6526,67.2553,--,67.3871,66.641,0.900002100354968,0.599900000000005,0.904240794807702,0.602699999999999,,,,,
2022-04-13 00:00:00,66.7227,66.6554,--,66.7227,66.0981,-0.154586824768646,-0.103200000000001,-0.100865222780258,-0.067300000000003,,,,,
2022-04-12 00:00:00,66.4432,66.7586,--,66.9065,65.5098,0.441887372131759,0.293700000000001,0.474691164784352,0.315399999999997,,,,,
2022-04-11 00:00:00,67.3748,66.4649,--,67.3748,66.3395,-1.38987592301085,-0.936800000000005,-1.35050493656381,-0.909899999999993,,,,,
2022-04-08 00:00:00,67.78,67.4017,--,67.78,66.9177,1.06156953355414,0.707999999999998,-0.558129241664202,-0.378299999999996,,,,,
2022-04-07 00:00:00,66.9311,66.6937,--,67.4987,66.6142,-0.125192243471943,-0.0835999999999899,-0.354693109780048,-0.237399999999994,,,,,
2022-04-06 00:00:00,68.7334,66.7773,--,68.7861,66.3052,-2.83631083161397,-1.94930000000001,-2.84592352480745,-1.95610000000001,,,,,
2022-04-05 00:00:00,69.7435,68.7266,--,69.8136,68.3638,-1.44434979880631,-1.0072,-1.45805702323513,-1.01689999999999,,,,,
2022-04-04 00:00:00,69.4473,69.7338,--,69.8122,68.752,0.416157869271711,0.289000000000001,0.412543036230356,0.286500000000004,,,,,
2022-04-01 00:00:00,69.3977,69.4448,--,69.8591,69.248,0.0165626579753491,0.0114999999999981,0.0678696844419921,0.0471000000000004,,,,,
2022-03-31 00:00:00,70.3125,69.4333,--,70.7191,69.4231,-1.17212853417747,-0.823499999999996,-1.25041777777777,-0.879199999999997,,,,,
2022-03-30 00:00:00,71.5214,70.2568,--,71.5214,70.0191,-1.74506255541601,-1.2478,-1.7681421224976,-1.2646,,,,,
2022-03-29 00:00:00,69.7494,71.5046,--,71.8143,69.7494,2.48367174656774,1.7329,2.51643741738281,1.7552,,,,,
2022-03-28 00:00:00,69.7947,69.7717,--,70.5656,69.7549,0.0476064153946438,0.0331999999999937,-0.0329537916202954,-0.0230000000000103,,,,,
2022-03-25 00:00:00,70.3343,69.7385,--,70.7514,69.4055,-0.88528653494672,-0.622900000000001,-0.847097362168952,-0.595799999999997,,,,,
2022-03-24 00:00:00,70.8586,70.3614,--,71.2123,70.2183,-0.676868870948847,-0.479500000000002,-0.701679118695532,-0.497199999999992,,,,,
2022-03-23 00:00:00,71.6537,70.8409,--,71.964,70.5389,-1.09597226701514,-0.784999999999997,-1.13434477214714,-0.812799999999996,,,,,
2022-03-22 00:00:00,71.2609,71.6259,--,71.7357,71.0768,0.488793798884638,0.348399999999998,0.512202343781786,0.364999999999995,,,,,
2022-03-21 00:00:00,71.5871,71.2775,--,71.5871,70.8264,-0.46737846344617,-0.334699999999998,-0.432480153547222,-0.309600000000003,,,,,
2022-03-18 00:00:00,71.0869,71.6122,--,71.6277,70.1892,0.751001710786961,0.533799999999999,0.738954715988461,0.525300000000001,,,,,
2022-03-17 00:00:00,70.9509,71.0784,--,71.6381,70.3574,0.213882783211407,0.151700000000005,0.179701737398677,0.127499999999998,,,,,
2022-03-16 00:00:00,69.7,70.9267,--,71.1528,69.1224,3.93652440489798,2.6863,1.7599713055954,1.22669999999999,,,,,
2022-03-15 00:00:00,68.4895,68.2404,--,68.6385,66.8419,-0.379705257625869,-0.260100000000008,-0.363705385497066,-0.249100000000013,,,,,
2022-03-14 00:00:00,67.0166,68.5005,--,69.1625,67.0166,2.21071966266232,1.4816,2.21422751974885,1.48390000000001,,,,,
2022-03-11 00:00:00,65.8915,67.0189,--,67.8868,65.7314,1.70806180892169,1.1255,1.71099458959048,1.12740000000001,,,,,
2022-03-10 00:00:00,67.0909,65.8934,--,67.4164,65.4407,-1.67409531853173,-1.1219,-1.78489184077126,-1.19750000000001,,,,,
2022-03-09 00:00:00,65.04,67.0153,--,67.0228,64.0677,5.9023108297527,3.735,3.03705412054119,1.97529999999999,,,,,
2022-03-08 00:00:00,63.6107,63.2803,--,64.9205,62.7678,-0.495476087893151,-0.315100000000001,-0.519409470419292,-0.330400000000004,,,,,
2022-03-07 00:00:00,62.32,63.5954,--,64.7995,61.2394,-0.69192751235585,-0.443100000000001,2.04653401797176,1.2754,,,,,
2022-03-04 00:00:00,67.0153,64.0385,--,67.0153,63.9819,-4.48073982921282,-3.004,-4.44197071415035,-2.9768,,,,,
2022-03-03 00:00:00,68.4505,67.0425,--,68.966,66.9341,-2.05095089142874,-1.40379999999999,-2.05696086953346,-1.408,,,,,
2022-03-02 00:00:00,67.3608,68.4463,--,68.9167,66.3217,1.63757452463859,1.10279999999999,1.61147136019762,1.0855,,,,,
2022-03-01 00:00:00,69.6534,67.3435,--,69.6534,67.3376,-3.30378321875125,-2.3009,-3.31627745379263,-2.3099,,,,,
2022-02-28 00:00:00,69.3165,69.6444,--,69.7429,68.3412,0.510022946703046,0.353400000000008,0.473047542792841,0.3279,,,,,
2022-02-25 00:00:00,67.0195,69.291,--,69.3106,67.0195,3.30807696780485,2.2188,3.38931206589128,2.2715,,,,,
2022-02-24 00:00:00,66.435,67.0722,--,67.5115,65.4439,-2.96393710151345,-2.04870000000001,0.959132987130267,0.637199999999993,,,,,
2022-02-23 00:00:00,69.6794,69.1209,--,70.7537,69.0116,-0.777177899667389,-0.541399999999996,-0.801528141746334,-0.558499999999995,,,,,
2022-02-22 00:00:00,68.02,69.6623,--,70.1313,67.7601,0.353660785285416,0.245500000000007,2.41443693031462,1.64230000000001,,,,,
2022-02-21 00:00:00,70.7677,69.4168,--,71.3378,68.8538,-1.92957026161798,-1.36580000000001,-1.90892172558951,-1.35090000000001,,,,,
2022-02-18 00:00:00,71.692,70.7826,--,71.8551,70.5317,-1.29863248268466,-0.931299999999993,-1.26848183897784,-0.909399999999991,,,,,
2022-02-17 00:00:00,72.5575,71.7139,--,73.1633,71.5025,-1.15530770301618,-0.838200000000001,-1.16266409399443,-0.843600000000009,,,,,
2022-02-16 00:00:00,72.6057,72.5521,--,73.2289,72.2554,-0.0889602529445688,-0.0645999999999987,-0.0738234050494699,-0.053600000000003,,,,,
2022-02-15 00:00:00,71.0857,72.6167,--,72.6468,70.8598,2.13936989156869,1.521,2.15373837494741,1.53099999999999,,,,,
