iShares STOXX Europe 600 Travel & Leisure UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:42,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
iShares STOXX Europe 600 Travel & Leisure UCITS (DE) ETF iNAV,SXTPNAV.DE,Last,18.359,EUR,-0.0029,-0.0002,,,,,,,,
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXTPNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,26.3865,2015-04-14 00:00:00,Max,--,--,Advancing,0,Up days,1899.0,Up,0.148627654065251,2020-02-12 00:00:00,0.127323519113371,2008-04-28
Low,7.8831,2009-03-09 00:00:00,Min,--,--,Declining,0,Down days,1747.0,Down,-0.129968322276015,2020-03-12 00:00:00,-0.101070865698525,2020-03-16
Average,17.9962796875,,Average,--,,,,Unchanged,1.0,Period,0.0660075620313783,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXTPNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2022-10-31 00:00:00,18.0774,18.2977,--,18.3707,17.9924,1.22200832005665,0.2209,1.21864869948111,0.220299999999998,,,,,
2022-10-28 00:00:00,18.1753,18.0768,--,18.1753,17.9258,-0.554528650646967,-0.100800000000003,-0.541944287026907,-0.0985000000000014,,,,,
2022-10-27 00:00:00,18.0375,18.1776,--,18.2709,17.8339,0.818635607321135,0.147600000000001,0.776715176715178,0.1401,,,,,
2022-10-26 00:00:00,17.804,18.03,--,18.0599,17.643,1.23980863823193,0.220800000000001,1.2693776679398,0.226000000000003,,,,,
2022-10-25 00:00:00,17.2065,17.8092,--,17.8112,17.2037,3.51176983435049,0.604200000000002,3.50274605526982,0.602700000000002,,,,,
2022-10-24 00:00:00,16.9031,17.205,--,17.4673,16.9031,1.68740210999142,0.285499999999999,1.78606291153694,0.3019,,,,,
2022-10-21 00:00:00,17.1009,16.9195,--,17.1009,16.7299,-1.02719492720136,-0.175599999999999,-1.06076288382483,-0.1814,,,,,
2022-10-20 00:00:00,16.9638,17.0951,--,17.2022,16.8332,0.83403622807999,0.141399999999997,0.774001108242254,0.1313,,,,,
2022-10-19 00:00:00,17.2264,16.9537,--,17.2625,16.9513,-1.55674784285034,-0.2681,-1.58303534110435,-0.2727,,,,,
2022-10-18 00:00:00,17.149,17.2218,--,17.4355,17.1458,0.481349880100139,0.0825000000000031,0.424514548953297,0.0728000000000009,,,,,
2022-10-17 00:00:00,16.6254,17.1393,--,17.1845,16.6098,3.12951285260421,0.520099999999999,3.09105344833808,0.5139,,,,,
2022-10-14 00:00:00,16.675,16.6192,--,16.9495,16.4988,1.10293893988892,0.1813,-0.334632683658179,-0.0558000000000014,,,,,
2022-10-13 00:00:00,15.8603,16.4379,--,16.6595,15.7904,3.59607494658826,0.570599999999999,3.64179744393233,0.577599999999999,,,,,
2022-10-12 00:00:00,15.9674,15.8673,--,15.9857,15.6786,-0.700906798170133,-0.112,-0.626902313463679,-0.100099999999999,,,,,
2022-10-11 00:00:00,16.0312,15.9793,--,16.1956,15.7756,-0.3678694125936,-0.0589999999999993,-0.323743699785406,-0.0518999999999981,,,,,
2022-10-10 00:00:00,16.1666,16.0383,--,16.3331,15.9534,-0.742038098303036,-0.119900000000001,-0.793611520047502,-0.128299999999999,,,,,
2022-10-07 00:00:00,16.427,16.1582,--,16.4763,16.0862,-1.67403990677465,-0.275099999999998,-1.63633043160649,-0.268799999999999,,,,,
2022-10-06 00:00:00,16.4044,16.4333,--,16.7522,16.3126,0.137104833402399,0.0225000000000009,0.17617224647046,0.0289000000000001,,,,,
2022-10-05 00:00:00,16.7283,16.4108,--,16.7283,16.2548,-1.95776204558354,-0.3277,-1.89798126528101,-0.317500000000003,,,,,
2022-10-04 00:00:00,15.7648,16.7385,--,16.7535,15.7648,6.15487062404869,0.970499999999998,6.17641834974119,0.973699999999999,,,,,
2022-10-03 00:00:00,15.7593,15.768,--,15.8128,15.3798,0.120642580481301,0.0190000000000001,0.055205497706123,0.00870000000000104,,,,,
2022-09-30 00:00:00,15.644,15.749,--,15.9664,15.5234,0.681481102644097,0.1066,0.671183840450016,0.105,,,,,
2022-09-29 00:00:00,16.0714,15.6424,--,16.0987,15.5306,-2.67721042513082,-0.430300000000001,-2.66933807882325,-0.429,,,,,
2022-09-28 00:00:00,16.0047,16.0727,--,16.0983,15.6131,0.45249151578409,0.0724000000000018,0.424875192912091,0.0680000000000014,,,,,
2022-09-27 00:00:00,15.7359,16.0003,--,16.1709,15.7359,2.01345277184481,0.315799999999999,1.6802343685458,0.264399999999998,,,,,
2022-09-26 00:00:00,15.4072,15.6845,--,15.9016,15.2849,1.80377240922722,0.277900000000001,1.79980788202918,0.2773,,,,,
2022-09-23 00:00:00,15.903,15.4066,--,15.903,15.3896,-3.10009748734237,-0.492900000000001,-3.1214236307615,-0.496400000000001,,,,,
2022-09-22 00:00:00,16.156,15.8995,--,16.2313,15.8965,-3.20469502432134,-0.526399999999999,-1.58764545679623,-0.256499999999999,,,,,
2022-09-21 00:00:00,16.7514,16.4259,--,16.7514,16.2882,-1.91618697303366,-0.320900000000002,-1.94312117196176,-0.325500000000002,,,,,
2022-09-20 00:00:00,16.7185,16.7468,--,17.0805,16.6354,0.141121316494462,0.0236000000000018,0.169273559230802,0.0283000000000015,,,,,
2022-09-19 00:00:00,16.8329,16.7232,--,16.8329,16.6664,-0.675302460666758,-0.113700000000001,-0.651699944751054,-0.1097,,,,,
2022-09-16 00:00:00,17.2587,16.8369,--,17.2587,16.8197,-2.43041671737278,-0.4194,-2.44398477289715,-0.421800000000001,,,,,
2022-09-15 00:00:00,17.1671,17.2563,--,17.3667,17.0446,0.57173829422666,0.0980999999999987,0.519598534405917,0.0891999999999982,,,,,
2022-09-14 00:00:00,17.2873,17.1582,--,17.3726,16.9921,-0.744494385922279,-0.128699999999998,-0.746790996858952,-0.129099999999998,,,,,
2022-09-13 00:00:00,17.6677,17.2869,--,17.9453,17.2742,-2.13318840333565,-0.376799999999999,-2.15534563072726,-0.380800000000001,,,,,
2022-09-12 00:00:00,17.2163,17.6637,--,17.665,17.2026,2.57486803365793,0.443399999999997,2.59870006912053,0.447399999999998,,,,,
2022-09-09 00:00:00,16.9816,17.2203,--,17.275,16.979,1.39668258445161,0.237200000000001,1.405639044613,0.238700000000001,,,,,
2022-09-08 00:00:00,16.9834,16.9831,--,17.1377,16.6082,-0.0294323673630306,-0.00499999999999901,-0.00176643075002238,-0.000299999999999301,,,,,
2022-09-07 00:00:00,16.8266,16.9881,--,17.0505,16.6527,0.952590356433993,0.160299999999999,0.959789856536675,0.1615,,,,,
2022-09-06 00:00:00,16.6883,16.8278,--,17.1157,16.6883,0.846792317142607,0.141300000000001,0.835914982352895,0.139499999999998,,,,,
2022-09-05 00:00:00,16.567,16.6865,--,16.7863,16.4668,-0.940343961673862,-0.1584,0.721313454457648,0.119499999999999,,,,,
2022-09-02 00:00:00,16.4935,16.8449,--,16.8567,16.4935,2.12867865500975,0.351099999999999,2.13053627186466,0.351399999999998,,,,,
2022-09-01 00:00:00,17.1405,16.4938,--,17.1405,16.451,-3.63238000642693,-0.621700000000001,-3.77293544529039,-0.646699999999999,,,,,
2022-08-31 00:00:00,17.0352,17.1155,--,17.2792,16.9569,0.501465053053123,0.0853999999999999,0.471376913684613,0.0803000000000011,,,,,
2022-08-30 00:00:00,17.1127,17.0301,--,17.3804,16.9493,-0.656839354360751,-0.1126,-0.482682452213849,-0.0825999999999993,,,,,
2022-08-29 00:00:00,17.2571,17.1427,--,17.2571,17.0632,-0.70434364555758,-0.121599999999997,-0.662915553598228,-0.1144,,,,,
2022-08-26 00:00:00,17.8969,17.2643,--,17.9104,17.2572,-3.51636068963591,-0.629200000000001,-3.53469036537054,-0.6326,,,,,
2022-08-25 00:00:00,17.853,17.8935,--,18.0236,17.7835,0.210013440860203,0.0374999999999979,0.226852629810105,0.040499999999998,,,,,
2022-08-24 00:00:00,17.7981,17.856,--,17.8944,17.619,0.299392788734294,0.0533000000000001,0.325315623577798,0.0579000000000001,,,,,
2022-08-23 00:00:00,17.7366,17.8027,--,17.9117,17.6479,0.370412132829696,0.0657000000000032,0.372675710113563,0.0661000000000023,,,,,
2022-08-22 00:00:00,17.9882,17.737,--,18.0223,17.6672,-1.43537479230689,-0.258300000000002,-1.39647101989082,-0.251200000000001,,,,,
2022-08-19 00:00:00,18.5516,17.9953,--,18.5516,17.9715,-2.99134241140257,-0.5549,-2.99866318808081,-0.5563,,,,,
2022-08-18 00:00:00,18.4968,18.5502,--,18.5907,18.4327,0.364120349079416,0.0672999999999995,0.28869858570131,0.0533999999999999,,,,,
2022-08-17 00:00:00,18.7574,18.4829,--,18.8249,18.4483,-1.48075498248999,-0.277799999999999,-1.46342243594528,-0.2745,,,,,
2022-08-16 00:00:00,18.8023,18.7607,--,18.9072,18.6535,-0.287009625452431,-0.0539999999999985,-0.221249527983273,-0.041599999999999,,,,,
2022-08-15 00:00:00,18.6522,18.8147,--,18.8187,18.5781,0.880946253163456,0.164299999999997,0.871210902735323,0.162499999999998,,,,,
2022-08-12 00:00:00,17.9584,18.6504,--,18.6715,17.9584,3.84236343490922,0.690100000000001,3.85334996436208,0.692,,,,,
2022-08-11 00:00:00,17.8641,17.9603,--,18.1538,17.8427,0.525567545784273,0.0939000000000014,0.53851019642747,0.0961999999999996,,,,,
2022-08-10 00:00:00,17.331,17.8664,--,17.8664,17.192,3.07736687243986,0.5334,3.08926201604062,0.535399999999999,,,,,
2022-08-09 00:00:00,17.7703,17.333,--,17.7943,17.28,-2.41307089451402,-0.428600000000003,-2.46084759401924,-0.4373,,,,,
2022-08-08 00:00:00,17.4825,17.7616,--,17.8632,17.4314,1.59877817882292,0.279500000000002,1.59645359645359,0.2791,,,,,
2022-08-05 00:00:00,17.5419,17.4821,--,17.7174,17.4618,-0.385191769659893,-0.0676000000000023,-0.340898078315343,-0.0597999999999992,,,,,
2022-08-04 00:00:00,17.2388,17.5497,--,17.6735,17.2388,1.82061859258873,0.313800000000001,1.80348980207439,0.3109,,,,,
2022-08-03 00:00:00,17.0009,17.2359,--,17.2939,16.9649,1.38049078888549,0.2347,1.38227976165967,0.234999999999999,,,,,
2022-08-02 00:00:00,17.2021,17.0012,--,17.2021,16.7848,-1.10866808594795,-0.1906,-1.16788066573268,-0.200900000000001,,,,,
2022-08-01 00:00:00,17.1144,17.1918,--,17.2546,17.0054,0.466926524816076,0.0799000000000021,0.452250736222133,0.0774000000000008,,,,,
2022-07-29 00:00:00,16.9253,17.1119,--,17.2958,16.9253,1.15388935194216,0.1952,1.10249153633908,0.186599999999999,,,,,
2022-07-28 00:00:00,17.0057,16.9167,--,17.313,16.7125,-0.503461296412856,-0.085600000000003,-0.523353934269111,-0.0890000000000022,,,,,
2022-07-27 00:00:00,16.5156,17.0023,--,17.1814,16.5156,2.9624964422186,0.4892,2.94691079948656,0.486700000000003,,,,,
2022-07-26 00:00:00,16.6904,16.5131,--,16.8168,16.5078,-1.05813765376248,-0.176599999999997,-1.06228730288069,-0.177299999999999,,,,,
2022-07-25 00:00:00,16.8391,16.6897,--,16.9002,16.6277,-0.84423531648429,-0.142100000000003,-0.887220813463902,-0.1494,,,,,
2022-07-22 00:00:00,16.4609,16.8318,--,16.9405,16.3895,2.25508183176799,0.371200000000002,2.25321823229594,0.370900000000002,,,,,
2022-07-21 00:00:00,16.782,16.4606,--,16.8674,16.3916,-1.92157587096544,-0.322500000000002,-1.915147181504,-0.321400000000001,,,,,
2022-07-20 00:00:00,16.6397,16.7831,--,16.8215,16.5465,0.896356859444515,0.149100000000001,0.861794383312197,0.1434,,,,,
2022-07-19 00:00:00,16.4384,16.634,--,16.6859,16.1703,1.14867042462497,0.1889,1.18989682694179,0.195599999999999,,,,,
2022-07-18 00:00:00,16.0815,16.4451,--,16.4707,16.0815,2.26925038245792,0.364899999999999,2.26098311724654,0.363600000000002,,,,,
2022-07-15 00:00:00,15.8324,16.0802,--,16.1117,15.5868,1.34686288721521,0.213700000000001,1.56514489275158,0.247800000000002,,,,,
2022-07-14 00:00:00,15.7819,15.8665,--,16.1337,15.7549,0.536057128736084,0.0846,0.536057128736084,0.0846,,,,,
2022-07-13 00:00:00,16.0665,15.7819,--,16.1181,15.4179,-1.74876111263291,-0.280899999999999,-1.77138766999658,-0.284600000000001,,,,,
2022-07-12 00:00:00,15.8086,16.0628,--,16.0757,15.5154,1.5411846513686,0.243799999999998,1.60798552686512,0.254199999999999,,,,,
2022-07-11 00:00:00,16.2391,15.819,--,16.2391,15.8165,-2.56956677054976,-0.417199999999999,-2.58696602644235,-0.4201,,,,,
2022-07-08 00:00:00,16.1545,16.2362,--,16.2481,15.9631,0.461587961587963,0.0746000000000002,0.505741434275288,0.0817000000000014,,,,,
2022-07-07 00:00:00,16.0858,16.1616,--,16.2311,15.7512,0.439378779310036,0.0706999999999987,0.471223066306935,0.075800000000001,,,,,
2022-07-06 00:00:00,15.6539,16.0909,--,16.2333,15.6539,2.78966667092539,0.436700000000002,2.79163658896506,0.437000000000001,,,,,
2022-07-05 00:00:00,15.9565,15.6542,--,16.2168,15.5091,-1.86992634383326,-0.298300000000001,-1.89452574186069,-0.302300000000001,,,,,
2022-07-04 00:00:00,16.0167,15.9525,--,16.2864,15.9381,-0.477259966311057,-0.0764999999999993,-0.400831631984114,-0.0641999999999996,,,,,
2022-07-01 00:00:00,16.0065,16.029,--,16.1014,15.7467,0.15120463860842,0.0242000000000004,0.140567894292949,0.0225000000000009,,,,,
2022-06-30 00:00:00,16.2296,16.0048,--,16.271,15.7115,-1.45555747112282,-0.2364,-1.38512347808943,-0.224800000000002,,,,,
2022-06-29 00:00:00,16.6629,16.2412,--,16.6629,16.1201,-2.44998228132452,-0.407900000000001,-2.53077195446172,-0.421700000000001,,,,,
2022-06-28 00:00:00,16.8918,16.6491,--,17.1276,16.6466,-1.43270716531192,-0.242000000000001,-1.43679181614748,-0.242699999999999,,,,,
2022-06-27 00:00:00,16.8072,16.8911,--,17.1238,16.796,0.536876000690457,0.0902000000000029,0.499190822980627,0.0838999999999999,,,,,
2022-06-24 00:00:00,16.4926,16.8009,--,16.8594,16.4735,1.90268814595563,0.313699999999997,1.86932321162218,0.308299999999999,,,,,
2022-06-23 00:00:00,16.5622,16.4872,--,16.8188,16.3886,-0.434202341914714,-0.0718999999999994,-0.452838391035003,-0.0749999999999993,,,,,
2022-06-22 00:00:00,16.6964,16.5591,--,16.7131,16.196,-0.835399374797876,-0.139499999999998,-0.822332958002921,-0.1373,,,,,
2022-06-21 00:00:00,16.8047,16.6986,--,17.0219,16.5684,-0.612445317382387,-0.102900000000002,-0.631370985498113,-0.106100000000001,,,,,
2022-06-20 00:00:00,16.323,16.8015,--,16.828,16.2694,2.88543382546554,0.4712,2.93144642528947,0.4785,,,,,
2022-06-17 00:00:00,16.2204,16.3303,--,16.6401,16.2204,0.562846005579197,0.0914000000000001,0.677541860866561,0.1099,,,,,
2022-06-16 00:00:00,16.8227,16.2389,--,16.8318,16.1453,-3.50874065623254,-0.590499999999999,-3.47031094889643,-0.5838,,,,,
2022-06-15 00:00:00,16.2881,16.8294,--,16.9963,16.2881,3.33026340025788,0.542400000000001,3.32328509770937,0.5413,,,,,
2022-06-14 00:00:00,16.4793,16.287,--,16.7491,16.2209,-1.27056484366477,-0.209600000000002,-1.16691849775172,-0.192299999999999,,,,,
2022-06-13 00:00:00,17.3955,16.4966,--,17.3955,16.4167,-5.17942026819637,-0.9011,-5.16742835790864,-0.898899999999998,,,,,
2022-06-10 00:00:00,18.1984,17.3977,--,18.1984,17.3903,-4.33360094139384,-0.7881,-4.39983734833831,-0.800699999999999,,,,,
2022-06-09 00:00:00,18.2539,18.1858,--,18.5066,18.0762,-0.361608170153075,-0.0659999999999989,-0.373070960178379,-0.0681000000000012,,,,,
2022-06-08 00:00:00,18.3893,18.2518,--,18.6084,18.0425,-0.775775367637073,-0.142700000000001,-0.747717422631635,-0.137499999999999,,,,,
2022-06-07 00:00:00,18.4182,18.3945,--,18.4641,18.0971,-0.137894342531706,-0.0253999999999976,-0.128677069420454,-0.0236999999999981,,,,,
2022-06-06 00:00:00,18.27,18.4199,--,18.6231,18.27,0.743823801267778,0.135999999999999,0.820470717022435,0.149899999999999,,,,,
2022-06-03 00:00:00,18.3242,18.2839,--,18.4313,18.2644,-0.279245818130261,-0.0512000000000015,-0.219927745822475,-0.040300000000002,,,,,
2022-06-02 00:00:00,18.3154,18.3351,--,18.4195,18.1883,0.0867941831521138,0.015900000000002,0.107559758454635,0.0197000000000003,,,,,
2022-06-01 00:00:00,18.8013,18.3192,--,18.9931,18.3137,-2.54759789553201,-0.478900000000003,-2.56418439150486,-0.482100000000003,,,,,
2022-05-31 00:00:00,19.1015,18.7981,--,19.1015,18.7488,-1.62389315693621,-0.310299999999998,-1.58835693531921,-0.3034,,,,,
2022-05-30 00:00:00,18.8448,19.1084,--,19.2759,18.8448,1.3993324382983,0.2637,1.39879436237052,0.2636,,,,,
2022-05-27 00:00:00,18.3612,18.8447,--,18.8692,18.3612,2.6483645177983,0.4862,2.63327015663464,0.483499999999999,,,,,
2022-05-26 00:00:00,18.0454,18.3585,--,18.3985,18.0454,1.77341922322132,0.319900000000001,1.73506821683087,0.313099999999999,,,,,
2022-05-25 00:00:00,17.9269,18.0386,--,18.1678,17.6655,0.626453869454364,0.112299999999998,0.623085976939677,0.111699999999999,,,,,
2022-05-24 00:00:00,18.5056,17.9263,--,18.5056,17.8803,-3.0858891393786,-0.570799999999998,-3.13040376966972,-0.5793,,,,,
2022-05-23 00:00:00,18.727,18.4971,--,18.8132,18.417,0.467109515455342,0.0859999999999985,-1.22763923746463,-0.229900000000001,,,,,
2022-05-20 00:00:00,18.0389,18.4111,--,18.6313,18.0389,1.95028490107371,0.3522,2.06331871677319,0.372199999999999,,,,,
2022-05-19 00:00:00,18.3139,18.0589,--,18.3139,17.8893,-1.3552193150161,-0.248099999999997,-1.39238501902926,-0.254999999999999,,,,,
2022-05-18 00:00:00,18.4212,18.307,--,18.517,18.1659,-0.633962591864878,-0.116800000000001,-0.619937897639678,-0.1142,,,,,
2022-05-17 00:00:00,18.296,18.4238,--,18.7411,18.296,0.729344355508891,0.133399999999998,0.698513336248364,0.127800000000001,,,,,
2022-05-16 00:00:00,18.399,18.2904,--,18.4347,18.0646,-0.539435333014311,-0.0991999999999997,-0.590249470079891,-0.108599999999999,,,,,
2022-05-13 00:00:00,17.544,18.3896,--,18.4044,17.544,4.80972545979928,0.843900000000001,4.81988144094848,0.845600000000001,,,,,
2022-05-12 00:00:00,17.32,17.5457,--,17.5931,17.0052,-0.49170844581566,-0.0867000000000004,1.30311778290993,0.2257,,,,,
2022-05-11 00:00:00,17.0933,17.6324,--,17.7166,17.0933,3.11284729329068,0.532299999999999,3.15386730473344,0.539100000000001,,,,,
2022-05-10 00:00:00,17.364,17.1001,--,17.4301,17.0919,0.13233787146831,0.0226000000000006,-1.51981110343239,-0.2639,,,,,
2022-05-09 00:00:00,18.1806,17.0775,--,18.1806,17.0775,-6.12270700829516,-1.1138,-6.0674565195868,-1.1031,,,,,
2022-05-06 00:00:00,18.4032,18.1913,--,18.468,17.8556,-1.30481016504086,-0.240500000000001,-1.1514301860546,-0.2119,,,,,
2022-05-05 00:00:00,19.593,18.4318,--,19.593,18.4299,-3.68400150495382,-0.705000000000002,-5.9266064410759,-1.1612,,,,,
2022-05-04 00:00:00,19.1736,19.1368,--,19.532,19.1325,-0.218471533524161,-0.0418999999999983,-0.191930571202067,-0.0367999999999995,,,,,
2022-05-03 00:00:00,18.8654,19.1787,--,19.2624,18.8426,1.62354350026229,0.3064,1.66071220329279,0.313299999999998,,,,,
2022-05-02 00:00:00,18.653,18.8723,--,18.9589,18.286,-0.371121176607222,-0.0702999999999996,1.17568219589342,0.2193,,,,,
2022-04-29 00:00:00,18.7398,18.9426,--,19.0757,18.7398,1.04606193156055,0.196099999999998,1.0821887106586,0.2028,,,,,
2022-04-28 00:00:00,18.53,18.7465,--,18.967,18.4204,2.80560902445312,0.511600000000001,1.16837560712358,0.2165,,,,,
2022-04-27 00:00:00,18.1213,18.2349,--,18.4184,17.813,0.634661339190605,0.114999999999998,0.626886592021534,0.113599999999998,,,,,
2022-04-26 00:00:00,18.4417,18.1199,--,18.7442,18.1182,-1.74122878368851,-0.321099999999998,-1.74495843658665,-0.3218,,,,,
2022-04-25 00:00:00,18.6736,18.441,--,18.6736,18.2676,-1.26094289615293,-0.235500000000002,-1.24560877388399,-0.232600000000001,,,,,
2022-04-22 00:00:00,19.2763,18.6765,--,19.2763,18.6732,-3.13521082931382,-0.604499999999998,-3.11159299243111,-0.599799999999998,,,,,
2022-04-21 00:00:00,19.0998,19.281,--,19.5313,19.0809,0.878982891225863,0.167999999999999,0.948701033518678,0.1812,,,,,
2022-04-20 00:00:00,19.0808,19.113,--,19.3599,19.0086,0.159307431901314,0.0304000000000002,0.168756027000962,0.0321999999999996,,,,,
2022-04-19 00:00:00,19.2616,19.0826,--,19.2616,18.8582,-0.905644700628354,-0.174400000000002,-0.929310129999595,-0.179000000000002,,,,,
2022-04-14 00:00:00,18.7031,19.257,--,19.306,18.7031,2.92907156983271,0.548000000000002,2.96154113489209,0.553900000000002,,,,,
2022-04-13 00:00:00,18.6314,18.709,--,18.7122,18.1554,0.343255564494503,0.0640000000000001,0.41650117543502,0.0776000000000003,,,,,
2022-04-12 00:00:00,18.7444,18.645,--,18.8614,18.4202,-0.561591014543766,-0.1053,-0.530291713791849,-0.0993999999999993,,,,,
2022-04-11 00:00:00,18.5899,18.7503,--,18.8926,18.3282,1.02042465613197,0.189399999999999,0.862834119602576,0.160399999999999,,,,,
2022-04-08 00:00:00,18.6657,18.5609,--,18.9699,18.3792,-0.572111186702164,-0.1068,-0.561457646913863,-0.104800000000001,,,,,
2022-04-07 00:00:00,18.8291,18.6677,--,19.2034,18.6402,-0.84875846501129,-0.159800000000001,-0.857183827161152,-0.1614,,,,,
2022-04-06 00:00:00,19.5913,18.8275,--,19.6612,18.6573,-3.86088359647869,-0.7561,-3.89866930729456,-0.7638,,,,,
2022-04-05 00:00:00,19.4592,19.5836,--,19.7095,19.3808,0.631012085834095,0.122800000000002,0.63928630159514,0.124400000000001,,,,,
2022-04-04 00:00:00,18.9413,19.4608,--,19.4699,18.8426,2.75027851255813,0.520899999999997,2.74268397628463,0.519500000000001,,,,,
2022-04-01 00:00:00,19.0417,18.9399,--,19.2273,18.9315,-0.589433241305454,-0.112299999999998,-0.534616131962993,-0.101799999999997,,,,,
2022-03-31 00:00:00,19.2505,19.0522,--,19.5028,18.9847,-0.86221699561347,-0.165700000000001,-1.03010311420482,-0.1983,,,,,
2022-03-30 00:00:00,19.7137,19.2179,--,19.7137,19.1569,-2.47097153992935,-0.486899999999999,-2.51500225731344,-0.495799999999999,,,,,
2022-03-29 00:00:00,18.9831,19.7048,--,19.709,18.9831,3.78758750006582,0.719099999999997,3.80180265604669,0.721699999999998,,,,,
2022-03-28 00:00:00,19.0817,18.9857,--,19.3806,18.9753,-0.495799332295613,-0.0945999999999998,-0.503099828631621,-0.0960000000000001,,,,,
2022-03-25 00:00:00,19.0314,19.0803,--,19.3462,18.9225,0.211133344887906,0.0402000000000022,0.25694378763517,0.0488999999999997,,,,,
2022-03-24 00:00:00,19.2027,19.0401,--,19.3301,18.9028,-0.828680361681748,-0.159100000000002,-0.84675592494806,-0.162600000000001,,,,,
2022-03-23 00:00:00,19.5931,19.1992,--,19.7273,19.1891,-1.95585787092359,-0.382999999999999,-2.01040162097881,-0.393899999999999,,,,,
2022-03-22 00:00:00,19.3902,19.5822,--,19.6874,19.3399,0.946980436631707,0.183700000000002,0.990190921186992,0.192,,,,,
2022-03-21 00:00:00,19.6997,19.3985,--,19.728,19.1381,-1.58490987220269,-0.3124,-1.5289572937659,-0.301200000000001,,,,,
2022-03-18 00:00:00,19.2844,19.7109,--,19.7489,18.9777,2.21852295533393,0.427799999999998,2.21163220012029,0.426499999999997,,,,,
2022-03-17 00:00:00,19.3786,19.2831,--,19.7061,19.0901,-0.474322580645156,-0.091899999999999,-0.492811658220912,-0.0954999999999977,,,,,
2022-03-16 00:00:00,18.868,19.375,--,19.5011,18.6787,4.75690990094727,0.879799999999999,2.687089251643,0.507000000000001,,,,,
2022-03-15 00:00:00,18.3359,18.4952,--,18.7005,17.8191,0.826995938615868,0.151700000000002,0.868787460664608,0.159300000000002,,,,,
2022-03-14 00:00:00,18.4536,18.3435,--,18.8875,18.3361,-0.576696892666089,-0.106400000000001,-0.596631551567189,-0.110100000000003,,,,,
2022-03-11 00:00:00,17.8392,18.4499,--,18.923,17.8392,3.40770882024897,0.608000000000001,3.42335979191891,0.610699999999998,,,,,
2022-03-10 00:00:00,18.1261,17.8419,--,18.2184,17.6257,-1.47060447752952,-0.266300000000001,-1.56790484439566,-0.284200000000002,,,,,
2022-03-09 00:00:00,17.184,18.1082,--,18.1235,16.9935,8.20814360665925,1.3736,5.37825884543761,0.924199999999999,,,,,
2022-03-08 00:00:00,16.9912,16.7346,--,17.2866,16.6472,-1.46147867253928,-0.248200000000001,-1.51019351193558,-0.256599999999999,,,,,
2022-03-07 00:00:00,16.975,16.9828,--,17.6768,16.3052,-2.66509244718532,-0.465,0.0459499263622951,0.00779999999999959,,,,,
2022-03-04 00:00:00,18.305,17.4478,--,18.305,17.431,-4.74271831408839,-0.8687,-4.6828735318219,-0.857199999999999,,,,,
2022-03-03 00:00:00,19.1937,18.3165,--,19.2568,18.239,-4.60205936427413,-0.883599999999998,-4.57024961315431,-0.877199999999998,,,,,
2022-03-02 00:00:00,19.0355,19.2001,--,19.3293,18.6612,0.861521004827659,0.163999999999998,0.864700165480287,0.1646,,,,,
2022-03-01 00:00:00,20.5799,19.0361,--,20.5799,19.0345,-7.49475177856392,-1.5423,-7.50149417635653,-1.5438,,,,,
2022-02-28 00:00:00,19.8865,20.5784,--,20.6349,19.8703,1.3120387556063,0.266499999999997,3.47924471375052,0.691899999999997,,,,,
2022-02-25 00:00:00,19.6504,20.3119,--,20.3608,19.5558,3.19724020200584,0.629300000000001,3.3663436876603,0.6615,,,,,
2022-02-24 00:00:00,19.679,19.6826,--,19.9027,19.1523,-3.62343678082124,-0.739999999999998,0.0182936124803205,0.00360000000000227,,,,,
2022-02-23 00:00:00,20.5504,20.4226,--,20.9487,20.4021,-0.586087718444239,-0.1204,-0.621885705387732,-0.127800000000001,,,,,
2022-02-22 00:00:00,19.964,20.543,--,20.7147,19.6761,1.06859262612049,0.217199999999998,2.90022039671409,0.579000000000001,,,,,
2022-02-21 00:00:00,20.7232,20.3258,--,21.0052,20.3243,-1.94557409631869,-0.403299999999998,-1.91765750463248,-0.397399999999998,,,,,
2022-02-18 00:00:00,21.3799,20.7291,--,21.3799,20.709,-3.08160574522401,-0.659100000000002,-3.0439805611813,-0.6508,,,,,
2022-02-17 00:00:00,21.7554,21.3882,--,21.7554,21.2569,-1.67746206287839,-0.364899999999999,-1.68785680796492,-0.3672,,,,,
