iShares STOXX Europe 600 Travel & Leisure UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:42,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
iShares STOXX Europe 600 Travel & Leisure UCITS (DE) ETF iNAV,SXTPNAV.DE,Last,18.359,EUR,-0.0029,-0.0002,,,,,,,,
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXTPNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,26.3865,2015-04-14 00:00:00,Max,--,--,Advancing,0,Up days,1899.0,Up,0.148627654065251,2020-02-12 00:00:00,0.127323519113371,2008-04-28
Low,7.8831,2009-03-09 00:00:00,Min,--,--,Declining,0,Down days,1747.0,Down,-0.129968322276015,2020-03-12 00:00:00,-0.101070865698525,2020-03-16
Average,17.9962796875,,Average,--,,,,Unchanged,1.0,Period,0.0660075620313783,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXTPNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2015-08-25 00:00:00,22.2197,23.1816,--,23.2634,22.2197,4.59783599397182,1.019,4.32904134619279,0.9619,,,,,
2015-08-24 00:00:00,23.0669,22.1626,--,23.245,21.285,-4.78142252583188,-1.1129,-3.92033606596465,-0.904299999999999,,,,,
2015-08-21 00:00:00,24.0473,23.2755,--,24.0473,23.2662,-3.58279067455385,-0.864899999999999,-3.20950792812498,-0.771799999999999,,,,,
2015-08-20 00:00:00,24.5369,24.1404,--,24.5636,24.0595,-1.88703784236346,-0.464300000000001,-1.61593355313833,-0.3965,,,,,
2015-08-19 00:00:00,24.9605,24.6047,--,24.9605,24.6002,-1.5784441964375,-0.394600000000001,-1.4254522144989,-0.355799999999999,,,,,
2015-08-18 00:00:00,24.7097,24.9993,--,25.0581,24.6821,1.05708672557787,0.261500000000002,1.17200937283739,0.2896,,,,,
2015-08-17 00:00:00,24.7559,24.7378,--,24.9227,24.5564,0.20171743357097,0.0498000000000012,-0.0731138839630167,-0.0181000000000004,,,,,
2015-08-14 00:00:00,24.511,24.688,--,24.7754,24.511,0.691725398068386,0.169599999999999,0.722124760311695,0.177,,,,,
2015-08-13 00:00:00,24.1821,24.5184,--,24.6488,24.1821,1.83159311221311,0.440999999999999,1.39069807833067,0.336300000000001,,,,,
2015-08-12 00:00:00,24.5764,24.0774,--,24.5764,23.9194,-2.15263074478503,-0.529699999999998,-2.03040315099038,-0.498999999999999,,,,,
2015-08-11 00:00:00,24.9142,24.6071,--,24.9142,24.5982,-1.0399868091387,-0.258600000000001,-1.23263038748987,-0.307100000000002,,,,,
2015-08-10 00:00:00,24.7584,24.8657,--,24.9558,24.6006,0.478436031405451,0.118400000000001,0.433388264185079,0.107299999999999,,,,,
2015-08-07 00:00:00,24.9201,24.7473,--,24.95,24.7215,-0.74519413951735,-0.1858,-0.693416158041108,-0.172800000000002,,,,,
2015-08-06 00:00:00,25.1916,24.9331,--,25.2087,24.125,-1.19008932605198,-0.3003,-1.02613569602567,-0.258500000000002,,,,,
2015-08-05 00:00:00,24.9598,25.2334,--,25.252,24.9598,1.36663827872672,0.340199999999999,1.09616262950824,0.273599999999998,,,,,
2015-08-04 00:00:00,24.8789,24.8932,--,24.948,24.7132,0.100932519975398,0.0251000000000019,0.0574784254930831,0.0142999999999986,,,,,
2015-08-03 00:00:00,24.8527,24.8681,--,24.9164,24.7243,0.366869541352525,0.0908999999999978,0.0619650983595329,0.0153999999999996,,,,,
2015-07-31 00:00:00,24.774,24.7772,--,24.8737,24.6191,-0.232334335954647,-0.0577000000000005,0.012916767578912,0.00319999999999965,,,,,
2015-07-30 00:00:00,24.8005,24.8349,--,24.9271,24.6616,0.408752395507372,0.101100000000002,0.138706880909665,0.0344000000000015,,,,,
2015-07-29 00:00:00,24.8104,24.7338,--,24.826,23.98,-0.334049249094369,-0.0829000000000022,-0.308741495501897,-0.0766000000000027,,,,,
2015-07-28 00:00:00,24.5113,24.8167,--,24.9189,24.5113,1.42098165025134,0.3477,1.24595594684901,0.305400000000002,,,,,
2015-07-27 00:00:00,25.0173,24.469,--,25.0173,24.4646,-2.47625576417977,-0.621299999999998,-2.19168335511825,-0.548299999999998,,,,,
2015-07-24 00:00:00,25.3336,25.0903,--,25.4971,25.0653,-1.15936433900869,-0.2943,-0.960384627530242,-0.243300000000001,,,,,
2015-07-23 00:00:00,25.5947,25.3846,--,25.8054,25.3345,-0.998802684794097,-0.2561,-0.820873071378061,-0.210100000000001,,,,,
2015-07-22 00:00:00,25.511,25.6407,--,25.7105,25.4472,0.542696148974787,0.138399999999997,0.508408137666104,0.1297,,,,,
2015-07-21 00:00:00,25.8961,25.5023,--,25.9725,25.4501,-1.48873789483035,-0.385399999999997,-1.5206923050189,-0.393799999999999,,,,,
2015-07-20 00:00:00,25.9064,25.8877,--,26.0113,25.8518,-0.0822108147747891,-0.0213000000000001,-0.072182935490854,-0.0187000000000026,,,,,
2015-07-17 00:00:00,25.8312,25.909,--,25.9259,25.7922,0.698034155479726,0.179600000000001,0.301186162470191,0.0777999999999999,,,,,
2015-07-16 00:00:00,25.5567,25.7294,--,25.8033,25.5567,0.93127255609602,0.237399999999997,0.675752346742729,0.172699999999999,,,,,
2015-07-15 00:00:00,25.4615,25.492,--,25.5014,25.3057,0.0412063654023523,0.0105000000000004,0.119788700587161,0.0305,,,,,
2015-07-14 00:00:00,25.3752,25.4815,--,25.4885,25.2637,0.433557337957943,0.109999999999999,0.418912954380659,0.106300000000001,,,,,
2015-07-13 00:00:00,24.7617,25.3715,--,25.4375,24.7617,2.55254648342766,0.631500000000003,2.4626742105752,0.6098,,,,,
2015-07-10 00:00:00,24.625,24.74,--,24.7411,24.4467,1.8086047612189,0.439499999999999,0.467005076142126,0.114999999999998,,,,,
2015-07-09 00:00:00,23.8637,24.3005,--,24.3082,23.8637,1.91452776379801,0.456499999999998,1.83039511894634,0.436799999999998,,,,,
2015-07-08 00:00:00,23.9464,23.844,--,24.0923,23.7866,-0.856548856548854,-0.206,-0.427621688437508,-0.102399999999999,,,,,
2015-07-07 00:00:00,24.2948,24.05,--,24.4862,24.0433,-1.00966030466798,-0.2453,-1.00762303044272,-0.244799999999998,,,,,
2015-07-06 00:00:00,24.3746,24.2953,--,24.4172,24.0929,-0.0962222487221716,-0.0233999999999988,-0.325338672224364,-0.0792999999999999,,,,,
2015-07-03 00:00:00,24.5164,24.3187,--,24.5845,24.3071,-0.816512975704452,-0.200199999999999,-0.806398981905994,-0.197700000000001,,,,,
2015-07-02 00:00:00,24.6991,24.5189,--,24.7772,24.4843,-0.705058113635455,-0.174100000000003,-0.729581239802271,-0.180200000000003,,,,,
2015-07-01 00:00:00,24.2037,24.693,--,24.9165,24.2037,2.0544803045144,0.4971,2.02159174010585,0.4893,,,,,
2015-06-30 00:00:00,24.4052,24.1959,--,24.4189,24.1691,-1.20654597123887,-0.295499999999997,-0.857604117155356,-0.209299999999999,,,,,
2015-06-29 00:00:00,24.65,24.4914,--,24.7863,22.715,-2.71732438283252,-0.684100000000001,-0.64340770791075,-0.1586,,,,,
2015-06-26 00:00:00,25.2411,25.1755,--,25.2482,25.0439,-0.225108293734614,-0.0567999999999991,-0.259893586254164,-0.0655999999999999,,,,,
2015-06-25 00:00:00,25.3022,25.2323,--,25.645,25.0788,-0.207239951433089,-0.0524000000000022,-0.276260562322646,-0.0699000000000005,,,,,
2015-06-24 00:00:00,25.3399,25.2847,--,25.3853,25.1629,0.0344200031650619,0.00870000000000104,-0.217838270869259,-0.0551999999999993,,,,,
2015-06-23 00:00:00,25.252,25.276,--,25.4671,25.2163,0.76141120191349,0.190999999999999,0.0950419768731226,0.0240000000000009,,,,,
2015-06-22 00:00:00,24.7317,25.085,--,25.1896,24.7317,1.25330480938062,0.310500000000001,1.42853099463442,0.353300000000001,,,,,
2015-06-19 00:00:00,24.523,24.7745,--,24.8536,24.5126,1.3213967298396,0.3231,1.02556783427803,0.2515,,,,,
2015-06-18 00:00:00,24.3758,24.4514,--,24.4569,24.0454,0.232016659288043,0.0565999999999995,0.310143667079636,0.0755999999999979,,,,,
2015-06-17 00:00:00,24.5151,24.3948,--,24.6011,24.3451,-0.549134715342745,-0.134699999999999,-0.490717965661981,-0.1203,,,,,
2015-06-16 00:00:00,24.4501,24.5295,--,24.566,24.1458,0.206299276931245,0.0504999999999995,0.324743048085692,0.0793999999999997,,,,,
2015-06-15 00:00:00,24.8147,24.479,--,24.8147,24.4475,-1.27803386850246,-0.3169,-1.35282715487191,-0.335699999999999,,,,,
2015-06-12 00:00:00,24.9764,24.7959,--,25.0197,24.6804,-0.528330043806873,-0.131700000000002,-0.722682212008144,-0.180500000000002,,,,,
2015-06-11 00:00:00,24.7477,24.9276,--,25.0549,24.6873,0.475622339739464,0.118000000000002,0.726936240539539,0.179900000000004,,,,,
2015-06-10 00:00:00,24.4445,24.8096,--,24.8297,24.3425,1.55299588214587,0.3794,1.49358751457382,0.365099999999998,,,,,
2015-06-09 00:00:00,24.399,24.4302,--,24.5244,24.2569,0.0262039486075029,0.0063999999999993,0.127874093200534,0.0311999999999983,,,,,
2015-06-08 00:00:00,24.6722,24.4238,--,24.7058,24.4238,-0.977100969803119,-0.241,-1.00680117703326,-0.2484,,,,,
2015-06-05 00:00:00,24.8179,24.6648,--,24.8254,24.4497,-0.622099020113457,-0.154399999999999,-0.616893451903674,-0.153100000000002,,,,,
2015-06-04 00:00:00,24.9789,24.8192,--,24.9944,24.5668,-0.62541540876223,-0.156200000000002,-0.639339602624619,-0.159700000000001,,,,,
2015-06-03 00:00:00,25.0238,24.9754,--,25.3198,24.9667,-0.334805840546224,-0.0838999999999999,-0.193415868093578,-0.0484000000000009,,,,,
2015-06-02 00:00:00,25.4084,25.0593,--,25.5557,25.0394,-1.5100123803722,-0.3842,-1.37395506997686,-0.3491,,,,,
2015-06-01 00:00:00,25.3906,25.4435,--,25.6571,25.3906,0.45919011971319,0.116299999999999,0.208344820524135,0.0529000000000011,,,,,
2015-05-29 00:00:00,25.7996,25.3272,--,25.8449,25.2785,-1.85880520325958,-0.479699999999998,-1.8310361400952,-0.4724,,,,,
2015-05-28 00:00:00,25.9041,25.8069,--,25.9501,25.7305,-0.331367528299492,-0.0858000000000025,-0.375230175918101,-0.0972000000000008,,,,,
2015-05-27 00:00:00,25.5633,25.8927,--,25.9569,25.5633,1.16667513215937,0.2986,1.28856603020737,0.3294,,,,,
2015-05-26 00:00:00,25.4975,25.5941,--,25.7799,25.4975,0.71183479451624,0.180900000000001,0.378860672614971,0.0966000000000022,,,,,
2015-05-22 00:00:00,25.4816,25.4132,--,25.5681,25.2717,-0.453991719253714,-0.1159,-0.268428984051239,-0.0684000000000005,,,,,
2015-05-21 00:00:00,25.5939,25.5291,--,25.5939,25.3822,-0.374632684360256,-0.0960000000000001,-0.253185329316758,-0.0648000000000017,,,,,
2015-05-20 00:00:00,25.6993,25.6251,--,25.7586,25.5174,-0.0432981487115836,-0.011099999999999,-0.288723817380244,-0.0742000000000012,,,,,
2015-05-19 00:00:00,25.317,25.6362,--,25.7767,25.317,1.73014499884922,0.436,1.26081289252281,0.319199999999999,,,,,
2015-05-18 00:00:00,25.2173,25.2002,--,25.3766,24.9506,-0.271086363762284,-0.0685000000000002,-0.0678105903487002,-0.0171000000000028,,,,,
2015-05-15 00:00:00,25.0292,25.2687,--,25.3544,25.0292,0.729097736568099,0.1829,0.956882361401881,0.2395,,,,,
2015-05-14 00:00:00,24.8304,25.0858,--,25.0948,24.6379,0.87663564931357,0.218,1.02857787228558,0.255399999999998,,,,,
2015-05-13 00:00:00,25.1358,24.8678,--,25.3577,24.8086,-1.18650263843855,-0.2986,-1.06620835620907,-0.268000000000001,,,,,
2015-05-12 00:00:00,25.5842,25.1664,--,25.5842,24.9915,-1.80192132104479,-0.4618,-1.63303914134505,-0.4178,,,,,
2015-05-11 00:00:00,25.4519,25.6282,--,25.6869,24.505,0.882935297336234,0.2243,0.692679132009796,0.176300000000001,,,,,
2015-05-08 00:00:00,25.35,25.4039,--,25.6487,24.55,3.8322100194962,0.9376,0.212623274161731,0.0538999999999987,,,,,
2015-05-07 00:00:00,23.9864,24.4663,--,24.5339,23.773,1.83683662851197,0.441300000000002,2.00071707300804,0.479900000000001,,,,,
2015-05-06 00:00:00,24.2053,24.025,--,24.2294,23.8903,-0.837054953400638,-0.2028,-0.744878187834906,-0.180300000000003,,,,,
2015-05-05 00:00:00,24.5712,24.2278,--,24.8931,24.2215,-1.11586371279775,-0.273400000000002,-1.39757114019666,-0.343400000000003,,,,,
2015-05-04 00:00:00,24.3438,24.5012,--,25.055,24.3438,0.188099054597793,0.0459999999999994,0.646571200880713,0.157399999999999,,,,,
2015-04-30 00:00:00,24.7273,24.4552,--,24.7506,24.2533,-0.959416169544099,-0.236899999999999,-1.1004031980847,-0.272099999999998,,,,,
2015-04-29 00:00:00,25.1827,24.6921,--,25.4045,24.668,-1.79256089218385,-0.450700000000001,-1.9481628260671,-0.490600000000001,,,,,
2015-04-28 00:00:00,25.6675,25.1428,--,25.6675,24.9124,-1.89553857799489,-0.485799999999998,-2.0442193435278,-0.524699999999999,,,,,
2015-04-27 00:00:00,25.3687,25.6286,--,25.6522,25.1581,0.970361235979395,0.246299999999998,1.02449080954088,0.259899999999998,,,,,
2015-04-24 00:00:00,25.3658,25.3823,--,25.5089,25.2579,0.0437503941476911,0.011099999999999,0.0650482145250716,0.0165000000000006,,,,,
2015-04-23 00:00:00,25.6456,25.3712,--,25.7667,25.3326,-0.983483717880666,-0.251999999999999,-1.06996911750944,-0.2744,,,,,
2015-04-22 00:00:00,25.588,25.6232,--,25.7695,25.3433,0.0671717566195384,0.017199999999999,0.13756448335157,0.0351999999999997,,,,,
2015-04-21 00:00:00,25.2223,25.606,--,25.6832,25.2223,1.73262507995663,0.436100000000003,1.52127284188992,0.383700000000001,,,,,
2015-04-20 00:00:00,24.9368,25.1699,--,25.2657,24.9368,0.886214968254986,0.2211,0.934763081068929,0.233099999999997,,,,,
2015-04-17 00:00:00,25.2621,24.9488,--,25.2812,24.8841,-1.28943172421434,-0.325900000000001,-1.24019776661482,-0.313300000000002,,,,,
2015-04-16 00:00:00,25.5095,25.2747,--,25.5933,25.1226,-1.0523225086617,-0.268800000000002,-0.920441404182755,-0.2348,,,,,
2015-04-15 00:00:00,25.693,25.5435,--,25.7802,25.5356,-2.08341319431134,-0.543499999999998,-0.581870548398395,-0.1495,,,,,
2015-04-14 00:00:00,26.2994,26.087,--,26.3865,25.9524,-0.5845947470313,-0.153400000000001,-0.807622987596671,-0.212399999999999,,,,,
2015-04-13 00:00:00,26.2272,26.2404,--,26.2941,26.044,-0.287277701778378,-0.0755999999999979,0.0503294289897557,0.0132000000000012,,,,,
2015-04-10 00:00:00,26.0326,26.316,--,26.316,26.0113,1.04555036342761,0.272299999999998,1.08863501916828,0.2834,,,,,
2015-04-09 00:00:00,25.5946,26.0437,--,26.0506,25.5946,1.77256048237405,0.453600000000002,1.75466700007033,0.449100000000001,,,,,
2015-04-08 00:00:00,25.5671,25.5901,--,25.6613,25.4673,0.162043469922146,0.0413999999999994,0.0899593618361085,0.0229999999999997,,,,,
2015-04-07 00:00:00,25.2464,25.5487,--,25.6133,25.1794,1.15492734687413,0.291699999999999,1.19739844096584,0.302299999999999,,,,,
2015-04-02 00:00:00,25.3254,25.257,--,25.3254,25.1133,-0.290951296253158,-0.0736999999999988,-0.270084579118185,-0.0683999999999969,,,,,
2015-04-01 00:00:00,25.3948,25.3307,--,25.535,24.72,-0.445291620814333,-0.113299999999999,-0.25241388000693,-0.0640999999999998,,,,,
2015-03-31 00:00:00,25.267,25.444,--,25.6446,25.151,0.759936797335669,0.1919,0.700518462817112,0.177,,,,,
2015-03-30 00:00:00,24.9067,25.2521,--,25.3104,24.9067,1.33429108011364,0.3325,1.38677544596433,0.345399999999998,,,,,
2015-03-27 00:00:00,24.7615,24.9196,--,25.108,24.7615,0.909495849362214,0.224599999999999,0.638491206106243,0.158099999999997,,,,,
2015-03-26 00:00:00,24.9751,24.695,--,24.9751,24.238,-1.13695504223547,-0.283999999999999,-1.12151703096284,-0.280100000000001,,,,,
2015-03-25 00:00:00,25.3129,24.979,--,25.3418,24.9736,-1.37558533445992,-0.348400000000002,-1.31909026622789,-0.3339,,,,,
2015-03-24 00:00:00,25.2072,25.3274,--,25.4323,25.0871,0.358204223956899,0.0904000000000025,0.476847884731349,0.120200000000001,,,,,
2015-03-23 00:00:00,25.5956,25.237,--,25.5956,25.1346,-1.46223376217715,-0.374500000000001,-1.40102205066497,-0.358600000000003,,,,,
2015-03-20 00:00:00,25.5556,25.6115,--,25.6725,25.5175,0.0550837194402522,0.0140999999999991,0.21873875001957,0.0559000000000012,,,,,
2015-03-19 00:00:00,25.5606,25.5974,--,25.7373,25.4934,0.340644048529037,0.0869,0.143971581261784,0.0367999999999995,,,,,
2015-03-18 00:00:00,25.4872,25.5105,--,25.5886,25.2818,-0.0121503825410757,-0.00309999999999988,0.0914184374901872,0.023299999999999,,,,,
2015-03-17 00:00:00,25.6379,25.5136,--,25.6604,25.3395,-0.662674526355139,-0.170200000000001,-0.484829100667364,-0.124299999999998,,,,,
2015-03-16 00:00:00,25.5055,25.6838,--,25.7217,25.5055,0.640272096048663,0.163400000000003,0.699064907568956,0.1783,,,,,
2015-03-13 00:00:00,25.3223,25.5204,--,25.5407,25.3223,0.824519886060598,0.2087,0.782314402720133,0.1981,,,,,
2015-03-12 00:00:00,25.0794,25.3117,--,25.3623,25.0794,0.738674127699871,0.185599999999997,0.926258203944268,0.232299999999999,,,,,
2015-03-11 00:00:00,24.9047,25.1261,--,25.2091,24.9043,1.03909891143934,0.258400000000002,0.888988825402445,0.221400000000003,,,,,
2015-03-10 00:00:00,24.9837,24.8677,--,25.1714,24.8585,-0.288296524402955,-0.0718999999999994,-0.464302725376944,-0.116,,,,,
2015-03-09 00:00:00,24.9156,24.9396,--,24.9525,24.6463,0.0858810026406396,0.0213999999999999,0.096325193854442,0.0239999999999974,,,,,
2015-03-06 00:00:00,24.8351,24.9182,--,25.1039,24.78,0.326931593992829,0.0811999999999991,0.334607068221985,0.0830999999999982,,,,,
2015-03-05 00:00:00,24.6178,24.837,--,24.8675,24.617,0.947821068290264,0.2332,0.890412628260855,0.219200000000001,,,,,
2015-03-04 00:00:00,24.3267,24.6038,--,24.6146,24.2787,1.20189539150036,0.292200000000001,1.13907763897282,0.277100000000001,,,,,
2015-03-03 00:00:00,24.4773,24.3116,--,24.636,24.2936,-0.739403985677368,-0.181100000000001,-0.676953748983757,-0.165700000000001,,,,,
2015-03-02 00:00:00,24.4809,24.4927,--,24.5392,24.3237,-0.0485623107498212,-0.0119000000000007,0.0482008422892987,0.0118000000000009,,,,,
2015-02-27 00:00:00,24.4201,24.5046,--,24.6089,24.2674,0.343560995385062,0.0838999999999999,0.346026429048196,0.0844999999999985,,,,,
2015-02-26 00:00:00,24.2652,24.4207,--,24.4228,24.1002,0.901142852420813,0.2181,0.640835435108715,0.1555,,,,,
2015-02-25 00:00:00,24.1878,24.2026,--,24.3935,24.1323,0.0256236464928657,0.00619999999999976,0.061187871571623,0.014800000000001,,,,,
2015-02-24 00:00:00,24.2075,24.1964,--,24.262,24.1359,-0.0359428384927186,-0.00870000000000104,-0.0458535577816751,-0.011099999999999,,,,,
2015-02-23 00:00:00,23.7808,24.2051,--,24.2176,23.7808,1.95098117673817,0.463200000000001,1.78421247392856,0.424300000000002,,,,,
2015-02-20 00:00:00,23.933,23.7419,--,23.933,23.6893,-0.700145968305223,-0.167400000000001,-0.798479087452466,-0.191099999999999,,,,,
2015-02-19 00:00:00,23.674,23.9093,--,23.9439,23.6411,0.734358542237212,0.174300000000002,0.993917377713957,0.235300000000002,,,,,
2015-02-18 00:00:00,23.4675,23.735,--,23.7706,23.4675,1.2386647671532,0.290399999999998,1.1398742942367,0.267499999999998,,,,,
2015-02-17 00:00:00,23.5897,23.4446,--,23.5897,23.2577,-0.565781660870295,-0.133399999999998,-0.615098962682863,-0.145099999999999,,,,,
2015-02-16 00:00:00,23.5677,23.578,--,23.6197,23.3822,0.0853216967556503,0.0200999999999993,0.0437038828566252,0.0103000000000009,,,,,
2015-02-13 00:00:00,23.691,23.5579,--,23.7512,23.5227,-0.95938384182359,-0.228200000000001,-0.561816723650327,-0.133099999999999,,,,,
2015-02-12 00:00:00,23.747,23.7861,--,23.8261,23.4896,0.727951825596467,0.171900000000001,0.164652377142381,0.0391000000000012,,,,,
2015-02-11 00:00:00,23.5524,23.6142,--,23.6501,23.5194,0.29007173223364,0.0683000000000007,0.262393641412347,0.0618000000000016,,,,,
2015-02-10 00:00:00,23.2076,23.5459,--,23.5519,23.1561,1.55529581243287,0.360599999999998,1.4577121287854,0.3383,,,,,
2015-02-09 00:00:00,23.443,23.1853,--,23.443,23.0474,-1.14227482816843,-0.267899999999997,-1.09926203984132,-0.2577,,,,,
2015-02-06 00:00:00,23.4415,23.4532,--,23.4661,23.183,0.138338570843007,0.0323999999999991,0.049911481773767,0.0116999999999976,,,,,
2015-02-05 00:00:00,23.484,23.4208,--,23.6727,23.4005,-0.0401191624484614,-0.00939999999999941,-0.269119400442863,-0.0632000000000019,,,,,
2015-02-04 00:00:00,23.2776,23.4302,--,23.4518,23.0798,0.709646638097403,0.165099999999999,0.655565865896826,0.1526,,,,,
2015-02-03 00:00:00,23.2428,23.2651,--,23.4896,23.1343,-0.00730654838654044,-0.00169999999999959,0.0959436900889795,0.0223000000000013,,,,,
2015-02-02 00:00:00,23.65,23.2668,--,23.65,23.122,-1.68473093744058,-0.398700000000002,-1.62029598308668,-0.383199999999999,,,,,
2015-01-30 00:00:00,23.7256,23.6655,--,23.917,23.594,-0.377601535663758,-0.089699999999997,-0.253312877229653,-0.0600999999999985,,,,,
2015-01-29 00:00:00,23.7704,23.7552,--,23.8504,23.5771,0.240524596804815,0.0569999999999986,-0.0639450745464952,-0.0152000000000001,,,,,
2015-01-28 00:00:00,23.7514,23.6982,--,23.8326,23.25,-0.331412709761539,-0.0788000000000011,-0.223986796567783,-0.0532000000000004,,,,,
2015-01-27 00:00:00,23.8853,23.777,--,24.0652,23.5953,-0.353291731800023,-0.0842999999999989,-0.453416955198385,-0.1083,,,,,
2015-01-26 00:00:00,23.7148,23.8613,--,24.0103,23.6372,0.806066623011763,0.190799999999999,0.617757687182686,0.1465,,,,,
2015-01-23 00:00:00,23.2615,23.6705,--,23.8701,23.2615,1.79765616600365,0.417999999999999,1.75827010295982,0.408999999999999,,,,,
2015-01-22 00:00:00,22.778,23.2525,--,23.2855,22.6373,2.46055142085389,0.558400000000002,2.08315040828871,0.474500000000003,,,,,
2015-01-21 00:00:00,22.5261,22.6941,--,22.6997,22.4373,0.748485050276344,0.168599999999998,0.745801536883878,0.167999999999999,,,,,
2015-01-20 00:00:00,22.2397,22.5255,--,22.588,22.2397,1.26733082774371,0.2819,1.28508927728342,0.285800000000002,,,,,
2015-01-19 00:00:00,22.1112,22.2436,--,22.2653,22.0668,0.462486224775529,0.102399999999999,0.598791562646987,0.132400000000001,,,,,
2015-01-16 00:00:00,22.1585,22.1412,--,22.1688,21.8298,-0.0343133713790366,-0.00760000000000005,-0.0780738768418384,-0.0172999999999988,,,,,
2015-01-15 00:00:00,21.897,22.1488,--,22.1715,21.818,1.00831368542984,0.2211,1.1499292140476,0.251800000000003,,,,,
2015-01-14 00:00:00,22.1641,21.9277,--,22.2254,21.8582,-0.958450580174252,-0.212199999999999,-1.06658966526951,-0.2364,,,,,
2015-01-13 00:00:00,21.7027,22.1399,--,22.1645,21.6363,1.79123966106215,0.389600000000002,2.01449589221618,0.437200000000001,,,,,
2015-01-12 00:00:00,21.4138,21.7503,--,21.7723,21.4138,1.54723165055161,0.331399999999999,1.57141656315087,0.336500000000001,,,,,
2015-01-09 00:00:00,21.5276,21.4189,--,21.6258,21.3324,-0.464707768519756,-0.0999999999999979,-0.504933202029018,-0.108699999999999,,,,,
2015-01-08 00:00:00,21.278,21.5189,--,21.57,21.278,1.115522871978,0.237399999999997,1.13215527775167,0.2409,,,,,
2015-01-07 00:00:00,21.1669,21.2815,--,21.4705,21.1669,0.598918448768126,0.1267,0.541411354520515,0.114600000000003,,,,,
2015-01-06 00:00:00,21.557,21.1548,--,21.5951,21.1271,-1.93807972038993,-0.418099999999999,-1.86575126409054,-0.402199999999997,,,,,
2015-01-05 00:00:00,21.7225,21.5729,--,21.9881,21.5454,-0.688229661547526,-0.1495,-0.688686845436757,-0.1496,,,,,
2015-01-02 00:00:00,21.8408,21.7224,--,21.9923,21.6772,0.265406256202433,0.057500000000001,-0.542104684810086,-0.118400000000001,,,,,
2014-12-30 00:00:00,21.7352,21.6649,--,21.8031,21.6134,-0.255979374323804,-0.0556000000000019,-0.323438477676762,-0.0702999999999996,,,,,
2014-12-29 00:00:00,21.6802,21.7205,--,21.8078,21.5321,0.249232686405289,0.054000000000002,0.185883894060027,0.040300000000002,,,,,
2014-12-23 00:00:00,21.5059,21.6665,--,21.6674,21.5059,0.795515340420085,0.170999999999999,0.746771816106272,0.160599999999999,,,,,
2014-12-22 00:00:00,21.3665,21.4955,--,21.5196,21.3245,0.640488419239003,0.136800000000001,0.603748859195476,0.129000000000001,,,,,
2014-12-19 00:00:00,21.3608,21.3587,--,21.5121,21.2265,-0.0538132539704898,-0.0115000000000016,-0.00983109246845723,-0.00210000000000221,,,,,
2014-12-18 00:00:00,20.687,21.3702,--,21.3904,20.687,3.46861110304157,0.7164,3.30255716150239,0.683199999999999,,,,,
2014-12-17 00:00:00,20.6378,20.6538,--,20.7407,20.4356,0.146434182199037,0.0302000000000007,0.0775276434503765,0.0160000000000018,,,,,
2014-12-16 00:00:00,20.3535,20.6236,--,20.6282,20.1889,1.27778268854907,0.260200000000001,1.32704448866288,0.270099999999999,,,,,
2014-12-15 00:00:00,20.663,20.3634,--,20.8011,20.3331,-1.30186118650641,-0.268600000000003,-1.44993466582782,-0.299600000000002,,,,,
2014-12-12 00:00:00,21.0001,20.632,--,21.05,20.6148,-1.78324907410051,-0.374599999999997,-1.75284879595811,-0.368099999999998,,,,,
2014-12-11 00:00:00,20.9408,21.0066,--,21.0555,20.7887,0.0657368240539605,0.0137999999999998,0.314219132029337,0.0657999999999994,,,,,
2014-12-10 00:00:00,21.0029,20.9928,--,21.2851,20.9768,-0.0447572159107113,-0.00939999999999941,-0.0480885972889521,-0.0101000000000013,,,,,
2014-12-09 00:00:00,21.6598,21.0022,--,21.6598,20.8873,-3.01678557410358,-0.653300000000002,-3.03603911393458,-0.657600000000002,,,,,
2014-12-08 00:00:00,21.7881,21.6555,--,21.7981,21.653,-0.651450854455784,-0.141999999999999,-0.608589092210886,-0.1326,,,,,
2014-12-05 00:00:00,21.3837,21.7975,--,21.8033,21.3837,1.7946873890871,0.3843,1.93511880544526,0.413799999999998,,,,,
2014-12-04 00:00:00,21.2733,21.4132,--,21.6611,21.2733,0.664729830103709,0.141400000000001,0.657631867176229,0.139900000000001,,,,,
