iShares STOXX Europe 600 Banks UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:45,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
iShares STOXX Europe 600 Banks UCITS (DE) ETF iNAV,SX7PNAV.DE,Last,12.715,EUR,-0.0132,-0.001,,,,,,,,
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SX7PNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,81.5417,2008-04-29 00:00:00,Max,--,--,Advancing,0,Up days,1801.0,Up,0.225402504472272,2020-02-12 00:00:00,0.16955146680792,2008-09-19
Low,7.7278,2020-09-25 00:00:00,Min,--,--,Declining,0,Down days,1845.0,Down,-0.156197573251141,2020-03-12 00:00:00,-0.532173211261975,2008-04-29
Average,17.5002897175761,,Average,--,,,,Unchanged,0.0,Period,-0.702543754319995,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SX7PNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2015-01-13 00:00:00,18.0947,18.4215,--,18.5118,18.0287,1.679058137802,0.304200000000002,1.80605370633391,0.326800000000002,,,,,
2015-01-12 00:00:00,18.0115,18.1173,--,18.1854,17.861,0.510951334797941,0.0920999999999985,0.587402492851781,0.105799999999999,,,,,
2015-01-09 00:00:00,18.6523,18.0252,--,19.25,17.8992,-3.33199259914728,-0.621299999999998,-3.36205186491746,-0.627099999999999,,,,,
2015-01-08 00:00:00,18.2605,18.6465,--,18.7245,18.2605,2.12000394317448,0.3871,2.11385230415377,0.385999999999999,,,,,
2015-01-07 00:00:00,18.2947,18.2594,--,18.5526,18.2263,-0.179857098341933,-0.0329000000000015,-0.192952057153162,-0.0352999999999994,,,,,
2015-01-06 00:00:00,18.5586,18.2923,--,18.6558,18.2801,-1.46942381134494,-0.2728,-1.43491427155064,-0.266299999999998,,,,,
2015-01-05 00:00:00,19.1823,18.5651,--,19.2424,18.5464,-3.23470084490011,-0.6206,-3.21754951178952,-0.6172,,,,,
2015-01-02 00:00:00,19.1071,19.1857,--,19.3579,19.0823,0.747240513773813,0.142300000000002,0.411365408670084,0.0786000000000016,,,,,
2014-12-30 00:00:00,19.2256,19.0434,--,19.2256,19.0344,-0.921412034026185,-0.177100000000003,-0.947694740346214,-0.182200000000002,,,,,
2014-12-29 00:00:00,19.2799,19.2205,--,19.3295,18.9086,-0.268262056226068,-0.0517000000000003,-0.308092884299193,-0.0594000000000001,,,,,
2014-12-23 00:00:00,19.0887,19.2722,--,19.2734,19.023,0.981933266264253,0.1874,0.961301712531509,0.183500000000002,,,,,
2014-12-22 00:00:00,18.9952,19.0848,--,19.1939,18.9952,0.5214423411181,0.0990000000000002,0.471698113207551,0.0896000000000008,,,,,
2014-12-19 00:00:00,19.007,18.9858,--,19.2351,18.7534,-0.0642172860301084,-0.0122,-0.111537854474669,-0.0212000000000003,,,,,
2014-12-18 00:00:00,18.4782,18.998,--,19.0196,18.4782,2.86982889322071,0.530000000000001,2.81304456061738,0.5198,,,,,
2014-12-17 00:00:00,18.5971,18.468,--,18.5971,18.2584,-0.634886473689866,-0.117999999999999,-0.694194256093698,-0.129100000000001,,,,,
2014-12-16 00:00:00,18.2816,18.586,--,19.1125,17.8062,1.63504128615956,0.298999999999999,1.66506213898126,0.304399999999998,,,,,
2014-12-15 00:00:00,18.8067,18.287,--,18.9564,18.2709,-2.74631183722093,-0.516400000000001,-2.76337688164325,-0.5197,,,,,
2014-12-12 00:00:00,19.324,18.8034,--,19.324,18.787,-2.73835140279731,-0.529399999999999,-2.69405920099359,-0.520600000000002,,,,,
2014-12-11 00:00:00,19.345,19.3328,--,19.4814,19.1934,-0.183804547613651,-0.0356000000000023,-0.0630653915740501,-0.0122,,,,,
2014-12-10 00:00:00,19.4896,19.3684,--,19.6338,19.2953,-0.62747874627386,-0.122299999999999,-0.621870125605442,-0.121199999999998,,,,,
2014-12-09 00:00:00,20.0736,19.4907,--,20.0736,19.4398,-2.89800920667184,-0.581699999999998,-2.90381396461023,-0.582899999999999,,,,,
2014-12-08 00:00:00,20.1762,20.0724,--,20.1858,20.042,-0.54157974798952,-0.109300000000001,-0.514467540964122,-0.103800000000003,,,,,
2014-12-05 00:00:00,19.5946,20.1817,--,20.1998,19.5946,2.92584659322725,0.573699999999999,2.9962336562114,0.5871,,,,,
2014-12-04 00:00:00,20.0182,19.608,--,20.109,19.5245,-2.08533077660595,-0.4176,-2.04913528688893,-0.4102,,,,,
2014-12-03 00:00:00,19.845,20.0256,--,20.0947,19.845,0.967036069739539,0.191800000000001,0.91005291005292,0.180600000000002,,,,,
2014-12-02 00:00:00,19.6248,19.8338,--,19.9042,19.6248,1.07476468819593,0.210899999999999,1.06497900615547,0.209,,,,,
2014-12-01 00:00:00,19.9032,19.6229,--,19.9032,19.5652,-1.44297897560044,-0.287299999999998,-1.40831625065315,-0.280299999999997,,,,,
2014-11-28 00:00:00,19.8704,19.9102,--,19.9289,19.7804,0.213410644359218,0.0424000000000007,0.200297930590223,0.0397999999999996,,,,,
2014-11-27 00:00:00,19.7378,19.8678,--,19.8684,19.7121,0.681078780139253,0.134399999999999,0.658634700929177,0.129999999999999,,,,,
2014-11-26 00:00:00,19.7853,19.7334,--,19.8792,19.7052,-0.256770554280683,-0.0507999999999988,-0.262315961850464,-0.0518999999999998,,,,,
2014-11-25 00:00:00,19.5912,19.7842,--,19.9316,19.5912,0.959884875051661,0.188099999999999,0.985136183592622,0.192999999999998,,,,,
2014-11-24 00:00:00,19.4342,19.5961,--,19.7496,19.4342,0.918749388444563,0.1784,0.83306747898035,0.161899999999999,,,,,
2014-11-21 00:00:00,18.9312,19.4177,--,19.4396,18.9312,2.52109270229459,0.477499999999999,2.56983181203516,0.486499999999999,,,,,
2014-11-20 00:00:00,19.1951,18.9402,--,19.1951,18.7963,-1.37829408119802,-0.264699999999998,-1.32794306880401,-0.254899999999999,,,,,
2014-11-19 00:00:00,19.1807,19.2049,--,19.2983,19.1374,0.0166651911028693,0.00319999999999965,0.126168492286501,0.0241999999999969,,,,,
2014-11-18 00:00:00,19.0818,19.2017,--,19.2647,19.0371,0.559311648660112,0.1068,0.628347430535891,0.119899999999998,,,,,
2014-11-17 00:00:00,18.9317,19.0949,--,19.1497,18.7316,0.864710108181196,0.163699999999999,0.862046197647331,0.1632,,,,,
2014-11-14 00:00:00,18.8618,18.9312,--,18.962,18.7849,0.415853348043803,0.078400000000002,0.367939433140006,0.0694000000000017,,,,,
2014-11-13 00:00:00,18.7688,18.8528,--,18.9555,18.6501,0.407963272653674,0.0765999999999991,0.447551255274709,0.0839999999999996,,,,,
2014-11-12 00:00:00,19.1561,18.7762,--,19.1561,18.7266,-2.00415444515193,-0.384,-1.98318029243948,-0.379899999999999,,,,,
2014-11-11 00:00:00,19.1706,19.1602,--,19.3186,19.0782,0.18667154696854,0.0356999999999985,-0.0542497365758016,-0.0104000000000006,,,,,
2014-11-10 00:00:00,19.0805,19.1245,--,19.1689,19.0053,-0.0580070653650735,-0.011099999999999,0.230601923429682,0.0440000000000005,,,,,
2014-11-07 00:00:00,19.3635,19.1356,--,19.398,19.0334,-1.2570178335535,-0.243600000000001,-1.17695664523458,-0.227899999999998,,,,,
2014-11-06 00:00:00,19.4558,19.3792,--,19.6827,19.2521,-0.214717134633301,-0.0416999999999987,-0.393712928792438,-0.0765999999999991,,,,,
2014-11-05 00:00:00,19.1606,19.4209,--,19.4289,19.1537,0.968042132188178,0.186199999999999,1.35851695667151,0.260300000000001,,,,,
2014-11-04 00:00:00,19.4448,19.2347,--,19.5829,19.1596,-1.25670576760185,-0.244800000000001,-1.08049452810006,-0.210100000000001,,,,,
2014-11-03 00:00:00,19.6838,19.4795,--,19.745,19.4261,-1.00119431809519,-0.196999999999999,-1.03790934677247,-0.2043,,,,,
2014-10-31 00:00:00,19.176,19.6765,--,19.723,18.875,2.70644117340014,0.5185,2.61003337505216,0.500500000000002,,,,,
2014-10-30 00:00:00,19.1581,19.158,--,19.351,18.7692,0.0187946372635127,0.00360000000000227,-0.000521972429415062,-9.99999999997669e-05,,,,,
2014-10-29 00:00:00,19.4196,19.1544,--,19.4995,19.0659,-1.36664641242443,-0.2654,-1.36563060001236,-0.2652,,,,,
2014-10-28 00:00:00,19.2494,19.4198,--,19.4801,19.2494,0.849596493596862,0.163599999999999,0.885222396542215,0.170399999999997,,,,,
2014-10-27 00:00:00,19.5912,19.2562,--,19.8582,19.1104,-1.73954309566212,-0.340900000000001,-1.70995140675406,-0.335000000000001,,,,,
2014-10-24 00:00:00,19.5193,19.5971,--,19.6273,19.4118,0.362587894275935,0.070800000000002,0.398579867105889,0.0777999999999999,,,,,
2014-10-23 00:00:00,19.3743,19.5263,--,19.5836,19.1493,0.947107754186244,0.183199999999999,0.784544473864849,0.151999999999997,,,,,
2014-10-22 00:00:00,19.1899,19.3431,--,19.3474,19.096,0.804640230969263,0.154399999999999,0.798336624995431,0.153199999999998,,,,,
2014-10-21 00:00:00,18.6673,19.1887,--,19.2123,18.5779,2.78596145399226,0.520099999999999,2.79311951915917,0.5214,,,,,
2014-10-20 00:00:00,18.702,18.6686,--,18.7835,18.4791,0.0841692176551769,0.0157000000000025,-0.178590525077533,-0.0334000000000003,,,,,
2014-10-17 00:00:00,18.0176,18.6529,--,18.6901,18.002,3.61455822066192,0.650700000000001,3.52599680312582,0.635299999999997,,,,,
2014-10-16 00:00:00,18.2651,18.0022,--,18.5097,17.5325,-1.34429373886834,-0.2453,-1.43935702514633,-0.262900000000002,,,,,
2014-10-15 00:00:00,19.0714,18.2475,--,19.1019,18.2433,-4.67346842822888,-0.894600000000001,-4.32008137839908,-0.823900000000002,,,,,
2014-10-14 00:00:00,19.1946,19.1421,--,19.2133,18.8229,-0.372650764818854,-0.0716000000000001,-0.273514425932304,-0.052500000000002,,,,,
2014-10-13 00:00:00,19.1349,19.2137,--,19.3705,18.9851,0.40656566976207,0.0777999999999999,0.41181297001814,0.0788000000000011,,,,,
2014-10-10 00:00:00,19.3052,19.1359,--,19.3914,19.028,-0.936490516027505,-0.180900000000001,-0.87696579160019,-0.1693,,,,,
2014-10-09 00:00:00,19.5258,19.3168,--,19.7511,19.23,-1.03489968645613,-0.201999999999998,-1.07037867846644,-0.209,,,,,
2014-10-08 00:00:00,19.6866,19.5188,--,19.7405,19.4451,-0.859910301146377,-0.1693,-0.85235642518261,-0.1678,,,,,
2014-10-07 00:00:00,20.0298,19.6881,--,20.0298,19.6693,-1.65145588874403,-0.3306,-1.70595812239764,-0.341700000000003,,,,,
2014-10-06 00:00:00,19.8926,20.0187,--,20.1828,19.8926,2.34980137122873,0.459599999999998,0.633904064828114,0.126099999999997,,,,,
2014-10-02 00:00:00,20.2043,19.5591,--,20.2043,19.5548,-3.21206243010263,-0.649100000000001,-3.19337962710908,-0.645199999999999,,,,,
2014-10-01 00:00:00,20.2569,20.2082,--,20.365,20.1707,-0.234994421350918,-0.0475999999999992,-0.240411909028529,-0.0487000000000002,,,,,
2014-09-30 00:00:00,20.0937,20.2558,--,20.3009,20.0937,0.85540728938459,0.171800000000001,0.806720514390094,0.162100000000002,,,,,
2014-09-29 00:00:00,20.3893,20.084,--,20.3893,19.9498,-1.45627257026221,-0.296800000000001,-1.49735400430618,-0.305299999999999,,,,,
2014-09-26 00:00:00,20.2307,20.3808,--,20.4238,20.1782,0.751902000622881,0.152100000000001,0.741941702462109,0.150100000000002,,,,,
2014-09-25 00:00:00,20.376,20.2287,--,20.5182,20.1385,-0.701466747825408,-0.142900000000001,-0.722909305064788,-0.147300000000001,,,,,
2014-09-24 00:00:00,20.2281,20.3716,--,20.3771,20.0623,0.749254454725754,0.151500000000002,0.70940918820848,0.1435,,,,,
2014-09-23 00:00:00,20.4685,20.2201,--,20.4685,20.1682,-1.24348586304073,-0.2546,-1.21357207416274,-0.2484,,,,,
2014-09-22 00:00:00,20.5461,20.4747,--,20.6059,20.4388,-0.880590222979592,-0.181900000000002,-0.347511206506347,-0.0714000000000006,,,,,
2014-09-19 00:00:00,20.6433,20.6566,--,20.8796,20.6405,0.143501236243768,0.0296000000000021,0.0644276835583505,0.013300000000001,,,,,
2014-09-18 00:00:00,20.3819,20.627,--,20.682,20.3819,1.2691165279721,0.258499999999998,1.20253754556738,0.245099999999997,,,,,
2014-09-17 00:00:00,20.1812,20.3685,--,20.4121,20.1812,0.993648385321383,0.200400000000002,0.92809149109072,0.1873,,,,,
2014-09-16 00:00:00,20.207,20.1681,--,20.207,20.0088,-0.25223674644273,-0.0510000000000019,-0.1925075468897,-0.0389000000000017,,,,,
2014-09-15 00:00:00,20.3272,20.2191,--,20.3272,20.1752,-0.547456026443159,-0.1113,-0.531799755991973,-0.1081,,,,,
2014-09-12 00:00:00,20.2916,20.3304,--,20.39,20.2782,0.23863524307268,0.0484000000000009,0.191212127185643,0.0388000000000019,,,,,
2014-09-11 00:00:00,20.3652,20.282,--,20.4421,20.1695,-0.35178052039934,-0.0716000000000001,-0.408540058531227,-0.0832000000000015,,,,,
2014-09-10 00:00:00,20.2576,20.3536,--,20.355,20.1162,0.51061224086676,0.103400000000001,0.473896216728537,0.0960000000000001,,,,,
2014-09-09 00:00:00,20.44,20.2502,--,20.4795,20.2319,-0.870373996475432,-0.177800000000001,-0.928571428571437,-0.189800000000002,,,,,
2014-09-08 00:00:00,20.4771,20.428,--,20.5028,20.2829,-0.471139651249463,-0.0966999999999985,-0.239780046979305,-0.0490999999999993,,,,,
2014-09-05 00:00:00,20.5732,20.5247,--,20.6662,20.45,-0.272584156106666,-0.0561000000000007,-0.235743588746528,-0.0485000000000007,,,,,
2014-09-04 00:00:00,20.1371,20.5808,--,20.6893,20.0485,2.20593347437005,0.444199999999999,2.20339572232347,0.4437,,,,,
2014-09-03 00:00:00,19.8522,20.1366,--,20.226,19.8522,1.38866510915975,0.2758,1.43258681657449,0.284400000000002,,,,,
2014-09-02 00:00:00,19.8801,19.8608,--,20.0368,19.8494,-0.17591652509575,-0.0350000000000001,-0.0970820066297335,-0.0192999999999977,,,,,
2014-09-01 00:00:00,19.9763,19.8958,--,20.0274,19.7383,-0.32114389350648,-0.0640999999999998,-0.402977528371105,-0.0804999999999971,,,,,
2014-08-29 00:00:00,19.8935,19.9599,--,20.0686,19.8293,0.403426611065566,0.0802000000000014,0.333777364465788,0.0664000000000016,,,,,
2014-08-28 00:00:00,20.1415,19.8797,--,20.1415,19.8481,-1.30666388653074,-0.263200000000001,-1.29980388749597,-0.261800000000001,,,,,
2014-08-27 00:00:00,20.0639,20.1429,--,20.2332,20.0445,0.43428833554383,0.0870999999999995,0.393741994328125,0.0790000000000006,,,,,
2014-08-26 00:00:00,19.8222,20.0558,--,20.0746,19.8222,1.13459870504469,0.225000000000001,1.17847665748506,0.233600000000003,,,,,
2014-08-25 00:00:00,19.5732,19.8308,--,19.8321,19.5732,1.41349261547273,0.276399999999999,1.31608525943637,0.2576,,,,,
2014-08-22 00:00:00,19.53,19.5544,--,19.6921,19.4475,0.130575710869537,0.025500000000001,0.124935995903738,0.0244,,,,,
2014-08-21 00:00:00,19.3036,19.5289,--,19.5497,19.2339,1.14984798180962,0.222000000000001,1.1671398081187,0.225300000000001,,,,,
2014-08-20 00:00:00,19.3596,19.3069,--,19.3754,19.2263,-0.0910760951124304,-0.0176000000000016,-0.272216368106787,-0.0527000000000015,,,,,
2014-08-19 00:00:00,19.252,19.3245,--,19.369,19.252,0.370328049363227,0.0713000000000008,0.376584250986919,0.0725000000000016,,,,,
2014-08-18 00:00:00,19.0557,19.2532,--,19.2928,19.0557,1.09373113011883,0.208300000000001,1.03643529232722,0.197499999999998,,,,,
2014-08-15 00:00:00,19.1583,19.0449,--,19.3225,19.0312,-0.593467163571459,-0.113700000000001,-0.591910555738255,-0.113400000000002,,,,,
2014-08-14 00:00:00,19.1369,19.1586,--,19.2586,18.997,0.085674582858819,0.0164000000000009,0.113393496334303,0.0216999999999992,,,,,
2014-08-13 00:00:00,18.9621,19.1422,--,19.1789,18.9621,1.02171136653895,0.1936,0.949789316584131,0.180099999999999,,,,,
2014-08-12 00:00:00,18.8978,18.9486,--,19.0985,18.8345,0.29800500733103,0.0563000000000002,0.26881435934341,0.0507999999999988,,,,,
2014-08-11 00:00:00,18.7864,18.8923,--,19.0093,18.7864,0.614584942136335,0.115399999999998,0.563705659413184,0.105899999999998,,,,,
2014-08-08 00:00:00,18.7478,18.7769,--,18.9231,18.5089,0.0127832964925911,0.00240000000000151,0.155218212270238,0.0290999999999997,,,,,
2014-08-07 00:00:00,18.9665,18.7745,--,19.1122,18.7397,-1.05248179106365,-0.1997,-1.01231118023884,-0.192,,,,,
2014-08-06 00:00:00,19.2322,18.9742,--,19.2646,18.7954,-1.35483602636887,-0.2606,-1.34150019238568,-0.257999999999999,,,,,
2014-08-05 00:00:00,19.3882,19.2348,--,19.5497,19.1614,-0.772778391093956,-0.149799999999999,-0.791202896607222,-0.153400000000001,,,,,
2014-08-04 00:00:00,19.3243,19.3846,--,19.6018,19.2948,0.3032184621753,0.0585999999999984,0.312042350822529,0.060299999999998,,,,,
2014-08-01 00:00:00,19.5615,19.326,--,19.5789,19.2431,-1.22055937193327,-0.238800000000001,-1.20389540679395,-0.235499999999998,,,,,
2014-07-31 00:00:00,19.947,19.5648,--,19.9584,19.5086,-1.92935232108753,-0.384899999999998,-1.91607760565497,-0.382199999999997,,,,,
2014-07-30 00:00:00,19.904,19.9497,--,20.1144,19.8657,0.238163428347476,0.0473999999999997,0.229602090032155,0.0457000000000001,,,,,
2014-07-29 00:00:00,19.8217,19.9023,--,20.0327,19.7535,0.410171030724983,0.0812999999999988,0.40662506243158,0.0806000000000004,,,,,
2014-07-28 00:00:00,19.8446,19.821,--,19.9681,19.6751,-0.142574297330374,-0.028299999999998,-0.118924039789153,-0.0235999999999983,,,,,
2014-07-25 00:00:00,19.7995,19.8493,--,20.0696,19.7758,0.262662080182649,0.0519999999999996,0.251521503068265,0.0498000000000012,,,,,
2014-07-24 00:00:00,19.4297,19.7973,--,19.8562,19.3589,1.93811821285316,0.3764,1.89194892355517,0.367599999999999,,,,,
2014-07-23 00:00:00,19.3424,19.4209,--,19.5263,19.2666,0.419342495785889,0.0810999999999993,0.405844155844147,0.0784999999999982,,,,,
2014-07-22 00:00:00,19.1021,19.3398,--,19.367,19.1021,1.25390700669623,0.2395,1.24436580271279,0.2377,,,,,
2014-07-21 00:00:00,19.2293,19.1003,--,19.2699,19.0273,-0.690992658527959,-0.132899999999999,-0.67085125303572,-0.128999999999998,,,,,
2014-07-18 00:00:00,19.2108,19.2332,--,19.2422,19.0201,0.0384899458019979,0.00740000000000052,0.116601078559982,0.0224000000000011,,,,,
2014-07-17 00:00:00,19.5342,19.2258,--,19.5342,19.2057,-1.53441158695853,-0.299600000000002,-1.57876954264827,-0.308399999999999,,,,,
2014-07-16 00:00:00,19.1198,19.5254,--,19.5638,19.1198,2.09145952502955,0.400000000000002,2.12136110210358,0.4056,,,,,
2014-07-15 00:00:00,19.2273,19.1254,--,19.505,18.9963,-1.68759670396892,-0.328300000000002,-0.529975607599614,-0.101900000000001,,,,,
2014-07-14 00:00:00,19.2362,19.4537,--,19.5146,19.2223,1.12016716740653,0.215500000000002,1.13068069577152,0.217500000000001,,,,,
2014-07-11 00:00:00,19.1945,19.2382,--,19.4665,19.1203,0.222447969576203,0.0427,0.227669384459077,0.0436999999999976,,,,,
2014-07-10 00:00:00,19.5045,19.1955,--,19.5045,18.9119,-1.57314778256925,-0.306800000000003,-1.58424978851035,-0.309000000000001,,,,,
2014-07-09 00:00:00,19.4017,19.5023,--,19.5347,19.3659,0.537166011104192,0.104200000000002,0.518511264476824,0.1006,,,,,
2014-07-08 00:00:00,19.8364,19.3981,--,19.8645,19.3892,-2.16123793287805,-0.4285,-2.2095743179206,-0.438300000000002,,,,,
2014-07-07 00:00:00,20.0457,19.8266,--,20.0895,19.8047,-1.06635130212621,-0.213699999999999,-1.09300248931193,-0.219100000000001,,,,,
2014-07-04 00:00:00,20.2889,20.0403,--,20.2889,20.0127,-1.23016870462644,-0.249600000000001,-1.22530053378943,-0.248600000000003,,,,,
2014-07-03 00:00:00,20.0661,20.2899,--,20.9775,20.026,1.28036179580101,0.256499999999999,1.11531388760148,0.223800000000001,,,,,
2014-07-02 00:00:00,19.9566,20.0334,--,20.0759,19.895,0.528399596549594,0.1053,0.384835092149959,0.0767999999999986,,,,,
2014-07-01 00:00:00,19.6427,19.9281,--,19.9493,19.6396,1.48757384396008,0.292100000000001,1.45295707820208,0.285399999999999,,,,,
2014-06-30 00:00:00,19.7691,19.636,--,19.8137,19.5573,-0.678297024294263,-0.1341,-0.673272936046671,-0.133100000000002,,,,,
2014-06-27 00:00:00,19.7864,19.7701,--,19.923,19.7111,-0.0793498367516044,-0.0156999999999989,-0.0823798164395802,-0.0163000000000011,,,,,
2014-06-26 00:00:00,20.0145,19.7858,--,20.0682,19.6864,-0.98436131615165,-0.196700000000003,-1.14267156311676,-0.228700000000003,,,,,
2014-06-25 00:00:00,20.1978,19.9825,--,20.1989,19.8938,-1.0448906826454,-0.210999999999999,-1.06595767855905,-0.215299999999999,,,,,
2014-06-24 00:00:00,20.3631,20.1935,--,20.4419,20.1779,-0.824112409325533,-0.1678,-0.8328790802972,-0.169599999999999,,,,,
2014-06-23 00:00:00,20.975,20.3613,--,20.975,20.2847,-0.591724642987925,-0.121200000000002,-2.9258641239571,-0.613700000000001,,,,,
2014-06-20 00:00:00,20.6914,20.4825,--,20.7091,20.4791,-0.951676313995153,-0.1968,-1.0095981905526,-0.2089,,,,,
2014-06-19 00:00:00,20.6499,20.6793,--,20.8456,20.6499,0.203514994694081,0.0420000000000016,0.142373570816336,0.0294000000000025,,,,,
2014-06-18 00:00:00,20.7252,20.6373,--,20.8027,20.6249,-0.534024802271057,-0.110800000000001,-0.424121359504377,-0.0879000000000012,,,,,
2014-06-17 00:00:00,20.6653,20.7481,--,20.7996,20.6324,0.282266055090226,0.0584000000000025,0.400671657319286,0.0828000000000024,,,,,
2014-06-16 00:00:00,20.8717,20.6897,--,20.9138,20.6465,-0.86866944564228,-0.1813,-0.87199413559989,-0.182000000000002,,,,,
2014-06-13 00:00:00,20.9377,20.871,--,20.9377,20.6364,-0.0866480604717314,-0.0181000000000004,-0.318564121178548,-0.0667000000000009,,,,,
2014-06-12 00:00:00,20.9652,20.8891,--,21.0509,20.8506,-0.364883428091728,-0.0764999999999993,-0.362982466182055,-0.0761000000000003,,,,,
2014-06-11 00:00:00,21.1613,20.9656,--,21.1613,20.9249,-1.01554717266192,-0.215100000000003,-0.924801406340831,-0.195700000000002,,,,,
2014-06-10 00:00:00,21.2029,21.1807,--,21.2589,21.0925,-0.19649050060313,-0.0416999999999987,-0.104702658598579,-0.022199999999998,,,,,
2014-06-09 00:00:00,21.093,21.2224,--,21.35,21.093,0.584385115952815,0.1233,0.613473664248805,0.1294,,,,,
2014-06-06 00:00:00,20.7687,21.0991,--,21.1389,20.7687,1.74762618931653,0.362400000000001,1.59085547001016,0.330400000000001,,,,,
2014-06-05 00:00:00,20.6283,20.7367,--,21.0688,20.5739,0.551813760431354,0.113799999999998,0.525491678907131,0.1084,,,,,
2014-06-04 00:00:00,20.5463,20.6229,--,20.623,20.4414,0.391872419970406,0.0805000000000007,0.372816516842462,0.0766000000000027,,,,,
2014-06-03 00:00:00,20.6756,20.5424,--,20.6756,20.4751,-0.638470765777957,-0.131999999999998,-0.644237652111661,-0.133199999999999,,,,,
2014-06-02 00:00:00,20.6455,20.6744,--,20.7381,20.6224,0.14434767445239,0.0297999999999981,0.139982078419027,0.0289000000000001,,,,,
2014-05-30 00:00:00,20.6661,20.6446,--,20.6661,20.5044,-0.0329275497060653,-0.00679999999999836,-0.104035110640129,-0.0214999999999996,,,,,
2014-05-29 00:00:00,20.7262,20.6514,--,20.7552,20.6004,-0.340700704565208,-0.0706000000000024,-0.360895870926652,-0.0747999999999998,,,,,
2014-05-28 00:00:00,20.5597,20.722,--,20.724,20.5377,0.723271051659447,0.148800000000001,0.789408405764685,0.162300000000002,,,,,
2014-05-27 00:00:00,20.4952,20.5732,--,20.6545,20.4952,0.46243621358986,0.0946999999999996,0.380576915570472,0.0779999999999994,,,,,
2014-05-26 00:00:00,20.2583,20.4785,--,20.4788,20.2583,1.11491307331862,0.2258,1.08696188722648,0.220200000000002,,,,,
2014-05-23 00:00:00,20.1278,20.2527,--,20.2792,20.0725,0.745667270231024,0.149900000000002,0.620534782738303,0.1249,,,,,
2014-05-22 00:00:00,20.1074,20.1028,--,20.1977,19.9812,-0.0313290997608201,-0.00630000000000308,-0.0228771497060781,-0.00459999999999994,,,,,
2014-05-21 00:00:00,19.9918,20.1091,--,20.1374,19.7749,0.666803498215361,0.133200000000002,0.58674056363109,0.1173,,,,,
2014-05-20 00:00:00,19.8756,19.9759,--,20.0202,19.8265,0.684472356490137,0.1358,0.50463885366983,0.100300000000001,,,,,
2014-05-19 00:00:00,19.9926,19.8401,--,19.9926,19.6356,-0.699703201717731,-0.139800000000001,-0.762782229424886,-0.1525,,,,,
2014-05-16 00:00:00,19.7828,19.9799,--,19.9955,19.6431,0.937133734793685,0.185500000000001,0.996320035586464,0.197099999999999,,,,,
2014-05-15 00:00:00,20.2202,19.7944,--,20.3232,19.7512,-2.13872546596134,-0.432600000000001,-2.1058149771021,-0.425799999999999,,,,,
2014-05-14 00:00:00,20.2824,20.227,--,20.3059,20.1713,-0.246092844566975,-0.0499000000000009,-0.27314321776515,-0.0553999999999988,,,,,
2014-05-13 00:00:00,20.2312,20.2769,--,20.2931,20.1309,0.302238842885267,0.0610999999999997,0.225888726323698,0.0457000000000001,,,,,
2014-05-12 00:00:00,20.1233,20.2158,--,20.3902,20.09,0.550606562513996,0.110700000000001,0.459666158135103,0.0925000000000011,,,,,
2014-05-09 00:00:00,20.3366,20.1051,--,20.3724,20.0345,-1.0804587521587,-0.2196,-1.13834170903691,-0.2315,,,,,
2014-05-08 00:00:00,19.9232,20.3247,--,20.3353,19.9232,2.00295097763681,0.399100000000001,2.01523851590105,0.401499999999999,,,,,
2014-05-07 00:00:00,20.0704,19.9256,--,20.1942,19.8748,-0.723439025848492,-0.145199999999999,-0.721460459183674,-0.1448,,,,,
2014-05-06 00:00:00,20.2375,20.0708,--,20.2838,20.027,-0.780083643949664,-0.157800000000002,-0.823718344657207,-0.166700000000002,,,,,
2014-05-05 00:00:00,19.995,20.2286,--,20.36,19.995,-0.399806989729092,-0.0811999999999991,1.16829207301825,0.233599999999999,,,,,
2014-05-02 00:00:00,20.3596,20.3098,--,20.675,20.2703,0.264115361640574,0.0534999999999997,-0.244602055050203,-0.0498000000000012,,,,,
2014-04-30 00:00:00,20.3905,20.2563,--,20.3905,20.1572,-0.684938223181022,-0.139700000000001,-0.658149628503469,-0.1342,,,,,
2014-04-29 00:00:00,19.9809,20.396,--,20.4295,19.9809,2.0764622568327,0.414899999999999,2.07748399721735,0.415100000000002,,,,,
2014-04-28 00:00:00,20.0139,19.9811,--,20.1537,19.9332,-0.13294881470633,-0.0265999999999984,-0.163886099161074,-0.0327999999999982,,,,,
