XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
db x-trackers II iBoxx € Sovereigns Eurozone 1-3 TR Index ETF,LU0290356871,Swap-based,Capitalizing,64.335869135,51.97316174,0.23786714106110085,0.005518050050263392,959.6099763599999,3.52095652173913
db x-trackers II iBoxx € Sovereigns Eurozone 15+ TR Index ETF,LU0290357507,Swap-based,Capitalizing,0.48884989,1.13620988,-0.5697538820908686,4.192837053969728e-05,30.61458906,29.0296956521739
db x-trackers II iBoxx € Sovereigns Eurozone 25+ TR Index ETF,LU0290357846,Swap-based,Capitalizing,0.0250194,0.11740844,-0.7869028836427773,2.1458993759432004e-06,31.60508034,33.775652173913
db x-trackers II iBoxx € Sovereigns Eurozone 3-5 TR Index ETF,LU0290356954,Swap-based,Capitalizing,36.429715599,13.764028307,1.6467335569538797,0.003124555503716411,725.90481152,5.91795652173913
db x-trackers II iBoxx € Sovereigns Eurozone 5-7 TR Index ETF,LU0290357176,Swap-based,Capitalizing,18.927486059,40.339516418,-0.5307954150249973,0.0016233994629040556,413.72128402000004,9.28721739130435
db x-trackers II iBoxx € Sovereigns Eurozone 7-10 TR Index ETF,LU0290357259,Swap-based,Capitalizing,19.83779713,18.191916775,0.09047316868015964,0.0017014763136348119,205.81100589,13.472652173913
db x-trackers II iBoxx € Sovereigns Eurozone TR Index ETF,LU0290355717,Swap-based,Capitalizing,32.338864134,28.480796352,0.13546207536886778,0.00277368555456416,645.26778576,11.9291304347826
db x-Trackers II iBoxx EUR Liquid Corporate 100 Total Return Index,LU0478205379,Swap-based,Capitalizing,7.37272708,,,0.0006323545104987144,38.24,51.3411304347826
db x-trackers II iBoxx Global Inflation-Linked TR Index Hedged ETF,LU0290357929,Swap-based,Capitalizing,9.939493767999998,9.950023196,-0.0010582315028405676,0.0008525045953916772,388.87129134,37.2516086956522
db x-trackers II iTraxx Crossover 5-year Short TRI ETF,LU0321462870,Swap-based,Capitalizing,5.23677991,13.47080473,-0.611249660657801,0.00044915556491446196,36.1577765,31.4526956521739
db x-trackers II iTraxx Crossover 5-year TR Index ETF,LU0290359032,Swap-based,Capitalizing,12.80690677,22.98163651,-0.4427330375525116,0.0010984409396510607,114.60783,25.0933043478261
db x-trackers II iTraxx Europe 5-year Short TRI ETF,LU0321462102,Swap-based,Capitalizing,0.9723556,0.49661082,0.9579831144234836,8.339837387127094e-05,27.613770360000004,15.0321739130435
db x-trackers II iTraxx Europe 5-year TR Index ETF,LU0290358653,Swap-based,Capitalizing,5.739835135,10.65951452,-0.46152940415526544,0.0004923023187691694,112.75820928,14.716652173913
db x-trackers II iTraxx Europe Senior Financials 5-year Short TRI ETF,LU0378819709,Swap-based,Capitalizing,0,0,,0,9.58627095,18.8062608695652
db x-trackers II iTraxx Europe Senior Financials 5-year TRI ETF,LU0378819295,Swap-based,Capitalizing,0.02971325,1.04583764,-0.9715890412970793,2.5484881584787924e-06,19.42487848,18.5473913043478
db x-trackers II iTraxx HiVol 5-year Short TRI ETF,LU0321462441,Swap-based,Capitalizing,0.31655224,0.0010246,307.95202030060506,2.7150501381704684e-05,4.57893659,28.9903043478261
db x-trackers II iTraxx HiVol 5-year TR Index ETF,LU0290358737,Swap-based,Capitalizing,2.0208076,0.76938652,1.6265180731266256,0.0001733234916801073,22.461949699999998,26.9793043478261
db x-trackers II iTraxxEurope Subordinated Financials 5- year Short TRI ETF,LU0378819881,Swap-based,Capitalizing,0.041563199999999995,0.01191585,2.4880600208965364,3.5648514729450915e-06,3.1283901600000004,28.796347826087
db x-trackers II iTraxxEurope Subordinated Financials 5- year TRI ETF,LU0378819378,Swap-based,Capitalizing,0.0836451,0.00224931,36.187004014564465,7.174191542990903e-06,7.58968056,27.7129130434783
db x-trackers II Short iBoxx € Sovereigns Eurozone TR Index ETF,LU0321463258,Swap-based,Capitalizing,16.189213290999998,105.91341098,-0.847146710306053,0.001388539401351282,733.1951034,13.615347826087
db x-trackers II SONIA TRI ETR,LU0321464652,Swap-based,Capitalizing,2.95455493,0.70735756,3.1768902985924115,0.00025341045670467346,14.333968859999999,26.7582173913043
db x-trackers LPX MM Private Equity ETF,LU0322250712,Swap-based,Capitalizing,5.705939546,3.008368945,0.8966887540450927,0.00048939511382891,64.77774614,106.496631578947
db x-trackers MSCI AC Asia ex Japan TRN Index ETF,LU0322252171,Swap-based,Capitalizing,14.330828369999999,10.70411073,0.33881540760182327,0.0012291468083140329,239.31044279999998,25.8963913043478
db x-trackers MSCI Brazil TRN Index ETF,LU0292109344,Swap-based,Capitalizing,21.320525986,30.139693439,-0.29260972646749683,0.0018286491046203422,227.42730871,39.209
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,Swap-based,Capitalizing,46.171520673,29.239855393,0.5790611838680102,0.003960104454884581,381.95156087,27.0970434782609
db x-trackers MSCI EM EMEA TRN Index ETF,LU0292109005,Swap-based,Capitalizing,5.565789702,9.848287394,-0.4348469455317766,0.00047737454328053,80.27343055,43.8518260869565
db x-trackers MSCI EM LATAM TRN Index ETF,LU0292108619,Swap-based,Capitalizing,42.307416748,34.783951717,0.21629126823227063,0.0036286825102641194,268.25920853,60.7198260869565
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,Swap-based,Capitalizing,186.029450183,155.240322661,0.198332024787365,0.015955637667360384,2866.87802731,16.2946086956522
db x-trackers MSCI Europe Mid Cap TRN Index ETF,LU0322253732,Swap-based,Capitalizing,4.585917705,1.98646343,1.3085840070058579,0.0003933314924133422,17.9635,20.7593913043478
db x-trackers MSCI Europe Small Cap TRN Index ETF,LU0322253906,Swap-based,Capitalizing,8.8702395,7.479049976,0.1860115293338429,0.0007607952791640378,242.39621727999997,18.3412608695652
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,Swap-based,Capitalizing,67.554226284,60.549270539,0.11569017566426476,0.0057940866697507275,954.37236324,16.4219130434783
db x-trackers MSCI Japan TRN Index ETF,LU0274209740,Swap-based,Capitalizing,43.166695775,30.192345677,0.4297231568822304,0.003702382372283208,495.23590559999997,20.3474782608696
db x-trackers MSCI Korea TRN Index ETF,LU0292100046,Swap-based,Capitalizing,12.873679239,15.600946169,-0.17481420039889894,0.0011041679754535696,96.11390222,33.0973913043478
db x-trackers MSCI Pacific ex Japan TRN Index ETF,LU0322252338,Swap-based,Capitalizing,6.02217167,7.85153363,-0.2329942207736554,0.0005165181590476119,142.16622504,23.8826956521739
db x-trackers MSCI PAN-EURO TRN INDEX ETF,LU0412624271,Swap-based,Capitalizing,3.1543,1.1767,1.6806322767060422,0.00027054247510082725,176.7997412,18.3039565217391
db x-trackers MSCI Russia Capped Index ETF,LU0322252502,Swap-based,Distributing,18.389662715,18.665146122,-0.014759241915352384,0.001577270667718828,236.53134725,48.7575217391304
db x-trackers MSCI Taiwan TRN Index ETF,LU0292109187,Swap-based,Capitalizing,14.526163632,26.813977315,-0.45826150811748756,0.0012459006000446699,117.289613,40.2478260869565
db x-trackers MSCI USA TRN Index ETF,LU0274210672,Swap-based,Capitalizing,65.310639108,35.765710083,0.8260685711659661,0.005601655503501635,1282.87006074,15.038652173913
db x-trackers MSCI World TRN Index ETF,LU0274208692,Swap-based,Capitalizing,113.41116145900001,70.263049341,0.6140939302049644,0.009727209309570242,1517.2864241700001,15.9059130434783
db x-trackers Portfolio Total Return Index ETF,LU0397221945,Swap-based,Capitalizing,7.75728917,9.50721107,-0.1840625907130513,0.0006653381771311042,62.103595320000004,73.5782173913043
db x-trackers Russell 2000 ETF,LU0322248658,Swap-based,Capitalizing,5.42322003,7.01435395,-0.22683969633440004,0.00046514642549300405,92.82997314,37.7966086956522
db x-trackers S&P /ASX 200 ETF,LU0328474803,Swap-based,Capitalizing,36.023460795999995,30.565974125,0.17854777500895347,0.003089711265715834,95.1222851,21.3284782608696
db x-trackers S&P 500 Shariah ETF,LU0328475362,Swap-based,Capitalizing,0.01776253,0.2218077,-0.9199192363475208,1.5234818597637184e-06,7.84455,33.2380869565217
db x-trackers S&P 500 Short ETF,LU0322251520,Swap-based,Capitalizing,25.687940239,80.533741656,-0.6810288493892899,0.0022032396831313432,135.08111825999998,12.1089565217391
db x-trackers S&P CNX Nifty ETF,LU0292109690,Swap-based,Capitalizing,21.524560913,6.441550417,2.3415186592647292,0.0018461490615545577,223.7794419,37.941
db x-trackers S&P Europe 350 Shariah ETF,LU0328475107,Swap-based,Capitalizing,0.0006306,0.09465,-0.993337559429477,5.4086194971493415e-08,5.6862,33.4496818181818
db x-trackers S&P Global Infrastructure ETF,LU0322253229,Swap-based,Capitalizing,9.819515157,5.880050759,0.6699711549207732,0.0008422140997574321,104.54660145999999,25.8839130434783
db x-trackers S&P Japan 500 Shariah ETF,LU0328475289,Swap-based,Capitalizing,0.0058232,0.2366976,-0.975398145143846,4.994524747193156e-07,4.165,43.2525652173913
db x-trackers S&P Select Frontier ETF,LU0328476410,Swap-based,Capitalizing,2.676919539,0.873399437,2.0649430553731856,0.00022959783081090115,22.7472674,404.176
db x-trackers S&P U.S. Carbon Efficient ETF,LU0411076002,Swap-based,Capitalizing,0.020053099999999997,0.007514,1.668764972052169,1.7199427154818496e-06,2.61771675,23.6964347826087
db x-trackers S&P/MIB Index ETF,LU0274212538,Swap-based,Distributing,8.824220460000001,2.786774136,2.1664641730405383,0.0007568482528877281,31.61777136,32.2576086956522
db x-trackers ShortDAX ETF,LU0292106241,Swap-based,Capitalizing,712.2793648940001,856.093865864,-0.16798917350594178,0.061091786558560714,725.8076932900001,5.26465217391304
db x-trackers SLI ETF,LU0322248146,Swap-based,Distributing,0.366001743,3.6408031,-0.8994722502296265,3.139175647288998e-05,24.93978,23.6202173913043
db x-trackers SMI ETF,LU0274221281,Swap-based,Distributing,30.848124009,23.464568156,0.31466830345701435,0.0026458256416993036,345.685604,16.9420869565217
db-x trackers SMI Short Daily ETF,LU0470923532,Swap-based,Capitalizing,0.0013026,,,1.1172324384691931e-07,5.16,66.5674166666667
Dow Jones EURO STOXX 50 Source ETF,IE00B60SWX25,Swap-based,Capitalizing,19.33074401,42.97680947,-0.5502052328129698,0.0016579866626528518,431.95216428,9.89213043478261
Dow Jones EURO STOXX 50 Source ETF - Anteilklasse B,IE00B5B5TG76,Swap-based,Distributing,4.0976794,1.95427943,1.0967725173262455,0.0003514555771631337,7.4919,13.6591304347826
Dow Jones EURO STOXX Select Dividend 30 Source ETF ,IE00B60SX626,Swap-based,Capitalizing,3.1197675400000002,0.004902,635.4274867401061,0.0002675806461055763,17.6756925,21.7477391304348
Dow Jones STOXX 50 Source ETF,IE00B60SX519,Swap-based,Capitalizing,0.43900204,4.05656457,-0.8917798466104534,3.7652949458172136e-05,16.79163948,13.9088260869565
Dow Jones STOXX 600 Optimised Automobiles & Parts Source ETF,IE00B5NLX835,Swap-based,Capitalizing,64.02067445,9.56965091,5.689969681454138,0.005491015985583899,61.6291212,15.9604782608696
Dow Jones STOXX 600 Optimised Banks Source ETF,IE00B5MTWD60,Swap-based,Capitalizing,26.090703960000003,19.82842574,0.3158232681764075,0.002237784493060697,254.3560412,13.7639130434783
Dow Jones STOXX 600 Optimised Basic Resources Source ETF,IE00B5MTWY73,Swap-based,Capitalizing,94.64321018000001,22.94513137,3.1247621839177127,0.008117493051892659,239.41636805,13.8834347826087
Dow Jones STOXX 600 Optimised Chemicals Source ETF,IE00B5MTY077,Swap-based,Capitalizing,8.061556809999999,5.02579114,0.6040373715171934,0.0006914350355208221,31.992790600000003,15.1759565217391
Dow Jones STOXX 600 Optimised Construction & Materials Source ETF,IE00B5MTY309,Swap-based,Capitalizing,4.79162997,0.3865037,11.397371538745942,0.00041097531365155585,9.8839924,18.052347826087
Dow Jones STOXX 600 Optimised Financial Services Source ETF,IE00B5MTYK77,Swap-based,Capitalizing,2.1960439199999997,0.32367368,5.784746662132057,0.00018835340885360396,12.972101199999999,17.8291739130435
Dow Jones STOXX 600 Optimised Food & Beverage Source ETF,IE00B5MTYL84,Swap-based,Capitalizing,14.584669539999998,10.6522464,0.36916374183759015,0.0012509186177216002,27.838291400000003,14.510652173913
Dow Jones STOXX 600 Optimised Health Care Source ETF,IE00B5MJYY16,Swap-based,Capitalizing,16.22734057,9.8271665,0.6512735965143155,0.0013918095558798683,49.49671176,13.3725217391304
Dow Jones STOXX 600 Optimised Industrial Goods & Services Source ETF,IE00B5MJYX09,Swap-based,Capitalizing,12.38537275,3.12150453,2.9677574166454916,0.0010622862121013662,136.1129562,14.8653913043478
Dow Jones STOXX 600 Optimised Insurance Source ETF,IE00B5MTXJ97,Swap-based,Capitalizing,9.167351720000001,1.70566375,4.374653544697776,0.0007862784213450294,155.24880525,14.895652173913
Dow Jones STOXX 600 Optimised Media Source ETF,IE00B5MTZ488,Swap-based,Capitalizing,0.80541836,0.9940405,-0.18975297284164983,6.908026395905562e-05,63.549082299999995,16.4602608695652
Dow Jones STOXX 600 Optimised Oil & Gas Source ETF,IE00B5MTWH09,Swap-based,Capitalizing,12.729493960000001,11.42132984,0.11453693556931732,0.0010918012879939864,88.98910790000001,14.2597391304348
Dow Jones STOXX 600 Optimised Personal & Household Goods Source ETF,IE00B5MTZ595,Swap-based,Capitalizing,8.36702777,0.01290225,647.4936945106473,0.0007176351019665711,11.043063319999998,15.1880434782609
Dow Jones STOXX 600 Optimised Retail Source ETF,IE00B5MTZM66,Swap-based,Capitalizing,9.25068187,2.23333563,3.142092100147079,0.0007934255998098307,11.050056640000001,13.7426956521739
Dow Jones STOXX 600 Optimised Technology Source ETF,IE00B5MTWZ80,Swap-based,Capitalizing,0.91773143,1.10057836,-0.16613712993593666,7.871329060331027e-05,9.20881434,13.0833043478261
Dow Jones STOXX 600 Optimised Telecommunications Source ETF,IE00B5MJYB88,Swap-based,Capitalizing,7.31340508,7.25949233,0.0074265179366888034,0.0006272664970859346,21.638074260000003,13.3446956521739
Dow Jones STOXX 600 Optimised Travel & Leisure Source ETF,IE00B5MJYC95,Swap-based,Capitalizing,1.51289597,2.9837839,-0.49296060951330967,0.0001297602067951263,17.82931136,18.6908695652174
Dow Jones STOXX 600 Optimised Utilities Source ETF,IE00B5MTXK03,Swap-based,Capitalizing,20.00003697,8.64179197,1.3143390907152326,0.0017153915302830578,164.2550609,12.4647826086957
Dow Jones STOXX 600 Source ETF,IE00B60SWW18,Swap-based,Capitalizing,7.29168127,0.50675994,13.388827321275631,0.0006254032585461571,28.4962942,24.2247391304348
Dow Jones STOXX Mid 200 Source ETF,IE00B60SX063,Swap-based,Capitalizing,0.862615,0.313585,1.7508171628107214,7.398598648166e-05,10.49499892,28.7588695652174
Dow Jones STOXX Small 200 Source ETF,IE00B60SWZ49,Swap-based,Capitalizing,0.490212,0.4715,0.03968610816542939,4.204519792160756e-05,14.587092,36.3700869565217
Easy ETF NMX Infrastructure Europe,LU0315455286,Swap-based,Capitalizing,0.11182605,1.7122539,-0.9346907313220312,9.59125522231521e-06,2.43566814,95.2793478260869
Easy ETF NMX30 Infrastructure Global,LU0315440411,Swap-based,Capitalizing,0.767696302,1.0741699,-0.28531203304058317,6.584486499978828e-05,15.22692,105.74747826087
EasyETF - iTraxx Crossover,LU0281436138,Swap-based,Capitalizing,6.38576326,0.14291592,43.68195887484053,0.0005477031981004748,54.490312,70.3607826086957
EasyETF - iTraxx Europe HiVol,LU0281436302,Swap-based,Capitalizing,0.00132816,1.0473093,-0.998731835953333,1.1391551017021677e-07,54.93645063,73.9598695652174
EasyETF DJ STOXX 600,FR0010616250,Swap-based,Capitalizing,0.23316557999999998,0.0070988,31.84577393362258,1.999847608709379e-05,191.81900451,49.1857391304348
EasyETF DJ STOXX 600 Double Short,FR0010689687,Swap-based,Capitalizing,0.3589949,1.74477847,-0.7942461428928568,3.079078362697713e-05,5.77733618,36.823
EasyETF EPRA Eurozone,LU0192223062,Swap-based,Distributing,0.7637617560000001,0.36279287,1.105228131964115,6.550740127939451e-05,175.16833530000002,115.829739130435
EasyETF EURO STOXX 50 (A share),FR0010129064,Swap-based,Capitalizing,0.4451102,2.69946525,-0.8351117133291491,3.817684278623601e-05,171.33866415,26.7223913043478
EasyETF EURO STOXX 50 (B share),FR0010129072,Swap-based,Capitalizing,0.03393357,1.3003222,-0.9739037217083581,2.9104625485233427e-06,506.8695782500001,30.7067826086957
EasyETF EURO STOXX 50 Double Short,FR0010689695,Swap-based,Capitalizing,2.02661926,3.24348365,-0.37517204379926505,0.00017382195437574326,8.755325950000001,54.079347826087
EasyETF EuroMTS Eonia,FR0010616268,Swap-based,Capitalizing,0.00207675,0,,1.7812163876791776e-07,33.4124544,1.50313043478261
EasyETF GS Ultra-Light Energy,LU0246046329,Swap-based,Capitalizing,2.40057842,0.49484759,3.8511470370099206,0.0002058962138732629,33.846302699999995,38.252
EasyETF GSAL,LU0252701189,Swap-based,Capitalizing,2.7747824929999996,6.838703269,-0.5942531231647157,0.0002379914794162457,45.50322552,42.7849565217391
EasyETF GSNE,LU0230484932,Swap-based,Capitalizing,2.2543723250000003,1.930704378,0.1676424162539505,0.00019335620220153652,46.73433317,39.8758260869565
EasyETF Russell 1000 (EUR),FR0010616292,Swap-based,Capitalizing,4.91238,0.00997426,491.5057096967594,0.0004213319734444415,74.88006955999998,39.3709130434783
EasyETF S&P 100 (EUR),FR0010616300,Swap-based,Capitalizing,1.90219318,0,,0.0001631500019139313,24.68221964,45.1987826086956
EasyETF S&P GSCI Capped 35/20,LU0203243414,Swap-based,Capitalizing,17.867219977,12.0375609,0.48428906199760124,0.0015324610581582368,269.96031152,28.1059130434783
EasyETF S&P GSCI Light Energy Dynamic TR,LU0309198074,Swap-based,Capitalizing,0.22943163500000002,0.064344,2.5657036398110162,1.9678217797714102e-05,3.4233,184.37552173913
EasyETF STOXX 50 Europe (A share),FR0010153387,Swap-based,Capitalizing,2.643e-05,0,,2.266885716930813e-09,0.66327653,47.1457826086957
EasyETF STOXX 50 Europe (B share),FR0010148858,Swap-based,Capitalizing,0.00408474,0.01893264,-0.7842487893922876,3.503457723562607e-07,184.98025488,39.5242608695652
ETFlab DAX,DE000ETFL011,Full Replication,Capitalizing,139.16728988999998,223.52307338,-0.3773918379629253,0.011936297454241806,1253.8926783900001,5.8264347826087
ETFlab DAX (Preisindex),DE000ETFL060,Full Replication,Distributing,6.45757046,10.43768029,-0.3813213012294707,0.0005538620598504859,58.80072078,10.258652173913
ETFlab DAXplus® Maximum Dividend,DE000ETFL235,Full Replication,Distributing,6.0895358,2.33046067,1.6130180519201813,0.0005222959412697259,26.43905064,33.6695652173913
ETFlab Deutsche Börse EUROGOV®  Germany,DE000ETFL177,Full Replication,Distributing,15.62232516,8.00736646,0.9509941549496663,0.0013399177363016604,125.55392,9.90626086956522
ETFlab Deutsche Börse EUROGOV®  Germany 10+,DE000ETFL219,Full Replication,Distributing,1.087536,9.173825,-0.8814522840799776,9.327732974075176e-05,31.5874968,24.9704782608696
ETFlab Deutsche Börse EUROGOV®  Germany 1-3,DE000ETFL185,Full Replication,Distributing,1.51477993,1.12457385,0.34698128539979844,0.0001299217929478039,41.56075063,10.7933913043478
ETFlab Deutsche Börse EUROGOV®  Germany 3-5,DE000ETFL193,Full Replication,Distributing,25.78153868,4.44456919,4.800683390868756,0.002211267566938755,114.32899818,10.9352173913043
ETFlab Deutsche Börse EUROGOV®  Germany 5-10,DE000ETFL201,Full Replication,Distributing,13.91141279,2.9620132,3.696607290608968,0.0011931737781301413,118.50751725,10.0478695652174
ETFlab Deutsche Börse EUROGOV®  Germany Money Market,DE000ETFL227,Full Replication,Distributing,18.62858564,36.52004669,-0.4899079456790256,0.0015977629479356208,238.58141312,8.35804347826087
ETFlab DJ EURO STOXX 50,DE000ETFL029,Full Replication,Distributing,53.94424298,85.670267518,-0.37032713282159546,0.004626766323193617,1903.02915348,8.46208695652174
ETFlab DJ EURO STOXX 50 Short,DE000ETFL334,Swap-based,Capitalizing,7.92782299,7.4956895,0.05765093257931775,0.0006799647636165999,4.86359025,18.3504782608696
ETFlab DJ EURO STOXX Select Dividend 30,DE000ETFL078,Full Replication,Distributing,2.3015030899999998,1.77725371,0.29497723203514914,0.00019739858048403827,24.78635804,40.0496086956522
ETFlab DJ STOXX 50,DE000ETFL250,Full Replication,Distributing,0.12304855,0.02140845,4.74766272196259,1.0553802515476619e-05,54.89537193,73.233
ETFlab DJ STOXX Strong Growth 20,DE000ETFL037,Full Replication,Distributing,0.07025561999999999,0.00162586,42.2113589115914,6.025783636478198e-06,2.02006103,33.396347826087
ETFlab DJ STOXX Strong Style Composite 40,DE000ETFL052,Full Replication,Distributing,0.08882472,0.12208214,-0.2724183897824859,7.618444535693483e-06,11.78150694,50.0321304347826
ETFlab DJ STOXX Strong Value 20,DE000ETFL045,Full Replication,Distributing,0.20690316,0.08590377,1.408545748341429,1.7745963609226287e-05,3.6474352,40.5399130434783
ETFlab iBoxx € Liquid Corporates Diversified,DE000ETFL375,Full Replication,Distributing,2.1370757599999997,,,0.00018329574409167848,30.48504,10.7672857142857
ETFlab iBoxx € Liquid Sovereign Diversified 10+,DE000ETFL169,Full Replication,Distributing,0.0024135,0.1337764,-0.9819587012357934,2.0700449026910774e-07,4.4574397800000005,30.8576956521739
ETFlab iBoxx € Liquid Sovereign Diversified 1-10,DE000ETFL110,Full Replication,Distributing,0.42321276,0.00010429,4057.0377792693453,3.629871210241651e-05,3.83250771,16.3702173913043
ETFlab iBoxx € Liquid Sovereign Diversified 1-3,DE000ETFL128,Full Replication,Distributing,0.6129025,1.80486545,-0.6604165147047387,5.256829069698024e-05,66.2135514,18.088347826087
ETFlab iBoxx € Liquid Sovereign Diversified 3-5,DE000ETFL136,Full Replication,Distributing,0.64189771,2.1870309,-0.7064981066339757,5.5055192982580295e-05,10.46237386,13.4019130434783
ETFlab iBoxx € Liquid Sovereign Diversified 5-7,DE000ETFL144,Full Replication,Distributing,4.9348383,0.66478763,6.42318009136241,0.0004232582087640233,31.45400505,14.5186086956522
ETFlab iBoxx € Liquid Sovereign Diversified 7-10,DE000ETFL151,Full Replication,Distributing,1.5880635,0.0451855,34.14542275730046,0.0001362072820934225,53.440555200000006,16.5178695652174
ETFlab iBoxx EUR Liquid Germany Covered Diversified,DE000ETFL359,Full Replication,Distributing,0.35603197,0.60000178,-0.4066151437084071,3.053665484539311e-05,30.65464116,14.3149565217391
ETFlab MSCI Europe,DE000ETFL284,Full Replication,Distributing,0.032322,0.008865,2.6460236886632824,2.7722391276064223e-06,18.800263620000003,47.673347826087
ETFlab MSCI Europe LC,DE000ETFL086,Full Replication,Distributing,0.24946448999999998,4.39817,-0.943279934609167,2.139642411132916e-05,36.340931850000004,16.6907826086957
ETFlab MSCI Europe MC,DE000ETFL292,Full Replication,Distributing,0.27475741,0.00087057,314.60633837600653,2.3565783138475346e-05,5.45247846,62.7813043478261
ETFlab MSCI Japan,DE000ETFL300,Full Replication,Distributing,5.54023658,0.1357978,39.79769024240452,0.00047518286687928937,12.319441470000001,221.861
ETFlab MSCI Japan LC,DE000ETFL102,Full Replication,Distributing,0.73941658,0.41893213,0.7650032715323123,6.34193297035123e-05,30.4101252,66.5141304347826
ETFlab MSCI Japan MC,DE000ETFL318,Full Replication,Distributing,0.6729188,0,,5.7715853816656176e-05,33.01970793,106.664347826087
ETFlab MSCI USA,DE000ETFL268,Full Replication,Distributing,2.6701155,0.1650933,15.173372874610902,0.00022901425234603015,27.6773294,121.837260869565
ETFlab MSCI USA LC,DE000ETFL094,Full Replication,Distributing,0.82790519,3.7096057,-0.7768212427536436,7.100894628013209e-05,59.251517,47.6783913043478
ETFlab MSCI USA MC,DE000ETFL276,Full Replication,Distributing,0.60867494,0.01862944,31.672744859748867,5.2205695336349594e-05,7.027776240000001,131.741954545455
ETFX DAX® 2x Long Fund,DE000A0X8994,Swap-based,Distributing,16.354710269999998,20.70674486,-0.21017473385722696,0.0014027339809158032,14.520722549999999,16.8588695652174
ETFX DAX® 2x Short Fund,DE000A0X9AA8,Swap-based,Distributing,33.15104948,43.15140999,-0.23175049233194245,0.0028433462189738426,23.98394,23.5694347826087
ETFX DAXglobal Alternative Energy Fund,DE000A0Q8M94,Swap-based,Capitalizing,0.14238795,0.06114628,1.3286445226103702,1.221253159735372e-05,9.3639119,166.593695652174
ETFX DAXglobal Gold Mining Fund,DE000A0Q8NC8,Swap-based,Capitalizing,1.2950567,1.65657266,-0.21823127275322773,0.00011107625939635085,32.165452200000004,157.464130434783
ETFX Dow Jones EURO STOXX 50 Leveraged (2x) Fund,DE000A0X9AB6,Swap-based,Distributing,9.71778664,9.11198529,0.06648401316723374,0.0008334889040634536,6.05395451,18.7753043478261
ETFX Dow Jones EURO STOXX Double Short (2x) Fund,DE000A0X9AC4,Swap-based,Distributing,2.54967883,2.82463531,-0.09734229372074232,0.00021868446925795942,7.7917342000000005,23.6993043478261
ETFX Janney Global Water Fund,DE000A0Q8M86,Swap-based,Capitalizing,0.071835,0.003162,21.71821631878558,6.161246139830684e-06,9.4952979,156.903869565217
ETFX Russell 1000 Fund,DE000A0Q8ND6,Swap-based,Capitalizing,0.19159085,0.0144517,12.257322667921422,1.6432635692759514e-05,5.69595,26.0512173913043
ETFX Russell 2000 Fund,DE000A0Q8NE4,Swap-based,Capitalizing,0.60864404,0.38195224,0.5935082354799126,5.2203045061334345e-05,14.3306568,19.6819130434783
ETFX S-Net ITG Global Agri Business Fund,DE000A0Q8NA2,Swap-based,Capitalizing,0.5871669899999999,0.21952564,1.6747080204389793,5.036097098313498e-05,36.40894487999999,181.630043478261
ETFX WNA Global Nuclear Energy Fund,DE000A0Q8M37,Swap-based,Capitalizing,0.11786479,0.5528587,-0.7868084738469341,1.0109194437383645e-05,30.344077940000002,180.743260869565
FTSE 100 Source ETF,IE00B60SWT88,Swap-based,Capitalizing,0.9625116,1.22723274,-0.2157057348388538,8.255405972078033e-05,76.2165536,10.1947391304348
FTSE 250 Source ETF ,IE00B60SWV01,Swap-based,Capitalizing,1.54682116,2.4920773,-0.3793045023121876,0.00013266995059592706,32.38961705,34.7134782608696
iShares $ Corporate Bond,DE000A0DPYY0,Full Replication,Distributing,5.028023995,2.09426484,1.4008539411853946,0.0004312506915872458,490.974,78.5038260869565
iShares $ TIPS,DE000A0LGQF7,Full Replication,Capitalizing,0.16287189000000002,0.20424591,-0.2025696377469688,1.39694272088735e-05,432.4,28.1074347826087
iShares $ Treasury Bond 1-3,DE000A0J2078,Full Replication,Distributing,59.782557925,40.88486476,0.4622173333807549,0.005127515197948221,283.716,7.66882608695652
iShares $ Treasury Bond 7-10,DE000A0LGQB6,Full Replication,Distributing,21.837940355,17.556762548,0.2438477934240615,0.0018730274338984684,157.9776,16.1802173913043
iShares € Corporate Bond,DE0002511243,Full Replication,Distributing,131.692880756,58.657310263,1.24512307443919,0.01129522173315358,3328.0704,8.08065217391304
iShares € Covered Bond,DE000A0RFEE5,Full Replication,Distributing,4.21009465,2.12954456,0.9769929820111398,0.00036109736772651656,50.3316,33.4121739130435
iShares € Government Bond 1-3,DE000A0J21A7,Full Replication,Distributing,15.60348705,28.920767074,-0.4604746475058865,0.001338302002571317,520.98,5.19947826086957
iShares € Government Bond 15-30,DE000A0LGQC4,Full Replication,Distributing,4.21987709,19.88013491,-0.7877339812277964,0.00036193640191163693,181.3616,20.4333043478261
iShares € Government Bond 3-5,DE000A0LGQD2,Full Replication,Distributing,11.45943018,10.947957363,0.04671856128418872,0.0009828686567993907,466.48799999999994,6.81091304347826
iShares € Government Bond 7-10,DE000A0LGQH3,Full Replication,Distributing,9.908424779999999,16.89728783,-0.4136085696304317,0.0008498398263740195,408.1302,8.20304347826087
