XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: August 2012,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Issuer,Replication,"Income 
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,08/2012,07/2012,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX (DE),DE0005933931,iShares,Full Replication,Accumulating,1463.00089256,1397.271463757,0.04704127330151442,0.13605904181483697,12466.2,3.9450434783
db x-trackers DAX ETF,LU0274211480,db X-trackers,Swap-based,Accumulating,773.912448871,540.09238013,0.43292606476825246,0.07197383595420044,6420.0872867392,3.9783478261
db x-trackers ShortDAX Daily ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,406.55497174,342.501750517,0.18701574846351243,0.037809600924583124,587.7367216549,4.8850434783
iShares EURO STOXX 50 (DE),DE0005933956,iShares,Full Replication,Distributing,389.706578946,441.15426395099996,-0.11662062278222562,0.03624270086913588,2923.7025,6.9456956522
ETFlab DAX,DE000ETFL011,ETFlab,Full Replication,Accumulating,345.508529798,302.953646429,0.14046664851407598,0.032132283542842054,642.68825086,4.975826087
iShares EURO STOXX 50,IE0008471009,iShares,Full Replication,Distributing,229.183057825,309.28066562,-0.25898032660538994,0.02131401792469175,3884.0425,7.556
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,211.651898367,225.934425901,-0.06321536648097315,0.01968362058871694,2725.3326965420265,11.3608695652
iShares S&P 500,DE0002643889,iShares,Full Replication,Distributing,176.345419147,159.33977596,0.10672566272007966,0.016400119015370057,8387.8782,5.2162608696
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Accumulating,162.85540911,129.29839861399998,0.2595315244095111,0.01514554846176291,225.48822167999998,10.5874782609
