European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
October 2008,,,,,
,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,
,,10/2008,09/2008,Change (%),Market Share
ComStage ETF Commerzbank EONIA Index TR,LU0378437684,56.936255,35.764377065,0.5919822927859517,0.001375405243992807
ComStage ETF Commerzbank FED Funds Effective Rate Index TR,LU0378437767,3.29025,5.772953534999999,-0.430057771978932,7.948234572237553e-05
ComStage ETF DAX TR,LU0378438732,122.55315898,30.516318576000003,3.0159876649204893,0.0029605083356637374
ComStage ETF DJ EURO STOXX 50 TR,LU0378434079,60.85835193,16.990504423,2.5819037748882963,0.0014701510730778088
ComStage ETF DJ EURO STOXX Select Dividend 30 TR,LU0378434236,2.64565628,4.061207714,-0.34855430543979316,6.391093901968967e-05
ComStage ETF DJ STOXX 600 Automobiles & Parts TR,LU0378435043,0.0336869,0,,8.137721547344707e-07
ComStage ETF DJ STOXX 600 Banks TR,LU0378435399,9.33177903,3.222306984,1.8959931739390106,0.00022542715206056506
ComStage ETF DJ STOXX 600 Basic Resources TR,LU0378435472,3.0473786400000002,0.22140537400000002,12.763797079288599,7.361531877865287e-05
ComStage ETF DJ STOXX 600 Chemicals TR,LU0378435555,0.49452677,0.069128085,6.153775053945151,1.1946249586538923e-05
ComStage ETF DJ STOXX 600 Construction & Materials TR,LU0378435639,0,0,,0
ComStage ETF DJ STOXX 600 Financial Services TR,LU0378435712,0.1839798,0.008431865,20.819585583972227,4.4443875296811815e-06
ComStage ETF DJ STOXX 600 Food & Beverage TR,LU0378435803,0.00924819,0,,2.234078975415899e-07
ComStage ETF DJ STOXX 600 Health Care TR,LU0378435985,0.1104261,0.129308947,-0.14602892868658202,2.667555795752181e-06
ComStage ETF DJ STOXX 600 Industrial Goods & Services TR,LU0378436017,0,0,,0
ComStage ETF DJ STOXX 600 Insurance TR,LU0378436108,0.23491956,0.07728689999999999,2.039577987990203,5.67493585133906e-06
ComStage ETF DJ STOXX 600 Media TR,LU0378436363,0,0,,0
ComStage ETF DJ STOXX 600 Oil & Gas TR,LU0378436447,0.24570467999999998,0.269256736,-0.08747062877565304,5.935471262477213e-06
