Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,ETF Segment of Deutsche Börse Group,,,,,,,,,,,,
,Monthly Report: June 2022,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Product Name,ISIN,Xetra Ticker,Product Family,ETF Type,Replication,Income Treatment,Trd Cry,Xetra Order Book Turnover (€ m)	,,Assets under Management (€ m),Xetra Liquidity Measure (XLM)*
,,Exchange Traded Funds,,,,,,,,06-2022,May 2022,June 2022,June 2022
,1,iShares Core MSCI World UCITS ETF,IE00B4L5Y983,EUNL,iShares,Passive,Optimised,Accumulating,EUR,761.697739112,774.869956202,38525.76833163931,4.41542857142857
,2,iShares Core DAX UCITS ETF (DE) EUR (Acc),DE0005933931,EXS1,iShares,Passive,Full Replication,Accumulating,EUR,755.58003782,1009.3684324,4952.5919731,3.35457142857143
,3,iShares Core EURO STOXX 50 UCITS ETF (DE),DE0005933956,EXW1,iShares,Passive,Full Replication,Distributing,EUR,721.4888931900001,649.9335925199999,4954.65587395,4.50114285714286
,4,Xtrackers DAX UCITS ETF 1C,LU0274211480,DBXD,Xtrackers,Passive,Full Replication,Accumulating,EUR,430.07062802,268.10968142,3401.5452939024,3.67409523809524
,5,iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,SXR8,iShares,Passive,Full Replication,Accumulating,EUR,317.37734336,333.3771918,50091.34531397584,5.30152380952381
,6,iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,EXSA,iShares,Passive,Full Replication,Distributing,EUR,245.91252743,308.789610505,5690.64222516,5.20914285714286
,7,iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,IBCH,iShares,Passive,Optimised,Accumulating,EUR,221.06872377,99.47683888600001,2152.70986417,8.713
,8,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Dist),DE0006289309,EXX1,iShares,Passive,Full Replication,Distributing,EUR,205.159128796,241.577972688,1260.36606965,8.30457142857143
,9,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,LU0292106241,DXSN,Xtrackers,Passive,Swap-based,Accumulating,EUR,196.174785002,110.870804906,345.98597467,5.97709523809524
,10,iShares Nasdaq-100 UCITS ETF USD (Acc),IE00B53SZB19,SXRV,iShares,Passive,Full Replication,Accumulating,EUR,180.8585091,154.4582894,6373.165988765232,5.78333333333333
,11,Vanguard FTSE All-World UCITS ETF - (USD) Accumulating,IE00BK5BQT80,VWCE,Vanguard,Passive,Optimised,Accumulating,EUR,168.52128824,149.21597656,4591.386469,10.5032380952381
,12,Deka DAX (ausschuettend) UCITS ETF,DE000ETFL060,EL4F,Deka ETF,Passive,Full Replication,Distributing,EUR,162.00559348,124.24004388,754.58089652,4.63061904761905
,13,Vanguard FTSE All-World UCITS ETF,IE00B3RBWM25,VGWL,Vanguard,Passive,Optimised,Distributing,EUR,160.28831964,146.37261431,7584.09822,9.04742857142857
,14,iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EXSI,iShares,Passive,Full Replication,Distributing,EUR,152.53035675,34.692836505,2060.78419106,8.12780952380952
,15,Invesco EQQQ Nasdaq-100 UCITS ETF Dist,IE0032077012,EQQQ,Invesco,Passive,Full Replication,Distributing,EUR,140.05410605,124.86505395,5178.748182,6.90490476190476
,16,Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,XDWD,Xtrackers,Passive,Optimised,Accumulating,EUR,126.747526336,172.223343404,7363.781107859933,8.30180952380952
,17,Deka DAX UCITS ETF,DE000ETFL011,EL4A,Deka ETF,Passive,Full Replication,Accumulating,EUR,123.94842906,103.85413426,1032.09404108,4.23614285714286
,18,Xtrackers ShortDAX x2 Daily Swap UCITS ETF 1C,LU0411075020,DBPD,Xtrackers,Passive,Swap-based,Accumulating,EUR,122.4611843332,137.6021798814,160.7610710965,9.92880952380952
,19,iShares MSCI World SRI UCITS ETF EUR (Acc),IE00BYX2JD69,2B7K,iShares,Passive,Optimised,Accumulating,EUR,112.817956014,119.850427301,3922.04790051,9.155
,20,iShares Global Clean Energy UCITS ETF USD (Dist),IE00B1XNHC34,IQQH,iShares,Passive,Full Replication,Distributing,EUR,111.422544727,101.762745019,5395.970578371599,20.906
,21,iShares Core MSCI EM IMI UCITS ETF USD (Acc),IE00BKM4GZ66,IS3N,iShares,Passive,Optimised,Accumulating,EUR,109.622430659,129.342210367,14535.7225166215,11.2380952380952
,22,iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,IUSA,iShares,Passive,Optimised,Distributing,EUR,104.305977179,124.649365077,11685.54711666118,7.55061904761905
,23,iShares MSCI ACWI UCITS ETF USD (Acc),IE00B6R52259,IUSQ,iShares,Passive,Optimised,Accumulating,EUR,103.23001499,118.88433566,4987.115270376708,9.311
,24,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-dis,LU0629459743,UIMM,UBS ETF,Passive,Full Replication,Distributing,EUR,103.13642176,160.03230248,2847.69341593,9.32433333333333
,25,iShares Nasdaq-100 UCITS ETF (DE),DE000A0F5UF5,EXXT,iShares,Passive,Full Replication,Distributing,EUR,102.53777176,149.72483742,2344.064739331807,9.40985714285714
,26,HSBC MSCI World UCITS ETF,IE00B4X9L533,H4ZJ,HSBC ETF,Passive,Optimised,Distributing,EUR,93.414963466,101.537106754,4089.481382,8.53052380952381
,27,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),DE000A0H08M3,EXH1,iShares,Passive,Full Replication,Distributing,EUR,88.7091835,81.53588936,1233.76785128,8.85752380952381
,28,Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,XD5E,Xtrackers,Passive,Full Replication,Distributing,EUR,88.41395722499999,48.846807155,1260.281535,9.50076190476191
,29,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,EXH4,iShares,Passive,Full Replication,Distributing,EUR,84.71109152,127.72799446,343.14860134,15.5492857142857
,30,VanEck Global Real Estate UCITS ETF,NL0009690239,TRET,VanEck,Passive,Full Replication,Distributing,EUR,83.14105361,33.15792764,383.8382964,23.0777142857143
,31,iShares MSCI USA SRI UCITS ETF USD (Acc),IE00BYVJRR92,QDVR,iShares,Passive,Full Replication,Accumulating,EUR,82.69870831,141.844236612,7357.413489407023,11.0071428571429
,32,Vanguard S&P 500 UCITS ETF,IE00B3XXRP09,VUSA,Vanguard,Passive,Full Replication,Distributing,EUR,75.041727374,81.998293956,26296.792741,6.31157142857143
,33,Deka Deutsche Boerse EUROGOV Germany Money Market UCITS ETF,DE000ETFL227,EL4W,Deka ETF,Passive,Full Replication,Distributing,EUR,73.69095997550001,68.0992547335,195.43603599,6.94866666666667
,34,iShares MDAX UCITS ETF (DE) EUR (Acc),DE0005933923,EXS3,iShares,Passive,Full Replication,Accumulating,EUR,73.4373103,58.7542725,1181.19785192,7.31895238095238
,35,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),IE00BQN1K901,CEMS,iShares,Passive,Optimised,Accumulating,EUR,71.15740567399999,40.414983408,2856.43612788,9.33004761904762
,36,Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,DXET,Xtrackers,Passive,Full Replication,Accumulating,EUR,71.11960020999999,101.34326081,3737.458556568,4.92771428571429
,37,Lyxor MSCI World (LUX) UCITS ETF,LU0392494562,X010,Amundi,Passive,Swap-based,Distributing,EUR,69.66490872,62.394815632,3025.448406496,11.5694285714286
,38,iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,EXV1,iShares,Passive,Full Replication,Distributing,EUR,69.313390412,66.005938384,872.13965029,11.3458571428571
,39,WisdomTree Cloud Computing UCITS ETF - USD Acc,IE00BJGWQN72,WTEJ,WisdomTree,Passive,Full Replication,Accumulating,EUR,69.10822772499999,139.61940102,315.219975636998,34.0438095238095
,40,Deka MSCI World UCITS ETF,DE000ETFL508,ELFW,Deka ETF,Passive,Full Replication,Distributing,EUR,67.021849525,97.35814156,1118.34347896,8.88571428571429
,41,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,ISPA,iShares,Passive,Full Replication,Distributing,EUR,66.21469781,53.63872204,1864.45618426,16.5270952380952
,42,iShares Diversified Commodity Swap UCITS ETF (DE),DE000A0H0728,EXXY,iShares,Passive,Swap-based,Accumulating,EUR,65.33115879500001,37.38689098,501.31058744,31.9743333333333
,43,iShares EUR Corp Bond 0-3yr ESG UCITS ETF,IE00BYZTVV78,QDVL,iShares,Passive,Optimised,Distributing,EUR,64.4313417821,45.5734342897,2435.95746677,10.5566666666667
,44,Amundi Index MSCI World SRI PAB UCITS ETF DR (C),LU1861134382,XAMB,Amundi,Passive,Full Replication,Accumulating,EUR,59.0057118,56.09779882,1978.657003830919,8.80147619047619
,45,Xtrackers CSI300 Swap UCITS ETF 1C,LU0779800910,XCHA,Xtrackers,Passive,Swap-based,Accumulating,EUR,58.569318838,17.17016251,2139.849272111451,24.661619047619
,46,Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,DX2X,Xtrackers,Passive,Full Replication,Accumulating,EUR,57.98895485,43.62822815,1489.4987714544,10.4435238095238
,47,iShares MSCI World UCITS ETF USD (Dist),IE00B0M62Q58,IQQW,iShares,Passive,Optimised,Distributing,EUR,57.885649684,73.841749148,4917.581965132139,8.92633333333333
,48,Lyxor Core MSCI World (DR) UCITS ETF,LU1781541179,LCUW,Amundi,Passive,Optimised,Accumulating,EUR,57.5729838445,75.4467342455,1706.502757321728,11.0530476190476
,49,iShares Core MSCI Europe UCITS ETF EUR (Acc),IE00B4K48X80,EUNK,iShares,Passive,Optimised,Accumulating,EUR,57.13449607,59.76330472,4975.709514390001,7.7692380952381
,50,Invesco MSCI World UCITS ETF Acc,IE00B60SX394,SC0J,Invesco,Passive,Swap-based,Accumulating,EUR,56.95561023,40.297981844,3050.192839,8.00676190476191
,51,iShares EUR Govt Bond 3-7yr UCITS ETF EUR (Acc),IE00B3VTML14,SXRP,iShares,Passive,Optimised,Accumulating,EUR,56.40660394,5.34168923,428.38389784,9.61666666666667
,52,Xtrackers MSCI World Energy UCITS ETF 1C,IE00BM67HM91,XDW0,Xtrackers,Passive,Optimised,Accumulating,EUR,56.30369491,53.115309805,1625.793004319901,31.6087619047619
,53,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EUN2,iShares,Passive,Full Replication,Distributing,EUR,55.44974336,51.78668603,3471.60678377,5.62657142857143
,54,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),IE00B53L3W79,SXRT,iShares,Passive,Full Replication,Accumulating,EUR,54.38385116,79.56765578,3251.78362077,4.82566666666667
,55,L&G DAX Daily 2x Short UCITS ETF,IE00B4QNHZ41,DES2,L&G ETF,Passive,Swap-based,Accumulating,EUR,53.8541741094,43.22721057370001,42.42574497,12.3678095238095
,56,Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,FR0007054358,LYSX,Amundi,Passive,Full Replication,Accumulating,EUR,53.43519425500001,101.827454775,2590.9791843834,5.37552380952381
,57,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,EXV6,iShares,Passive,Full Replication,Distributing,EUR,53.40840229,47.29250896,617.30739482,17.0664761904762
,58,iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,IBCF,iShares,Passive,Optimised,Accumulating,EUR,53.23745381400001,58.391323096,4287.88301002,12.3750476190476
,59,iShares Core EUR Govt Bond UCITS ETF EUR (Dist),IE00B4WXJJ64,EUNH,iShares,Passive,Optimised,Distributing,EUR,52.87540777,31.290965,3794.24645395,9.74671428571429
,60,Xtrackers LevDAX Daily Swap UCITS ETF 1C,LU0411075376,DBPE,Xtrackers,Passive,Swap-based,Accumulating,EUR,52.68753356000001,61.61054312,63.847154716,8.79080952380953
,61,Xtrackers S&P 500 Inverse Daily Swap UCITS ETF 1C,LU0322251520,DXS3,Xtrackers,Passive,Swap-based,Accumulating,EUR,52.518654184,52.861694038,195.427528871357,7.89590476190476
,62,Xtrackers MSCI World Swap UCITS ETF 1C,LU0274208692,DBXW,Xtrackers,Passive,Swap-based,Accumulating,EUR,51.64887615,80.42799330599999,2973.10941255539,9.35609523809524
,63,iShares EUR High Yield Corp Bond UCITS ETF,IE00B66F4759,EUNW,iShares,Passive,Optimised,Distributing,EUR,51.373304566,40.807206408,3689.06177875,26.3406190476191
,64,Lyxor ShortDAX Daily (-1x) Inverse UCITS ETF,LU0603940916,C004,Amundi,Passive,Swap-based,Distributing,EUR,50.716949702,38.833868892,93.53307599999998,18.6341428571429
,65,iShares S&P 500 Energy Sector UCITS ETF USD (Acc),IE00B42NKQ00,QDVF,iShares,Passive,Full Replication,Accumulating,EUR,50.649180496,35.208247949,1180.688898524994,30.9519523809524
,66,iShares MSCI China A UCITS ETF USD (Acc),IE00BQT3WG13,36BZ,iShares,Passive,Optimised,Accumulating,EUR,50.304551,30.2954697435,2578.961919745254,23.8425238095238
,67,iShares EUR Corp Bond ex-Financials UCITS ETF EUR (Dist),IE00B4L5ZG21,EUNR,iShares,Passive,Optimised,Distributing,EUR,49.67688698,25.232212575,1383.0958181,18.5708095238095
,68,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),IE00B8FHGS14,IQQ0,iShares,Passive,Optimised,Accumulating,EUR,49.11852737,58.30186087,3555.398925488764,11.1627142857143
,69,Xtrackers MSCI USA UCITS ETF 1C,IE00BJ0KDR00,XD9U,Xtrackers,Passive,Full Replication,Accumulating,EUR,49.045688194,48.878260775,5047.445707250501,8.87042857142857
,70,Vanguard FTSE All-World High Dividend Yield UCITS ETF,IE00B8GKDB10,VGWD,Vanguard,Passive,Optimised,Distributing,EUR,47.16584893,36.35461902,2618.903474,19.8304761904762
,71,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,QDVS,iShares,Passive,Full Replication,Accumulating,EUR,46.60362707500001,37.135379014,3482.263678836291,23.0482857142857
,72,Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,DBXE,Xtrackers,Passive,Full Replication,Distributing,EUR,46.520452195,187.33036613,2151.29609638,5.96761904761905
,73,Invesco S&P 500 UCITS ETF Acc,IE00B3YCGJ38,P500,Invesco,Passive,Swap-based,Accumulating,EUR,45.66824036,24.67144938,13685.0396,12.7493333333333
,74,Amundi MSCI Emerging Markets UCITS ETF - EUR (C),LU1681045370,AMEM,Amundi,Passive,Swap-based,Accumulating,EUR,45.1503671487,23.6147640206,2065.7224859891,10.5385238095238
,75,iShares Nasdaq-100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,NQSE,iShares,Passive,Full Replication,Accumulating,EUR,44.897767266,49.89974052399999,200.67669382,20.5328571428571
,76,Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF 1C,LU0411078636,DBPK,Xtrackers,Passive,Swap-based,Accumulating,EUR,44.6695251002,37.2452756454,69.761217400401,30.171380952381
,77,UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,LU0629460089,UIMP,UBS ETF,Passive,Full Replication,Distributing,EUR,43.9483015,89.45148754,1713.92131501,11.2965714285714
,78,iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),IE00B6R51Z18,IS0D,iShares,Passive,Full Replication,Accumulating,EUR,43.85669078,28.3449357,456.2266471641725,57.9976666666667
