European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
August 2009,,,,,
,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,
,,08/2009,07/2009,Change (%),Market Share
ComStage ETF ATX,LU0392496690,3.32035164,0.10566314,30.42393496918604,0.000126123882935981
ComStage ETF Commerzbank Commodity EW Index TR,LU0419741177,0.7683543399999999,1.02334627,-0.24917463176955745,2.918601501843128e-05
ComStage ETF Commerzbank EONIA Index TR,LU0378437684,36.334224967,48.834471299,-0.25597177566363816,0.0013801591015545286
ComStage ETF Commerzbank FED Funds Effective Rate Index TR,LU0378437767,0.01684285,0,,6.397773103659249e-07
ComStage ETF DAX TR,LU0378438732,502.778198286,79.41020815600001,5.331405117315658,0.019098079209281252
ComStage ETF DJ EURO STOXX 50 Leveraged TR,LU0392496930,1.7268568899999999,1.76539414,-0.02182926131158458,6.559482845664871e-05
ComStage ETF DJ EURO STOXX 50 Short TR,LU0392496856,30.992985442000002,53.812130880000005,-0.4240520690192746,0.001177271593957853
ComStage ETF DJ EURO STOXX 50 TR,LU0378434079,341.408219975,24.561354175,12.90021973310028,0.012968424744768463
ComStage ETF DJ EURO STOXX Select Dividend 30 TR,LU0378434236,1.843578322,1.6148491999999999,0.1416411650078535,7.002850350730932e-05
ComStage ETF DJ STOXX 600 Automobiles & Parts TR,LU0378435043,2.05913225,1.6615011000000002,0.23932042536715747,7.821634061888192e-05
ComStage ETF DJ STOXX 600 Banks TR,LU0378435399,8.708786167,5.578236216,0.5612078495386543,0.0003308040973157887
ComStage ETF DJ STOXX 600 Basic Resources TR,LU0378435472,8.132766917,5.537077238,0.4687833612264303,0.0003089239495685846
ComStage ETF DJ STOXX 600 Chemicals TR,LU0378435555,0.15558076399999998,2.802028323,-0.9444756633175546,5.909750590701437e-06
ComStage ETF DJ STOXX 600 Construction & Materials TR,LU0378435639,0.08253162,0.185839072,-0.5558973734005732,3.134971686130469e-06
ComStage ETF DJ STOXX 600 Financial Services TR,LU0378435712,0.1237965,0.06823204,0.8143455772390802,4.702422203054425e-06
ComStage ETF DJ STOXX 600 Food & Beverage TR,LU0378435803,0.20303768,2.347288418,-0.9135011792999015,7.712406202830122e-06
ComStage ETF DJ STOXX 600 Health Care TR,LU0378435985,0.070223712,0.635346368,-0.8894717660524976,2.667454592736462e-06
ComStage ETF DJ STOXX 600 Industrial Goods & Services TR,LU0378436017,0.02494753,0.2804778,-0.9110534594894855,9.476343756355498e-07
ComStage ETF DJ STOXX 600 Insurance TR,LU0378436108,0.027906459999999998,0.0822795,-0.6608333789096921,1.060029622102807e-06
ComStage ETF DJ STOXX 600 Media TR,LU0378436363,0.00922709,0.02609248,-0.6463697586431033,3.504919192835133e-07
ComStage ETF DJ STOXX 600 Oil & Gas TR,LU0378436447,2.435964802,1.150333822,1.1176155611636012,9.253036209249757e-05
ComStage ETF DJ STOXX 600 Personal & Household Goods TR,LU0378436520,0.19603,0.588208072,-0.6667335772297935,7.44621879023041e-06
ComStage ETF DJ STOXX 600 Real Estate TR,LU0378436793,0.26348625,0.1899891,0.38684929819658076,1.0008551067272085e-05
ComStage ETF DJ STOXX 600 Retail TR,LU0378436876,0,1.3735,-1,0
ComStage ETF DJ STOXX 600 Technology TR,LU0378437098,0.1463901,1.328327872,-0.8897936999698821,5.560642316603115e-06
ComStage ETF DJ STOXX 600 Telecommunications TR,LU0378437171,0.15056104,0.918127582,-0.8360129431336483,5.719075881878449e-06
ComStage ETF DJ STOXX 600 TR,LU0378434582,5.1372243289999995,3.688693346,0.39269487786800683,0.00019513797035264298
ComStage ETF DJ STOXX 600 Travel & Leisure TR,LU0378437254,0.003078,0.418614564,-0.9926471741198187,1.1691813210390858e-07
ComStage ETF DJ STOXX 600 Utilities TR,LU0378437338,2.981762982,3.733469174,-0.20134254682880648,0.00011326255952957126
ComStage ETF Dow Jones Industrial Average TR,LU0378437502,0.423579074,3.5711970490000002,-0.8813901702459657,1.6089692699929587e-05
ComStage ETF MSCI EM Eastern Europe TRN,LU0392495379,0.13004074000000002,0.3734131,-0.6517509964165691,4.939610272322947e-06
ComStage ETF MSCI EMU TRN,LU0392494729,0.00042978,0.0025374,-0.830621896429416,1.6325235482656864e-08
ComStage ETF MSCI Europe Large Cap TRN,LU0392496187,0.0028224,0,,1.0720914101691734e-07
ComStage ETF MSCI Europe Mid Cap TRN,LU0392496260,0.012708,0.0165843,-0.2337331090248005,4.827146272828038e-07
ComStage ETF MSCI Europe Small Cap TRN,LU0392496344,0.351762082,0.01693274,19.774079209862073,1.336171721001362e-05
ComStage ETF MSCI Europe TRN,LU0392494646,0.00321398,0.00240825,0.33457074639260886,1.2208334575026645e-07
ComStage ETF MSCI Japan TRN,LU0392495452,0.39127253,0.4884,-0.19886869369369364,1.4862525455221097e-05
ComStage ETF MSCI North America TRN,LU0392494992,0.996367708,0.38506312,1.5875438499537426,3.7847125181290645e-05
ComStage ETF MSCI Pacific ex Japan TRN,LU0392495296,3.93718908,2.86145168,0.375941137681556,0.00014955451363661673
ComStage ETF MSCI Pacific TRN,LU0392495023,0.037369799,0.0128048,1.918421138947895,1.4194954828390224e-06
ComStage ETF MSCI Russia 30% Capped TRN,LU0392495536,0.507182233,0.08476507000000001,4.983387178232731,1.9265366900145983e-05
ComStage ETF MSCI Taiwan TRN,LU0392495619,10.193805919999999,3.00401458,2.393394289051686,0.0003872127183873181
ComStage ETF MSCI USA Large Cap TRN,LU0392495882,0.00492672,0,,1.871419427547006e-07
ComStage ETF MSCI USA Mid Cap TRN,LU0392495965,0.0022925,0.40717790000000004,-0.9943697828393928,8.708083750754074e-08
ComStage ETF MSCI USA Small Cap TRN,LU0392496005,0.296892261,0.11856705000000001,1.5040031020422617,1.1277481673887624e-05
ComStage ETF MSCI USA TRN,LU0392495700,9.605670519,7.31985318,0.312276391724021,0.0003648723374551859
ComStage ETF MSCI World TRN,LU0392494562,4.997231650000001,11.411237009999999,-0.5620780073518076,0.00018982033470062805
ComStage ETF NASDAQ-100,LU0378449770,5.540027834,4.355316072,0.2720151057730169,0.00021043850102499758
ComStage ETF Nikkei 225,LU0378453376,3.62325621,3.710736516,-0.023574917168815657,0.00013762974275733825
ComStage ETF SMI,LU0392496427,0.14492476999999998,0.02930635,3.945166149998208,5.504981612731828e-06
ComStage ETF TOPIX,LU0392496773,0.04055752,0.00287725,13.095931879398732,1.5405813778969831e-06
db x-trackers CAC 40 ETF,LU0322250985,0.4773232,2.4215055,-0.8028816370642148,1.8131168600994273e-05
db x-trackers CAC 40 Short ETF,LU0322251280,9.57074758,20.450881329999998,-0.532012952128357,0.00036354578618960474
db x-trackers Currency Carry ETF,LU0328474126,0.07533158999999999,0.15479436,-0.5133440908312163,2.8614778399017147e-06
db x-trackers Currency Momentum ETF,LU0328474043,0.394960505,0.10137378,2.8960814620900988,1.5002613547568696e-05
db x-trackers Currency Returns ETF,LU0328474472,5.16519973,6.890899139,-0.25043167432725355,0.00019620061870539732
db x-trackers Currency Valuation ETF,LU0328473748,6.572961499,6.525585081,0.007260102720588524,0.00024967458767186063
db x-trackers DAX ETF,LU0274211480,580.2565714550001,428.982205834,0.35263552558526756,0.022041102818562953
db x-trackers db commodity booster - S&P GSCI TM Light Energy Euro ETF,LU0411078123,1.9194438600000001,0.6773150699999999,1.8339010085808374,7.291026341439773e-05
db x-trackers DB Commodity Booster DJ-UBSCI ETF,LU0429790743,1.57725318,0.09211057,16.123476491351642,5.9912116848781646e-05
db x-trackers db Hedge Fund Index ETF,LU0328476337,11.71609334,8.29359077,0.41266836825130704,0.0004450369554476425
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,35.429878451,62.462569802000004,-0.43278224761950856,0.0013458074103831845
db x-trackers DJ EURO STOXX 50 ETF,LU0274211217,358.67491094,297.565103593,0.20536617570111337,0.013624301695789659
db x-trackers DJ EURO STOXX 50 Short ETF,LU0292106753,357.482963879,547.626770633,-0.34721422865104523,0.013579025469688663
"db x-trackers DJ EURO STOXX ETF Anteilsklasse ""1C""",LU0380865021,268.9116702,80.08558403,2.357803697844869,0.010214636186070922
db x-trackers DJ EURO STOXX Select Dividend 30 ETF,LU0292095535,7.515755292000001,1.63993944,3.5829468507690754,0.0002854867024336277
db x-trackers DJ Islamic Market Titans 100 ETF,LU0328475529,0.006192344,0.008007,-0.2266336955164232,2.352167946149596e-07
db x-trackers DJ STOXX 600 Banks ETF,LU0292103651,27.256138413,15.822536648,0.7226149649301163,0.0010353270927919269
db x-trackers DJ STOXX 600 Banks Short ETF,LU0322249037,67.90342351299999,48.166958095,0.40975112812965353,0.002579318206822802
db x-trackers DJ STOXX 600 Basic Resources ETF,LU0292100806,42.671347950000005,18.719464571,1.2795175464636963,0.0016208753400487163
db x-trackers DJ STOXX 600 ETF,LU0328475792,4.11695205,2.79338449,0.4738221912301088,0.00015638282769569762
db x-trackers DJ STOXX 600 Food & Beverage ETF,LU0292105359,2.05976655,1.49036291,0.3820570387114639,7.824043456663808e-05
db x-trackers DJ STOXX 600 Health Care ETF,LU0292103222,7.994819568,7.543231994,0.059866589594380626,0.00030368400597736756
db x-trackers DJ STOXX 600 Health Care Short ETF,LU0322249466,11.04356321,4.29671239,1.570235614490362,0.00041949083245115164
db x-trackers DJ STOXX 600 Industrial Goods ETF,LU0292106084,1.90458162,1.0715293600000002,0.777442309186936,7.234571976927753e-05
db x-trackers DJ STOXX 600 Insurance ETF,LU0292105193,2.97891904,5.09813664,-0.41568473927760397,0.00011315453211357002
db x-trackers DJ STOXX 600 Oil & Gas ETF,LU0292101796,14.974269826999999,13.357594744999998,0.12103040351670735,0.0005687991090944633
db x-trackers DJ STOXX 600 Oil & Gas Short ETF,LU0322249623,11.434368189999999,1.533935665,6.454268422659042,0.0004343355979737329
db x-trackers DJ STOXX 600 Technology ETF,LU0292104469,3.0015693900000002,1.20333651,1.4943724095930575,0.0001140149078814387
db x-trackers DJ STOXX 600 Technology Short ETF,LU0322250043,2.93214409,1.1016253999999999,1.6616525817215182,0.0001113777810468859
db x-trackers DJ STOXX 600 Telecommunications ETF,LU0292104030,5.57874133,3.88915469,0.43443544283398006,0.00021190903697026467
db x-trackers DJ STOXX 600 Telecommunications Short ETF,LU0322250126,9.832478369999999,3.9566284,1.4850649027338525,0.0003734876559364794
db x-trackers DJ STOXX 600 Utilities ETF,LU0292104899,3.204717575,1.78138947,0.7989988315132459,0.00012173151162753982
db x-trackers DJ STOXX Global Select Dividend 100 ETF,LU0292096186,26.77241296,5.1609137149999995,4.187533533487878,0.0010169527339823504
db x-trackers FTSE 100 ETF,LU0292097234,13.31378041,14.326945213,-0.07071743403336772,0.0005057252556136485
db x-trackers FTSE 100 Short ETF,LU0328473581,3.41973386,3.05316897,0.12006046622437672,0.00012989892631698805
db x-trackers FTSE 250 ETF,LU0292097317,0.91596815,1.67999763,-0.4547800939457277,3.4793140079490823e-05
db x-trackers FTSE All-Share ETF,LU0292097747,1.18027866,0.977464355,0.20749023119109022,4.483300074376355e-05
db x-trackers FTSE MIB Index ETF,LU0274212538,0.35245545,1.49058172,-0.7635450339482226,1.3388054861547286e-05
db x-trackers FTSE Vietnam ETF,LU0322252924,7.759036867,4.285767792000001,0.8104193329100455,0.0002947277769379477
db x-trackers FTSE/XINHUA China 25 ETF,LU0292109856,52.409559373,58.472346389,-0.10368639862108475,0.0019907822567511546
db x-trackers II Emerging Markets Liquid Eurobond Index ETF,LU0321462953,4.570349391,2.779755548,0.6441551467676034,0.00017360517019426774
