European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
March 2008,,,,,
,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,
,,03/2008,02/2008,Change (%),Market Share
db x-trackers Currency Carry ETF,LU0328474126,0.051434129999999995,0.1135696,-0.5471135761682704,2.331842504293293e-06
db x-trackers Currency Momentum ETF,LU0328474043,0.03690767,0.00287895,11.81983709338474,1.6732639132892971e-06
db x-trackers Currency Returns ETF,LU0328474472,0.50937249,2.4697538900000002,-0.7937557697297524,2.3093156678254505e-05
db x-trackers Currency Valuation ETF,LU0328473748,0.00095975,0.01413,-0.9320771408351026,4.351168851296771e-08
db x-trackers DAX ETF,LU0274211480,315.80588705,212.18279811000002,0.48836705832430205,0.014317527885262898
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,20.283230850000002,25.9898397,-0.2195707597996458,0.0009195703285041078
db x-trackers DJ EURO STOXX 50 ETF,LU0274211217,71.698505,115.53747265000001,-0.37943505812008094,0.003250557974894981
db x-trackers DJ EURO STOXX 50 Short ETF,LU0292106753,100.47014076,102.170643,-0.01664374609054764,0.00455496271904469
db x-trackers DJ EURO STOXX Select Dividend 30 ETF,LU0292095535,6.50856468,2.6940788700000002,1.4158775574376556,0.0002950754248738353
db x-trackers DJ STOXX 600 Banks ETF,LU0292103651,12.442490289999999,15.32754599,-0.1882268500047085,0.000564098735945929
db x-trackers DJ STOXX 600 Banks Short ETF,LU0322249037,0.36903272,,,1.673064523441858e-05
db x-trackers DJ STOXX 600 Basic Resources ETF,LU0292100806,3.19900374,5.86993617,-0.45501899043648375,0.0001450315751880164
db x-trackers DJ STOXX 600 Food & Beverage ETF,LU0292105359,0.6157114699999999,1.115834,-0.44820513624786484,2.7914191921335202e-05
db x-trackers DJ STOXX 600 Health Care ETF,LU0292103222,1.27994068,2.15540808,-0.4061724589990402,5.802800748448667e-05
db x-trackers DJ STOXX 600 Health Care Short ETF,LU0322249466,0,,,0
db x-trackers DJ STOXX 600 Industrial Goods ETF,LU0292106084,0.23002906,1.27019283,-0.8189022528177867,1.0428708317427207e-05
db x-trackers DJ STOXX 600 Insurance ETF,LU0292105193,0.43180739,0.95596575,-0.5483024470280446,1.9576627925269676e-05
db x-trackers DJ STOXX 600 Oil & Gas ETF,LU0292101796,0.07566039,2.85256528,-0.9734763686109227,3.4301759025263423e-06
db x-trackers DJ STOXX 600 Oil & Gas Short ETF,LU0322249623,0.01895774,,,8.594772365614259e-07
db x-trackers DJ STOXX 600 Technology ETF,LU0292104469,0.0132541,0.52889135,-0.9749398435047198,6.008942648811933e-07
db x-trackers DJ STOXX 600 Technology Short ETF,LU0322250043,0.0198856,,,9.015431446662889e-07
db x-trackers DJ STOXX 600 Telecommunications ETF,LU0292104030,0.62965224,2.62303896,-0.7599531499143268,2.8546217388249428e-05
db x-trackers DJ STOXX 600 Telecommunications Short ETF,LU0322250126,0.0012515999999999998,,,5.6743140758354135e-08
db x-trackers DJ STOXX 600 Utilities ETF,LU0292104899,0.04621184,1.8400550900000001,-0.9748856214951694,2.0950822481803613e-06
db x-trackers DJ STOXX Global Select Dividend 100 ETF,LU0292096186,4.14438173,2.28055327,0.8172703021315526,0.00018789168732961112
db x-trackers FTSE 100 ETF,LU0292097234,15.338938890000001,19.77233437,-0.22422215794239564,0.0006954135255026067
db x-trackers FTSE 250 ETF,LU0292097317,6.8002503,12.16289969,-0.44090221301496235,0.00030829942470832536
db x-trackers FTSE All-Share ETF,LU0292097747,0,0.34609734999999997,-1,0
db x-trackers FTSE Vietnam ETF,LU0322252924,9.64294143,5.2707248700000005,0.8295285122708367,0.00043717703969882937
db x-trackers FTSE/XINHUA China 25 ETF,LU0292109856,39.69075082,30.51677185,0.3006208852985215,0.0017994390065388464
db x-trackers II EONIA TR Index ETF,LU0290358497,430.92803283999996,262.14366437,0.6438620932366725,0.019536760965293044
db x-trackers II FED Funds Effective Rate TRI ETF,LU0321465469,12.675367029999999,5.79723125,1.1864518566513969,0.0005746565480561611
db x-trackers II iBoxx € Germany Covered TRI ETF,LU0321463506,0.10725701,0.14629502,-0.26684442163513156,4.862655493568391e-06
db x-trackers II iBoxx € Inflation-Linked TR Index ETF,LU0290358224,2.62198801,4.49055274,-0.4161101846896469,0.00011887171198317903
db x-trackers II iBoxx € Sovereigns Eurozone 10-15 TR Index ETF,LU0290357333,6.2173536,0.1459572,41.59710106798431,0.00028187293901347067
db x-trackers II iBoxx € Sovereigns Eurozone 1-3 TR Index ETF,LU0290356871,10.7260157,24.215282440000003,-0.5570559324849238,0.0004862798167476961
db x-trackers II iBoxx € Sovereigns Eurozone 15+ TR Index ETF,LU0290357507,0,0,,0
db x-trackers II iBoxx € Sovereigns Eurozone 25+ TR Index ETF,LU0290357846,6.3130784,0.00223968,2817.7412487498214,0.0002862127646769936
db x-trackers II iBoxx € Sovereigns Eurozone 3-5 TR Index ETF,LU0290356954,17.235910280000002,9.57070324,0.8009032197303823,0.0007814155346088234
db x-trackers II iBoxx € Sovereigns Eurozone 5-7 TR Index ETF,LU0290357176,6.78893003,2.20442994,2.0796760227272184,0.00030778620349225587
db x-trackers II iBoxx € Sovereigns Eurozone 7-10 TR Index ETF,LU0290357259,1.32303685,0.43740575,2.024735843093055,5.998183621607501e-05
db x-trackers II iBoxx € Sovereigns Eurozone TR Index ETF,LU0290355717,9.27328617,1.8352268200000001,4.0529373638948885,0.00042041817069096265
db x-trackers II iBoxx Global Inflation-Linked TR Index Hedged ETF,LU0290357929,13.28993844,12.14220969,0.0945238782151192,0.0006025190536679303
db x-trackers II iTraxx Crossover 5-year Short TRI ETF,LU0321462870,7.18608065,0.99652509,6.2111387080078435,0.00032579161539136707
db x-trackers II iTraxx Crossover 5-year TR Index ETF,LU0290359032,10.978625019999999,14.435328210000002,-0.23946135063319096,0.0004977322346141328
db x-trackers II iTraxx Europe 5-year Short TRI ETF,LU0321462102,0.00290865,0.0261775,-0.8888874033043644,1.318679581070524e-07
db x-trackers II iTraxx Europe 5-year TR Index ETF,LU0290358653,9.4098136,18.81397131,-0.4998496890978835,0.0004266078440513544
db x-trackers II iTraxx HiVol 5-year Short TRI ETF,LU0321462441,0.00301812,0.0142595,-0.7883432097899645,1.3683094278172244e-07
db x-trackers II iTraxx HiVol 5-year TR Index ETF,LU0290358737,0.67228627,0.1364115,3.9283694556543987,3.047909431808795e-05
db x-trackers II SONIA TRI ETF,LU0321464652,1.3099508999999998,0.36552596000000004,2.5837424515621263,5.938856528062694e-05
db x-trackers LPX MM Private Equity ETF,LU0322250712,0.11882015,0.040552559999999994,1.930028338531526,5.386887580999324e-06
db x-trackers MSCI Brazil TRN Index ETF,LU0292109344,32.94872675,43.788645259999996,-0.24755089922596973,0.001493779354253594
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,5.14189821,3.49122559,0.4728060612090095,0.0002331155751798971
db x-trackers MSCI EM EMEA TRN Index ETF,LU0292109005,2.69490221,1.43174907,0.8822447777109435,0.0001221773852924494
db x-trackers MSCI EM LATAM TRN Index ETF,LU0292108619,12.621298529999999,10.333712539999999,0.22137116560434156,0.000572205272484019
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,17.13220692,17.508188960000002,-0.021474639145087182,0.0007767139891041939
db x-trackers MSCI Europe Mid Cap TRN Index ETF,LU0322253732,0.05903383,0.015017879999999999,2.9309030302546035,2.6763861658634946e-06
db x-trackers MSCI Europe Small Cap TRN Index ETF,LU0322253906,0.33081962,1.20640201,-0.7257799495874513,1.499819771754972e-05
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,29.09100519,35.67115632,-0.18446699823719093,0.0013188838305354595
db x-trackers MSCI Japan TRN Index ETF,LU0274209740,41.74678072,57.81675038,-0.2779466081089008,0.0018926521689062838
db x-trackers MSCI Korea TRN Index ETF,LU0292100046,6.66635796,13.39706417,-0.5024015802710005,0.0003022292170580494
db x-trackers MSCI Russia Capped Index ETF,LU0322252502,7.22448769,4.83070095,0.4955361064112238,0.00032753285546553755
db x-trackers MSCI Taiwan TRN Index ETF,LU0292109187,10.577963630000001,3.84192402,1.7532984970379504,0.000479567656754427
db x-trackers MSCI USA TRN Index ETF,LU0274210672,36.07519944,21.807417609999998,0.6542627873305538,0.001635522626805384
db x-trackers MSCI World TRN Index ETF,LU0274208692,22.23615892,15.03142832,0.47931111046937436,0.001008109216620879
db x-trackers S&P 500 Short ETF,LU0322251520,17.55873811,6.10739317,1.874997174940352,0.0007960514126836108
db x-trackers S&P CNX NIFTY ETF,LU0292109690,15.667026810000001,12.22783591,0.28125916354400937,0.0007102878775525234
db x-trackers S&P Global Infrastructure ETF,LU0322253229,0.1528463,0.11708156,0.3054685981293723,6.929513514935782e-06
db x-trackers S&P Select Frontier ETF,LU0328476410,0.60104425,0.70621129,-0.14891724543231266,2.724923176713758e-05
db x-trackers S&P/ASX 200 ETF,LU0328474803,2.2335078,6.50519322,-0.656657731067364,0.00010125938597018368
db x-trackers S&P/MIB Index ETF,LU0274212538,3.3760629399999997,8.71663597,-0.6126874000911158,0.0001530588164057869
db x-trackers ShortDAX ETF,LU0292106241,328.45376768,307.97598647,0.06649148670555438,0.01489093829664269
db x-trackers SLI ETF,LU0322248146,1.51181775,3.10135705,-0.5125302486535692,6.854049807384808e-05
db x-trackers SMI ETF,LU0274221281,11.67264736,17.31121129,-0.3257174691904532,0.0005291967658765667
EasyETF EPRA Eurozone,LU0192223062,3.3073027799999997,1.0978801299999998,2.012444336705502,0.0001499414726558293
EasyETF GS Ultra-Light Energy,LU0246046329,7.5836381699999995,39.423757280000004,-0.8076378637343316,0.0003438154747049674
EasyETF GSAL,LU0252701189,24.510866309999997,44.954664380000004,-0.454764780294863,0.0011112364470577903
EasyETF GSCI,LU0203243414,20.83860605,19.855555199999998,0.04951011644338221,0.0009447490862120807
EasyETF GSNE,LU0230484932,3.64450315,9.232078490000001,-0.605234817495578,0.00016522895113032523
EasyETF iTraxx Crossover,LU0281436138,0.042253599999999995,0.057425300000000006,-0.26419888098103117,1.9156295720255614e-06
EasyETF iTraxx Europe HiVol,LU0281436302,0.003105,0,,1.4076977633004924e-07
EasyETF NMX Infrastructure Europe,LU0315455286,0,,,0
EasyETF NMX30 Infrastructure Global,LU0315440411,0,,,0
