European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
February 2008,,,,,,,,,
,,,,,,,,,
XTF Exchange Traded Funds,ISIN,Xetra Order Book Turnover in MEUR,,,,Average Daily Turnover in MEUR,,,
,,02/2008,01/2008,Change (%),Market Share,02/2008,01/2008,Change (%),Market Share
db x-trackers II iBoxx € Germany Covered TRI ETF,LU0321463506,0.14629502,0.0036435,39.15233154933443,5.743878922159623e-06,0.006966429523809524,0.0012145,4.736047364190632,5.69429459405783e-06
db x-trackers II iBoxx € Inflation-Linked TR Index ETF,LU0290358224,4.49055274,4.5405055899999995,-0.011001605219915445,0.00017630942756720046,0.21383584476190476,0.2063866177272727,0.036093556436278984,0.0001747874274306369
db x-trackers II iBoxx € Sovereigns Eurozone 10-15 TR Index ETF,LU0290357333,0.1459572,1.39839828,-0.895625443704064,5.730615332069653e-06,0.0069503428571428575,0.06356355818181819,-0.8906552267375909,5.681145502586606e-06
db x-trackers II iBoxx € Sovereigns Eurozone 1-3 TR Index ETF,LU0290356871,24.215282440000003,9.00662229,1.688608632659781,0.0009507476768604842,1.1531086876190477,0.40939192227272725,1.8166376151673895,0.0009425402989908714
db x-trackers II iBoxx € Sovereigns Eurozone 15+ TR Index ETF,LU0290357507,0,0.005063,-1,0,0,0.00023013636363636362,-1,0
db x-trackers II iBoxx € Sovereigns Eurozone 25+ TR Index ETF,LU0290357846,0.00223968,0.20489226000000002,-0.9890689867933518,8.793498742734008e-08,0.00010665142857142857,0.009313284545454546,-0.98854846235494,8.717588415804885e-08
db x-trackers II iBoxx € Sovereigns Eurozone 3-5 TR Index ETF,LU0290356954,9.57070324,15.45733424,-0.3808309316859283,0.0003757678190992476,0.45574777333333333,0.7026061018181818,-0.3513466903376392,0.000372523984212612
db x-trackers II iBoxx € Sovereigns Eurozone 5-7 TR Index ETF,LU0290357176,2.20442994,5.61868748,-0.6076610511179383,8.655098900662238e-05,0.10497285428571428,0.2553948854545455,-0.5889782440283164,8.58038331743707e-05
db x-trackers II iBoxx € Sovereigns Eurozone 7-10 TR Index ETF,LU0290357259,0.43740575,0.26725340999999997,0.6366704170397677,1.7173555653886384e-05,0.020828845238095237,0.012147882272727272,0.7146071035654709,1.7025304057751318e-05
db x-trackers II iBoxx € Sovereigns Eurozone TR Index ETF,LU0290355717,1.8352268200000001,4.622954480000001,-0.6030186263049686,7.205522545319748e-05,0.08739175333333334,0.21013429454545457,-0.5841147513671099,7.143320504003446e-05
db x-trackers II iBoxx Global Inflation-Linked TR Index Hedged ETF,LU0290357929,12.14220969,11.4304361,0.06227002922486924,0.0004767310760600964,0.5782004614285714,0.5195652772727273,0.11285431633081533,0.0004726156707021442
db x-trackers II iTraxx Crossover 5-year Short TRI ETF,LU0321462870,0.99652509,0,,3.9125866757831e-05,0.04745357571428571,0,,3.87881107151152e-05
db x-trackers II iTraxx Crossover 5-year TR Index ETF,LU0290359032,14.435328210000002,3.32590688,3.340268303001918,0.0005667641826760419,0.6873965814285715,0.15117758545454543,3.54694774600201,0.0005618715619277642
db x-trackers II iTraxx Europe 5-year Short TRI ETF,LU0321462102,0.0261775,0,,1.0277888508086845e-06,0.001246547619047619,0,,1.0189164110709225e-06
db x-trackers II iTraxx Europe 5-year TR Index ETF,LU0290358653,18.81397131,1.81698149,9.35452007273888,0.0007386797804164822,0.8959033957142857,0.08259006772727273,9.847592457155017,0.0007323030894919875
db x-trackers II iTraxx HiVol 5-year Short TRI ETF,LU0321462441,0.0142595,0,,5.598607627965405e-07,0.0006790238095238095,0,,5.550277361728897e-07
db x-trackers II iTraxx HiVol 5-year TR Index ETF,LU0290358737,0.1364115,0.01017531,12.406127184331485,5.355829197673149e-06,0.0064957857142857135,0.0004625140909090909,13.044514193109174,5.3095947286334115e-06
db x-trackers II SONIA TRI ETF,LU0321464652,0.36552596000000004,0.0047418,76.08590830486314,1.4351389795402206e-05,0.017405998095238098,0.0015806,10.01227261498045,1.4227500690151987e-05
db x-trackers LPX MM Private Equity ETF,LU0322250712,0.040552559999999994,,,1.5921867649603753e-06,0.00225292,,,1.8415158199762374e-06
db x-trackers MSCI Brazil TRN Index ETF,LU0292109344,43.788645259999996,34.69232617,0.26219974542571856,0.0017192429143441715,2.0851735838095236,1.576923916818182,0.3223044952078955,0.0017044014620944308
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,3.49122559,7.65552885,-0.5439602333939346,0.00013707354548982798,0.16624883761904763,0.3479785840909091,-0.522244054031741,0.00013589025110884403
db x-trackers MSCI EM EMEA TRN Index ETF,LU0292109005,1.43174907,19.254856219999997,-0.9256421832684035,5.6213761104066583e-05,0.06817852714285715,0.8752207372727271,-0.9221013348526133,5.572849294082824e-05
db x-trackers MSCI EM LATAM TRN Index ETF,LU0292108619,10.333712539999999,8.13895823,0.2696603481647304,0.00040572531892174167,0.49208154952380945,0.3699526468181818,0.3301203647440034,0.0004022228743881343
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,17.508188960000002,20.56522001,-0.14865053952807183,0.0006874117624272639,0.8337232838095239,0.9347827277272728,-0.10811008902940866,0.0006814776452860185
db x-trackers MSCI Europe Mid Cap TRN Index ETF,LU0322253732,0.015017879999999999,,,5.896365056549605e-07,0.0008343266666666666,,,6.819708448123802e-07
db x-trackers MSCI Europe Small Cap TRN Index ETF,LU0322253906,1.20640201,,,4.736611729428659e-05,0.06702233388888888,,,5.4783431346039094e-05
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,35.67115632,95.04131987999999,-0.6246773891078247,0.001400531630642718,1.6986264914285716,4.320059994545454,-0.6068048838272448,0.0013884414698242483
db x-trackers MSCI Japan TRN Index ETF,LU0274209740,57.81675038,38.53299579,0.5004478420285319,0.0022700185820094653,2.7531785895238094,1.7514998086363638,0.5718977392679856,0.0022504225306837168
db x-trackers MSCI Korea TRN Index ETF,LU0292100046,13.39706417,9.96885474,0.34389200358636196,0.0005259995487534908,0.6379554366666667,0.4531297609090909,0.40788686089999815,0.0005214588307891605
db x-trackers MSCI Russia Capped Index ETF,LU0322252502,4.83070095,,,0.00018966442853599164,0.268372275,,,0.0002193649974502039
db x-trackers MSCI Taiwan TRN Index ETF,LU0292109187,3.84192402,8.16911495,-0.5297013148284809,0.0001508427723583261,0.18294876285714284,0.3713234068181819,-0.5073061393441229,0.00014954061442328607
db x-trackers MSCI USA TRN Index ETF,LU0274210672,21.807417609999998,18.27660394,0.1931876229080225,0.0008562093662300437,1.0384484576190476,0.8307547245454546,0.2500060811417377,0.000848818095154466
db x-trackers MSCI World TRN Index ETF,LU0274208692,15.03142832,25.33522727,-0.4066985008735625,0.0005901684438554452,0.7157823009523809,1.1516012395454547,-0.3784460485342085,0.0005850737846274177
db x-trackers S&P 500 Short ETF,LU0322251520,6.10739317,,,0.00023979030112238027,0.33929962055555557,,,0.0002773403489537978
db x-trackers S&P CNX NIFTY ETF,LU0292109690,12.22783591,21.9457032,-0.4428141218095031,0.000480092958373262,0.5822779004761904,0.9975319636363636,-0.4162814609432889,0.0004759485313945697
db x-trackers S&P Global Infrastructure ETF,LU0322253229,0.11708156,,,4.5968912999059524e-06,0.006504531111111111,,,5.316743134527069e-06
db x-trackers S&P Select Frontier ETF,LU0328476410,0.70621129,,,2.7727479330616703e-05,0.03923396055555556,,,3.2069473857651076e-05
db x-trackers S&P/ASX 200 ETF,LU0328474803,6.50519322,,,0.0002554088459124151,0.3613996233333333,,,0.00029540468534248294
db x-trackers S&P/MIB Index ETF,LU0274212538,8.71663597,10.29266566,-0.15312162486000735,0.00034223517396710703,0.41507790333333333,0.4678484390909091,-0.11279408318667439,0.00033928081135189037
db x-trackers ShortDAX ETF,LU0292106241,307.97598647,290.00494948,0.061968035449820436,0.01209184548603466,14.665523165238096,13.182043158181818,0.11253794189981181,0.011987462012416747
db x-trackers SLI ETF,LU0322248146,3.10135705,,,0.00012176641002261148,0.17229761388888887,,,0.000140834464481893
db x-trackers SMI ETF,LU0274221281,17.31121129,34.09040785,-0.4921970025653418,0.0006796779661104164,0.8243433947619048,1.5495639931818181,-0.4680159074494057,0.0006738106113607959
Deutsche Bank DAX DVG,DE0005318463,,34.80931278,-1,0,,1.58224149,-1,0
Deutsche Bank DJ Euro STOXX DVG ,DE0005318448,,13.811266269999999,-1,0,,0.6277848304545454,-1,0
EasyETF EPRA Eurozone,LU0192223062,1.0978801299999998,5.50140097,-0.8004362641467306,4.310529871601143e-05,0.05228000619047618,0.25006368045454547,-0.7909332291060988,4.273319002371035e-05
EasyETF GS Ultra-Light Energy,LU0246046329,39.423757280000004,17.73221818,1.223284017814854,0.0015478673742477975,1.8773217752380955,0.8060099172727273,1.3291546853298475,0.0015345053300990837
EasyETF GSAL,LU0252701189,44.954664380000004,41.966061780000004,0.07121475004414868,0.0017650235065078909,2.140698303809524,1.9075482627272728,0.12222497623672735,0.0017497868509585503
EasyETF GSCI,LU0203243414,19.855555199999998,28.72463607,-0.3087621666776439,0.0007795747592847446,0.9455026285714284,1.3056652759090908,-0.27584607937657923,0.0007728450403669025
EasyETF GSNE,LU0230484932,9.232078490000001,16.902175030000002,-0.45379346305349433,0.0003624726326735814,0.4396227852380953,0.7682806831818183,-0.4277836279608036,0.00035934356916267265
EasyETF iTraxx Crossover,LU0281436138,0.057425300000000006,0,,2.254649339866067e-06,0.0027345380952380955,0,,2.2351859643079385e-06
EasyETF iTraxx Europe HiVol,LU0281436302,0,0,,0,0,0,,0
EasyETF S&P GSCI Light Energy Dynamic TR,LU0309198074,0.76058574,,,2.9862345283395015e-05,0.042254763333333334,,,3.45386499066479e-05
iShares $ Corporate Bond,DE000A0DPYY0,0.30927263,1.0875365,-0.715620919389832,1.2142754692933989e-05,0.014727268095238095,0.04943347727272727,-0.7020790584083954,1.2037931742987884e-05
iShares $ TIPS,DE000A0LGQF7,0.28008928000000005,1.66420653,-0.8316980044538101,1.0996949258524761e-05,0.013337584761904765,0.07564575136363637,-0.8236836237135154,1.0902017532500765e-05
iShares $ Treasury Bond 1-3,DE000A0J2078,10.178874859999999,0.9590455,9.613547386437869,0.0003996460355222924,0.48470832666666663,0.04359297727272727,10.118954404839673,0.00039619607071306423
iShares $ Treasury Bond 7-10,DE000A0LGQB6,5.111728,1.90308961,1.6860153999789849,0.00020069819680132084,0.24341561904761905,0.08650407318181819,1.813920895216079,0.00019896565936895216
iShares € Corporate Bond,DE0002511243,18.487636390000002,27.62793347,-0.33083535147227194,0.0007258671209797315,0.8803636376190477,1.2558151577272727,-0.2989703682090469,0.000719601035992092
iShares € Government Bond 1-3,DE000A0J21A7,46.7302861,19.003661519999998,1.4590148614686549,0.0018347384986603017,2.225251719047619,0.8638027963636362,1.5761108072528764,0.001818900024881269
iShares € Government Bond 15-30,DE000A0LGQC4,10.121214460000001,9.28416403,0.09015894455281415,0.0003973821556157633,0.48196259333333336,0.4220074559090909,0.14207127524580532,0.00039395173386543123
iShares € Government Bond 3-5,DE000A0LGQD2,15.92170874,9.07168783,0.7550988347887186,0.0006251229005365367,0.7581766066666666,0.4123494468181818,0.8386749697786577,0.0006197264951762903
iShares € Government Bond 7-10,DE000A0LGQH3,33.57898911,19.68410837,0.7058933266785301,0.0013183883345882625,1.5989994814285715,0.8947321986363637,0.7871263422346506,0.0013070072799675598
iShares € Inflation Linked Bond,DE000A0HG2S8,7.33906601,2.53927562,1.8902203259053851,0.00028814860931819226,0.3494793338095238,0.1154216190909091,2.027849865234213,0.0002856611517341914
iShares ATX (DE),DE000A0D8Q23,9.70281234,13.17605825,-0.26360280473107356,0.00038095472617862377,0.46203868285714284,0.5989117386363637,-0.22853627162302947,0.00037766611505176046
iShares DAX (DE),DE0005933931,2673.4376704499996,4714.88807098,-0.4329796105012691,0.1049653110885475,127.30655573571427,214.31309413545452,-0.40597863957275804,0.10405919268061203
iShares DivDAX (DE),DE0002635273,26.28195165,66.33704296,-0.6038118300532702,0.0010318898627967878,1.2515215071428571,3.0153201345454548,-0.5849457267224736,0.0010229820208636237
iShares DJ Asia Pacific Select Dividend 30 (DE),DE000A0H0744,5.006107360000001,14.26510384,-0.6490661816311041,0.00019655128757747298,0.2383860647619048,0.6484138109090909,-0.6323550474230613,0.00019485454855073752
iShares DJ Asia/Pacific Select Dividend,DE000A0J2086,1.64349037,2.9931879599999998,-0.45092309872848735,6.45272114868662e-05,0.07826144619047619,0.13605399818181818,-0.4247765796203202,6.397017703867911e-05
iShares DJ China Offshore 50 (DE),DE000A0F5UE8,12.11632673,27.284920550000002,-0.555933222975795,0.00047571485152704605,0.5769679395238095,1.2402236613636364,-0.5347871859746423,0.00047160821877926796
iShares DJ Euro STOXX (DE),DE000A0D8Q07,10.25827567,13.53716029,-0.2422136215984778,0.00040276349392218467,0.4884893176190476,0.6153254677272727,-0.20612855596031,0.00039928661749412907
iShares DJ Euro STOXX 50,IE0008471009,782.16501462,1261.80934421,-0.38012424919098875,0.030709597231173634,37.24595307714286,57.35497019136364,-0.35060635629532144,0.030444495064916286
iShares DJ Euro STOXX 50 (DE),DE0005933956,1166.59759155,1773.2480143,-0.342112562855162,0.04580330428709212,55.55226626428572,80.60218246818182,-0.31078458965778877,0.04540790492392735
ishares DJ Euro STOXX Banks (DE),DE0006289309,8.69148448,17.59023697,-0.5058915638928996,0.0003412476686284297,0.4138802133333333,0.7995562259090909,-0.4823625907449425,0.00033830183070347524
iShares DJ Euro STOXX Growth,DE000A0HG3L1,13.051363480000001,2.85740115,3.567564298768481,0.000512426544650774,0.6214934990476191,0.12988187045454544,3.7850673606145993,0.0005080029963374542
iShares DJ Euro STOXX Healthcare (DE),DE0006289333,1.5406525500000001,1.18934524,0.29537874973964673,6.048956217591327e-05,0.07336440714285715,0.05406114727272727,0.35706345210820145,5.9967382941582094e-05
iShares DJ Euro STOXX MidCap,DE000A0DPMX7,3.1396025099999996,4.678938349999999,-0.32899254592657756,0.00012326801473589767,0.1495048814285714,0.21267901590909088,-0.29703981001831936,0.0001222038973041146
iShares DJ Euro STOXX Select Dividend,DE000A0HG2P4,2.9309280099999997,6.63818134,-0.5584742477071288,0.00011507497397386628,0.13956800047619047,0.30173551545454547,-0.5374492118836587,0.00011408158338483205
iShares DJ Euro STOXX Select Dividend 30 (DE),DE0002635281,45.16817264,126.41457331000001,-0.6426980572149985,0.0017734063318037962,2.150865363809524,5.746116968636364,-0.6256836789871413,0.0017580973110870267
iShares DJ Euro STOXX SmallCap,DE000A0DPMZ2,1.74137727,2.72434791,-0.36080951202741207,6.83704762929105e-05,0.08292272714285714,0.12383399590909092,-0.33037186974300314,6.778026466503222e-05
iShares DJ Euro STOXX Sustainability 40 (DE),DE000A0F5UG3,1.35522983,1.97335046,-0.3132340871676691,5.320943976916624e-05,0.06453475380952381,0.08969774818181818,-0.2805309484613676,5.27501065632645e-05
iShares DJ Euro STOXX Telecommunication (DE),DE0006289317,5.56903483,11.6396432,-0.5215459155998872,0.00021865311462283403,0.26519213476190473,0.5290746909090909,-0.4987623877713103,0.00021676558044551866
iShares DJ Euro STOXX Value,DE000A0HG2N9,0.96860494,1.45126139,-0.3325772003071067,3.802965746042269e-05,0.04612404476190476,0.06596642681818182,-0.30079516222649283,3.770136450044375e-05
iShares DJ Global Titans 50 (DE),DE0006289382,4.76761606,9.512275429999999,-0.49879331237993807,0.0001871875706772774,0.2270293361904762,0.43237615590909084,-0.47492632725517314,0.00018557166441483306
iShares DJ Industrial Average (DE),DE0006289390,18.54632491,76.12633985,-0.7563744040952994,0.0007281713672418444,0.883158329047619,3.4602881749999996,-0.7447731852426946,0.0007218853907306829
iShares DJ STOXX 50,IE0008470928,65.81825899,72.74519504999999,-0.09522190510643203,0.0025841762112333295,3.1342028090476193,3.3065997749999996,-0.052137233921023984,0.002561868178131116
iShares DJ STOXX 50 (DE),DE0005933949,54.27461815,128.48527799,-0.5775810349709933,0.0021309463247624364,2.5845056261904764,5.840239908636363,-0.5574658461600883,0.0021125508217989786
iShares DJ STOXX 600 (DE),DE0002635307,36.51702923,115.84291197,-0.6847711386998208,0.0014337425463565598,1.7389061538095238,5.265586907727273,-0.6697602405426695,0.0014213656906123036
iShares DJ STOXX 600 Automobiles & Parts (DE),DE0006344716,7.05085749,20.97273209,-0.6638083460112516,0.0002768328800253235,0.3357551185714286,0.9533060040909092,-0.6477992196308351,0.0002744431060522714
iShares DJ STOXX 600 Automobiles & Parts Swap (DE),DE000A0D8Q56,0.61047037,5.9103556699999995,-0.8967117371466072,2.396847063451638e-05,0.029070017619047622,0.26865253045454546,-0.8917932484393029,2.3761561587834526e-05
iShares DJ STOXX 600 Banks (DE),DE0006289341,31.00959218,44.792867109999996,-0.3077113794960199,0.0012175079022339098,1.4766472466666667,2.036039414090909,-0.274745254710116,0.001206997703096879
iShares DJ STOXX 600 Banks Swap (DE),DE000A0D8Q64,6.27876062,25.00688212,-0.7489186940670876,0.0002465185813058017,0.29898860095238095,1.13667646,-0.7369624414036156,0.00024439049706441945
iShares DJ STOXX 600 Basic Resources (DE),DE0006344724,44.87395032,77.37042854,-0.4200116095156373,0.0017618544868928966,2.136854777142857,3.5168376609090912,-0.39239311473066774,0.0017466451880672057
iShares DJ STOXX 600 Basic Resources Swap (DE),DE000A0D8Q72,11.65109632,5.22600005,1.2294481837978553,0.00045744883573275123,0.5548141104761906,0.23754545681818182,1.3356123830263247,0.00045349988529905585
iShares DJ STOXX 600 Chemicals (DE),DE0006344732,11.278228109999999,21.32266475,-0.47106854409461185,0.00044280917231726105,0.5370584814285714,0.9692120340909092,-0.4458813319086411,0.0004389865995255618
iShares DJ STOXX 600 Chemicals Swap (DE),DE000A0D8Q80,5.64961471,16.41666161,-0.6558609268915789,0.0002218168660224521,0.2690292719047619,0.7462118913636363,-0.639473351981654,0.0002199020205996253
iShares DJ STOXX 600 Construction & Materials (DE),DE0006344740,3.98820212,7.33806387,-0.45650485050902123,0.00015658598696237456,0.18991438666666666,0.3335483577272727,-0.43062412910468895,0.00015523425043399274
iShares DJ STOXX 600 Construction & Materials Swap (DE),DE000A0F5T02,0.75092086,0.93098658,-0.19341387284014344,2.948287986811839e-05,0.03575813619047619,0.04231757181818182,-0.155005009642055,2.922836740213889e-05
iShares DJ STOXX 600 Financial Services (DE),DE0006344773,3.22004632,4.14292816,-0.22276076348859508,0.00012642642371439342,0.15333553904761904,0.18831491636363637,-0.18574937127376623,0.00012533504115582204
iShares DJ STOXX 600 Financial Services Swap (DE),DE000A0F5T10,3.71361336,4.78843174,-0.2244614601105288,0.0001458050007686822,0.17683873142857143,0.2176559881818182,-0.18753105344912546,0.00014454633165413925
iShares DJ STOXX 600 Food & Beverage (DE),DE0006344781,4.8720929,10.54922408,-0.5381562792625787,0.0001912895716827104,0.23200442380952382,0.47951018545454543,-0.5161637211322252,0.00018963825468712152
iShares DJ STOXX 600 Food & Beverage Swap (DE),DE000A0F5T28,4.65143664,10.30025625,-0.548415444518674,0.00018262609946843698,0.22149698285714287,0.46819346590909094,-0.5269114180671823,0.0001810495703391306
iShares DJ STOXX 600 Healthcare (DE),DE0006289374,13.911238289999998,31.51891716,-0.5586384449890156,0.0005461872071590056,0.6624399185714285,1.4326780527272727,-0.5376212280837307,0.0005414722182026242
iShares DJ STOXX 600 Healthcare Swap (DE),DE000A0F5T36,12.417752,24.93629438,-0.5020209574539038,0.00048754950081968275,0.5913215238095239,1.1334679263636362,-0.4783076697136134,0.0004833407048575598
iShares DJ STOXX 600 Industrial Goods & Services (DE),DE0006344799,8.81809152,15.519454640000001,-0.4318040340623722,0.00034621855217903185,0.41990911999999997,0.7054297563636364,-0.40474708330343756,0.00034322980284799296
iShares DJ STOXX 600 Industrial Goods & Services Swap (DE),DE000A0F5T44,1.40921184,8.96003844,-0.8427225676054131,5.53288976250441e-05,0.06710532571428571,0.40727447454545457,-0.8352331660628137,5.48512680909732e-05
iShares DJ STOXX 600 Insurance (DE),DE0006289416,6.32392441,13.574305789999999,-0.5341253904373697,0.0002482918155650803,0.30113925761904764,0.6170138995454545,-0.5119408852201017,0.00024614842378840613
iShares DJ STOXX 600 Insurance Swap (DE),DE000A0F5T51,1.06463428,6.5308221,-0.8369831142697947,4.179999018900702e-05,0.050696870476190474,0.29685555,-0.8292204054254991,4.143914963921977e-05
iShares DJ STOXX 600 Media (DE),DE0006289424,2.17818581,2.90393225,-0.24991851652186448,8.552058410878365e-05,0.1037231338095238,0.13199692045454545,-0.2142003506419532,8.478232329942929e-05
iShares DJ STOXX 600 Media Swap (DE),DE000A0F5T69,0.98576743,0.91533876,0.07694273757182524,3.870349628667101e-05,0.04694130619047619,0.04160630727272727,0.12822572507524566,3.836938637861549e-05
iShares DJ STOXX 600 Oil & Gas (DE),DE0006344765,36.3185716,26.04879451,0.3942515299914353,0.0014259506434066251,1.7294557904761905,1.184036114090909,0.46064445999102754,0.001413641051662471
iShares DJ STOXX 600 Oil & Gas Swap (DE),DE000A0F5T77,3.02263364,11.0376514,-0.7261524639199965,0.00011867554790454671,0.14393493523809525,0.5017114272727272,-0.713112105059044,0.00011765107517719566
iShares DJ STOXX 600 Personal & Household Goods (DE) ,DE0006289432,2.60120015,3.03635048,-0.14331360390253756,0.00010212909990991798,0.1238666738095238,0.1380159309090909,-0.10251901361218219,0.00010124746523981073
iShares DJ STOXX 600 Personal & Household Goods Swap (DE),DE000A0F5T85,1.02833364,0.53511914,0.9216910088471137,4.037474358145398e-05,0.04896826857142857,0.024323597272727274,1.0132001045065002,4.002620654578543e-05
iShares DJ STOXX 600 Real Estate (DE),DE000A0H0751,2.36389787,1.5309791799999999,0.544043120168362,9.281206666933043e-05,0.11256656523809525,0.06958996272727272,0.6175689830335223,9.201086176443887e-05
iShares DJ STOXX 600 Retail (DE),DE0006289440,1.0228678,12.438532789999998,-0.9177662014267198,4.016014213317572e-05,0.048707990476190476,0.565387854090909,-0.9138503062565637,3.981345765546787e-05
iShares DJ STOXX 600 Retail Swap (DE),DE000A0F5T93,0.01205402,2.11914559,-0.9943118490504468,4.732685460194786e-07,0.0005740009523809524,0.09632479954545455,-0.9940409847195156,4.691830311289131e-07
