XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: September 2010,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Issuer,Replication,"Income 
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,09/2010,08/2010,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX (DE),DE0005933931,iShares,Full Replication,Capitalizing,1399.056644199,1359.72430007,0.02892670530855046,0.13195482802207853,3450.46694088,3.9230454545
db x-trackers DAX ETF,LU0274211480,db x-trackers,Swap-based,Capitalizing,761.302992898,601.780437534,0.2650843154983533,0.07180381574762051,2143.26717696,4.3674545455
iShares EURO STOXX 50 (DE),DE0005933956,iShares,Full Replication,Distributing,517.5360208220001,526.129064906,-0.016332578177438717,0.048812445804792014,3298.7452270999997,7.0835909091
db x-trackers ShortDAX ETF,LU0292106241,db x-trackers,Swap-based,Capitalizing,495.117201066,640.8806246849999,-0.22744239411301337,0.0466979699416259,606.0845987099999,4.3599090909
db x-trackers EURO STOXX 50 Short ETF,LU0292106753,db x-trackers,Swap-based,Capitalizing,280.536350848,396.904639358,-0.2931895396794245,0.026459347506464444,484.96393091999994,6.8910454545
ETFlab DAX,DE000ETFL011,ETFlab,Full Replication,Capitalizing,214.983486882,192.43052868,0.11720052091892419,0.020276597918122637,783.33497446,5.3093636364
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Capitalizing,204.205662826,180.729271907,0.1298981104238639,0.01926006586728781,208.8237,10.6212272727
db x-trackers EURO STOXX 50 ETF,LU0274211217,db x-trackers,Swap-based,Distributing,202.26052148,232.630275722,-0.13054944868093066,0.0190766059674658,1759.54310553,7.3939090909
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,db x-trackers,Swap-based,Capitalizing,190.92250356,224.660713527,-0.15017405329724154,0.018007238110954595,3631.9693536600003,14.9476363636
"iShares eb.rexx Government Germany 5,5-10,5 (DE)",DE0006289499,iShares,Full Replication,Distributing,186.578246019,143.77825101300002,0.297680592888351,0.017597500764662606,1001.54217153,4.9707727273
iShares EURO STOXX 50,IE0008471009,iShares,Full Replication,Distributing,171.76649306299998,248.636829717,-0.30916713642743243,0.016200500634525994,3267.372,7.2074090909
db x-trackers II EONIA TR Index ETF,LU0290358497,db x-trackers II,Swap-based,Capitalizing,144.932665187,129.98975553,0.11495451773160204,0.013669614442581367,1252.164370473,0.3456363636
db x-trackers MSCI World TRN Index ETF,LU0274208692,db x-trackers,Swap-based,Capitalizing,135.390465115,95.597215418,0.4162595063360741,0.012769622741263286,1629.01904068,14.3391818182
Lyxor ETF DAX,LU0252633754,Lyxor ETF,Swap-based,Capitalizing,123.309323272,143.758381478,-0.1422460241674981,0.011630165664372659,589.8004,5.9778636364
ComStage ETF DAX TR,LU0378438732,ComStage ETF,Swap-based,Capitalizing,122.271543928,47.85532717,1.555024720521621,0.011532285428121906,448.0945,8.2168181818
iShares eb.rexx Government Germany (DE),DE0006289465,iShares,Full Replication,Distributing,101.655537764,131.467355406,-0.22676213079615526,0.009587845537748326,1068.57676352,4.8951363636
iShares Markit iBoxx EURO Corporate Bond,DE0002511243,iShares,Full Replication,Distributing,94.43389670399999,82.73194645299999,0.14144415492083073,0.00890672200493021,3849.228,8.4518636364
Lyxor ETF Daily Double Short Bund,FR0010869578,Lyxor ETF,Swap-based,Distributing,92.21808704,44.24415707,1.0842997843556836,0.008697733480873574,150.4619,12.0372272727
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,db x-trackers,Swap-based,Capitalizing,90.918067538,46.590113638,0.9514454985970473,0.00857511953917004,551.55222351,19.6098636364
db x-trackers EURO STOXX ETF Anteilsklasse (1C),LU0380865021,db x-trackers,Swap-based,Capitalizing,85.93979695,100.52695895999999,-0.1451069659413876,0.008105583983186164,626.8641,8.6889090909
ComStage ETF EURO STOXX 50,LU0378434079,ComStage ETF,Swap-based,Capitalizing,85.872247171,33.737371935999995,1.5453152466617786,0.008099212890558977,264.55125,10.7959090909
"iShares eb.rexx Government Germany 1,5-2,5 (DE)",DE0006289473,iShares,Full Replication,Distributing,85.701934797,143.444346202,-0.402542260701488,0.008083149538074727,1455.36540824,4.2559090909
iShares MDAX (DE),DE0005933923,iShares,Full Replication,Capitalizing,83.22747493899999,124.273044425,-0.3302853782645633,0.00784976590320634,647.3962390199999,17.1918181818
"iShares eb.rexx Government Germany 10,5+ (DE)",DE000A0D8Q31,iShares,Full Replication,Distributing,82.051275039,56.749169806999994,0.44585859701649766,0.007738830255126884,133.22301851,16.6494090909
iShares S&P 500,DE0002643889,iShares,Full Replication,Distributing,81.297564147,126.734468933,-0.3585204969771947,0.007667742503573288,5085.92,10.2230454545
iShares eb.rexx Jumbo Pfandbriefe (DE),DE0002635265,iShares,Full Replication,Distributing,69.64872487199999,108.548582076,-0.35836356827548776,0.006569058908764654,1356.65834406,10.0033181818
Lyxor ETF Leveraged EURO STOXX 50,FR0010468983,Lyxor ETF,Swap-based,Distributing,69.044312233,49.123528727,0.4055242777184864,0.006512052520807234,177.9719,15.2003636364
ETFX DAX 2x Short Fund,DE000A0X9AA8,ETF Securities,Swap-based,Distributing,67.855741,80.0319477,-0.15214182648212626,0.006399950045691011,47.334771100000005,17.1993181818
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,db x-trackers,Swap-based,Capitalizing,67.611491751,95.11432594499999,-0.28915553909201386,0.006376913188834677,829.45109528,12.4322272727
db x-trackers S&P 500 Short ETF,LU0322251520,db x-trackers,Swap-based,Capitalizing,66.614929628,80.65171548299999,-0.1740419998624667,0.0062829204372909595,182.90141541,12.0564545455
db x-trackers S&P CNX Nifty ETF,LU0292109690,db x-trackers,Swap-based,Capitalizing,62.809966041,20.601680903000002,2.0487787058119933,0.005924047679826366,312.87610585,24.8516818182
ETFX DAX 2x Long Fund,DE000A0X8994,ETF Securities,Swap-based,Distributing,59.79820728,29.98361465,0.9943628537795393,0.005639987623359335,20.013796980099997,14.0893181818
DJ EURO STOXX 50 Source ETF,IE00B60SWX25,Source Markets,Swap-based,Capitalizing,58.788632469999996,79.3677842,-0.2592884750082264,0.005544767554192483,837.7442827699999,8.8090454545
iShares eb.rexx Money Market ,DE000A0Q4RZ9,iShares,Full Replication,Distributing,58.079862413,72.701051947,-0.20111386482631688,0.005477918487454245,770.9431095,3.3857272727
db x-trackers STOXX 600 Banks ETF,LU0292103651,db x-trackers,Swap-based,Capitalizing,54.622503458,53.655642541,0.01801974352019342,0.005151830756689909,352.24807968,16.0091818182
db x-trackers SMI ETF,LU0274221281,db x-trackers,Swap-based,Distributing,54.540817923,36.586779877,0.4907247400935295,0.005144126421938697,318.64250880000003,15.3855454545
"iShares eb.rexx Government Germany 2,5-5,5 (DE)",DE0006289481,iShares,Full Replication,Distributing,54.535997888,89.446390882,-0.3902940370177116,0.005143671810688951,801.4897349500001,5.1856363636
iShares STOXX Europe 600 (DE),DE0002635307,iShares,Full Replication,Distributing,52.537095272,62.798469751,-0.16340166439862325,0.004955141309067857,934.58866061,19.5263181818
iShares MSCI Emerging Markets,DE000A0HGZT7,iShares,Full Replication,Distributing,49.819472170999994,59.70644652399999,-0.16559307961872705,0.004698823246172988,3479.34,15.6605909091
db x-trackers STOXX 600 Banks Short ETF,LU0322249037,db x-trackers,Swap-based,Capitalizing,49.728639669,51.210505987000005,-0.028936763842485336,0.004690256196918819,301.77074767,16.0086363636
iShares MSCI World,DE000A0HGZR1,iShares,Full Replication,Distributing,48.665505982,55.331285258,-0.12047034954851765,0.004589984615053826,2253.384,14.5172272727
