XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: November 2015,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Product Family,Replication,"Income
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,11/2015,10/2015,Change (%),Market Share,in MEUR,"100,000€"
iShares Core DAX UCITS ETF (DE),DE0005933931,iShares,Full Replication,Accumulating,1507.546617411,1319.01603372,0.14293274597981198,0.11980522087565205,9411.252795,3.057380952380952
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,iShares,Full Replication,Distributing,698.4792948639999,974.7392767079999,-0.28341935986925293,0.05550837714190385,7851.831252,4.912047619047619
Deka DAX UCITS ETF,DE000ETFL011,Deka ETFs,Full Replication,Accumulating,608.845046176,515.899121327,0.18016298343351256,0.048385114193968556,1574.0101970399999,4.436095238095238
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,iShares,Full Replication,Distributing,573.450220822,556.213115396,0.030990109634016605,0.04557227589071692,6240.61579384,6.216285714285714
db x-trackers DAX UCITS ETF (DR),LU0274211480,db X-trackers,Full Replication,Accumulating,558.589501531,618.472533781,-0.09682407702716922,0.044391289686730145,5351.987129025601,3.388047619047619
iShares EURO STOXX 50 UCITS ETF (Dist),IE0008471009,iShares,Full Replication,Distributing,329.737683074,335.87741661,-0.018279685481590646,0.02620436110927662,6497.98981638,6.115095238095238
db x-trackers EURO STOXX 50 UCITS ETF (DR),LU0380865021,db X-trackers,Full Replication,Accumulating,234.219253269,165.846652641,0.4122639772296326,0.01861348037078491,2961.2140909823997,5.705619047619048
db x-trackers EURO STOXX 50 UCITS ETF (DR),LU0274211217,db X-trackers,Full Replication,Distributing,221.12887040500001,239.426304625,-0.07642198817150947,0.017573183379464206,2629.6921127052,5.651714285714286
iShares MDAX UCITS ETF (DE) ,DE0005933923,iShares,Full Replication,Accumulating,182.114297725,223.300436961,-0.18444271671171553,0.014472682576826486,1785.9159704400001,5.717190476190476
db x-trackers ShortDAX Daily UCITS ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,178.40447209599998,173.133851117,0.030442463706523926,0.014177861525351611,314.05520655739997,7.056333333333333
iShares EURO STOXX Banks 30-15 UCITS ETF (DE) ,DE0006289309,iShares,Full Replication,Distributing,178.06696259,106.40404574,0.6734980456016635,0.014151039534942187,1256.15641466,9.590047619047619
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,Deka ETFs,Full Replication,Distributing,171.55296544299998,171.098182644,0.0026580223820742432,0.013633370059274527,1263.90248862,8.318190476190477
db x-trackers MSCI World Index UCITS ETF,LU0274208692,db X-trackers,Swap-based,Accumulating,145.25023894100002,96.08067855,0.5117528428508378,0.011543083814185985,1771.4144595904302,11.47590476190476
Deka DAX (ausschüttend) UCITS ETF,DE000ETFL060,Deka ETFs,Full Replication,Distributing,139.48995351899998,154.87965176199998,-0.09936552715555558,0.01108531205487901,592.3382496900001,6.38552380952381
iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,iShares,Optimised,Distributing,137.77902945,86.16826303,0.5989533107105964,0.010949344361660982,5736.141843770492,7.785095238095238
ComStage DAX TR UCITS ETF,LU0378438732,ComStage ETF,Swap-based,Accumulating,121.398902875,134.852142387,-0.09976289048038811,0.009647610365760279,714.7450242699999,5.865333333333333
db x-trackers STOXX Europe 600 UCITS ETF (DR),LU0328475792,db X-trackers,Optimised,Accumulating,119.89445325300001,76.594445573,0.565315243893658,0.009528051264119004,1451.0048462876,10.03395238095238
db x-trackers MSCI Emerging Markets Index UCITS ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,109.697844231,135.76406516100002,-0.19199646754160304,0.00871772342287366,1402.0463049713408,11.09252380952381
Lyxor UCITS ETF DAX ,LU0252633754,Lyxor ETF,Full Replication,Accumulating,107.390693934,97.844026714,0.09757026096140842,0.008534373437053582,1065.574534,4.297904761904762
iShares MSCI Japan EUR Hedged UCITS ETF,DE000A1H53P0,iShares,Optimised,Accumulating,106.622397097,106.497584126,0.0011719793648308219,0.008473316637090125,3707.5842956799997,12.195
db x-trackers II EONIA UCITS ETF,LU0290358497,db X-trackers,Swap-based,Accumulating,102.858610294,79.95923165399999,0.2863881776539614,0.008174207273535801,528.777006625125,0.4680952380952382
Lyxor UCITS ETF LevDAX ,LU0252634307,Lyxor ETF,Swap-based,Accumulating,100.97018488799999,82.23099948800001,0.2278846848108005,0.00802413349123276,345.9838583,11.83709523809524
iShares Core EURO STOXX 50 UCITS ETF,IE00B53L3W79,iShares,Full Replication,Accumulating,95.365847625,46.675346286,1.0431738640063273,0.007578754982932668,1647.75593802,13.72709523809524
