XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: May 2014,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Product Family,Replication,"Income
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,05/2014,04/2014,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX UCITS ETF (DE),DE0005933931,iShares,Full Replication,Accumulating,965.702041097,996.560318566,-0.030964786470129013,0.10510457942328919,17210.55,3.10695238095238
Deka DAX UCITS ETF,DE000ETFL011,Deka ETFs,Full Replication,Accumulating,866.75594921,861.909840187,0.005622524302482335,0.09433553583553037,924.1343104700001,3.44776190476191
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,iShares,Full Replication,Distributing,528.386693033,456.355170042,0.15784092680350414,0.057508277688850584,5182.926,7.00361904761905
iShares EURO STOXX Banks (DE),DE0006289309,iShares,Full Replication,Distributing,237.97610382,120.506257003,0.9748028835886553,0.025900720139703768,947.66325,10.3642857142857
db x-trackers DAX UCITS ETF (DR),LU0274211480,db X-trackers,Full Replication,Accumulating,219.007575562,253.258450543,-0.1352407981157756,0.023836233269021456,2277.7175906568,4.81342857142857
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,iShares,Full Replication,Distributing,207.05249526100002,194.525298075,0.06439880730150649,0.022535072420711684,3350.3729999999996,17.866380952381
iShares EURO STOXX 50 UCITS ETF (Inc),IE0008471009,iShares,Full Replication,Distributing,204.772153502,197.482001798,0.03691552464338965,0.02228688576341851,6267.177999999999,6.05261904761905
iShares MDAX UCITS ETF (DE) ,DE0005933923,iShares,Full Replication,Accumulating,142.650639874,158.52659719,-0.10014696333241835,0.015525736583706632,1425.886,9.95104761904762
iShares MSCI Japan EUR Hedged UCITS ETF,DE000A1H53P0,iShares,Optimised,Accumulating,133.847841543,100.70685493,0.32908372161990207,0.014567662170529683,2901.00391946,11.230619047619
ComStage DAX TR UCITS ETF,LU0378438732,ComStage ETF,Swap-based,Accumulating,133.605275379,122.685254464,0.08900842210181259,0.014541261879793446,669.5966814,6.61123809523809
db x-trackers ShortDAX Daily UCITS ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,130.657684603,168.16709154499998,-0.22304843710734445,0.014220453518995617,411.77894545889995,5.82347619047619
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Accumulating,121.36820351600001,109.780017042,0.10555824990960394,0.013209409779665192,205.6353668,9.86704761904762
iShares S&P 500 UCITS ETF (Inc),DE0002643889,iShares,Full Replication,Distributing,107.58054926999999,112.953466355,-0.04756752721615054,0.011708796195879674,10169.21767702,3.95071428571429
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,Deka ETFs,Full Replication,Distributing,107.24494461399999,107.49125337999999,-0.00229143077464411,0.011672269829857595,1234.70758271,7.25580952380952
db x-trackers MSCI Emerging Markets Index UCITS ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,100.403477443,108.61130028,-0.07557061572635837,0.010927661763347392,2065.7314776358403,11.895619047619
db x-trackers EURO STOXX 50 UCITS ETF (DR) (1D),LU0274211217,db X-trackers,Full Replication,Distributing,91.02239889399999,94.256556787,-0.034312285566600154,0.009906648786809169,1438.7476030480002,8.18957142857143
