Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,10,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-dis,LU0629459743,UIMM,UBS ETF,Passive,Full Replication,Distributing,EUR,160.03230248,104.32465846,3070.750553340004,7.71440909090909
,11,iShares Nasdaq-100 UCITS ETF USD (Acc),IE00B53SZB19,SXRV,iShares,Passive,Full Replication,Accumulating,EUR,154.4582894,109.0047304,6916.141655919326,6.215
,12,iShares Nasdaq-100 UCITS ETF (DE),DE000A0F5UF5,EXXT,iShares,Passive,Full Replication,Distributing,EUR,149.72483742,109.78332282,2553.431942303302,8.20813636363636
,13,Vanguard FTSE All-World UCITS ETF - (USD) Accumulating,IE00BK5BQT80,VWCE,Vanguard,Passive,Optimised,Accumulating,EUR,149.21597656,171.26068618,4662.740357,11.9080454545455
,14,Vanguard FTSE All-World UCITS ETF,IE00B3RBWM25,VGWL,Vanguard,Passive,Optimised,Distributing,EUR,146.37261431,105.37025716,7966.339753,8.59209090909091
,15,iShares MSCI USA SRI UCITS ETF USD (Acc),IE00BYVJRR92,QDVR,iShares,Passive,Full Replication,Accumulating,EUR,141.844236612,129.43118669,7806.269244353855,8.46518181818182
,16,WisdomTree Cloud Computing UCITS ETF - USD Acc,IE00BJGWQN72,WTEJ,WisdomTree,Passive,Full Replication,Accumulating,EUR,139.61940102,73.65235348,333.619,29.8526363636364
,17,Xtrackers ShortDAX x2 Daily Swap UCITS ETF 1C,LU0411075020,DBPD,Xtrackers,Passive,Swap-based,Accumulating,EUR,137.6021798814,107.790720355,147.513956474,11.1744090909091
,18,iShares Core MSCI EM IMI UCITS ETF USD (Acc),IE00BKM4GZ66,IS3N,iShares,Passive,Optimised,Accumulating,EUR,129.342210367,117.649835865,14884.81214246673,9.70963636363636
,19,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,EXH4,iShares,Passive,Full Replication,Distributing,EUR,127.72799446,43.65296374,456.05153547,10.8554545454545
,20,Invesco EQQQ Nasdaq-100 UCITS ETF Dist,IE0032077012,EQQQ,Invesco,Passive,Full Replication,Distributing,EUR,124.86505395,59.09844495,6007.577752784153,6.90463636363636
,21,iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,IUSA,iShares,Passive,Optimised,Distributing,EUR,124.649365077,118.091722471,12558.21463576371,6.71327272727273
,22,Deka DAX (ausschuettend) UCITS ETF,DE000ETFL060,EL4F,Deka ETF,Passive,Full Replication,Distributing,EUR,124.24004388,57.62494065999999,886.10981528,4.50781818181818
,23,iShares MSCI World SRI UCITS ETF EUR (Acc),IE00BYX2JD69,2B7K,iShares,Passive,Optimised,Accumulating,EUR,119.850427301,111.312324993,4222.86589695,9.07654545454545
,24,iShares MSCI ACWI UCITS ETF USD (Acc),IE00B6R52259,IUSQ,iShares,Passive,Optimised,Accumulating,EUR,118.88433566,118.88834685,4996.728330477557,8.18277272727273
,25,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,LU0292106241,DXSN,Xtrackers,Passive,Swap-based,Accumulating,EUR,110.870804906,73.96811491400001,384.7741542056,7.345
,26,Deka DAX UCITS ETF,DE000ETFL011,EL4A,Deka ETF,Passive,Full Replication,Accumulating,EUR,103.85413426,67.34843422,1136.10319943,4.54359090909091
,27,Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,FR0007054358,LYSX,Amundi,Passive,Full Replication,Accumulating,EUR,101.827454775,43.0574124,2844.441090695,7.08277272727273
,28,iShares Global Clean Energy UCITS ETF USD (Dist),IE00B1XNHC34,IQQH,iShares,Passive,Full Replication,Distributing,EUR,101.762745019,186.240822344,5554.218112223095,21.9512272727273
,29,HSBC MSCI World UCITS ETF,IE00B4X9L533,H4ZJ,HSBC ETF,Passive,Optimised,Distributing,EUR,101.537106754,102.083414158,4308.06197685,8.22631818181818
,30,Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,DXET,Xtrackers,Passive,Full Replication,Accumulating,EUR,101.34326081,151.48751203,4109.5015593616,5.35559090909091
,31,iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,IBCH,iShares,Passive,Optimised,Accumulating,EUR,99.47683888600001,114.465244934,2284.79068202,9.15645454545454
,32,Deka MSCI World UCITS ETF,DE000ETFL508,ELFW,Deka ETF,Passive,Full Replication,Distributing,EUR,97.35814156,79.48740979700001,1187.85100218,8.20231818181818
,33,UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,LU0629460089,UIMP,UBS ETF,Passive,Full Replication,Distributing,EUR,89.45148754,66.469883,1845.872105364297,12.1218181818182
,34,Vanguard S&P 500 UCITS ETF,IE00B3XXRP09,VUSA,Vanguard,Passive,Full Replication,Distributing,EUR,81.998293956,94.34195255,27937.795815,6.38386363636364
,35,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),DE000A0H08M3,EXH1,iShares,Passive,Full Replication,Distributing,EUR,81.53588936,56.2939216,1384.16590939,9.10940909090909
,36,Xtrackers MSCI World Swap UCITS ETF 1C,LU0274208692,DBXW,Xtrackers,Passive,Swap-based,Accumulating,EUR,80.42799330599999,47.961385978,3046.912772286233,9.282
,37,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),IE00B53L3W79,SXRT,iShares,Passive,Full Replication,Accumulating,EUR,79.56765578,95.836601,3786.95840422,5.82518181818182
,38,Lyxor Core MSCI World (DR) UCITS ETF,LU1781541179,LCUW,Amundi,Passive,Optimised,Accumulating,EUR,75.4467342455,67.6215345015,1813.97409558665,11.2449545454545
,39,iShares MSCI World UCITS ETF USD (Dist),IE00B0M62Q58,IQQW,iShares,Passive,Optimised,Distributing,EUR,73.841749148,49.70020445799999,5223.548631456354,8.25404545454546
,40,Deka Deutsche Boerse EUROGOV Germany Money Market UCITS ETF,DE000ETFL227,EL4W,Deka ETF,Passive,Full Replication,Distributing,EUR,68.0992547335,38.80315489500001,169.12567119,6.7845
,41,iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,EXV1,iShares,Passive,Full Replication,Distributing,EUR,66.005938384,62.252974156,1005.44454455,10.6986363636364
,42,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,EXV5,iShares,Passive,Full Replication,Distributing,EUR,64.29495215,80.93762485500001,235.33501944,9.88395454545454
,43,VanEck Semiconductor UCITS ETF - USD Acc,IE00BMC38736,VVSM,VanEck,Passive,Full Replication,Accumulating,EUR,63.853649007,72.731564045,799.2187120194442,19.1436818181818
,44,Lyxor MSCI World (LUX) UCITS ETF,LU0392494562,X010,Amundi,Passive,Swap-based,Distributing,EUR,62.394815632,49.718070538,3185.56740270476,10.2280454545455
,45,Lyxor Euro Overnight Return UCITS ETF - Acc,FR0010510800,L8I3,Amundi,Passive,Swap-based,Accumulating,EUR,62.00727522,5.747359047000001,843.9832596554,1.75845454545455
,46,Xtrackers LevDAX Daily Swap UCITS ETF 1C,LU0411075376,DBPE,Xtrackers,Passive,Swap-based,Accumulating,EUR,61.61054312,56.77254452,62.3688398475,10.0446363636364
,47,iShares Core MSCI Europe UCITS ETF EUR (Acc),IE00B4K48X80,EUNK,iShares,Passive,Optimised,Accumulating,EUR,59.76330472,47.54666539,5289.8385097,7.40681818181818
,48,Vanguard FTSE Developed World UCITS ETF,IE00BKX55T58,VGVE,Vanguard,Passive,Optimised,Distributing,EUR,58.89676747999999,41.21555926,1356.53905,7.7675
,49,iShares MDAX UCITS ETF (DE) EUR (Acc),DE0005933923,EXS3,iShares,Passive,Full Replication,Accumulating,EUR,58.7542725,75.8505032,1383.42703445,7.064
,50,iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,IBCF,iShares,Passive,Optimised,Accumulating,EUR,58.391323096,40.099315524,4918.79049891,10.201
,51,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),IE00B8FHGS14,IQQ0,iShares,Passive,Optimised,Accumulating,EUR,58.30186087,46.66109431,3656.980880420576,10.9432272727273
,52,iShares USD Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),IE00BGPP6473,CBUE,iShares,Passive,Optimised,Distributing,EUR,58.2479403691,24.2378120549,894.90058516,11.6049545454545
,53,Lyxor Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF,LU0419741177,C090,Amundi,Passive,Swap-based,Distributing,EUR,56.897493,41.62594044,1561.01228106863,30.904
,54,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),IE00B3WJKG14,QDVE,iShares,Passive,Full Replication,Accumulating,EUR,56.53643365999999,53.04889917400001,2873.261752358943,12.8292727272727
,55,iShares EUR Corp Bond 1-5yr UCITS ETF EUR (Dist),IE00B4L60045,EUNT,iShares,Passive,Optimised,Distributing,EUR,56.326780045,21.944124495,3755.47058621,9.03254545454545
,56,Amundi Index MSCI World SRI PAB UCITS ETF DR (C),LU1861134382,XAMB,Amundi,Passive,Full Replication,Accumulating,EUR,56.09779882,51.621635,2059.344903899857,8.80213636363636
,57,SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,SPYY,SPDR,Passive,Optimised,Accumulating,EUR,55.19038814,24.9571347,2240.072231791832,10.56
,58,Xtrackers S&P 500 Swap UCITS ETF 1C,LU0490618542,D5BM,Xtrackers,Passive,Swap-based,Accumulating,EUR,55.086752376,73.69075922,6624.867679199068,6.24604545454545
,59,iShares MSCI World Small Cap UCITS ETF USD (Acc),IE00BF4RFH31,IUSN,iShares,Passive,Optimised,Accumulating,EUR,54.180524726,51.253124549,2293.052261730863,18.7463636363636
,60,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,ISPA,iShares,Passive,Full Replication,Distributing,EUR,53.63872204,49.30182552,2004.78853107,13.558
,61,iShares USD TIPS 0-5 UCITS ETF,IE00BDQYWQ65,SXRH,iShares,Passive,Optimised,Distributing,EUR,53.6158934552,6.611516517199999,732.049346120677,20.206
,62,Xtrackers MSCI World Energy UCITS ETF 1C,IE00BM67HM91,XDW0,Xtrackers,Passive,Optimised,Accumulating,EUR,53.115309805,42.151863515,2583.620041513202,28.8241818181818
,63,Xtrackers S&P 500 Inverse Daily Swap UCITS ETF 1C,LU0322251520,DXS3,Xtrackers,Passive,Swap-based,Accumulating,EUR,52.861694038,38.221580164,180.065250350728,6.811
,64,SPDR MSCI World Small Cap UCITS ETF,IE00BCBJG560,ZPRS,SPDR,Passive,Optimised,Accumulating,EUR,52.7208019,21.05395475,704.7787001232499,19.6077727272727
,65,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EUN2,iShares,Passive,Full Replication,Distributing,EUR,51.78668603,53.10526240999999,3863.023829,7.57054545454546
,66,iShares Nasdaq-100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,NQSE,iShares,Passive,Full Replication,Accumulating,EUR,49.89974052399999,36.044462585,228.28211675,19.1533181818182
,67,iShares Edge MSCI World Value Factor UCITS ETF USD (Acc),IE00BP3QZB59,IS3S,iShares,Passive,Optimised,Accumulating,EUR,49.60864978,42.830199705,5191.879094969675,12.0628181818182
,68,Xtrackers MSCI USA UCITS ETF 1C,IE00BJ0KDR00,XD9U,Xtrackers,Passive,Full Replication,Accumulating,EUR,48.878260775,26.640984325,5246.73870169794,8.22627272727273
,69,Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,XD5E,Xtrackers,Passive,Full Replication,Distributing,EUR,48.846807155,55.523769295,1390.6396624599,7.84622727272727
,70,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,LU0908500753,LYP6,Amundi,Passive,Full Replication,Accumulating,EUR,48.68993764,59.0287823,5147.2066611132,10.1695909090909
,71,SPDR S&P 500 UCITS ETF,IE00B6YX5C33,SPY5,SPDR,Passive,Full Replication,Distributing,EUR,48.67477258,39.30857675,4983.427503983172,6.35745454545455
,72,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,EXV6,iShares,Passive,Full Replication,Distributing,EUR,47.29250896,51.23202546,762.825731,15.0980909090909
,73,L&G Cyber Security UCITS ETF,IE00BYPLS672,USPY,L&G ETF,Passive,Full Replication,Accumulating,EUR,46.978593491,33.17428819,2550.774394267563,22.5345454545455
,74,Xtrackers MSCI World Information Technology UCITS ETF 1C,IE00BM67HT60,XDWT,Xtrackers,Passive,Full Replication,Accumulating,EUR,46.42403735,52.09208329,1780.762268918854,13.2241363636364
,75,iShares Core EUR Corp Bond UCITS ETF EUR (Dist),IE00B3F81R35,EUN5,iShares,Passive,Optimised,Distributing,EUR,45.65863357,57.3209102,7802.68025337,10.7681363636364
,76,iShares EUR Corp Bond 0-3yr ESG UCITS ETF,IE00BYZTVV78,QDVL,iShares,Passive,Optimised,Distributing,EUR,45.5734342897,30.9190934457,2557.17233552,8.37904545454546
,77,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,2B76,iShares,Passive,Optimised,Accumulating,EUR,45.443537483,38.21930199800001,2771.281388925413,15.5855454545455
,78,SPDR S&P US Dividend Aristocrats UCITS ETF,IE00B6YX5D40,SPYD,SPDR,Passive,Full Replication,Distributing,EUR,44.11374802,56.80584292,4019.968516025688,11.2572272727273
,79,Xtrackers MSCI USA Swap UCITS ETF 1C,LU0274210672,DBXU,Xtrackers,Passive,Swap-based,Accumulating,EUR,43.810801335,23.265868205,4001.974386865586,8.27863636363636
,80,Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,DX2X,Xtrackers,Passive,Full Replication,Accumulating,EUR,43.62822815,49.46349214,1689.5577347352,9.38090909090909
,81,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,XDEW,Xtrackers,Passive,Full Replication,Accumulating,EUR,43.61405025,49.34264315999999,4264.908364688022,11.8391363636364
,82,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc),IE00BP3QZ601,IS3Q,iShares,Passive,Optimised,Accumulating,EUR,43.612614795,41.469329135,2206.621799309204,10.9543636363636
,83,L&G DAX Daily 2x Short UCITS ETF,IE00B4QNHZ41,DES2,L&G ETF,Passive,Swap-based,Accumulating,EUR,43.22721057370001,34.0206801356,49.43695667,27.5185909090909
,84,Lyxor Core DAX (DR) UCITS ETF,LU0378438732,C001,Amundi,Passive,Full Replication,Distributing,EUR,42.51628902,27.75611252,945.1526298,13.4838181818182
,85,Lyxor MSCI World UCITS ETF - Dist,FR0010315770,LYYA,Amundi,Passive,Swap-based,Distributing,EUR,42.46343082,38.85238664,4062.1062250188,9.82040909090909
,86,Lyxor Daily LevDAX UCITS ETF - Acc,LU0252634307,LYY8,Amundi,Passive,Swap-based,Accumulating,EUR,41.96823293,39.53769398,139.6358529228,13.8489545454545
,87,Xtrackers MSCI World Value UCITS ETF 1C,IE00BL25JM42,XDEV,Xtrackers,Passive,Optimised,Accumulating,EUR,41.315292625,30.180640655,1451.0089291968,14.1592272727273
,88,Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EL4B,Deka ETF,Passive,Full Replication,Distributing,EUR,41.107849015,142.216208435,944.75584736,5.85072727272727
,89,Xtrackers II Eurozone Government Bond 5-7 UCITS ETF 1C,LU0290357176,DBXR,Xtrackers,Passive,Optimised,Accumulating,EUR,41.088262,19.16540374,1006.2486574911,7.7905
,90,Xtrackers MSCI USA ESG UCITS ETF,IE00BFMNPS42,XZMU,Xtrackers,Passive,Full Replication,Accumulating,EUR,41.067528815,35.813620095,4256.544759121591,10.3945909090909
,91,iShares EUR High Yield Corp Bond UCITS ETF,IE00B66F4759,EUNW,iShares,Passive,Optimised,Distributing,EUR,40.807206408,39.18891435,4260.96718347,21.4426363636364
,92,iShares MSCI Europe SRI UCITS ETF EUR (Acc),IE00B52VJ196,IUSK,iShares,Passive,Optimised,Accumulating,EUR,40.69680839,54.47012891,3530.75547282,12.4210909090909
,93,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),IE00BQN1K901,CEMS,iShares,Passive,Optimised,Accumulating,EUR,40.414983408,41.2047627,3155.0075448,8.24831818181818
,94,Invesco MSCI World UCITS ETF Acc,IE00B60SX394,SC0J,Invesco,Passive,Swap-based,Accumulating,EUR,40.297981844,51.95002642,3075.553631514597,9.14136363636364
,95,iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ908,EDMU,iShares,Passive,Optimised,Accumulating,EUR,39.684913026,36.770815614,3706.383371210047,10.3739090909091
,96,SPDR MSCI World UCITS ETF,IE00BFY0GT14,SPPW,SPDR,Passive,Optimised,Accumulating,EUR,39.524396907,73.10844353399999,1394.885711761678,9.276
,97,Amundi MSCI World UCITS ETF - EUR (C),LU1681043599,AMEW,Amundi,Passive,Swap-based,Accumulating,EUR,39.41071113,51.36633433,2116.329089069804,10.4213636363636
,98,Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,VUAA,Vanguard,Passive,Full Replication,Accumulating,EUR,39.315796866,40.76249352000001,4448.651616,6.29272727272727
,99,Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,XMME,Xtrackers,Passive,Optimised,Accumulating,EUR,39.282124056,59.949105213,5386.991766834537,12.3169545454545
,100,iShares Core MSCI Europe UCITS ETF EUR (Dist),IE00B1YZSC51,IQQY,iShares,Passive,Optimised,Distributing,EUR,39.27332146,51.027450635,6931.10644315,7.77731818181818
,101,Lyxor ShortDAX Daily (-1x) Inverse UCITS ETF,LU0603940916,C004,Amundi,Passive,Swap-based,Distributing,EUR,38.833868892,21.044225838,83.1252719,20.9204545454545
,102,iShares Diversified Commodity Swap UCITS ETF (DE),DE000A0H0728,EXXY,iShares,Passive,Swap-based,Accumulating,EUR,37.38689098,49.626349365,584.82744501,25.1535454545455
,103,iShares Global Water UCITS ETF USD (Dist),IE00B1TXK627,IQQQ,iShares,Passive,Full Replication,Distributing,EUR,37.33827811,37.62497667,1969.786279939118,13.0558636363636
,104,Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF 1C,LU0411078636,DBPK,Xtrackers,Passive,Swap-based,Accumulating,EUR,37.2452756454,22.1990082894,63.293070690887,25.5530909090909
,105,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,QDVS,iShares,Passive,Full Replication,Accumulating,EUR,37.135379014,38.797979004,3593.174862062991,21.8471363636364
,106,iShares STOXX Europe 600 Utilities UCITS ETF (DE),DE000A0Q4R02,EXH9,iShares,Passive,Full Replication,Distributing,EUR,36.47875960499999,18.536599965,552.32177374,12.0768636363636
,107,Vanguard FTSE All-World High Dividend Yield UCITS ETF,IE00B8GKDB10,VGWD,Vanguard,Passive,Optimised,Distributing,EUR,36.35461902,44.4945193,2623.557069,18.2603636363636
,108,iShares MSCI World Quality Dividend UCITS ETF,IE00BYYHSQ67,QDVW,iShares,Passive,Full Replication,Distributing,EUR,35.490989656,19.725826914,678.9269663542989,17.0104545454545
,109,iShares S&P 500 Energy Sector UCITS ETF USD (Acc),IE00B42NKQ00,QDVF,iShares,Passive,Full Replication,Accumulating,EUR,35.208247949,30.649563275,1296.67400574528,28.4195
,110,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF 1C,LU0411078552,DBPG,Xtrackers,Passive,Swap-based,Accumulating,EUR,34.95101907999999,32.90330162,192.089289698912,12.2856818181818
,111,iShares USD Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,IBB1,iShares,Passive,Optimised,Distributing,EUR,34.846270729,47.2795382191,1325.60214017,8.89727272727273
,112,iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EXSI,iShares,Passive,Full Replication,Distributing,EUR,34.692836505,42.367893695,2096.76673511,8.48781818181818
,113,UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,IE00B78JSG98,UBU5,UBS ETF,Passive,Full Replication,Distributing,EUR,34.54179693,18.82315363,1025.459625518778,16.4553636363636
,114,iShares MSCI World ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ569,EDMW,iShares,Passive,Optimised,Accumulating,EUR,34.541782998,29.289980825,2473.367880265889,12.9370454545455
,115,Deka MSCI World Climate Change ESG UCITS ETF,DE000ETFL581,D6RP,Deka ETF,Passive,Full Replication,Distributing,EUR,34.007782045,23.40649478,393.6139736,15.6494545454545
,116,Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,XDWL,Xtrackers,Passive,Optimised,Distributing,EUR,33.666949868,21.380134836,1125.716828238377,8.39104545454546
,117,Lyxor Nasdaq-100 UCITS ETF - Acc,LU1829221024,LYMS,Amundi,Passive,Swap-based,Accumulating,EUR,33.24492104,22.918263385,1116.4440788592,9.76936363636364
,118,VanEck Global Real Estate UCITS ETF,NL0009690239,TRET,VanEck,Passive,Full Replication,Distributing,EUR,33.15792764,31.99286245,468.90056767,21.74
,119,iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc),IE00BP3QZ825,IS3R,iShares,Passive,Optimised,Accumulating,EUR,32.877585345,43.87419859000001,1653.654272992741,12.6287272727273
,120,Xtrackers MSCI Japan UCITS ETF 4C EUR Hedged,LU0659580079,XMK9,Xtrackers,Passive,Full Replication,Accumulating,EUR,32.737500326,18.983827114,488.6095521748,13.1724090909091
,121,Amundi MSCI Emerging ESG Leaders UCITS ETF DR (C),LU2109787551,SADM,Amundi,Passive,Full Replication,Accumulating,EUR,32.69492927,11.57426977,796.1207756439071,22.4563636363636
,122,iShares USD Short Duration Corp Bond UCITS ETF USD (Dist),IE00BCRY5Y77,IS3J,iShares,Passive,Optimised,Distributing,EUR,32.270176208,10.004897684,2307.75932140957,29.5888636363636
,123,Xtrackers MSCI World ESG UCITS ETF,IE00BZ02LR44,XZW0,Xtrackers,Passive,Optimised,Accumulating,EUR,32.237933855,33.632495495,2117.985315113351,9.61127272727273
,124,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),IE00BCRY6557,IS3M,iShares,Passive,Optimised,Distributing,EUR,31.323549426,37.19118449800001,3601.94139863,6.20522727272727
,125,Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1C,LU0524480265,XY4P,Xtrackers,Passive,Optimised,Accumulating,EUR,31.294154715,20.27287437,772.30010852,8.01631818181818
,126,iShares Core EUR Govt Bond UCITS ETF EUR (Dist),IE00B4WXJJ64,EUNH,iShares,Passive,Optimised,Distributing,EUR,31.290965,35.583311295,4045.90226638,8.43559090909091
,127,SPDR S&P Global Dividend Aristocrats UCITS ETF,IE00B9CQXS71,ZPRG,SPDR,Passive,Optimised,Distributing,EUR,30.845789155,19.71971099,1301.400348684906,12.2275454545455
,128,Amundi ETF Leveraged MSCI USA Daily UCITS ETF - EUR (C/D),FR0010755611,18MF,Amundi,Passive,Swap-based,Accumulating,EUR,30.6018705,27.2647135,313.43515113,14.2267272727273
,129,iShares China CNY Bond UCITS ETF USD (Dist),IE00BYPC1H27,ICGB,iShares,Passive,Full Replication,Distributing,EUR,30.552837937,26.0666162678,3260.029617793367,19.8116363636364
,130,Xtrackers MSCI World Health Care UCITS ETF 1C,IE00BM67HK77,XDWH,Xtrackers,Passive,Optimised,Accumulating,EUR,30.333847285,34.60143555,1773.592925424358,13.47
,131,iShares MSCI China A UCITS ETF USD (Acc),IE00BQT3WG13,36BZ,iShares,Passive,Optimised,Accumulating,EUR,30.2954697435,31.857866997,1713.320997883445,17.9880909090909
,132,VanEck Gold Miners UCITS ETF,IE00BQQP9F84,G2X,VanEck,Passive,Full Replication,Accumulating,EUR,30.186726545,27.57289112,726.6606912327916,33.3583181818182
,133,Xtrackers II Eurozone Government Bond UCITS ETF 1C,LU0290355717,DBXN,Xtrackers,Passive,Optimised,Accumulating,EUR,29.93140359,36.48028197,1671.2385486706,8.45645454545454
,134,Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C,LU0290358224,DBXK,Xtrackers,Passive,Optimised,Accumulating,EUR,29.79710788,19.04962443,1022.5522018816,23.4131818181818
,135,iShares MSCI EM Asia UCITS ETF USD (Acc),IE00B5L8K969,CEBL,iShares,Passive,Full Replication,Accumulating,EUR,29.6249686,18.11431602,1561.678829275989,17.3053636363636
,136,iShares TecDAX UCITS ETF (DE) EUR (Acc),DE0005933972,EXS2,iShares,Passive,Full Replication,Accumulating,EUR,29.02308619,34.634941385,814.01858604,8.23618181818182
,137,Xtrackers MSCI USA UCITS ETF 2C EUR Hedged,IE00BG04M077,XD9E,Xtrackers,Passive,Full Replication,Accumulating,EUR,28.841171834,21.036424542,382.3411366971,12.8403181818182
,138,Deka MDAX UCITS ETF,DE000ETFL441,ELF1,Deka ETF,Passive,Full Replication,Accumulating,EUR,28.50571185,50.6715009,453.25738978,8.81077272727273
,139,Xtrackers MSCI Europe UCITS ETF 1C,LU0274209237,DBXA,Xtrackers,Passive,Full Replication,Accumulating,EUR,28.46957672,22.61092088,2933.095054268189,13.1659090909091
,140,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,IE00BH361H73,XDND,Xtrackers,Passive,Full Replication,Accumulating,EUR,28.41402529,10.02358459,112.998819660768,27.1012727272727
,141,iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),IE00B6R51Z18,IS0D,iShares,Passive,Full Replication,Accumulating,EUR,28.3449357,23.87430964,518.8277538728724,62.2825
