XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: September 2014,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Product Family,Replication,"Income
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,09/2014,08/2014,Change (%),Market Share,in MEUR,"100,000€"
iShares Core DAX UCITS ETF (DE),DE0005933931,iShares,Full Replication,Accumulating,1145.630031135,1686.6550903940001,-0.32076804697077543,0.11269768996365702,14255.160000000002,3.15886363636364
Deka DAX UCITS ETF,DE000ETFL011,Deka ETFs,Full Replication,Accumulating,724.848055643,859.14576688,-0.15631539654173476,0.07130460901473025,747.65775879,3.47459090909091
iShares EURO STOXX Banks 30-15 UCITS ETF (DE) ,DE0006289309,iShares,Full Replication,Distributing,391.07578555699996,120.77919304000001,2.23794004342687,0.038470829530657474,1160.18706187,11.6783636363636
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,iShares,Full Replication,Distributing,357.699951805,670.469450674,-0.4664932884780708,0.03518758863941183,5010.04750825,6.12195454545455
db x-trackers DAX UCITS ETF (DR),LU0274211480,db X-trackers,Full Replication,Accumulating,314.729034222,448.570374052,-0.2983731150610597,0.03096046206659931,2476.2077617600003,3.74545454545455
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,iShares,Full Replication,Distributing,237.03252405700002,254.234102159,-0.06766038842122757,0.0233173163949043,3370.9851780900003,9.48472727272727
iShares EURO STOXX 50 UCITS ETF (Inc),IE0008471009,iShares,Full Replication,Distributing,228.244055889,227.23666842,0.004433208231772179,0.02245277894918853,5059.824,6.08190909090909
iShares S&P 500 UCITS ETF (Inc),DE0002643889,iShares,Full Replication,Distributing,185.710532854,155.30527591999999,0.19577736013078018,0.01826867966600935,9922.908,4.19381818181818
db x-trackers STOXX Europe 600 UCITS ETF (DR),LU0328475792,db X-trackers,Optimised,Accumulating,177.788827962,57.944838002,2.0682427303682087,0.017489407285188704,914.068791111,11.6234090909091
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,Deka ETFs,Full Replication,Distributing,159.477061703,245.70367861000003,-0.35093742753386126,0.015688045850468638,1217.8525316500002,6.98463636363636
iShares MSCI Japan EUR Hedged UCITS ETF,DE000A1H53P0,iShares,Optimised,Accumulating,140.25482774399998,108.918126285,0.2877087820718012,0.013797120067933013,3027.34312518,9.33395454545455
iShares MSCI World UCITS ETF (Inc),DE000A0HGZR1,iShares,Optimised,Distributing,128.133183794,93.558011646,0.36955864644519965,0.012604692115975842,6110.122293060001,8.03022727272727
db x-trackers EURO STOXX 50 UCITS ETF (DR),LU0274211217,db X-trackers,Full Replication,Distributing,127.472066497,142.891635155,-0.10791092593540408,0.012539656816496915,1311.1672525420001,6.00090909090909
db x-trackers MSCI Emerging Markets Index UCITS ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,117.018268861,85.72853739300001,0.3649861810258166,0.011511297910997946,2369.7562897106286,11.0196363636364
iShares Core S&P 500 UCITS ETF,IE00B5BMR087,iShares,Full Replication,Accumulating,108.35715116,61.211596961000005,0.7702062442356803,0.010659288160137096,5290.9520679,5.00677272727273
Lyxor UCITS ETF LevDAX ,LU0252634307,Lyxor ETF,Swap-based,Accumulating,102.20476157099999,173.981328929,-0.4125532768363397,0.010054066513014397,186.55848838000003,8.95045454545455
iShares MDAX UCITS ETF (DE) ,DE0005933923,iShares,Full Replication,Accumulating,96.76186258,166.837162844,-0.42002212858009014,0.009518638734132319,1036.2911054400001,7.8785
db x-trackers EURO STOXX 50 UCITS ETF (DR),LU0380865021,db X-trackers,Full Replication,Accumulating,95.056549917,92.561201262,0.026958905253798182,0.009350884055429045,1273.2523262928,6.91981818181818
db x-trackers ShortDAX Daily UCITS ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,83.38876755599999,206.598495793,-0.5963728233551574,0.008203103285593016,373.602909018,6.77572727272727
db x-trackers MSCI Europe Index UCITS ETF (DR),LU0274209237,db X-trackers,Full Replication,Accumulating,77.457758098,58.644201832,0.3208084632116883,0.007619659200763125,1978.7764912843022,11.3166818181818
iShares MSCI Emerging Markets UCITS ETF (Inc),DE000A0HGZT7,iShares,Optimised,Distributing,76.205090352,162.694100762,-0.5316050797473106,0.007496432017964574,4973.99182489,11.293
db x-trackers LevDAX Daily UCITS ETF,LU0411075376,db X-trackers,Swap-based,Accumulating,71.94691416500001,46.890288186,0.5343670714841362,0.007077547555536754,41.213081,13.2158636363636
iShares MSCI Europe UCITS ETF (Inc),DE000A0M5X28,iShares,Optimised,Distributing,67.330847838,33.800570668,0.9920032859606156,0.0066234567953141615,3508.20320858,11.2799090909091
