European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
September 2009,,,,,
,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,
,,09/2009,08/2009,Change (%),Market Share
ComStage ETF ATX,LU0392496690,0.92139455,3.32035164,-0.722500912584066,3.287966740729797e-05
ComStage ETF Commerzbank Commodity EW Index TR,LU0419741177,0.70261452,0.7683543399999999,-0.08555924861438269,2.5072572583740926e-05
ComStage ETF Commerzbank EONIA Index TR,LU0378437684,20.59310866,36.334224967,-0.43323110156599254,0.0007348584421550437
ComStage ETF Commerzbank FED Funds Effective Rate Index TR,LU0378437767,0.13689348999999998,0.01684285,7.127691572388283,4.885000048485494e-06
ComStage ETF DAX TR,LU0378438732,903.440330134,502.778198286,0.7968963913190357,0.03223897686083057
ComStage ETF DJ EURO STOXX 50 Leveraged TR,LU0392496930,2.97292317,1.7268568899999999,0.72158051267352,0.00010608780468372638
ComStage ETF DJ EURO STOXX 50 Short TR,LU0392496856,17.612732872000002,30.992985442000002,-0.43171873826223306,0.0006285046932011308
ComStage ETF DJ EURO STOXX 50 TR,LU0378434079,203.144321984,341.408219975,-0.4049811630227431,0.007249139624838207
ComStage ETF DJ EURO STOXX Select Dividend 30 TR,LU0378434236,0.53931529,1.843578322,-0.7074627730407865,1.924529221805192e-05
ComStage ETF DJ STOXX 600 Automobiles & Parts TR,LU0378435043,0.1791502,2.05913225,-0.9129972346360948,6.392917118894303e-06
ComStage ETF DJ STOXX 600 Banks TR,LU0378435399,1.361023101,8.708786167,-0.8437183925634444,4.856767048874916e-05
ComStage ETF DJ STOXX 600 Basic Resources TR,LU0378435472,3.1112782020000003,8.132766917,-0.6174391527812673,0.0001110249593871985
ComStage ETF DJ STOXX 600 Chemicals TR,LU0378435555,0.17807472,0.15558076399999998,0.1445805729556644,6.354538961889574e-06
ComStage ETF DJ STOXX 600 Construction & Materials TR,LU0378435639,3.224441026,0.08253162,38.06915950516905,0.00011506313827157608
ComStage ETF DJ STOXX 600 Financial Services TR,LU0378435712,1.21082375,0.1237965,8.780759149087414,4.3207855081037004e-05
ComStage ETF DJ STOXX 600 Food & Beverage TR,LU0378435803,0.42266529999999997,0.20303768,1.0817086759462575,1.5082674939422876e-05
ComStage ETF DJ STOXX 600 Health Care TR,LU0378435985,1.908617256,0.070223712,26.179099504167485,6.810839133475413e-05
ComStage ETF DJ STOXX 600 Industrial Goods & Services TR,LU0378436017,0.0108597,0.02494753,-0.5646983889787887,3.8752489272161826e-07
ComStage ETF DJ STOXX 600 Insurance TR,LU0378436108,0.5439818000000001,0.027906459999999998,18.493042112829794,1.9411815122656504e-05
ComStage ETF DJ STOXX 600 Media TR,LU0378436363,0.20705597,0.00922709,21.44000762970774,7.38872552295373e-06
ComStage ETF DJ STOXX 600 Oil & Gas TR,LU0378436447,2.3656912979999998,2.435964802,-0.02884832487821809,8.441893113713231e-05
ComStage ETF DJ STOXX 600 Personal & Household Goods TR,LU0378436520,0.0095258,0.19603,-0.9514064173850941,3.3992510134604003e-07
ComStage ETF DJ STOXX 600 Real Estate TR,LU0378436793,0.26370155,0.26348625,0.0008171204379736619,9.410104779531153e-06
ComStage ETF DJ STOXX 600 Retail TR,LU0378436876,0.6025253,0,,2.150092104243772e-05
ComStage ETF DJ STOXX 600 Technology TR,LU0378437098,0.41299157000000003,0.1463901,1.8211714453368093,1.4737471003727793e-05
ComStage ETF DJ STOXX 600 Telecommunications TR,LU0378437171,0.02285387,0.15056104,-0.8482086069543622,8.155329815762691e-07
ComStage ETF DJ STOXX 600 TR,LU0378434582,2.940647474,5.1372243289999995,-0.4275804820514,0.000104936056879467
ComStage ETF DJ STOXX 600 Travel & Leisure TR,LU0378437254,0.07635,0.003078,23.80506822612086,2.7245251304636e-06
ComStage ETF DJ STOXX 600 Utilities TR,LU0378437338,2.33692392,2.981762982,-0.21626100595275277,8.33923765294238e-05
ComStage ETF Dow Jones Industrial Average TR,LU0378437502,1.267757519,0.423579074,1.992965415000648,4.5239518269151084e-05
ComStage ETF MSCI EM Eastern Europe TRN,LU0392495379,0.09493963000000001,0.13004074000000002,-0.26992394844877077,3.387890082670805e-06
ComStage ETF MSCI EMU TRN,LU0392494729,0.2002055,0.00042978,464.83251896319047,7.14426870998075e-06
ComStage ETF MSCI Europe Large Cap TRN,LU0392496187,0,0.0028224,-1,0
ComStage ETF MSCI Europe Mid Cap TRN,LU0392496260,0.041232279999999996,0.012708,2.2445923827510224,1.4713606161926872e-06
ComStage ETF MSCI Europe Small Cap TRN,LU0392496344,0.406166326,0.351762082,0.15466204796911587,1.4493914372430533e-05
ComStage ETF MSCI Europe TRN,LU0392494646,0,0.00321398,-1,0
ComStage ETF MSCI Japan TRN,LU0392495452,0.7549537780000001,0.39127253,0.9294832121232739,2.694028212834889e-05
ComStage ETF MSCI North America TRN,LU0392494992,0.90625587,0.996367708,-0.09044034373703325,3.233944849306029e-05
ComStage ETF MSCI Pacific ex Japan TRN,LU0392495296,12.61898174,3.93718908,2.2050738442056232,0.0004503042943220863
ComStage ETF MSCI Pacific TRN,LU0392495023,0.02585792,0.037369799,-0.3080530082594236,9.227315371515039e-07
ComStage ETF MSCI Russia 30% Capped TRN,LU0392495536,0.50403918,0.507182233,-0.006197088138140572,1.7986475607704858e-05
ComStage ETF MSCI Taiwan TRN,LU0392495619,2.00676629,10.193805919999999,-0.8031386603051983,7.161080796427249e-05
ComStage ETF MSCI USA Large Cap TRN,LU0392495882,0.73206612,0.00492672,147.5909733047545,2.6123543432887774e-05
ComStage ETF MSCI USA Mid Cap TRN,LU0392495965,0.026067450000000002,0.0022925,10.37075245365322,9.302085476372413e-07
ComStage ETF MSCI USA Small Cap TRN,LU0392496005,0.126046999,0.296892261,-0.5754453195396696,4.497946514669551e-06
ComStage ETF MSCI USA TRN,LU0392495700,2.212119237,9.605670519,-0.7697069421000406,7.893876166062167e-05
ComStage ETF MSCI World TRN,LU0392494562,1.27410173,4.997231650000001,-0.7450384894604596,4.546590939295544e-05
ComStage ETF NASDAQ-100,LU0378449770,0.673441595,5.540027834,-0.8784407560433206,2.403154616210858e-05
ComStage ETF Nikkei 225,LU0378453376,4.619021966,3.62325621,0.274826205569382,0.00016482830942410456
ComStage ETF SMI,LU0392496427,1.41995322,0.14492476999999998,8.797864229834556,5.0670572782877654e-05
ComStage ETF TOPIX,LU0392496773,0.41980453,0.04055752,9.350843197513063,1.4980589284446107e-05
db x-trackers CAC 40 ETF,LU0322250985,3.19307528,0.4773232,5.689545532251523,0.00011394386173964762
db x-trackers CAC 40 Short ETF,LU0322251280,1.865684,9.57074758,-0.8050639216628468,6.657633193849182e-05
db x-trackers Currency Carry ETF,LU0328474126,0.36434045000000004,0.07533158999999999,3.836489578940257,1.3001371474386599e-05
db x-trackers Currency Momentum ETF,LU0328474043,0.064286395,0.394960505,-0.8372333583075604,2.2940392760237e-06
db x-trackers Currency Returns ETF,LU0328474472,7.226455624,5.16519973,0.3990660577998597,0.0002578737387264966
db x-trackers Currency Valuation ETF,LU0328473748,8.984289176,6.572961499,0.366855591253175,0.0003206014622051619
db x-trackers DAX ETF,LU0274211480,676.5174267660001,580.2565714550001,0.1658936064603711,0.024141306226857045
db x-trackers db commodity booster - S&P GSCI TM Light Energy Euro ETF,LU0411078123,7.34100234,1.9194438600000001,2.8245465225536734,0.0002619613013506495
