XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: November 2011,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Issuer,Replication,"Income 
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,11/2011,10/2011,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX (DE),DE0005933931,iShares,Full Replication,Accumulating,2756.511571091,2769.2085063140003,-0.0045850412470026525,0.1692471207932896,10897.352,7.12727272727273
db x-trackers DAX ETF,LU0274211480,db X-trackers,Swap-based,Accumulating,960.787819768,1221.540253027,-0.21346200635865298,0.05899143464311177,6126.96316551,8.73027272727273
db x-trackers ShortDAX ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,932.396843428,846.945904099,0.10089303096625124,0.05724825639838791,479.17839209,9.11004545454546
ComStage ETF DAX TR,LU0378438732,ComStage ETF,Swap-based,Accumulating,726.997233314,647.286137809,0.12314661298759488,0.04463692075647012,607.99715127,7.99409090909091
iShares EURO STOXX 50 (DE),DE0005933956,iShares,Full Replication,Distributing,499.39026695999996,543.198055138,-0.0806479105800012,0.03066207511028874,2857.17,12.0201818181818
iShares EURO STOXX 50,IE0008471009,iShares,Full Replication,Distributing,484.64354163300004,573.974913182,-0.1556363692861854,0.029756640564357777,3274.21,11.8539090909091
ETFlab DAX,DE000ETFL011,ETFlab,Full Replication,Accumulating,365.254979477,271.325862907,0.3461856365760285,0.022426299341608513,575.64562741,10.1398636363636
db x-trackers EURO STOXX 50 Short ETF,LU0292106753,db X-trackers,Swap-based,Accumulating,335.5265132,245.817048107,0.3649440337187313,0.020601000519811348,280.57970414,12.5678636363636
db x-trackers II Short iBoxx € Sovereigns Eurozone TR Index ETF,LU0321463258,db X-trackers,Swap-based,Accumulating,322.01104913,6.737542208,46.79354832800181,0.01977116421365454,262.62001211,22.7061818181818
"iShares eb.rexx Government Germany 5,5-10,5 (DE)",DE0006289499,iShares,Full Replication,Distributing,308.290845309,199.66894086300002,0.5440100196681534,0.018928757086561554,813.319,6.02054545454545
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Accumulating,294.49131639399997,328.779811112,-0.10429014665477598,0.018081479476098585,322.03936,22.4250909090909
Lyxor ETF DAX,LU0252633754,Lyxor ETF,Swap-based,Accumulating,285.238554099,161.030823044,0.77132892142681,0.017513368899586965,859.223006,11.5657727272727
iShares S&P 500,DE0002643889,iShares,Full Replication,Distributing,246.699123582,176.914204799,0.3944562781845906,0.015147085470769841,6786.12795442,13.492
db x-trackers EURO STOXX 50 ETF,LU0274211217,db X-trackers,Swap-based,Distributing,241.69312829,165.295488716,0.46218829181273957,0.014839722244450996,1177.57582395,15.0546818181818
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,206.063955085,234.449045785,-0.12107147036985755,0.012652125774901258,2797.1683405678928,26.7852727272727
ETFX DAX 2x Short Fund,DE000A0X9AA8,ETF Securities,Swap-based,Accumulating,188.96531434599999,209.52657986399998,-0.09813201519036852,0.011602285917559674,48.3175604592,16.9495909090909
db x-trackers II EONIA TR Index ETF,LU0290358497,db X-trackers,Swap-based,Accumulating,175.45631670199998,192.427569175,-0.0881955353162821,0.010772846643649638,1676.97427494,0.357090909090909
ETFX DAX 2x Long Fund,DE000A0X8994,ETF Securities,Swap-based,Accumulating,174.232760823,116.705474989,0.49292705281754956,0.010697721506566144,61.697978966,16.3771818181818
iShares MDAX (DE),DE0005933923,iShares,Full Replication,Accumulating,133.804658629,135.45663378799998,-0.012195601742070905,0.008215475479656398,693.398,13.4684090909091
"iShares eb.rexx Government Germany 1,5-2,5 (DE)",DE0006289473,iShares,Full Replication,Distributing,130.428698464,69.067462515,0.8884246462025969,0.008008194819625305,1858.384,4.95627272727273
db x-trackers MSCI World TRN Index ETF,LU0274208692,db X-trackers,Swap-based,Accumulating,127.146230392,115.899061966,0.09704279081481659,0.0078066544828793135,1673.3147104160187,16.0869090909091
db x-trackers ShortDAX 2x Daily ETF,LU0411075020,db X-trackers,Swap-based,Accumulating,106.3442729,86.958361752,0.22293326090120535,0.006529434590422286,42.12627786,31.6356818181818
"iShares eb.rexx Government Germany 2,5-5,5 (DE)",DE0006289481,iShares,Full Replication,Distributing,102.519914345,60.278085644,0.7007825190481094,0.006294622706770821,804.498,5.89386363636364
iShares STOXX Europe 600 (DE),DE0002635307,iShares,Full Replication,Distributing,100.16886063,134.989387113,-0.25795010428376597,0.006150270302715202,1176.093,17.3964090909091
iShares eb.rexx Government Germany (DE),DE0006289465,iShares,Full Replication,Distributing,99.598287138,99.011650778,0.005924922525686771,0.006115237647044632,970.486,5.30704545454545
ComStage ETF EURO STOXX 50 NR,LU0378434079,ComStage ETF,Swap-based,Accumulating,98.78795731,143.80974476699998,-0.3130649284576933,0.006065484186286388,194.93005303,13.7171363636364
Lyxor ETF EURO STOXX 50 Daily Double Short,FR0010424143,Lyxor ETF,Swap-based,Distributing,94.56883862299999,55.723464996,0.6971098015851749,0.005806434415718114,103.459003,28.3615909090909
