XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: June 2010,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Issuer,Replication,"Income 
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,06/2010,05/2010,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX (DE),DE0005933931,iShares,Full Replication,Capitalizing,1548.993402474,2948.114865337,-0.4745817333352328,0.11587708056248268,3040.82122058,4.1367727273
DJ EURO STOXX 50 Source ETF,IE00B60SWX25,Source Markets,Swap-based,Capitalizing,808.49643815,12.58990747,63.217822098894274,0.060481992207555825,958.9881679,8.7455454545
db x-trackers DAX ETF,LU0274211480,db x-trackers,Swap-based,Capitalizing,789.775747433,1055.6990784759998,-0.25189311657530766,0.05908153499260939,1910.31172672,4.1072727273
iShares DJ EURO STOXX 50 (DE),DE0005933956,iShares,Full Replication,Distributing,710.4864448689999,1553.0680742060001,-0.5425271714298594,0.05315006176213776,3186.4480860299996,7.7271363636
db x-trackers ShortDAX ETF,LU0292106241,db x-trackers,Swap-based,Capitalizing,597.441711987,858.883916087,-0.3043976015887081,0.04469341269028885,721.730112,4.5889090909
db x-trackers EURO STOXX 50 Short ETF,LU0292106753,db x-trackers,Swap-based,Capitalizing,349.97167904900004,1154.999440516,-0.6969940704969961,0.02618067732436905,587.1611382,7.4280454545
iShares EURO STOXX 50,IE0008471009,iShares,Full Replication,Distributing,345.469991316,1315.3808103340002,-0.7373612351633148,0.02584391512043013,3262.329,7.9355909091
db x-trackers EURO STOXX 50 ETF,LU0274211217,db x-trackers,Swap-based,Distributing,288.316968012,614.030620395,-0.5304518073927185,0.021568412413182015,1612.2921632999999,8.9042272727
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,db x-trackers,Swap-based,Capitalizing,286.853377264,367.924922056,-0.22034806541227048,0.021458924133409083,3097.3306338,20.1389545455
ETFlab DAX,DE000ETFL011,ETFlab,Full Replication,Capitalizing,252.007376585,199.11875191800002,0.2656134801848311,0.018852164917061428,790.92534335,5.6158636364
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Capitalizing,233.72220056400002,161.278612742,0.44918285562072136,0.01748428768046348,182.71145375999998,14.758
Lyxor ETF DAX,LU0252633754,Lyxor ETF,Swap-based,Capitalizing,212.609550927,399.68241345999996,-0.46805377528006287,0.015904892830255143,583.56272213,6.2982727273
