European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
June 2009,,,,,
,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,
,,06/2009,05/2009,Change (%),Market Share
ComStage ETF ATX,LU0392496690,1.92917316,3.9492081,-0.5115037974321992,7.675033969662491e-05
ComStage ETF Commerzbank Commodity EW Index TR,LU0419741177,1.83484201,0.04307007,41.601324074931846,7.299746361655687e-05
ComStage ETF Commerzbank EONIA Index TR,LU0378437684,44.225530677,34.085148097,0.2975014968731353,0.0017594711418871575
ComStage ETF Commerzbank FED Funds Effective Rate Index TR,LU0378437767,0.0121174,0.2237412,-0.9458418923291732,4.820793620412398e-07
ComStage ETF DAX TR,LU0378438732,36.952537816,59.191091862,-0.3757077855202886,0.001470121961488609
ComStage ETF DJ EURO STOXX 50 Leveraged TR,LU0392496930,1.817376,1.864101933,-0.02506618987557252,7.230259483627349e-05
ComStage ETF DJ EURO STOXX 50 Short TR,LU0392496856,11.757505814,18.114549215,-0.350935776847042,0.0004677613103478707
ComStage ETF DJ EURO STOXX 50 TR,LU0378434079,12.48984208,22.795211226,-0.4520848279855285,0.0004968966198955413
ComStage ETF DJ EURO STOXX Select Dividend 30 TR,LU0378434236,0.51070939,0.308097526,0.6576224958067336,2.0318092736038322e-05
ComStage ETF DJ STOXX 600 Automobiles & Parts TR,LU0378435043,0.02644566,0.035784417,-0.2609727301132222,1.0521157097693841e-06
ComStage ETF DJ STOXX 600 Banks TR,LU0378435399,0.667698152,2.4047116749999997,-0.722337543023739,2.6563742977229012e-05
ComStage ETF DJ STOXX 600 Basic Resources TR,LU0378435472,12.749013973999999,8.70539557,0.46449565346977084,0.0005072075299355284
ComStage ETF DJ STOXX 600 Chemicals TR,LU0378435555,1.75480825,0.5565104350000001,2.1532351230754543,6.981339575030159e-05
ComStage ETF DJ STOXX 600 Construction & Materials TR,LU0378435639,2.1670793500000003,2.034389295,0.0652235318609462,8.621521370432146e-05
ComStage ETF DJ STOXX 600 Financial Services TR,LU0378435712,0.05172294,0.251935935,-0.7946980449613112,2.0577485201526176e-06
ComStage ETF DJ STOXX 600 Food & Beverage TR,LU0378435803,0.890363575,0.57763184,0.541403214545791,3.5422277404456205e-05
ComStage ETF DJ STOXX 600 Health Care TR,LU0378435985,3.8187196400000003,0.907438825,3.2082392055464464,0.00015192416920012158
ComStage ETF DJ STOXX 600 Industrial Goods & Services TR,LU0378436017,0.90793834,0.01300758,68.80071158509115,3.612147290012563e-05
ComStage ETF DJ STOXX 600 Insurance TR,LU0378436108,0.00984,0.174036,-0.9434599737985244,3.91475145038193e-07
ComStage ETF DJ STOXX 600 Media TR,LU0378436363,0.51902986,1.27206227,-0.5919776317239565,2.0649114809212703e-05
ComStage ETF DJ STOXX 600 Oil & Gas TR,LU0378436447,2.438703137,3.201808069,-0.23833562648192574,9.702151059574912e-05
ComStage ETF DJ STOXX 600 Personal & Household Goods TR,LU0378436520,0,0.002038775,-1,0
ComStage ETF DJ STOXX 600 Real Estate TR,LU0378436793,0.06581766,0.02249244,1.9262125407470245,2.6184936986356176e-06
ComStage ETF DJ STOXX 600 Retail TR,LU0378436876,0,0.0010194,-1,0
ComStage ETF DJ STOXX 600 Technology TR,LU0378437098,1.12020148,2.28568022,-0.5099045482399109,4.456616228201204e-05
ComStage ETF DJ STOXX 600 Telecommunications TR,LU0378437171,0.60177695,2.7694240750000003,-0.7827068250643412,2.394112995750929e-05
ComStage ETF DJ STOXX 600 TR,LU0378434582,3.042937266,0.22454870000000002,12.551346616569145,0.00012106039710868624
ComStage ETF DJ STOXX 600 Travel & Leisure TR,LU0378437254,0.0008663400000000001,0,,3.446652206833213e-08
ComStage ETF DJ STOXX 600 Utilities TR,LU0378437338,0.197800853,0.080760343,1.4492324531113,7.869320896021676e-06
ComStage ETF Dow Jones Industrial Average TR,LU0378437502,1.119160909,6.835261806,-0.8362665628963035,4.452476414348079e-05
ComStage ETF MSCI EM Eastern Europe TRN,LU0392495379,0.5393757800000001,1.89916849,-0.7159937189143233,2.1458558100161436e-05
ComStage ETF MSCI EMU TRN,LU0392494729,0.000347,0.06805,-0.9949008082292432,1.3805068630920017e-08
ComStage ETF MSCI Europe Large Cap TRN,LU0392496187,0,0,,0
ComStage ETF MSCI Europe Mid Cap TRN,LU0392496260,0.86426016,0.0029871999999999998,288.32115693626145,3.438377759011503e-05
ComStage ETF MSCI Europe Small Cap TRN,LU0392496344,0.08060292999999999,2.44009988,-0.9669673644670643,3.206711759375337e-06
ComStage ETF MSCI Europe TRN,LU0392494646,0.9244496,0.0014202000000000002,649.9291649063512,3.677835784964426e-05
ComStage ETF MSCI Japan TRN,LU0392495452,0.019408,5.0978145,-0.9961928783403162,7.721290259045986e-07
ComStage ETF MSCI North America TRN,LU0392494992,0.40487734000000003,0.35575759999999995,0.13807081001221078,1.610766416658311e-05
ComStage ETF MSCI Pacific ex Japan TRN,LU0392495296,1.06438852,5.982664375,-0.8220878770255268,4.2345696163006875e-05
ComStage ETF MSCI Pacific TRN,LU0392495023,0.04830511,0.01528859,2.1595529738190375,1.9217733682251896e-06
ComStage ETF MSCI Russia 30% Capped TRN,LU0392495536,3.83563563,0.58263797,5.583222905983969,0.00015259715595202346
ComStage ETF MSCI Taiwan TRN,LU0392495619,0.8107579,2.57578754,-0.6852388299075318,3.2255240497292764e-05
ComStage ETF MSCI USA Large Cap TRN,LU0392495882,0.09762881,0.54228,-0.8199660507486908,3.884070381570751e-06
ComStage ETF MSCI USA Mid Cap TRN,LU0392495965,0.41421025,0.0103,39.21458737864078,1.6478965212912214e-05
ComStage ETF MSCI USA Small Cap TRN,LU0392496005,0.2003738,0.22111606,-0.09380711649800566,7.971683172444499e-06
ComStage ETF MSCI USA TRN,LU0392495700,3.5870097000000003,3.81845212,-0.060611581008903626,0.00014270580717082372
ComStage ETF MSCI World TRN,LU0392494562,5.67120387,12.520673,-0.5470527926094708,0.00022562351194607843
ComStage ETF NASDAQ-100,LU0378449770,0.633970399,1.860881333,-0.6593171269132184,2.5221916046590048e-05
ComStage ETF Nikkei 225,LU0378453376,1.553419427,2.366533375,-0.34358862485934727,6.18013308424768e-05
ComStage ETF SMI,LU0392496427,0.37095275,11.74561045,-0.9684177547366216,1.4758006261033186e-05
ComStage ETF TOPIX,LU0392496773,0.14117114,0,,5.616361027104375e-06
db x-trackers CAC 40 ETF,LU0322250985,0.42466644,0.99899448,-0.5749061196013816,1.6894954897546046e-05
db x-trackers CAC 40 Short ETF,LU0322251280,3.2287253799999998,7.04512526,-0.5417078815714342,0.00012845180248211328
db x-trackers Currency Carry ETF,LU0328474126,0.49098896000000003,0.0799238,5.143213410773762,1.9533533976438167e-05
db x-trackers Currency Momentum ETF,LU0328474043,0.018688475,0.413651745,-0.9548207514511996,7.435034005251671e-07
db x-trackers Currency Returns ETF,LU0328474472,4.74952784,2.49459671,0.9039261219902754,0.00018895549797021702
db x-trackers Currency Valuation ETF,LU0328473748,11.437573286000001,2.482499752,3.6072807365984385,0.000455033095632298
db x-trackers DAX ETF,LU0274211480,345.58310368300005,407.968641097,-0.1529174822021846,0.013748698743602778
db x-trackers db commodity booster - S&P GSCI TM Light Energy Euro ETF,LU0411078123,0.8263387600000001,2.90572552,-0.7156170621373763,3.287511035789437e-05
db x-trackers db Hedge Fund Index ETF,LU0328476337,15.20792334,11.91442172,0.276429834145572,0.000605032926347177
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,43.645771552,41.445781498,0.05308115746607789,0.00173640597038852
db x-trackers DJ EURO STOXX 50 ETF,LU0274211217,395.83520945099997,499.858704389,-0.20810579874797352,0.015747931507220907
db x-trackers DJ EURO STOXX 50 Short ETF,LU0292106753,310.190041755,398.634688118,-0.22186891657762475,0.012340619063561155
"db x-trackers DJ EURO STOXX ETF Anteilsklasse ""1C""",LU0380865021,67.41828373999999,82.12734689,-0.17910067361242143,0.002682173008673023
db x-trackers DJ EURO STOXX Select Dividend 30 ETF,LU0292095535,5.68856824,5.295280184999999,0.0742714344208022,0.0002263143370745588
db x-trackers DJ Islamic Market Titans 100 ETF,LU0328475529,0.00150525,0.00111044,0.355543748424048,5.988495549479066e-08
db x-trackers DJ STOXX 600 Banks ETF,LU0292103651,13.000328672,28.355570294,-0.5415246973625196,0.0005172058488227011
db x-trackers DJ STOXX 600 Banks Short ETF,LU0322249037,56.533468891999995,57.370018721,-0.01458165515106924,0.002249130887602426
db x-trackers DJ STOXX 600 Basic Resources ETF,LU0292100806,21.07377271,14.382987214,0.46518747437162267,0.0008384002264379232
db x-trackers DJ STOXX 600 ETF,LU0328475792,5.04213577,2.08649329,1.4165597819871252,0.00020059662925437104
db x-trackers DJ STOXX 600 Food & Beverage ETF,LU0292105359,6.133500937,1.24893778,3.910973977422638,0.00024401556594552519
db x-trackers DJ STOXX 600 Health Care ETF,LU0292103222,10.314109391,6.0031608499999995,0.7181131155264648,0.0004103371412379587
db x-trackers DJ STOXX 600 Health Care Short ETF,LU0322249466,1.84040105,6.5633488600000005,-0.7195942057542862,7.321862479443016e-05
db x-trackers DJ STOXX 600 Industrial Goods ETF,LU0292106084,0.8980973299999999,0.61287252,0.46539011081782533,3.5729957573187386e-05
db x-trackers DJ STOXX 600 Insurance ETF,LU0292105193,0.81644614,0.6826304719999999,0.19602943831080566,3.248154177564765e-05
db x-trackers DJ STOXX 600 Oil & Gas ETF,LU0292101796,9.590731074999999,9.220605562000001,0.04014112853122809,0.00038155821530568387
db x-trackers DJ STOXX 600 Oil & Gas Short ETF,LU0322249623,2.82447023,3.14743811,-0.10261294065604354,0.00011236889155948256
db x-trackers DJ STOXX 600 Technology ETF,LU0292104469,2.1348417000000004,2.1852714399999997,-0.023077105698136702,8.493266912002873e-05
db x-trackers DJ STOXX 600 Technology Short ETF,LU0322250043,1.503619544,3.562636416,-0.5779475173926927,5.982008933634773e-05
db x-trackers DJ STOXX 600 Telecommunications ETF,LU0292104030,7.12183501,6.367928490000001,0.11839117244860886,0.0002833355074672592
db x-trackers DJ STOXX 600 Telecommunications Short ETF,LU0322250126,5.1429839500000005,6.34421652,-0.18934293402710023,0.00020460877924342977
db x-trackers DJ STOXX 600 Utilities ETF,LU0292104899,0.89956025,1.74649718,-0.4849346106588045,3.578815846944544e-05
db x-trackers DJ STOXX Global Select Dividend 100 ETF,LU0292096186,3.27837712,4.163729764,-0.21263451140725853,0.0001304271502583225
db x-trackers FTSE 100 ETF,LU0292097234,14.065062506999999,19.285048918,-0.2706753004980893,0.0005595652830181987
db x-trackers FTSE 100 Short ETF,LU0328473581,5.13543337,6.103275201000001,-0.1585774521262654,0.0002043083865197893
db x-trackers FTSE 250 ETF,LU0292097317,2.574365585,0.59368988,3.3362126789157998,0.00010241871349280564
