XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Monthly turnover report: October 2009,,,,,,,
,,,,,,,
,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,,XLM,AuM
,,10/2009,09/2009,Change (%),Market Share,"€ 100,000 round trip",in €m
Dow Jones EURO STOXX 50 Source ETF,IE00B60SWX25,21.8858462,5.55823852,2.937550740445734,0.0015076609560739122,11.0521363636,255.86176172
Dow Jones EURO STOXX Select Dividend 30 Source ETF ,IE00B60SX626,3.80133446,0.93313941,3.073704764007342,0.000261864380017452,19.3360909091,21.60118255
Dow Jones STOXX 50 Source ETF,IE00B60SX519,1.07920453,0.76774323,0.4056842025165106,7.434368854785688e-05,13.4207727273,19.34532675
Dow Jones STOXX 600 Optimised Automobiles & Parts Source ETF,IE00B5NLX835,0.29913931,0,,2.0606955472157633e-05,14.6541818182,6.76714473
Dow Jones STOXX 600 Optimised Banks Source ETF,IE00B5MTWD60,6.08383416,0.24932785999999998,23.400940031330638,0.0004191000495224501,15.8544090909,64.38277557
Dow Jones STOXX 600 Optimised Basic Resources Source ETF,IE00B5MTWY73,14.179181539999998,4.27285451,2.318433030381837,0.0009767681908018691,16.1305263158,140.14889156
Dow Jones STOXX 600 Optimised Chemicals Source ETF,IE00B5MTY077,0.777,0,,5.352557777132829e-05,14.0931363636,26.5905376
Dow Jones STOXX 600 Optimised Construction & Materials Source ETF,IE00B5MTY309,0,0.075255,-1,0,17.4624090909,24.0621507
Dow Jones STOXX 600 Optimised Financial Services Source ETF,IE00B5MTYK77,0.36263679,0,,2.498113733061756e-05,23.9406190476,6.61468421
Dow Jones STOXX 600 Optimised Food & Beverage Source ETF,IE00B5MTYL84,0,1.415894,-1,0,13.3854545455,11.06108978
Dow Jones STOXX 600 Optimised Health Care Source ETF,IE00B5MJYY16,0.3675057,0.2217956,0.6569566754254816,2.5316544307279847e-05,15.0974090909,107.19303063
Dow Jones STOXX 600 Optimised Industrial Goods & Services Source ETF,IE00B5MJYX09,0.124874,8.871e-05,1406.6654266711757,8.602256111475996e-06,20.4786363636,124.48926211
Dow Jones STOXX 600 Optimised Insurance Source ETF,IE00B5MTXJ97,1.21842542,0,,8.393426586457314e-05,15.8373181818,110.54812194
Dow Jones STOXX 600 Optimised Media Source ETF,IE00B5MTZ488,1.7866415900000001,0.108175,15.51621529928357,0.00012307725016091973,14.5741818182,14.07959017
Dow Jones STOXX 600 Optimised Oil & Gas Source ETF,IE00B5MTWH09,4.31683425,0.0604478,70.41424915381536,0.0002973758653466006,15.1536818182,74.09673655
Dow Jones STOXX 600 Optimised Personal & Household Goods Source ETF,IE00B5MTZ595,0.02799951,0,,1.9288158945483707e-06,15.5421818182,6.98187604
Dow Jones STOXX 600 Optimised Retail Source ETF,IE00B5MTZM66,1.710135,0,,0.00011780690340021944,14.7647727273,44.99409847
Dow Jones STOXX 600 Optimised Technology Source ETF,IE00B5MTWZ80,0.1043158,0,,7.186053366381374e-06,18.4601818182,6.35329025
Dow Jones STOXX 600 Optimised Telecommunications Source ETF,IE00B5MJYB88,3.1551584700000004,0,,0.0002173509395969758,12.6944545455,5.4367175
Dow Jones STOXX 600 Optimised Travel & Leisure Source ETF,IE00B5MJYC95,4.87568654,0,,0.00033587379547669053,20.9341818182,2.6484577099999997
Dow Jones STOXX 600 Optimised Utilities Source ETF,IE00B5MTXK03,0.31054584999999996,6.0169554199999995,-0.9483882082676292,2.139272335358848e-05,15.2285,74.36610562999999
Dow Jones STOXX 600 Source ETF,IE00B60SWW18,1.38087228,0,,9.512482189885638e-05,23.4142727273,42.84919835
Dow Jones STOXX Mid 200 Source ETF,IE00B60SX063,1.5488422,1.1028958400000002,0.40434132021025637,0.00010669584765973642,37.2222272727,20.15433775
Dow Jones STOXX Small 200 Source ETF,IE00B60SWZ49,1.8321701000000001,0.4215698,3.3460658235006404,0.00012621359482349078,43.0535909091,20.39032804
Easy ETF NMX Infrastructure Europe,LU0315455286,0.12577844999999999,0.04334763,1.901622303226266,8.664561399526546e-06,116.3234090909,2.65512314
Easy ETF NMX30 Infrastructure Global,LU0315440411,0.32924195,0.57891257,-0.4312751751097752,2.2680650708248108e-05,117.9304090909,14.49
EasyETF - iTraxx Crossover,LU0281436138,0.03339056,3.11331867,-0.9892749302145804,2.300191783923042e-06,85.4851428571,64.27135904
EasyETF - iTraxx Europe HiVol,LU0281436302,0.11130369999999999,0,,7.667432240137184e-06,85.3486818182,134.97368373999998
EasyETF DJ STOXX 600,FR0010616250,0,0,,0,66.2747272727,167.04580085
EasyETF DJ STOXX 600 Double Short,FR0010689687,0.0038335,0,,2.640801832514633e-07,60.63675,7.604373680000001
EasyETF EPRA Eurozone,LU0192223062,1.802030776,0.5368781,2.3564989445462574,0.00012413737251880963,107.721,170.83901205
EasyETF EURO STOXX 50 (A share),FR0010129064,1.19089028,0,,8.203743925258549e-05,57.9958181818,71.73608065
EasyETF EURO STOXX 50 (B share),FR0010129072,0.2636,2.04472,-0.871082593215697,1.815874169951369e-05,43.8463181818,588.5137875
EasyETF EURO STOXX 50 Double Short,FR0010689695,0.08962769,3.84744,-0.9767045905849084,6.174226372663453e-06,89.1557727273,9.075856539999998
EasyETF EuroMTS Eonia,FR0010616268,6.6078686,0.09492867999999999,68.60876944670463,0.00045519946544661283,5.9312272727,39.4741936
EasyETF GS Ultra-Light Energy,LU0246046329,0.2514437,0.15725281,0.5989774681927782,1.732132473547045e-05,45.0286818182,17.31560678
EasyETF GSAL,LU0252701189,4.242045077999999,3.153763457,0.3450739523867845,0.00029222382719687175,49.2989545455,62.7873017
EasyETF GSCI,LU0203243414,13.602090758,15.73288741,-0.135435829194687,0.00093701385678249,44.872,179.21567712
EasyETF GSNE,LU0230484932,1.235639029,1.055579017,0.17057937785817145,8.512006813903227e-05,49.8180909091,37.257325259999995
EasyETF Russell 1000 (EUR),FR0010616292,0,0,,0,76.715,3.9620396199999997
EasyETF S&P 100 (EUR),FR0010616300,0,0,,0,72.5680909091,12.720339200000002
EasyETF S&P GSCI Light Energy Dynamic TR,LU0309198074,5.11505453,0.08193715300000001,61.426559170294816,0.0003523632548907337,188.982,3.7060118400000004
EasyETF STOXX 50 Europe (A share),FR0010153387,5.0299999999999996e-05,0,,3.4650406202031052e-09,62.3971818182,3.58297471
EasyETF STOXX 50 Europe (B share),FR0010148858,2.815e-05,0,,1.9391827725391137e-09,55.2857727273,55.219515120000004
ETFlab DAX,DE000ETFL011,391.818896112,403.520222064,-0.028998115366183796,0.02699141930002427,4.7481363636,1927.33979572
ETFlab DAX (Preisindex),DE000ETFL060,7.35646895,7.22642388,0.0179957710977785,0.0005067686626841529,9.8725,80.44510564
ETFlab DAXplus® Maximum Dividend,DE000ETFL235,1.81551272,5.381710320000001,-0.6626513483542533,0.00012506610976730471,28.4365,11.89811418
ETFlab Deutsche Börse EUROGOV®  Germany,DE000ETFL177,7.03736088,1.66589983,3.2243601645604345,0.0004847861095075203,9.6527272727,31.20300341
ETFlab Deutsche Börse EUROGOV®  Germany 10+,DE000ETFL219,2.1045692000000003,0.3246,5.483577325939619,0.00014497848441408258,23.8655454545,30.10247845
ETFlab Deutsche Börse EUROGOV®  Germany 1-3,DE000ETFL185,0.6767776,0.66363615,0.01980219130618477,4.662150844619422e-05,8.6406818182,39.7867535
ETFlab Deutsche Börse EUROGOV®  Germany 3-5,DE000ETFL193,3.63781617,0.00020486000000000001,17756.571853949037,0.00025060001586245894,9.6778181818,28.72799525
ETFlab Deutsche Börse EUROGOV®  Germany 5-10,DE000ETFL201,8.81469425,3.861976,1.2824311311100849,0.0006072221397797365,9.9985909091,31.628456879999998
ETFlab Deutsche Börse EUROGOV®  Germany Money Market,DE000ETFL227,8.2216591,0.53646986,14.325481845336103,0.0005663694383093938,16.3428181818,115.83287238
ETFlab DJ EURO STOXX 50,DE000ETFL029,143.983793377,136.660750454,0.05358556058467534,0.009918681763463935,5.5722272727,466.90548984
ETFlab DJ EURO STOXX Select Dividend 30,DE000ETFL078,0.72713075,0.31957183,1.275328053789973,5.009021043635685e-05,24.4017727273,22.76935495
ETFlab DJ STOXX 50,DE000ETFL250,0.234163,3.40777479,-0.9312856586981207,1.6130900730588863e-05,36.7736818182,39.69105679
ETFlab DJ STOXX Strong Growth 20,DE000ETFL037,0.29789306,0.01051348,27.33439165718677,2.0521104440886697e-05,37.5497272727,20.308574309999997
ETFlab DJ STOXX Strong Style Composite 40,DE000ETFL052,2.6087239500000003,0.11455605,21.772467713403177,0.00017970843844228025,34.9591818182,25.67745382
ETFlab DJ STOXX Strong Value 20,DE000ETFL045,1.185975375,0.07619182000000001,14.565652257683302,8.16988637959366e-05,43.9797272727,25.26717987
ETFlab iBoxx € Liquid Sovereign Diversified 10+,DE000ETFL169,0,0,,0,35.9290909091,28.725892440000003
ETFlab iBoxx € Liquid Sovereign Diversified 1-10,DE000ETFL110,2.60531441,7.0518282,-0.6305476628032429,0.00017947356379822044,16.8505454545,31.320861269999998
ETFlab iBoxx € Liquid Sovereign Diversified 1-3,DE000ETFL128,11.228079,8.893212,0.26254484881277973,0.0007734741515278223,12.9462727273,91.78662684999999
ETFlab iBoxx € Liquid Sovereign Diversified 3-5,DE000ETFL136,0.1098429,0.010492,9.469205108654213,7.566801398427588e-06,13.404,31.028918530000002
ETFlab iBoxx € Liquid Sovereign Diversified 5-7,DE000ETFL144,0.51445962,0.02123464,23.227376588442283,3.5439830631297296e-05,16.557,30.967442920000003
ETFlab iBoxx € Liquid Sovereign Diversified 7-10,DE000ETFL151,0,0.03703406,-1,0,18.8032727273,31.08184507
ETFlab MSCI Europe,DE000ETFL284,0.001738,0.00506,-0.6565217391304348,1.1972645323882697e-07,36.4058636364,34.999653810000005
ETFlab MSCI Europe LC,DE000ETFL086,0.14015107999999998,0.16322026,-0.1413377236379848,9.654655768694534e-06,27.3347727273,25.05698228
ETFlab MSCI Europe MC,DE000ETFL292,0.0024295,0.0012249000000000001,0.9834272185484525,1.6736215083068476e-07,37.2102272727,34.290515899999995
ETFlab MSCI Japan,DE000ETFL300,0.0825536,0.1761925,-0.5314579224427827,5.686910086361811e-06,354.069,30.47339665093073
ETFlab MSCI Japan LC,DE000ETFL102,1.47687753,0.02994376,48.32171277087447,0.00010173838235616761,29.3192727273,26.63257338486666
ETFlab MSCI Japan MC,DE000ETFL318,0.0081,0.0267986,-0.6977454046106886,5.579886485814145e-07,380.155,30.71397554598473
ETFlab MSCI USA,DE000ETFL268,0.34787981,0.11735177000000001,1.9644189431484502,2.396456605563695e-05,196.346,31.684868136898515
ETFlab MSCI USA LC,DE000ETFL094,1.5828163,2.19057136,-0.27744134297455614,0.00010903623804810307,20.3805,48.29966282952312
ETFlab MSCI USA MC,DE000ETFL276,0.09204,0.000186,493.83870967741933,6.34040434758437e-06,130.1390454545,31.78389255998061
ETFX DAX® 2x Long Fund,DE000A0X8994,26.273356070000002,6.76656965,2.882817650447151,0.0018099054873083466,27.4598636364,8.080659760000001
ETFX DAX® 2x Short Fund,DE000A0X9AA8,37.9332305,19.87743362,0.9083565426591522,0.002613124941113864,44.0267727273,21.67264
ETFX DAXglobal Alternative Energy Fund,DE000A0Q8M94,0.31813994,0.019537810000000003,15.283295824864709,2.19158611333793e-05,227.8271333333,4.03952796
ETFX Dow Jones EURO STOXX 50 Leveraged (2x) Fund,DE000A0X9AB6,3.51779517,1.5324753400000002,1.2954987125600335,0.00024233207072771947,23.6825909091,6.85979064
ETFX Dow Jones EURO STOXX Double Short (2x) Fund,DE000A0X9AC4,1.20820614,0.35188545,2.433521164344817,8.323028534152684e-05,27.7231818182,10.140225
ETFX Janney Global Water Fund,DE000A0Q8M86,0.016686799999999998,0.05247113,-0.6819813104844512,1.1495117260676974e-06,205.7968181818,2.5309456200000002
ETFX Russell 1000 Fund,DE000A0Q8ND6,0.15830305,0.70850383,-0.7765671217331316,1.0905099374792112e-05,27.7293636364,3.82713
ETFX Russell 2000 Fund,DE000A0Q8NE4,2.24155469,0.7991230600000001,1.805018153274165,0.00015441507064128788,20.0367727273,7.465849199999999
ETFX Russell Global Gold Fund ETF,DE000A0Q8NC8,0.32107241,1.00812783,-0.6815161724084138,2.211787162378739e-05,218.257,23.58205122
ETFX S-Net ITG Global Agri Business Fund,DE000A0Q8NA2,0.24766148000000002,0.55349402,-0.5525489507546983,1.706077710257692e-05,241.4117272727,6.838468740000001
ETFX WNA Global Nuclear Energy Fund,DE000A0Q8M37,0.08673462,1.44118619,-0.9398172001634293,5.974930049262041e-06,166.1917727273,15.43400724
FTSE 100 Source ETF,IE00B60SWT88,0,0.00288522,-1,0,12.4149545455,18.726079947840002
FTSE 250 Source ETF ,IE00B60SWV01,2.87510254,2.9672251600000004,-0.031046723801708587,0.0001980585902256287,33.1794090909,20.32421499024
iShares $ Corporate Bond,DE000A0DPYY0,0.23267826,1.234670153,-0.8115462178828583,1.6028620722429016e-05,75.5289545455,432.96
iShares $ TIPS,DE000A0LGQF7,0.1342796,0.5978726639999999,-0.7754043493114112,9.250184263710236e-06,34.1674545455,448.56
iShares $ Treasury Bond 1-3,DE000A0J2078,1.2182310600000001,2.97207325,-0.5901073232296681,8.392087689250671e-05,10.5982727273,159.0316
iShares $ Treasury Bond 7-10,DE000A0LGQB6,0.873494286,3.809364864,-0.7706981827194173,6.017282668996638e-05,19.8067272727,100.0296
iShares € Corporate Bond,DE0002511243,102.230719956,89.98837073,0.1360436812744592,0.007042417440957222,8.4313636364,3252.9672
iShares € Covered Bond,DE000A0RFEE5,2.49775511,0.96368025,1.5918919786931403,0.0001720640738662003,38.3275454545,38.9256
iShares € Government Bond 1-3,DE000A0J21A7,13.051313565,8.977495275,0.4537811678213328,0.0008990721997958808,4.5462727273,466.1460000000001
iShares € Government Bond 15-30,DE000A0LGQC4,0.23504779,4.03596755,-0.9417617245212985,1.6191851690635574e-05,22.0567272727,167.832
iShares € Government Bond 3-5,DE000A0LGQD2,12.04991266,4.90671413,1.4558008354972172,0.0008300882074910468,7.0587727273,431.3568
iShares € Government Bond 7-10,DE000A0LGQH3,17.14460635,6.5623571,1.6125683331070175,0.0011810488552712148,7.5099090909,376.10159999999996
iShares € Inflation Linked Bond,DE000A0HG2S8,17.110437334,10.448685751,0.6375683738371052,0.0011786950376093386,26.9739545455,603.288
iShares ATX (DE),DE000A0D8Q23,15.123757249,26.289831109,-0.4247297677076911,0.001041837638128751,25.3196818182,60.9526482
iShares Barclays Euro Aggregate Bond ETF,DE000A0RM447,0.5173482899999999,0.6385916800000001,-0.18986058509249626,3.56388238497538e-05,41.2227272727,47.612047200000006
iShares Barclays Euro Corporate Bond ETF,DE000A0RM454,5.05372562,4.33575288,0.1655935566143243,0.0003481384603709965,19.0528181818,417.42745020000007
iShares Barclays Euro Government Bond 10-15,DE000A0YBRX2,0.025897,,,1.7839792632485055e-06,19.5098888889,5.216799999999999
iShares Barclays Euro Government Bond 5-7,DE000A0YBRY0,0.035639300000000006,,,2.4551018325169894e-06,19.6471111111,5.1064
iShares Barclays Euro Treasury Bond,DE000A0YBRZ7,0,,,0,11.6623333333,7.23283
iShares Barclays Euro Treasury Bond 0-1 ETF,DE000A0RM462,2.8103379,0.030145,92.22733123237684,0.00019359711689853466,13.3936818182,25.06785088
iShares Citigroup Global Government Bond ETF ,DE000A0RM439,4.26286832,0.8495350500000001,4.017883982538448,0.00029365828801942285,28.0501818182,62.78060356
iShares DAX (DE),DE0005933931,1772.658910582,1431.3880989200002,0.2384194838000211,0.12211401850758678,4.1338636364,2516.14670565
iShares DivDAX (DE),DE0002635273,33.141300093,34.597874585,-0.0421001148039164,0.002283020895200516,18.8392272727,151.95381102
iShares DJ Asia Pacific Select Dividend 30 (DE),DE000A0H0744,4.917829359,2.814424968,0.7473655950738425,0.00033877690839289064,53.5326818182,50.124977109999996
iShares DJ Asia/Pacific Select Dividend,DE000A0J2086,2.648959536,0.34055849,6.778280717652936,0.00018248016686907298,39.6405909091,87.05
iShares DJ China Offshore 50 (DE),DE000A0F5UE8,20.262189693,18.70694293,0.08313740886576815,0.001395811338777449,32.1288181818,47.307129100000004
iShares DJ EURO STOXX (DE),DE000A0D8Q07,22.485853608,26.787151282,-0.16057316542242095,0.0015489939588799314,21.2805,419.80243096000004
iShares DJ EURO STOXX 50,IE0008471009,267.918229649,320.93324828100003,-0.16519017246097722,0.018456213690391434,8.0770454545,3664.832
iShares DJ EURO STOXX 50 (DE),DE0005933956,803.693383667,626.187990941,0.2834698130496802,0.05536441790446589,7.7734090909,4172.75599968
iShares DJ EURO STOXX Banks (DE),DE0006289309,25.936696728,24.434873954,0.061462268102027595,0.0017867138711015703,17.7693181818,235.88890579999997
iShares DJ EURO STOXX Growth,DE000A0HG3L1,0.6757006,1.4475206980000002,-0.5332014243847448,4.654731662217913e-05,16.1701818182,31.823999999999995
iShares DJ EURO STOXX Health Care (DE),DE0006289333,1.209096518,1.16438496,0.03839929193176794,8.329162124485359e-05,23.0039090909,5.4863575
iShares DJ EURO STOXX MidCap,DE000A0DPMX7,1.0816946699999999,6.8006402900000005,-0.8409422313380437,7.451522803592829e-05,29.7365,124.566
iShares DJ EURO STOXX Select Dividend,DE000A0HG2P4,3.97799244,5.09296604,-0.21892421650626204,0.0002740339044028005,18.2091363636,284.272
iShares DJ EURO STOXX Select Dividend 30 (DE),DE0002635281,24.371289305,23.716191299,0.027622395086163154,0.0016788768868498314,20.2314090909,323.59539919
iShares DJ EURO STOXX SmallCap ,DE000A0DPMZ2,17.183221614999997,19.381519254,-0.11342235921708321,0.0011837089638554075,36.5308636364,259.33349999999996
iShares DJ EURO STOXX Sustainability 40 (DE),DE000A0F5UG3,7.6631587,8.246736995000001,-0.07076475160464368,0.0005278957489972729,22.5165909091,46.9673524
iShares DJ EURO STOXX Technology (DE),DE0006289325,1.7264693400000002,3.6807109500000004,-0.5309413416448798,0.00011893213504245024,25.9533181818,11.00348697
iShares DJ EURO STOXX Telecommunications (DE),DE0006289317,5.846334705,8.719912039999999,-0.32954200934806666,0.0004027393087898239,14.8098636364,30.367057550000002
iShares DJ EURO STOXX Value,DE000A0HG2N9,2.89412716,2.4772754100000003,0.1682702489667871,0.000199369148497675,14.331,52.225
iShares DJ Global Titans 50 (DE),DE0006289382,1.803273171,5.689047315000001,-0.6830272150759921,0.00012422295798881632,58.6028636364,40.7678016
iShares DJ Industrial Average (DE),DE0006289390,22.009117436,21.810738212,0.009095484163431644,0.001516152801800406,15.0459545455,139.1251136
iShares DJ STOXX 50,IE0008470928,96.531277965,71.615561777,0.3479092472329375,0.006649797202163857,12.8479545455,719.372
iShares DJ STOXX 50 (DE),DE0005933949,24.60251835,24.314087576000002,0.011862701945875243,0.0016948056747920933,17.6368636364,418.32666178999995
iShares DJ STOXX 600 (DE),DE0002635307,81.99147150399999,56.508388628,0.45096106073307984,0.005648186466631916,21.8708636364,862.2584407999999
iShares DJ STOXX 600 Automobiles & Parts (DE),DE0006344716,6.7941421339999994,6.304730136,0.07762616122226351,0.00046803138118774174,20.3835909091,16.8258915
iShares DJ STOXX 600 Automobiles & Parts Swap (DE),DE000A0D8Q56,2.61407297,6.965668900000001,-0.6247204672619453,0.00018007691899055614,20.0318181818,7.97416302
iShares DJ STOXX 600 Banks (DE),DE0006289341,24.568709171000002,28.143696364999997,-0.12702621388588864,0.0016924766453970492,19.8444090909,204.7128394
iShares DJ STOXX 600 Banks Swap (DE),DE000A0D8Q64,5.222864077,4.640132230000001,0.125585181222303,0.000359789983709833,19.3884545455,24.3487925
iShares DJ STOXX 600 Basic Resources (DE),DE0006344724,48.039689700000004,25.617468524,0.875270761238313,0.0033093335227127782,18.4664090909,220.24688752
iShares DJ STOXX 600 Basic Resources Swap (DE),DE000A0D8Q72,11.105812519999999,6.3599038420000005,0.7462233385760675,0.0007650515209176981,19.9932727273,42.21424
iShares DJ STOXX 600 Chemicals (DE),DE0006344732,12.35686559,10.44253869,0.18332006773728327,0.0008512334236131215,14.9522272727,16.809507259999997
iShares DJ STOXX 600 Chemicals Swap (DE),DE000A0D8Q80,6.104452338000001,9.81408567,-0.37799072238993403,0.0004205203840012688,19.6284545455,18.9570504
iShares DJ STOXX 600 Construction & Materials (DE),DE0006344740,20.800517239999998,3.280712995,5.340242889792924,0.0014328953709311129,28.2964545455,30.38408868
iShares DJ STOXX 600 Construction & Materials Swap (DE),DE000A0F5T02,1.12896729,2.2304016800000004,-0.4938278158040126,7.777172005428667e-05,19.7331818182,20.56076902
iShares DJ STOXX 600 Financial Services (DE),DE0006344773,3.5129609700000004,2.785107613,0.2613376063469186,0.0002419990548357476,20.9453636364,17.400573119999997
iShares DJ STOXX 600 Financial Services Swap (DE),DE000A0F5T10,0.730473875,3.1779679300000003,-0.7701443529041528,5.03205099179357e-05,24.7223636364,7.32954443
iShares DJ STOXX 600 Food & Beverage (DE),DE0006344781,4.792971485000001,10.768795483,-0.5549203722397408,0.0003301757631610378,20.4140909091,35.661252
iShares DJ STOXX 600 Food & Beverage Swap (DE),DE000A0F5T28,1.3316896999999999,1.9177438500000001,-0.3055956352043576,9.173675753491227e-05,20.1599090909,74.07472041000001
iShares DJ STOXX 600 Health Care (DE),DE0006289374,14.720068523,25.359076566,-0.4195345211136029,0.001014028536070937,21.2162272727,168.60918798000003
iShares DJ STOXX 600 Health Care Swap (DE),DE000A0F5T36,7.685779788,0.590710975,12.011066516920563,0.0005294540589136383,17.3761363636,24.75508718
iShares DJ STOXX 600 Industrial Goods & Services (DE),DE0006344799,10.863879351,5.580884190000001,0.9466233272616964,0.0007483853527674105,25.7276363636,37.12525722
iShares DJ STOXX 600 Industrial Goods & Services Swap (DE),DE000A0F5T44,7.080843150000001,0.59508059,10.898965062866528,0.000487781493837712,23.6276818182,31.5573713
iShares DJ STOXX 600 Insurance (DE),DE0006289416,31.576181044,25.228470037999998,0.25160903520660827,0.0021752037763090913,20.2185,111.33727958
iShares DJ STOXX 600 Insurance Swap (DE),DE000A0F5T51,1.87167437,1.68875072,0.10831891754870715,0.0001289349447284902,26.9188181818,44.938225700000004
iShares DJ STOXX 600 Media (DE),DE0006289424,7.70565664,6.068482141,0.269783194703481,0.000530823325306914,26.9318636364,20.75125206
iShares DJ STOXX 600 Media Swap (DE),DE000A0F5T69,0.0020403,0.14300076,-0.9857322436608029,1.4055114070378523e-07,28.3823636364,11.657558
iShares DJ STOXX 600 Oil & Gas (DE),DE0006344765,36.510493213,30.080674993000002,0.21375245806472964,0.002515116144069479,20.6299090909,146.94850413
iShares DJ STOXX 600 Oil & Gas Swap (DE),DE000A0F5T77,5.972989905,6.046078378,-0.01208857517725015,0.0004114642672939978,14.0960909091,31.350132880000004
iShares DJ STOXX 600 Personal & Household Goods (DE),DE0006289432,0.8691515400000001,4.6725835899999995,-0.8139890869239644,5.987366582926609e-05,23.9045909091,18.377706879999998
iShares DJ STOXX 600 Personal & Household Goods Swap (DE),DE000A0F5T85,0.83635629,0.493533,0.6946309365331194,5.7614483455514284e-05,20.4031363636,21.38731114
iShares DJ STOXX 600 Real Estate (DE),DE000A0H0751,7.001745232,3.912970255,0.789368376376784,0.0004823326370018572,29.2817272727,40.692668940000004
iShares DJ STOXX 600 Retail (DE),DE0006289440,1.64687666,3.59608242,-0.5420358969414277,0.00011344919529551529,22.6706363636,16.17017859
iShares DJ STOXX 600 Retail Swap (DE),DE000A0F5T93,0.09610892,0.6962913199999999,-0.861970245442669,6.620702023138184e-06,18.6899545455,13.92124319
iShares DJ STOXX 600 Technology (DE),DE0006289366,14.93330948,9.851349415,0.5158643603953419,0.0010287181698263243,11.148,30.508828530000002
iShares DJ STOXX 600 Technology Swap (DE),DE000A0F5UA6,3.12070062,1.35002087,1.3115943533524783,0.00021497722488654107,24.842,14.518398939999999
iShares DJ STOXX 600 Telecommunications (DE),DE0006289358,14.645119281,11.432021966,0.2810611565089778,0.0010088654711010875,18.9060454545,76.90040730000001
iShares DJ STOXX 600 Telecommunications Swap (DE),DE000A0F5UB4,1.17216857,0.99909198,0.17323388983664945,8.074774768937152e-05,16.2068636364,13.0208728
iShares DJ STOXX 600 Travel & Leisure (DE),DE0006344757,3.14339564,3.74616187,-0.16090234509807766,0.000216540627792631,39.5829545455,6.27858811
iShares DJ STOXX 600 Travel & Leisure Swap (DE),DE000A0F5UC2,2.25369157,0.3072685,6.334600097309031,0.00015525114981032427,29.2389090909,10.16053818
iShares DJ STOXX 600 Utilities (DE),DE0006289457,55.80179568,19.387623802,1.8782173746451365,0.0038440455012221505,18.3468181818,94.07524803
iShares DJ STOXX 600 Utilities Swap (DE),DE000A0F5UD0,7.44961135,5.364612944,0.3886577517828096,0.0005131850085979343,12.303,22.707743
iShares DJ STOXX Americas 600 Real Estate (DE),DE000A0H0769,2.7241217200000003,1.725558713,0.5786896727865789,0.00018765790087828135,78.4658636364,16.05837727
iShares DJ STOXX Asia Pacific 600 Real Estate (DE),DE000A0H0777,2.7126909500000003,4.57049792,-0.406478025483928,0.00018687046385302888,76.1561363636,16.774547100000003
iShares DJ STOXX EU Enlarged 15 (DE),DE000A0D8Q15,12.570699706000001,8.95127725,0.4043470395244433,0.0008659639186016946,39.1749090909,28.331127400000003
iShares DJ STOXX Global Select Dividend 100 (DE),DE000A0F5UH1,2.85740705,,,0.00019683959237981561,260.65125,6.2429
iShares DJ STOXX Large 200 (DE),DE0005933980,1.0839618659999999,1.717826672,-0.3689922949339327,7.467140947199116e-05,39.9696363636,31.67849632
iShares DJ STOXX Mid 200 (DE),DE0005933998,3.53494786,4.380519047,-0.1930299076268347,0.00024351367644532884,40.7756818182,91.49165948999999
iShares DJ STOXX Select Dividend 30 (DE),DE0002635299,5.470134928999999,3.882752518,0.4088291498469383,0.00037682385143095084,33.5477727273,47.17955362
iShares DJ STOXX Small 200 (DE),DE000A0D8QZ7,7.606753307,15.925593434,-0.5223566808656481,0.0005240101231932268,43.8788181818,107.69818285000001
iShares DJ STOXX US Select Dividend (DE),DE000A0D8Q49,3.194388881,3.2599328169999997,-0.020105916188885575,0.00022005342404354163,38.6487272727,28.433145839999998
iShares Dow Jones-UBS Commodity Swap (DE),DE000A0H0728,15.930183683000001,16.391506272,-0.028144002225593656,0.0010973903290038113,53.1794090909,234.26971763
iShares eb.rexx Government Germany (DE),DE0006289465,66.418107772,55.359934218999996,0.19975048216738567,0.004575376567534942,5.6980909091,619.772724
"iShares eb.rexx Government Germany 1,5-2,5 (DE)",DE0006289473,85.62623576700001,133.869515918,-0.36037539853771317,0.005898576244289126,5.8981904762,948.84879742
"iShares eb.rexx Government Germany 10,5+ (DE)",DE000A0D8Q31,6.143616477,6.903003348,-0.11000818523722966,0.0004232183031362644,23.9937272727,114.67448181
"iShares eb.rexx Government Germany 2,5-5,5 (DE)",DE0006289481,25.421247705,47.11895324,-0.4604878513425992,0.0017512058829834984,7.0470454545,580.05901334
"iShares eb.rexx Government Germany 5,5-10,5 (DE)",DE0006289499,45.855021872,59.902621859999996,-0.23450726448720416,0.0031588372450652457,6.6295,821.5579711299999
iShares eb.rexx Jumbo Pfandbriefe (DE),DE0002635265,65.079161501,73.270507768,-0.11179595333140946,0.004483139923056125,14.5350454545,1290.37963905
iShares eb.rexx Money Market ,DE000A0Q4RZ9,129.519576936,149.44291018,-0.13331735322875404,0.008922278234488296,4.2098636364,918.1054193599999
iShares Emerging Market Islamic,DE000A0NA0M3,0.08579985700000001,0.0232993,2.6825079294227727,5.910536574803535e-06,58.3403181818,12.29
iShares FTSE 100 (DE),DE0006289408,11.557750789999998,9.83310859,0.17539135098679903,0.0007961844128336884,19.9453636364,108.16712642
