XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: March 2014,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Product Family,Replication,"Income
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,03/2014,02/2014,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX UCITS ETF (DE),DE0005933931,iShares,Full Replication,Accumulating,1158.179010476,1180.492494496,-0.018901843191749035,0.11147891623891518,16857.54,3.21390476190476
Deka DAX UCITS ETF,DE000ETFL011,Deka,Full Replication,Accumulating,804.2017018739999,413.501854853,0.9448563348280357,0.0774073207608544,824.1029781,4.50238095238095
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,iShares,Full Replication,Distributing,608.1510805319999,520.76106658,0.1678121110818005,0.05853673979065558,4661.485,6.75
db x-trackers DAX UCITS ETF (DR),LU0274211480,db X-trackers,Full Replication,Accumulating,388.671004808,312.570436988,0.2434669399746261,0.037410989145519394,2300.0824152,3.68252380952381
iShares EURO STOXX 50 UCITS ETF (Inc),IE0008471009,iShares,Full Replication,Distributing,300.271638145,399.662349291,-0.2486867009672512,0.028902230566180645,6307.01990349,6.65738095238095
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,iShares,Full Replication,Distributing,239.590352352,305.459198855,-0.21563877188805058,0.023061437463387922,3180.662,8.83571428571429
db x-trackers ShortDAX Daily UCITS ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,209.09133054300003,134.369232625,0.5560952939765293,0.02012579636916969,340.1246148248,5.95285714285714
ComStage DAX TR UCITS ETF,LU0378438732,ComStage ETF,Swap-based,Accumulating,197.580442832,137.218322233,0.43989840144309333,0.019017831818471487,692.7566984,7.24933333333333
iShares MSCI Japan EUR Hedged UCITS ETF,DE000A1H53P0,iShares,Optimised,Accumulating,197.579066344,240.98866808100001,-0.18013129863188992,0.019017699326525885,3051.17612559,10.3564285714286
iShares S&P 500 UCITS ETF (Inc),DE0002643889,iShares,Full Replication,Distributing,188.671513162,156.412161637,0.20624580075727894,0.018160315134541825,9926.48298527,3.63071428571429
iShares EURO STOXX Banks (DE),DE0006289309,iShares,Full Replication,Distributing,183.00022389199998,143.780363007,0.27277619881298065,0.017614433042241473,822.933,9.48057142857143
iShares MDAX UCITS ETF (DE) ,DE0005933923,iShares,Full Replication,Accumulating,175.54679491800002,219.32152784299998,-0.1995915921046102,0.01689701356151392,1468.665,8.79228571428571
Source STOXX Europe 600 Optimised Industrial Goods & Services UCITS ETF,IE00B5MJYX09,Source Markets,Swap-based,Accumulating,151.39848261,137.01412812,0.10498446172939091,0.014572651212736504,52.68459401,15.7435238095238
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Accumulating,142.795718948,206.65578012900002,-0.30901657403986893,0.013744604113778001,236.1873454,8.22109523809524
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,Deka,Full Replication,Distributing,129.642074942,185.18679666699998,-0.2999388872462633,0.012478518331599367,1025.03658768,7.66909523809524
Deka DAX (ausschüttend) UCITS ETF,DE000ETFL060,Deka,Full Replication,Distributing,129.293802916,117.357786373,0.10170621747298125,0.01244499589019469,302.92757288,6.73790476190476
db x-trackers EURO STOXX 50 UCITS ETF (DR) (1D),LU0274211217,db X-trackers,Full Replication,Distributing,89.836985218,105.722729941,-0.1502585558646211,0.008647134561830857,1299.104019816,7.90614285714286
iShares MSCI Emerging Markets UCITS ETF (Inc),DE000A0HGZT7,iShares,Optimised,Distributing,80.726067893,73.21280652,0.1026222286799996,0.007770175835980764,3540.3832453699997,14.7365714285714
iShares MSCI Europe UCITS ETF (Inc),DE000A0M5X28,iShares,Optimised,Distributing,80.439568935,119.790616244,-0.32849857979565233,0.007742599275662776,2569.0962784000003,12.7922857142857
db x-trackers MSCI World Index UCITS ETF,LU0274208692,db X-trackers,Swap-based,Accumulating,77.245636413,90.61078696,-0.14750065632803766,0.007435171725282244,2331.047600310615,10.3024285714286
db x-trackers MSCI Emerging Markets Index UCITS ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,73.132333773,84.375725285,-0.13325386506631676,0.0070392514777883695,1823.7660607255875,12.7750952380952
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,iShares,Full Replication,Distributing,69.169152795,53.42346727,0.2947335006434897,0.006657780982908183,480.025,14.6705238095238
db x-trackers MSCI USA Index UCITS ETF,LU0274210672,db X-trackers,Swap-based,Accumulating,67.216100819,17.261731963,2.893937234286553,0.006469792670502773,1374.4418533920893,9.68004761904762
db x-trackers II iBoxx Sovereigns Eurozone Yield Plus UCITS ETF (1C),LU0524480265,db X-trackers,Swap-based,Accumulating,66.874654458,69.80947113500001,-0.042040379754841095,0.006436927224027138,1540.5492941835,9.10833333333333
iShares MSCI World UCITS ETF (Inc),DE000A0HGZR1,iShares,Optimised,Distributing,66.218858582,87.74989275200001,-0.2453682106581181,0.006373804500450596,5216.51296963,9.84114285714286
iShares eb.rexx Government Germany UCITS ETF (DE),DE0006289465,iShares,Full Replication,Distributing,65.089100243,46.459896919,0.40097384108447076,0.006265061176573716,521.7671999999999,3.56909523809524
db x-trackers ShortDAX x2 Daily UCITS ETF,LU0411075020,db X-trackers,Swap-based,Accumulating,63.666718552,64.462711399,-0.012348113036591113,0.006128151797318442,70.607896,13.3997619047619
db x-trackers DAX UCITS ETF (DR),LU0838782315,db X-trackers,Full Replication,Distributing,60.607184036,25.759438581999998,1.3528146330933883,0.005833660540825151,176.95878,10.3570476190476
