European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
March 2009,,,,,,
,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,,
,,03/2009,02/2009,Change (%),Market Share,
iShares DJ STOXX 50,IE0008470928,121.045438631,135.351274833,-0.10569413712320708,0.004729792694556522,
iShares DJ STOXX 50 (DE),DE0005933949,82.987196698,82.9051928,0.0009891286086003426,0.0032426850703600346,
iShares DJ STOXX 600 (DE),DE0002635307,48.3505077,36.167285898,0.336857508090584,0.0018892729927205319,
iShares DJ STOXX 600 Automobiles & Parts (DE),DE0006344716,1.78265537,5.487117230000001,-0.6751198679966968,6.965640705918021e-05,
iShares DJ STOXX 600 Automobiles & Parts Swap (DE),DE000A0D8Q56,1.7174641499999999,0.00460305,372.1143806823736,6.710909127766458e-05,
iShares DJ STOXX 600 Banks (DE),DE0006289341,48.472168972000006,16.349362998,1.964774161411032,0.001894026848809816,
iShares DJ STOXX 600 Banks Swap (DE),DE000A0D8Q64,0.25985454999999996,1.0017506999999999,-0.7405995823112477,1.0153692416151133e-05,
iShares DJ STOXX 600 Basic Resources (DE),DE0006344724,41.598844656000004,26.376208383,0.5771351231366255,0.0016254549843528867,
iShares DJ STOXX 600 Basic Resources Swap (DE),DE000A0D8Q72,1.975733154,0.213141126,8.269600808996383,7.720082924123577e-05,
iShares DJ STOXX 600 Chemicals (DE),DE0006344732,2.9355710079999997,2.95303815,-0.00591497336395741,0.00011470603489914931,
iShares DJ STOXX 600 Chemicals Swap (DE),DE000A0D8Q80,0.0567889,0.00531328,9.688106028667791,2.218999141063973e-06,
iShares DJ STOXX 600 Construction & Materials (DE),DE0006344740,3.75677889,2.8520942000000002,0.3172001436698688,0.00014679434062074217,
iShares DJ STOXX 600 Construction & Materials Swap (DE),DE000A0F5T02,2.07668872,0.036037120000000006,56.626378578532346,8.114561975909449e-05,
iShares DJ STOXX 600 Financial Services (DE),DE0006344773,1.31274019,0.26853191,3.888581733172791,5.1294695865744124e-05,
iShares DJ STOXX 600 Financial Services Swap (DE),DE000A0F5T10,0.21815371,2.739e-05,7963.721066082512,8.524252012451712e-06,
iShares DJ STOXX 600 Food & Beverage (DE),DE0006344781,2.183576034,2.269850735,-0.038008975510893994,8.532219049662656e-05,
iShares DJ STOXX 600 Food & Beverage Swap (DE),DE000A0F5T28,0.5206936,0.21077876999999998,1.4703322825159293,2.034585369953473e-05,
iShares DJ STOXX 600 Healthcare (DE),DE0006289374,17.98805029,17.814950331,0.00971655580194275,0.0007028744727037423,
iShares DJ STOXX 600 Healthcare Swap (DE),DE000A0F5T36,0.6101448199999999,2.00798369,-0.6961405498268765,2.384111739274105e-05,
iShares DJ STOXX 600 Industrial Goods & Services (DE),DE0006344799,4.881988499,4.004647314,0.2190807619769337,0.00019076136861191525,
iShares DJ STOXX 600 Industrial Goods & Services Swap (DE),DE000A0F5T44,0.0085365,0.000942785,8.05455644712209,3.3355965985769414e-07,
iShares DJ STOXX 600 Insurance (DE),DE0006289416,31.166251274999997,10.493071075,1.970174418169563,0.001217806381342286,
iShares DJ STOXX 600 Insurance Swap (DE),DE000A0F5T51,0.4560824,0.90069764,-0.4936342899710495,1.7821201922460117e-05,
iShares DJ STOXX 600 Media (DE),DE0006289424,0.58962859,0.20565338500000002,1.8670988809642006,2.303945550550832e-05,
iShares DJ STOXX 600 Media Swap (DE),DE000A0F5T69,0.00084288,0.67453572,-0.9987504294064664,3.293513338029089e-08,
iShares DJ STOXX 600 Oil & Gas (DE),DE0006344765,12.148377189,11.281953613,0.07679729998194951,0.00047469203572726644,
iShares DJ STOXX 600 Oil & Gas Swap (DE),DE000A0F5T77,1.87926783,0.22742187400000002,7.2633556612060985,7.343149278466665e-05,
iShares DJ STOXX 600 Personal & Household Goods (DE) ,DE0006289432,1.052707,1.24036922,-0.15129545055947136,4.113402317692422e-05,
iShares DJ STOXX 600 Personal & Household Goods Swap (DE),DE000A0F5T85,0,0.0057104,-1,0,
iShares DJ STOXX 600 Real Estate (DE),DE000A0H0751,1.368444765,0.037703387000000005,35.29500885424431,5.347132552538419e-05,
iShares DJ STOXX 600 Retail (DE),DE0006289440,1.4422901399999999,0.39034768,2.6948859027418837,5.635679827968207e-05,
iShares DJ STOXX 600 Retail Swap (DE),DE000A0F5T93,1.340164,9.033e-05,14835.31130300011,5.236626814192312e-05,
iShares DJ STOXX 600 Technology (DE),DE0006289366,2.764171,4.1790348900000005,-0.3385623540462952,0.00010800866145943914,
iShares DJ STOXX 600 Technology Swap (DE),DE000A0F5UA6,0.08680755,0.25764123,-0.6630680966707075,3.391963550761995e-06,
iShares DJ STOXX 600 Telecommunication (DE),DE0006289358,11.7277349,7.68898716,0.5252639464675606,0.00045825563921340223,
iShares DJ STOXX 600 Telecommunication Swap (DE),DE000A0F5UB4,0.07031337,2.43847785,-0.9711650569227028,2.7474613460608205e-06,
iShares DJ STOXX 600 Travel & Leisure (DE),DE0006344757,1.14347561,2.03230371,-0.4373500356400962,4.468076325510095e-05,
iShares DJ STOXX 600 Travel & Leisure Swap (DE),DE000A0F5UC2,0,0.0008328,-1,0,
iShares DJ STOXX 600 Utilities (DE),DE0006289457,3.615592946,9.257132687,-0.6094262588374196,0.00014127756729943633,
iShares DJ STOXX 600 Utilities Swap (DE),DE000A0F5UD0,2.1055692400000003,0.6465473,2.2566360419415568,8.227411228269473e-05,
iShares DJ STOXX Americas 600 Real Estate (DE),DE000A0H0769,0.35621895000000003,0.12704807,1.8038123680273142,1.3919085315628765e-05,
iShares DJ STOXX Asia-Pacific 600 Real Estate (DE),DE000A0H0777,0.04789103,0.49444049,-0.9031409624240119,1.8713191210724095e-06,
iShares DJ STOXX EU Enlarged 15 (DE),DE000A0D8Q15,0.98194989,1.6611813359999998,-0.40888458790148596,3.8369222902325325e-05,
iShares DJ STOXX Large 200 (DE),DE0005933980,1.912390683,0.35418162,4.399463368539565,7.472575244380053e-05,
iShares DJ STOXX Mid 200 (DE),DE0005933998,5.268735410000001,6.357643700000001,-0.1712754506830888,0.00020587331942128375,
iShares DJ STOXX Select Dividend 30 (DE),DE0002635299,0.560287003,1.766645024,-0.6828525281601789,2.1892947009121634e-05,
iShares DJ STOXX Small 200 (DE),DE000A0D8QZ7,0.85740976,2.0319997,-0.5780463156564443,3.3502876811839414e-05,
iShares DJ US Select Dividend (DE),DE000A0D8Q49,0.7744884179999999,0.26468982799999996,1.926022597286965,3.0262764982346812e-05,
iShares DJ-AIG Commodity Swap (DE),DE000A0H0728,14.21551316,4.14340726,2.4308751874900176,0.0005554643863822613,
iShares eb.rexx Government Germany (DE),DE0006289465,73.243189097,59.2349013,0.23648706234950723,0.002861942627785168,
"iShares eb.rexx Government Germany 1,5-2,5 (DE)",DE0006289473,90.611848631,166.81260643000002,-0.4568045511055324,0.0035406147025634892,
"iShares eb.rexx Government Germany 10,5+ (DE)",DE000A0D8Q31,20.053306725000002,7.39403502,1.7120924732920733,0.0007835733813873379,
"iShares eb.rexx Government Germany 2,5-5,5 (DE)",DE0006289481,54.015629039,43.123250906,0.252587128849427,0.0021106349029752502,
"iShares eb.rexx Government Germany 5,5-10,5 (DE)",DE0006289499,135.10533531099998,68.010791279,0.9865279137359053,0.005279176441316331,
iShares eb.rexx Jumbo Pfandbriefe (DE),DE0002635265,55.574383416,57.41424086,-0.03204531517687992,0.002171542485684067,
iShares eb.rexx Money Market ,DE000A0Q4RZ9,187.99086907300003,98.46865431299999,0.9091442894653348,0.007345653411157054,
iShares Emerging Market Islamic,DE000A0NA0M3,0.0019722200000000002,0.0037856,-0.4790204987320371,7.706355442681914e-08,
iShares FTSE 100 (DE),DE0006289408,6.603637515,2.1633649,2.0524843566612363,0.0002580339815295388,
iShares FTSE BRIC 50,DE000A0MSAE7,4.32813987,2.5184544219999996,0.7185698626075834,0.0001691199979914162,
iShares FTSE EPRA/NAREIT Asia Property Yield Fund,DE000A0LGQJ9,0.73104658,1.81005032,-0.5961180902418226,2.856529591342243e-05,
iShares FTSE EPRA/NAREIT Global Property Yield Fund,DE000A0LGQL5,2.245576589,0.8907062219999999,1.521119234979365,8.774483256735676e-05,
iShares FTSE EPRA/NAREIT US Property Yield Fund,DE000A0LGQK7,5.939535,3.90899038,0.5194550056682412,0.00023208449297872302,
iShares FTSE UK Dividend Plus,DE000A0HG2R0,3.8843647900000002,3.77136796,0.029961762203654096,0.00015177969871910072,
iShares FTSE/EPRA European Property Index Fund,DE000A0HG2Q2,4.086674034,4.364678059,-0.06369405056731592,0.00015968483579105144,
iShares FTSE/Macquarie Global Infrastructure 100,DE000A0LGQM3,2.5612025800000002,0.9807848140000001,1.6113807467659265,0.00010007776740015798,
iShares FTSE/Xinhua China 25,DE000A0DPMY5,18.493673559999998,10.109287793,0.8293745255531868,0.0007226314604571933,
iShares FTSEurofirst 100,DE000A0DPM16,0.48951066,1.00644256,-0.5136228539460812,1.9127395214234797e-05,
iShares FTSEurofirst 80,DE000A0DPM08,1.32662343,0.46130117,1.8758293199213,5.183717683711679e-05,
iShares Global Inflation-Linked Bond,DE000A0RFED7,0.15110636,,,5.904408837806393e-06,
iShares iBoxx € Liquid Sovereigns Capped 1.5-10.5 (DE),DE000A0H0785,12.929881629,5.785086084,1.2350370316460104,0.0005052289484179099,
iShares iBoxx € Liquid Sovereigns Capped 1.5-2.5 (DE),DE000A0H0793,9.723122960000001,11.355394755999999,-0.14374417015643892,0.000379926385203788,
iShares iBoxx € Liquid Sovereigns Capped 10.5+ (DE),DE000A0H08C4,12.28610716,8.5967541,0.4291565185050483,0.0004800737685544169,
iShares iBoxx € Liquid Sovereigns Capped 2.5-5.5 (DE),DE000A0H08A8,14.028078799000001,4.472486443,2.1365279644292037,0.0005481404782582288,
iShares iBoxx € Liquid Sovereigns Capped 5.5-10.5 (DE),DE000A0H08B6,14.68050895,16.190399309,-0.09325837678139748,0.0005736338747612996,
iShares JPMorgan $ Emerging Markets Bond,DE000A0RFFT0,0.004217439999999999,,,1.6479445344933323e-07,
iShares MDAX (DE),DE0005933923,28.764591143,18.704768765,0.537821263892005,0.001123962658888856,
iShares MSCI AC Far East ex-Japan Small Cap,DE000A0RFEF2,0.01184206,,,4.627228378860663e-07,
iShares MSCI Brazil,DE000A0HG2M1,20.353673164,11.834984715,0.7197887157558531,0.0007953100565147914,
iShares MSCI Eastern European,DE000A0HGZV3,3.0742952900000002,3.98089137,-0.2277369553040579,0.00012012661995367083,
iShares MSCI Emerging Markets,DE000A0HGZT7,34.083928405,19.049038535,0.7892728991216773,0.00133181322150598,
iShares MSCI Europe,DE000A0M5X28,7.98312901,3.9820977,1.0047546824378517,0.0003119369527529655,
iShares MSCI Europe ex-UK,DE000A0J2094,12.1077875,3.80252875,2.184140948309727,0.00047310601301812693,
iShares MSCI Far East ex-Japan,DE000A0HGZS9,26.111858261,8.452426813999999,2.089273511099815,0.0010203083886594598,
iShares MSCI Japan,DE000A0DPMW9,23.394659647,19.291670206,0.21268191904524225,0.0009141351507456032,
iShares MSCI Japan Small Cap,DE000A0RFEC9,0.025347,,,9.904219174618372e-07,
iShares MSCI Korea,DE000A0HG2L3,4.94267295,3.0396654,0.6260582332515943,0.00019313258454751076,
iShares MSCI Latin America,DE000A0NA0K7,8.13459539,5.88996749,0.38109342773299404,0.0003178554292003006,
iShares MSCI North Amercia,DE000A0J2060,8.276910612,6.468753996,0.27952162303870054,0.00032341632852003266,
iShares MSCI Taiwan,DE000A0HG2K5,8.674358153,3.4554467200000003,1.5103434825931852,0.0003389464013352657,
iShares MSCI Turkey,DE000A0LGQN1,0.95619433,0.29739724,2.215209159304908,3.736283669802093e-05,
iShares MSCI US Islamic,DE000A0NA0N1,0.417136,0,,1.6299389946043352e-05,
iShares MSCI World,DE000A0HGZR1,36.298467722000005,23.407652199999998,0.5507094608146992,0.0014183452874955555,
iShares MSCI World Islamic,DE000A0NA0L5,0,0,,0,
iShares NASDAQ-100 (DE),DE000A0F5UF5,21.43676169,8.81747685,1.4311673344512381,0.0008376312233077781,
iShares NIKKEI 225 (DE),DE000A0H08D2,32.190751081,14.921017465,1.1574099190292717,0.0012578382218874314,
iShares S&P 500,DE0002643889,348.979583624,133.00873725900001,1.6237342810378896,0.013636210532525174,
iShares S&P Emerging Markets Infrastructure,DE000A0RFFS2,0.004668,,,1.823998702296862e-07,
iShares S&P Global Clean Energy,DE000A0M5X10,3.995867285,4.9581007900000005,-0.19407300209401357,0.0001561366054496676,
iShares S&P Global Timber & Forestry,DE000A0NA0H3,0.91095574,0.1862065,3.8921801333465806,3.559516040295367e-05,
iShares S&P Global Water,DE000A0MSAG2,0.90321308,0.52862688,0.7086022564724668,3.529261966190128e-05,
iShares S&P Listed Private Equity,DE000A0MSAF4,0.17774932000000002,0.08303010000000001,1.1407817165100367,6.945469773225142e-06,
iShares S&P Small Cap 600,DE000A0RFEB1,0.03064128,,,1.1972933795354495e-06,
iShares SMI (DE),DE0005933964,40.10636297,36.087942895000005,0.11135076573058833,0.0015671369753883229,
iShares TecDAX (DE),DE0005933972,11.459914755000002,18.914778875,-0.394129065386708,0.00044779069497756345,
Lyxor ETF Brazil,FR0010408799,18.729986828,16.08167401,0.16467892685507812,0.0007318652885241928,
Lyxor ETF China Enterprise,FR0010204081,20.933575416,17.433763936000002,0.2007490460951482,0.0008179694600089436,
Lyxor ETF Commodities CRB,FR0010270033,6.297288998,4.951035946999999,0.27191340669132913,0.0002460635595617032,
Lyxor ETF Commodities CRB Non-Energy,FR0010346205,1.05913081,0.69294568,0.5284470927071803,4.1385030484203606e-05,
Lyxor ETF DAX,LU0252633754,232.73316284,152.366591556,0.5274553329787028,0.00909393716798638,
Lyxor ETF DAXplus Covered Call,LU0252635023,0.46564142999999997,0.7400278469999999,-0.3707785026095105,1.8194716453634425e-05,
Lyxor ETF DAXplus Protective Put ,LU0288030280,0.691986579,2.500947696,-0.7233102555056393,2.703904503219462e-05,
Lyxor ETF DJ EURO STOXX 50,FR0007054358,137.710132807,90.645759943,0.5192120722866143,0.0053809576592351435,
Lyxor ETF DJ EURO STOXX 50 BuyWrite,FR0010389205,0.2797259,0.93473838,-0.7007441804197662,1.0930155925424631e-05,
Lyxor ETF DJ STOXX 600 Automobiles & Parts ,FR0010344630,1.27271728,0.19232476999999998,5.617542191783201,4.973081977529545e-05,
Lyxor ETF DJ STOXX 600 Banks ,FR0010345371,30.876414710000002,21.507904850000003,0.4355844944143874,0.0012064811560115625,
Lyxor ETF DJ STOXX 600 Basic Resources ,FR0010345389,1.61587076,3.9613046150000004,-0.5920862147583165,6.313937809167617e-05,
Lyxor ETF DJ STOXX 600 Chemicals ,FR0010345470,0.09195,1.42620916,-0.9355283905202235,3.5929023281104636e-06,
Lyxor ETF DJ STOXX 600 Construction & Materials ,FR0010345504,1.2096442,0.00726131,165.58759920730557,4.7266269302504834e-05,
Lyxor ETF DJ STOXX 600 Financial Services ,FR0010345363,1.81870724,0.03154062,56.662380764867656,7.10651166584813e-05,
Lyxor ETF DJ STOXX 600 Food & Beverage ,FR0010344861,1.4039581200000002,1.7995186699999999,-0.21981464076724455,5.485899290829353e-05,
Lyxor ETF DJ STOXX 600 Health Care ,FR0010344879,3.6320805299999996,3.4078308849999996,0.06580421757049715,0.0001419218117685882,
Lyxor ETF DJ STOXX 600 Industrial Goods & Services ,FR0010344887,1.76259966,0.0069593,252.27255040018395,6.887273977097022e-05,
Lyxor ETF DJ STOXX 600 Insurance ,FR0010344903,2.27248835,1.3019015900000002,0.7455146897854237,8.879639677345195e-05,
Lyxor ETF DJ STOXX 600 Media ,FR0010344929,0,0.00336296,-1,0,
Lyxor ETF DJ STOXX 600 Oil & Gas ,FR0010344960,2.4171182599999996,3.26963313,-0.2607371641111308,9.444774142112356e-05,
Lyxor ETF DJ STOXX 600 Personal & Household Goods ,FR0010344978,1.325,3.8979177999999997,-0.6600749251305402,5.177374208533294e-05,
Lyxor ETF DJ STOXX 600 Retail ,FR0010344986,0.2555391,2.23886315,-0.8858621171195747,9.985068268768382e-06,
Lyxor ETF DJ STOXX 600 Technology ,FR0010344796,1.2633241599999998,0.03929553,31.149309603407808,4.9363788098120666e-05,
Lyxor ETF DJ STOXX 600 Telecommunications ,FR0010344812,2.09390356,2.0762149,0.008519667207860016,8.181828140905697e-05,
Lyxor ETF DJ STOXX 600 Travel & Leisure ,FR0010344838,0.9935928399999999,1.029812,-0.035170652507448,3.882416561207055e-05,
Lyxor ETF DJ STOXX 600 Utilities ,FR0010344853,4.74961528,1.550543081,2.0631946562470262,0.00018558894831039732,
Lyxor ETF DJ STOXX Select Dividend 30,FR0010378604,0.39577038,0.02512675,14.750957843732277,1.5464538550289972e-05,
Lyxor ETF Dow Jones Industrial Average,FR0007056841,12.881519802,7.929363622,0.6245338738483697,0.0005033392331289488,
Lyxor ETF Eastern Europe,FR0010204073,9.614816509999999,8.159905815,0.17829993727691074,0.00037569436240493656,
Lyxor ETF Euro Cash,FR0010510800,75.543291556,128.7960771,-0.41346589696713665,0.0029518180326773237,
Lyxor ETF EuroMTS 10-15Y,FR0010037242,3.6187825449999997,25.93383691,-0.8604609662057137,0.00014140219935678095,
Lyxor ETF EuroMTS 1-3Y,FR0010222224,53.78556516,35.201311165,0.5279420959034609,0.002101645266798271,
Lyxor ETF EuroMTS 15+Y,FR0010481093,2.32494396,2.3675178,-0.017982479371432714,9.084607467765482e-05,
Lyxor ETF EuroMTS 3-5Y,FR0010037234,16.902771684999998,14.425915407,0.17169491211615817,0.0006604677296199686,
Lyxor ETF EuroMTS 5-7Y,FR0010411413,9.38059347,11.48308585,-0.18309471926485676,0.00036654220899859504,
Lyxor ETF EuroMTS 7-10Y,FR0010411439,4.444410237,7.51415014,-0.4085278901547209,0.00017366320704290675,
Lyxor ETF EuroMTS Covered Bond Aggregate,FR0010481127,1.024566785,0.08363922,11.249836679490794,4.003445771757643e-05,
Lyxor ETF EuroMTS Global,FR0010028860,16.362735753,1.159418241,13.112884526369978,0.0006393660835368137,
Lyxor ETF EuroMTS Inflation Linked,FR0010174292,5.376853131,3.8902596660000004,0.3821321949258283,0.0002100979677246105,
Lyxor ETF FTSE RAFI Europe,FR0010400770,0.1263565,0.015409095,7.20012466663357,4.9373198806078286e-06,
Lyxor ETF FTSE RAFI Eurozone,FR0010400788,0.11280072000000001,0.53360406,-0.7886059562590284,4.407634252316874e-06,
Lyxor ETF FTSE RAFI Japan,FR0010400796,0.1429542,0.845707,-0.8309648613526908,5.585867079860455e-06,
Lyxor ETF FTSE RAFI US 1000,FR0010400804,0.0018568,0.009369125,-0.8018171387402773,7.255357305965752e-08,
Lyxor ETF Hong Kong (HSI),FR0010361675,11.907833540999999,7.2608378899999995,0.6400081810668272,0.00046529290758249875,
Lyxor ETF Japan (TOPIX),FR0010245514,13.963279469,9.732670393,0.43468122366938156,0.0005456084753912685,
Lyxor ETF LevDAX,LU0252634307,189.842001695,123.321283365,0.5394098773130296,0.0074179855341285055,
Lyxor ETF LevDJ EURO STOXX 50,FR0010468983,107.611341244,68.161540904,0.5787691976559308,0.004204861756244232,
Lyxor ETF MSCI AC Asia-Pacific ex-Japan,FR0010312124,11.993254711999999,4.2701799519999994,1.8086063928951726,0.0004686306990360694,
Lyxor ETF MSCI Asia APEX 50,FR0010652867,0.89761678,1.9276518,-0.5343470330066873,3.5073946912594e-05,
Lyxor ETF MSCI EM Latin America,FR0010410266,1.8897206850000001,2.85711434,-0.3385911587283552,7.383993310076129e-05,
Lyxor ETF MSCI Emerging Markets,FR0010429068,8.183080755,11.402819136,-0.28236336493621284,0.0003197499716776012,
Lyxor ETF MSCI EMU,FR0007085501,5.31880045,0.55624725,8.561935721929412,0.00020782958694464364,
Lyxor ETF MSCI EMU Growth,FR0010168765,7.24167673,2.37019162,2.0553127725597142,0.0002829650590825489,
Lyxor ETF MSCI EMU Small Cap,FR0010168773,2.707044626,0.13284341500000002,19.37771029900127,0.00010577647568302686,
Lyxor ETF MSCI EMU Value,FR0010168781,3.18164773,0.164494212,18.3420041429786,0.0001243213652674755,
Lyxor ETF MSCI Europe,FR0010261198,8.524666728,6.399839556,0.33201256897259634,0.00033309728040671025,
Lyxor ETF MSCI Greece,FR0010405431,1.5709431100000002,1.52064669,0.03307567782230869,6.138385162858176e-05,
Lyxor ETF MSCI India,FR0010361683,11.580054995,8.226017363,0.40773529692341826,0.00045248511746800107,
Lyxor ETF MSCI Korea,FR0010361691,5.42271848,2.949843215,0.8383073555995757,0.0002118901343282179,
Lyxor ETF MSCI Malaysia,FR0010397554,0.139164,0.1446508,-0.037931349152579785,5.437766825330773e-06,
Lyxor ETF MSCI Taiwan,FR0010444786,1.99489368,0.572663,2.483538625683866,7.794951764224959e-05,
Lyxor ETF MSCI Thailand,FR0010398719,0.22987,0.30152955,-0.23765349034613692,8.982060447664516e-06,
Lyxor ETF MSCI USA,FR0010296061,11.74335376,7.84838274,0.49627689538494657,0.00045886593870721876,
Lyxor ETF MSCI World,FR0010315770,13.297566707,15.961016442,-0.1668721879135071,0.0005195960672080967,
Lyxor ETF NASDAQ-100,FR0007063177,8.324546159,1.62898127,4.110277393797168,0.000325277664764917,
Lyxor ETF New Energy,FR0010524777,1.656601223,1.0568592700000001,0.567475699011468,6.473090147762199e-05,
Lyxor ETF Pan Africa ,FR0010636464,0.15667962,0.07494998,1.0904557946513127,6.122181310119225e-06,
Lyxor ETF PRIVEX,FR0010407197,0.8736177199999999,0.00643752,134.70718537573472,3.413619510675971e-05,
Lyxor ETF Russia,FR0010326140,28.076685489,14.537598138,0.9313152848550696,0.0010970830740516951,
Lyxor ETF Short Strategy Europe,FR0010589101,1.03925501,1.28504326,-0.19126846360020588,4.0608393093305744e-05,
Lyxor ETF South Africa,FR0010464446,3.98563694,1.7122093,1.3277743789850924,0.00015573685960553632,
Lyxor ETF Turkey,FR0010326256,2.5615598399999997,4.22734339,-0.39404973675441113,0.00010009172716400506,
Lyxor ETF World Water,FR0010527275,0.216869854,0.284615043,-0.23802392272006512,8.474085952513065e-06,
Market Access Amex Gold Bugs Index Fund,LU0259322260,17.79130243,18.6232995,-0.044675062547321565,0.0006951866440550772,
Market Access DAXglobal Asia Index Fund,LU0259323235,0.0685722,0.05835454,0.175096230730291,2.6794259600180133e-06,
Market Access DAXglobal BRIC Index Fund,LU0269999792,0.646567756,1.4333255649999999,-0.5489037719075358,2.5264326218744516e-05,
Market Access DAXglobal Russia Index Fund,LU0269999958,0.700367042,0.5362126500000001,0.3061367388479177,2.7366507620811733e-05,
Market Access DJ Turkey Titans 20 Index Fund,LU0269999362,0.0052074,0.01774611,-0.7065610435188332,2.0347666757370775e-07,
Market Access FTSE/JSE Africa Top 40 Index Fund,LU0270000028,0.03904128,0.22851870000000002,-0.8291549881913385,1.525519367095296e-06,
Market Access Jim Rogers Commodity Index Fund,LU0249326488,7.061334847,4.355678542000001,0.6211790606011163,0.00027591828614849205,
Market Access RICI-Agriculture Index Fund,LU0259321452,2.66684214,2.10201787,0.268705741307518,0.0001042055827461565,
Market Access RICI-Metals Index Fund,LU0259320728,1.03223862,0.17768566,4.809352426076477,4.0334231005584904e-05,
Market Access South-East Europe Traded Index Fund,LU0259329869,0.01275613,0.00192997,5.609496520671305,4.984396865109268e-07,
PowerShares Dynamic Europe Fund,IE00B23D9570,0,0,,0,
PowerShares Dynamic Global Developed Markets Fund,IE00B23D9463,0,6.929999999999999e-05,-1,0,
PowerShares Dynamic US Market Fund,IE00B23D9240,0,0,,0,
PowerShares EQQQ Fund,IE0032077012,4.769314285,5.110364831,-0.06673702510066448,0.0001863586775211201,
PowerShares EuroMTS Cash 3 Months Fund,IE00B3BPCH51,9.853576,1.65729523,4.945576757618497,0.0003850237754280956,
PowerShares FTSE RAFI Developed 1000 Fund,IE00B23D8W74,0.004743,0.0278706,-0.8298206712449678,1.8533045940432766e-07,
PowerShares FTSE RAFI Developed Europe Mid-Small Fund,IE00B23D8Y98,0.0018947,0.02610813,-0.9274287357999214,7.403449745590969e-08,
PowerShares FTSE RAFI Europe Fund,IE00B23D8X81,0,0,,0,
PowerShares FTSE RAFI US 1000 Fund,IE00B23D8S39,0,0.0005805,-1,0,
PowerShares Global Clean Energy Fund,IE00B23D9133,0.05327698,0.14186742000000002,-0.6244593719967559,2.0817725446078805e-06,
PowerShares Global Listed Private Equity Fund,IE00B23D8Z06,0,0.001435,-1,0,
PowerShares Palisades Global Water Fund,IE00B23D9026,0.0359645,0.022131400000000002,0.6250440550530016,1.4052956582852505e-06,
SGAM ETF Private Equity LPX50,FR0010413518,0.19773175,0.047944160000000006,3.1242092884722554,7.726273680438892e-06,
UBS-ETF DJ EURO STOXX 50 A,LU0136234068,4.760533795,7.85373834,-0.3938512350540061,0.00018601558406855943,
UBS-ETF DJ EURO STOXX 50 I,LU0155367302,0.24973022,0.34741298,-0.2811718779188964,9.758089057504495e-06,
UBS-ETF FTSE 100,LU0136242590,0.22885689,0.5787316800000001,-0.604554411121921,8.942473658348236e-06,
UBS-ETF MSCI EMU,LU0147308422,3.27680764,0.90635002,2.61538872145664,0.0001280396932955536,
UBS-ETF MSCI Japan,LU0136240974,1.730081733,1.325652858,0.30507902016683164,6.760211730633046e-05,
UBS-ETF MSCI USA,LU0136234654,1.1110108,0.18590309,4.976290119760786,4.3412216311863716e-05,
UBS-ETF MSCI World,LU0340285161,0.12437361999999999,0.048995050000000005,1.5384935825149677,4.859839791772986e-06,
XMTCH (Lux) on MSCI EMU Large Cap,LU0154139132,25.520197550000002,2.17912917,10.711190828582229,0.0009971895289965628,
Total,,10223.412752298009,8184.614374493996,0.24910133630212217,0.3994749698636837,
,,,,,,
NextTrack (Euronext),ISIN,On Exchange Order Book Turnover in MEUR,,,,
,,03/2009,02/2009,Change (%),Market Share,
CAC 40 Indexis,FR0007080973,12.887190449999999,93.4,-0.8620215155246254,0.0005035608109908421,
CASAM EFT MSCI USA,FR0010688275,4.24946786,9.6,-0.5573470979166666,0.00016604592678003905,
CASAM ETF DJ ES 50 ,FR0010654913,3.0254570299999997,0.8,2.7818212874999992,0.00011821828827281313,
CASAM ETF EONIA,FR0010718841,0,,,0,
CASAM ETF EU BANKS,FR0010688176,0.30454039,0,,1.189977026900129e-05,
CASAM ETF EU DISCR,FR0010688184,0.52158028,0,,2.0380500296993013e-05,
CASAM ETF EU HEALT,FR0010688192,0.0013671900000000001,0,,5.3422296182374606e-08,
CASAM ETF EU INDUS,FR0010688218,0.00164837,0,,6.440927037071718e-08,
CASAM ETF EU INSUR,FR0010688226,0.00051435,0,,2.009798055969132e-08,
CASAM ETF EU STAPL,FR0010688168,0.0018219900000000001,0,,7.119338893740059e-08,
CASAM ETF EU UTILS,FR0010688234,0.002082,0,,8.13531554880477e-08,
CASAM ETF EURMIDCAP,FR0010612218,0.0026677399999999996,0,,1.042406661967744e-07,
CASAM ETF MSCI EMU ,FR0010655688,0.21934438,3.2,-0.93145488125,8.57077687395265e-06,
CASAM ETF MSCI EUR ,FR0010655696,3.0790744300000004,6.4,-0.5188946203125,0.00012031336256631212,
CASAM ETF MSCI FRA ,FR0010655704,0.13866029000000002,0,,5.418084597688658e-06,
CASAM ETF MSCI GER ,FR0010655712,0.01078186,0.2,-0.9460907,4.2129602931333426e-07,
CASAM ETF MSCI ITA ,FR0010655720,0.00108223,0,,4.228762029963009e-08,
CASAM ETF MSCI JAP,FR0010688242,0.7079116,3.2,-0.778777625,2.7661307620841796e-05,
CASAM ETF MSCI NL,FR0010688259,0.00116338,0,,4.545851778659219e-08,
CASAM ETF MSCI NOR ,FR0010655738,0.0020537,0,,8.024734650614963e-08,
CASAM ETF MSCI SPA ,FR0010655746,0.00205164,0,,8.016685299015282e-08,
