Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,ETF Segment of Deutsche Börse Group,,,,,,,,,,,
,Monthly Report: December 2021,,,,,,,,,,,
,,,,,,,,,,,,
,,Product Name,ISIN,Xetra Ticker,Product Family,ETF Type,Replication,Income Treatment,Xetra Order Book Turnover (€ m),,Assets under Management (€ m),Xetra Liquidity Measure (XLM)*
,,Exchange Traded Funds,,,,,,,12-2021,November 2021,December 2021,December 2021
,783,SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,SPYF,SPDR,Passive,Optimised,Accumulating,3.3527742099999998,2.8105228199999996,688.2201703836815,30.78755
,784,Lyxor Barclays Floating Rate Euro 0-7Y UCITS ETF - Acc,LU1829218319,NK4L,Lyxor,Passive,Swap-based,Accumulating,3.34129237,2.14614202,809.1525530385,12.144
,785,BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR Hedged,LU1547516291,EMEH,EasyETF,Passive,Swap-based,Accumulating,3.329325336,2.329744906,154.065,42.75585
,786,Lyxor STOXX Europe 600 Healthcare UCITS ETF - Acc,LU1834986900,LHTC,Lyxor,Passive,Swap-based,Accumulating,3.3136408,1.2690645600000001,437.6086126835,9.62025
,787,Deka MSCI Japan Climate Change ESG UCITS ETF,DE000ETFL318,EL45,Deka ETF,Passive,Full Replication,Distributing,3.3123492289999996,1.861156375,141.03647322,20.4477142857143
,788,iShares MSCI Europe Consumer Staples Sector UCITS ETF EUR (Acc),IE00BMW42074,ESIS,iShares,Passive,Full Replication,Accumulating,3.3107626850000003,2.5278346900000006,285.52125501999996,23.40175
,789,Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF,DE000ETFL359,EL48,Deka ETF,Passive,Full Replication,Distributing,3.310231325,5.7753747749999995,117.27955334,8.09071428571429
,790,Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Dist,LU2082999058,INDB,Lyxor,Passive,Swap-based,Distributing,3.30764045,0.5305141600000001,6.0435038664,15.9845
,791,Xtrackers II EUR High Yield Corporate Bond 1-3 Swap UCITS ETF 1D,LU1109939865,XHY1,Xtrackers,Passive,Swap-based,Distributing,3.2914430388,1.1885565010000003,123.106583813,43.0863333333333
,792,Lyxor MSCI Brazil UCITS ETF - Acc,LU1900066207,LBRA,Lyxor,Passive,Swap-based,Accumulating,3.290624224,4.405106392,177.6363059023,55.641380952381
,793,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1D,LU0975334821,XY1D,Xtrackers,Passive,Optimised,Distributing,3.28639175,2.320063795,6.7563168309,5.01285
,794,Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc,LU1834983550,LBRE,Lyxor,Passive,Swap-based,Accumulating,3.28527337,4.336516179999999,570.5587669488,12.7431904761905
,795,iShares MSCI Japan UCITS ETF USD (Dist),IE00B02KXH56,IQQJ,iShares,Passive,Optimised,Distributing,3.277530687,5.574142476,1245.831746247572,13.6079
,796,Lyxor MSCI China ESG Leaders Extra (DR) UCITS ETF - Acc,LU1900068914,LCHI,Lyxor,Passive,Full Replication,Accumulating,3.2767355,7.0843429,271.8854209213,26.4187619047619
,797,iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF (DE),DE000A0H0785,EXHF,iShares,Passive,Optimised,Distributing,3.2651101049999998,4.777185705,265.95034264,6.65405
,798,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,IE00BGQYRR35,XUCD,Xtrackers,Passive,Full Replication,Distributing,3.26090561,4.65487758,541.035936881889,18.64455
,799,Xtrackers CAC 40 UCITS ETF 1D,LU0322250985,DX2G,Xtrackers,Passive,Full Replication,Distributing,3.24981022,6.119531,169.39956113460002,9.01695
,800,SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF,IE00BSJCQV56,ZPRP,SPDR,Passive,Full Replication,Accumulating,3.2449669049999996,4.67606211,64.86477715,44.4664285714286
,801,iShares MSCI North America UCITS ETF USD (Dist),IE00B14X4M10,IQQN,iShares,Passive,Optimised,Distributing,3.23211117,4.966605459999999,974.6819110012361,13.042
,802,Xtrackers MSCI Thailand UCITS ETF 1C,LU0514694701,XCS4,Xtrackers,Passive,Full Replication,Accumulating,3.229904645,2.4140058879999997,64.036770469275,75.952
,803,Xtrackers MSCI Europe Financials ESG Screened UCITS ETF 1C,LU0292103651,DXSF,Xtrackers,Passive,Full Replication,Accumulating,3.193518015,1.562163395,79.5124734269,17.8637619047619
,804,First Trust Cloud Computing UCITS ETF,IE00BFD2H405,SKYE,First Trust,Passive,Full Replication,Accumulating,3.1619699700000004,3.9458652849999996,530.2308228853964,37.2132
,805,iShares Edge MSCI Europe Minimum Volatility ESG UCITS ETF,IE00BKVL7D31,MVEE,iShares,Passive,Optimised,Accumulating,3.1519668820000004,1.1458801299999999,42.121113890000004,27.9104761904762
,806,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C/D,FR0012740983,ETBB,EasyETF,Passive,Full Replication,Distributing,3.133866362,4.29466113,197.671,11.8318
,807,Xtrackers FTSE 100 Short Daily Swap UCITS ETF 1C,LU0328473581,DX2K,Xtrackers,Passive,Swap-based,Accumulating,3.1232312859999998,2.6557145245,17.104063994460002,14.54995
,808,SPDR MSCI Europe Materials UCITS ETF,IE00BKWQ0L68,SPYP,SPDR,Passive,Full Replication,Accumulating,3.1228643,2.0102951499999997,52.53907392,17.43685
,809,iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,EXW3,iShares,Passive,Full Replication,Distributing,3.110762705,2.8905359049999997,113.87179617,16.2547619047619
,810,PIMCO Euro Short Maturity UCITS ETF EUR ACC,IE00BVZ6SP04,PJSR,PIMCO,Active ,Full Replication,Accumulating,3.104074728,2.120869338,1237.54148665,3.59766666666667
,811,BNP Paribas Easy MSCI Emerging SRI S-Series PAB 5% Capped UCITS ETF - USD,LU1291098314,ESRI,EasyETF,Passive,Swap-based,Accumulating,3.099210700391095,10.247302213672505,357.9593,24.752
,812,BNP Paribas Easy Euro Corp Bond SRI Fossil Free 1-3Y UCITS ETF,LU2008760592,ASR3,EasyETF,Passive,Optimised,Distributing,3.0945420808,4.5008574157,303.867,7.9372
,813,Xtrackers MSCI Europe Health Care ESG Screened UCITS ETF 1C,LU0292103222,DXSE,Xtrackers,Passive,Full Replication,Accumulating,3.0812206,2.7718705999999997,119.07378884900001,18.7744
,814,Ossiam Shiller Barclays CAPE US Sector Value TR UCITS ETF 1C (EUR),LU1079841273,USCP,Ossiam,Passive,Swap-based,Accumulating,3.0811398,2.3927339000000005,583.2391850800001,27.3351
,815,SPDR MSCI Japan EUR Hedged UCITS ETF,IE00BZ0G8C04,ZPDW,SPDR,Passive,Optimised,Accumulating,3.061615448,0.36499191699999994,17.095472408,21.8757619047619
,816,Lyxor STOXX Europe 600 Healthcare UCITS ETF - Dist,LU2082997516,EHLT,Lyxor,Passive,Swap-based,Distributing,3.05999308,2.0183271,85.32313997499999,16.1907
,817,PIMCO Covered Bond UCITS ETF,IE00BF8HV717,COVR,PIMCO,Active ,Full Replication,Distributing,3.05612082,5.511405335,38.588956960000004,18.5851904761905
,818,iShares MSCI World Energy Sector UCITS ETF USD (Dist),IE00BJ5JP105,5MVW,iShares,Passive,Full Replication,Distributing,3.053696532,4.290909967499999,73.52116011831185,38.4364761904762
,819,BNP Paribas Easy MSCI Pacific ex Japan ESG Filtered Min TE UCITS ETF - C,LU1291106356,PAC,EasyETF,Passive,Optimised,Accumulating,3.05202079,2.631186716,75.7718,44.08155
,820,Deka STOXX Europe Strong Style Composite 40 UCITS ETF,DE000ETFL052,EL4E,Deka ETF,Passive,Full Replication,Distributing,3.04525435,2.9600681250000003,61.166619329999996,23.21315
,821,Rize Medical Cannabis And Life Sciences UCITS ETF - USD Acc,IE00BJXRZ273,BLUM,Rize ETF,Passive,Full Replication,Accumulating,3.0269887595,6.450208774499999,35.994465830831714,55.0245714285714
,822,Xtrackers MSCI Europe Consumer Staples ESG Screened UCITS ETF 1C,LU0292105359,DXSK,Xtrackers,Passive,Full Replication,Accumulating,3.02469546,1.88887048,70.96889046259999,14.73895
,823,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF,LU1291109293,XU61,EasyETF,Passive,Full Replication,Accumulating,3.0225905,4.45736856,287.465,31.76555
,824,Amundi MSCI China UCITS ETF - EUR (C),LU1681043912,18MG,Amundi,Passive,Swap-based,Accumulating,3.02251445,3.1737284,60.05160816998909,55.151380952381
,825,iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE),DE0006289481,EXHC,iShares,Passive,Optimised,Distributing,3.002886645,2.9373180599999995,176.62651440000002,4.47645
,826,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Dist,IE00B8CJW150,SMLD,Invesco,Passive,Swap-based,Distributing,3.00096031,1.8804684449999998,220.18767522810356,42.1261
,827,Lyxor German Mid-Cap MDAX UCITS ETF - Dist,FR0011857234,MD4X,Lyxor,Passive,Swap-based,Distributing,3.0002169199999997,4.3165990999999995,81.6709648637,14.1622
,828,Xtrackers MSCI Europe Industrials ESG Screened UCITS ETF 1C,LU0292106084,DXSL,Xtrackers,Passive,Full Replication,Accumulating,2.98376608,2.7063170800000003,28.116680210000002,21.0188
,829,Amundi Prime Euro Govies UCITS ETF DR - EUR (C),LU2089238898,PRAR,Amundi,Passive,Full Replication,Accumulating,2.979882915,0.539728845,144.97232241967893,9.97904761904762
,830,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),IE00BD1F4K20,QDVC,iShares,Passive,Optimised,Accumulating,2.964006483,1.7579417800000001,126.2053123167932,21.215
,831,Xtrackers MSCI World ESG Screened UCITS ETF 1D,IE00BCHWNQ94,XDWY,Xtrackers,Passive,Optimised,Distributing,2.960470862,3.526804586,101.71587633144,11.9468571428571
,832,Xtrackers MSCI UK ESG UCITS ETF 1D,LU0292097747,DBXZ,Xtrackers,Passive,Optimised,Distributing,2.954879816,1.7830350915000002,134.900566285316,30.6508
,833,Lyxor Bund Daily (-2x) Inverse UCITS ETF - Acc,FR0010869578,LYQK,Lyxor,Passive,Swap-based,Accumulating,2.941859049,3.930516203,292.85811913279997,7.67255
,834,Amundi S&P 500 Buyback UCITS ETF - EUR (C),LU1681048127,B500,Amundi,Passive,Swap-based,Accumulating,2.9331631000000002,1.62469025,64.42726465998084,38.7725
,835,Invesco STOXX Europe 600 Optimised Chemicals UCITS ETF Acc,IE00B5MTY077,SC00,Invesco,Passive,Swap-based,Accumulating,2.9328453,3.090341,5.172586256499999,22.3827
,836,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,IE00BZ56SW52,WTEM,WisdomTree,Passive,Optimised,Accumulating,2.9292123599999997,3.543018555,130.54565014126786,39.5433333333333
,837,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C,IE00BM97MR69,XT01,Xtrackers,Passive,Optimised,Accumulating,2.912832217,2.7142774510000005,9.408829328069,11.1738571428571
,838,Amundi Govt Bond Lowest Rated EuroMTS Investment Grade UCITS ETF DR - EUR (C),LU1681046774,KX1G,Amundi,Passive,Full Replication,Accumulating,2.9015594300000003,0.6053940700000001,928.5132488599995,7.72595
,839,SPDR MSCI USA Value UCITS ETF,IE00BSPLC520,ZPRU,SPDR,Passive,Full Replication,Accumulating,2.8832376600000003,2.6179287700000002,174.14930038848667,16.6907619047619
,840,Franklin S&P 500 Paris Aligned Climate UCITS ETF,IE00BMDPBZ72,FLX5,Franklin LibertyShares,Passive,Full Replication,Accumulating,2.8816586749999997,2.56737322,101.89033738301254,20.2744285714286
,841,UBS ETF (LU) Bloomberg TIPS 10+ UCITS ETF (USD) A-dis,LU1459802754,UIMB,UBS ETF,Passive,Full Replication,Distributing,2.8811965945,5.350798424000001,156.12741002,55.1954761904762
,842,SPDR Bloomberg Barclays U.S. TIPS UCITS ETF,IE00BZ0G8977,SYBY,SPDR,Passive,Optimised,Distributing,2.8782221349999997,2.055876214,427.36945770792863,16.4631904761905
,843,Xtrackers II USD Emerging Markets Bond UCITS ETF 2D,LU0677077884,XUEM,Xtrackers,Passive,Optimised,Distributing,2.8651002080000003,5.539486998,744.4769304748439,33.5725714285714
,844,iShares MSCI Europe Consumer Discretionary Sector UCITS ETF EUR (Acc),IE00BMW42298,ESIC,iShares,Passive,Full Replication,Accumulating,2.853986489,3.6482365710000004,299.02997309,21.1249
,845,Amundi ETF Short MSCI USA Daily UCITS ETF - EUR (C/D),FR0010791194,GC2U,Amundi,Passive,Swap-based,Accumulating,2.849788611,1.635037863,48.090921529493585,21.6659523809524
,846,Xtrackers II US Treasuries 1-3 UCITS ETF 1D,LU0429458895,D5BE,Xtrackers,Passive,Optimised,Distributing,2.829860385,2.71409244,69.572115345794,5.49957142857143
,847,Invesco MSCI Emerging Markets UCITS ETF Acc,IE00B3DWVS88,EMSM,Invesco,Passive,Swap-based,Accumulating,2.824721112,1.216200913,537.0540964880394,18.0381428571429
,848,HSBC EURO STOXX 50 UCITS ETF,IE00B4K6B022,H4ZA,HSBC ETF,Passive,Full Replication,Distributing,2.8150750099999997,3.2583943200000003,469.5329369,9.37238095238095
,849,Invesco KBW Nasdaq Fintech UCITS ETF Acc,IE00BYMS5W68,KFTK,Invesco,Passive,Swap-based,Accumulating,2.80911156,2.067344045,89.73950059241973,22.8086666666667
,850,Franklin FTSE India UCITS ETF ,IE00BHZRQZ17,FLXI,Franklin LibertyShares,Passive,Full Replication,Accumulating,2.809063625,3.76942214,89.91128464594736,49.5111
,851,Amundi Prime Global Govies UCITS ETF DR - EUR (C),LU2089238971,PRAG,Amundi,Passive,Full Replication,Accumulating,2.788474339,0.040477384000000005,2.9658166299881894,55.20045
,852,JPM EUR Ultra-Short Income UCITS ETF - EUR (acc),IE00BD9MMF62,JEST,J.P. Morgan ETF,Active ,Full Replication,Accumulating,2.788310338,1.536116956,1117.13913103,5.44414285714286
,853,SPDR Bloomberg Barclays 1-3 Year U.S. Treasury Bond UCITS ETF,IE00BC7GZJ81,SYBW,SPDR,Passive,Optimised,Distributing,2.77180214,5.716769665,124.45327714992052,5.8237619047619
,854,iShares S&P 500 Consumer Staples Sector UCITS ETF,IE00B40B8R38,2B7D,iShares,Passive,Full Replication,Accumulating,2.7637285780000003,3.6295666289999997,141.72946672258522,22.6043333333333
,855,Amundi Prime Japan UCITS ETF DR - JPY (C),LU2089238385,PRAJ,Amundi,Passive,Full Replication,Accumulating,2.74914843,0.38754879000000003,17.09864046517314,14.948619047619
,856,Xtrackers MSCI Europe Materials ESG Screened UCITS ETF 1C,LU0292100806,DXSC,Xtrackers,Passive,Full Replication,Accumulating,2.7484265800000003,1.85014168,114.9358869972,18.9915238095238
,857,Invesco STOXX Europe 600 Optimised Telecommunications UCITS ETF Acc,IE00B5MJYB88,SC0Q,Invesco,Passive,Swap-based,Accumulating,2.7412436600000003,0.27565375,2.470494426,16.6037619047619
,858,Lyxor 1 MDAX (DR) UCITS ETF,DE000ETF9074,E907,Lyxor,Passive,Full Replication,Distributing,2.71825918,5.11895926,145.18816103999998,21.4377619047619
,859,SPDR MSCI Europe Financials UCITS ETF,IE00BKWQ0G16,SPYZ,SPDR,Passive,Full Replication,Accumulating,2.7084528199999998,6.0435814699999995,434.72774883,12.4690476190476
,860,Lyxor STOXX Europe 600 Retail UCITS ETF - Acc,LU1834988435,LRET,Lyxor,Passive,Swap-based,Accumulating,2.68811795,2.1560284700000003,9.7468582245,14.39975
,861,Lyxor MSCI EM ESG Leaders Extra UCITS ETF - Acc,LU1769088581,LESG,Lyxor,Passive,Swap-based,Accumulating,2.6765936239999997,5.325057128,110.23508817245599,46.7194
,862,Amundi ETF MSCI EMU High Dividend UCITS ETF - EUR (C),FR0010717090,18M2,Amundi,Passive,Swap-based,Accumulating,2.66675896,2.3491383,129.39922786994856,15.738619047619
,863,Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF - Dist,LU1650491795,E15H,Lyxor,Passive,Full Replication,Distributing,2.65945506,2.5033286999999995,30.04274889,29.8313333333333
,864,Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Acc,LU1834988609,LTCM,Lyxor,Passive,Swap-based,Accumulating,2.6519365,0.38142027999999994,43.9148748204,11.41
,865,iShares MSCI Europe Energy Sector UCITS ETF EUR (Acc),IE00BMW42637,ESIE,iShares,Passive,Full Replication,Accumulating,2.64955484,1.22772789,31.17477873,26.4820952380952
,866,Invesco MSCI China Technology All Shares Stock Connect UCITS ETF Acc,IE00BM8QS095,ICNT,Invesco,Passive,Full Replication,Accumulating,2.6464057000000003,3.2190734,19.127801618009094,86.3526
,867,Xtrackers S&P 500 Equal Weight UCITS ETF 2C - EUR Hedged,IE0002EI5AG0,XDEE,Xtrackers,Passive,Full Replication,Accumulating,2.640029676,0.622679447,61.9341613115,136.5701
,868,Invesco Quantitative Strategies ESG Global Equity Multi-factor UCITS ETF Acc,IE00BJQRDN15,IQSA,Invesco,Active ,Full Replication,Accumulating,2.638050395,2.396040865,74.86233280168815,30.2313809523809
,869,Lyxor Core Euro Government Bond (DR) UCITS ETF - Dist,LU2329745918,CMTX,Lyxor,Passive,Full Replication,Distributing,2.626577665,3.5567793849999996,165.2028116,20.4766666666667
,870,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,UIM1,UBS ETF,Passive,Full Replication,Distributing,2.624421055,2.0359536449999998,430.97153899,24.02875
,871,iShares USD Development Bank Bonds UCITS ETF EUR Hedged (Acc),IE00BMCZLH06,UEEG,iShares,Passive,Optimised,Accumulating,2.6235160518,3.1555989191,166.75748043000002,29.3431904761905
,872,iShares MSCI Eastern Europe Capped UCITS ETF USD (Dist),IE00B0M63953,IQQR,iShares,Passive,Optimised,Distributing,2.602098065,3.9628053100000002,137.43531128377185,44.485619047619
,873,Lyxor MSCI World Consumer Discretionary TR UCITS ETF - Acc (EUR),LU0533032008,LYPA,Lyxor,Passive,Swap-based,Accumulating,2.5772579500000004,2.5202369,84.24142528259999,24.2214285714286
,874,Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1C,LU0321463506,DXSW,Xtrackers,Passive,Swap-based,Accumulating,2.570508925,1.72139802,67.8241057536,44.91235
,875,Amundi Prime Japan UCITS ETF DR - JPY (D),LU1931974775,PR1J,Amundi,Passive,Full Replication,Distributing,2.56441636,3.07086652,205.00062863014227,26.1767142857143
,876,Goldman Sachs Access China Government Bond UCITS ETF,IE00BJSBCS90,GASF,Goldman Sachs ETF,Passive,Full Replication,Distributing,2.56253444,2.5530259409999996,885.9714134462679,24.2620476190476
,877,iShares USD Treasury Bond 0-1yr UCITS ETF USD (Dist),IE00BGR7L912,IBCC,iShares,Passive,Optimised,Distributing,2.5523074691,3.0157992547000005,47.43336977750309,3.304
,878,Xtrackers II USD Emerging Markets Bond UCITS ETF 1D - EUR Hedged,LU2361257269,XUEE,Xtrackers,Passive,Optimised,Distributing,2.543665632,1.051736721,1.7303446816,40.0542857142857
,879,Amundi MSCI USA UCITS ETF - EUR (C),LU1681042864,ACU2,Amundi,Passive,Swap-based,Accumulating,2.52437404,2.4600689399999998,1071.2094365498676,29.9429
,880,Amundi MSCI Nordic UCITS ETF - EUR (C),LU1681044647,CN1G,Amundi,Passive,Swap-based,Accumulating,2.5162902999999996,2.8894185,308.46594301996356,16.9214285714286
,881,Lyxor Green Bond (DR) UCITS ETF - Acc,LU1563454310,KLMT,Lyxor,Passive,Optimised,Accumulating,2.514764546,4.898353,422.95505696400005,22.5370952380952
,882,iShares STOXX Europe Large 200 UCITS ETF (DE),DE0005933980,EXSC,iShares,Passive,Full Replication,Distributing,2.509798345,2.8735522400000004,84.22713014,32.7165
,883,iShares MSCI World Consumer Staples Sector UCITS ETF USD (Dist),IE00BJ5JP329,3SUE,iShares,Passive,Full Replication,Distributing,2.5032142774999997,3.4963689349999996,32.184959111778205,31.9551428571429
,884,Lyxor DAX (DR) UCITS ETF - Dist,LU2090062436,LDAX,Lyxor,Passive,Full Replication,Distributing,2.5013994100000003,1.3332624199999998,58.884892764599996,11.9335
,885,Xtrackers FTSE MIB UCITS ETF 1D,LU0274212538,DBXI,Xtrackers,Passive,Full Replication,Distributing,2.4968672599999997,7.955987485,52.962799288,10.98
,886,Lyxor STOXX Europe 600 Technology UCITS ETF - Acc,LU1834988518,LTUG,Lyxor,Passive,Swap-based,Accumulating,2.49424988,2.21944037,114.45348025509999,10.2826666666667
,887,iShares EUR Govt Bond 5-7yr UCITS ETF EUR (Dist),IE00B4WXJG34,EUN9,iShares,Passive,Optimised,Distributing,2.4913788599999998,2.904690505,326.25502595,4.0944
,888,Lyxor STOXX Europe 600 Utilities UCITS ETF - Acc,LU1834988864,LUTI,Lyxor,Passive,Swap-based,Accumulating,2.49074382,0.69740207,46.135511557,11.0966666666667
,889,Invesco STOXX Europe 600 Optimised Automobiles & Parts UCITS ETF Acc,IE00B5NLX835,SC0P,Invesco,Passive,Swap-based,Accumulating,2.48355615,4.39813125,13.415162198400001,25.7489
,890,Deka Deutsche Boerse EUROGOV Germany 1-3 UCITS ETF,DE000ETFL185,EL4S,Deka ETF,Passive,Full Replication,Distributing,2.479596824,7.794103037999999,215.66834156000002,5.23985714285714
,891,HSBC MSCI Canada UCITS ETF,IE00B51B7Z02,H4ZR,HSBC ETF,Passive,Full Replication,Distributing,2.475953595,6.76455945,748.6002404,21.5305
,892,UBS ETF (IE) Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,IE00B7KMNP07,UBUD,UBS ETF,Passive,Full Replication,Distributing,2.46832305,4.742996906,74.37710682,61.0762380952381
,893,Invesco STOXX Europe 600 Optimised Basic Resources UCITS ETF Acc,IE00B5MTWY73,SC0W,Invesco,Passive,Swap-based,Accumulating,2.4345699,3.015005,16.925680351,22.7049047619048
,894,Xtrackers Germany Mittelstand & MidCap UCITS ETF 1D,IE00B9MRJJ36,XDGM,Xtrackers,Passive,Full Replication,Distributing,2.4342708450000003,5.897646245,110.5466355,20.2944285714286
,895,Amundi JPX-Nikkei 400 UCITS ETF - EUR (C),LU1681038912,JP40,Amundi,Passive,Swap-based,Accumulating,2.4332454599999997,0.6610246599999999,57.836311059990734,34.7746
,896,Rize Digital Payments Economy UCITS ETF - USD Acc,IE00BLRPRQ96,PMNT,Rize ETF,Passive,Full Replication,Accumulating,2.430229048,0.6029290515,3.3007963976690795,195.493333333333
,897,iShares J.P. Morgan ESG USD EM Bond UCITS ETF USD (Dist),IE00BDDRDW15,36B1,iShares,Passive,Optimised,Distributing,2.4286603036,4.4142508789,230.10337537524276,30.4788571428571
,898,iShares J.P. Morgan USD EM Bond UCITS ETF USD (Acc),IE00BYXYYK40,IS02,iShares,Passive,Optimised,Accumulating,2.4256701880000002,1.8252024472,2066.410171234328,42.38295
,899,CSIF (IE) MSCI USA Small Cap ESG Leaders Blue UCITS ETF - B USD,IE00BMDX0L03,CSY8,Credit Suisse,Passive,Full Replication,Accumulating,2.42007594,2.2521045600000003,606.29262451,30.7942380952381
,900,Xtrackers MSCI Europe Information Technology ESG Screened UCITS ETF 1C,LU0292104469,DXSH,Xtrackers,Passive,Full Replication,Accumulating,2.39536506,4.95079096,48.87009804,16.01795
,901,Amundi Govt Bond Highest Rated EuroMTS Investment Grade UCITS ETF DR - EUR (C),LU1681046691,DE5A,Amundi,Passive,Optimised,Accumulating,2.3952625299999997,3.6606029800000006,227.607235049964,7.1306
,902,CSIF (IE) MSCI World ESG Leaders Blue UCITS ETF BH (EUR) - Acc,IE00BKKFT300,CSY7,Credit Suisse,Passive,Full Replication,Accumulating,2.3874848799999997,0.18628812,109.21770768,17.58545
,903,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C,FR0012739431,ETDD,EasyETF,Passive,Full Replication,Accumulating,2.373568642,3.40013437,202.263,13.1869047619048
,904,iShares USD Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IE00BG5QQ390,IU0E,iShares,Passive,Optimised,Accumulating,2.3689508894,1.8838350296,30.13053433,12.7338
,905,Invesco S&P 500 High Dividend Low Volatility UCITS ETF Dist,IE00BWTN6Y99,HDLV,Invesco,Passive,Full Replication,Distributing,2.368703645,3.01095559,91.43419751005955,18.2562
,906,Xtrackers MSCI USA Energy UCITS ETF 1D,IE00BCHWNS19,XUEN,Xtrackers,Passive,Full Replication,Distributing,2.3677147799999996,1.73977819,30.093729046625,31.9901
,907,L&G Clean Energy UCITS ETF,IE00BK5BCH80,RENW,L&G ETF,Passive,Full Replication,Accumulating,2.367483276,3.94312459,115.07973959915239,35.3140476190476
,908,Amundi Index Euro Corporate SRI UCITS ETF 2 DR - EUR (C),LU1681039647,TCC4,Amundi,Passive,Optimised,Accumulating,2.36461598,1.4235945799999998,511.0538203299859,9.54755
,909,WisdomTree Enhanced Commodity UCITS ETF – EUR Hedged Acc,IE00BG88WG77,WTEH,WisdomTree,Passive,Swap-based,Accumulating,2.360734684,2.064028094,69.45399181529224,53.58055
,910,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C,LU0290356954,DBXQ,Xtrackers,Passive,Optimised,Accumulating,2.35593446,3.6837495099999997,509.1132692237,6.49014285714286
,911,L&G Artificial Intelligence UCITS ETF,IE00BK5BCD43,XMLD,L&G ETF,Passive,Full Replication,Accumulating,2.3485375499999996,3.047491028,294.07141402966624,27.56715
,912,Lyxor Daily LevDAX UCITS ETF,LU2090062600,LVDX,Lyxor,Passive,Swap-based,Distributing,2.346911556,1.712573008,10.925592409200002,20.0211428571429
,913,SPDR S&P U.S. Utilities Select Sector UCITS ETF,IE00BWBXMB69,ZPDU,SPDR,Passive,Full Replication,Accumulating,2.344628965,3.6172535100000003,31.75019379304256,18.85815
,914,Amundi MSCI India UCITS ETF - EUR (C),LU1681043086,18MK,Amundi,Passive,Swap-based,Accumulating,2.3340807000000003,1.9125117000000003,93.74659560999513,36.4417619047619
,915,SPDR Dow Jones Global Real Estate UCITS ETF (Acc),IE00BH4GR342,SPY2,SPDR,Passive,Optimised,Accumulating,2.330338214,3.588460956,28.706561548649123,48.4803
,916,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF,DE000ETFL151,EL4P,Deka ETF,Passive,Full Replication,Distributing,2.329310395,3.28624786,46.04919665,14.24085
,917,Deka STOXX Europe Strong Value 20 UCITS ETF,DE000ETFL045,EL4D,Deka ETF,Passive,Full Replication,Distributing,2.328050595,4.697314055,52.069215390000004,20.6821904761905
,918,Amundi ETF STOXX Europe 50 UCITS ETF - EUR (C/D),FR0010790980,AE50,Amundi,Passive,Swap-based,Accumulating,2.31931576,0.94450272,568.7636777999791,12.4419523809524
,919,CSIF (IE) MSCI World ESG Leaders Minimum Volatility Blue UCITS ETF - B USD,IE00BMDX0M10,CSY9,Credit Suisse,Passive,Full Replication,Accumulating,2.31790996,0.30308036,306.0177610457,30.9780476190476
,920,Invesco MSCI Europe ex-UK UCITS ETF Acc,IE00BYX5K108,MXUK,Invesco,Passive,Swap-based,Accumulating,2.305121065,8.61086099,109.09556027999999,16.3169
,921,SPDR MSCI Europe Utilities UCITS ETF,IE00BKWQ0P07,SPYU,SPDR,Passive,Full Replication,Accumulating,2.29254552,2.75746702,407.92049137,19.1443333333333
,922,iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc),IE00BMW42413,ESIT,iShares,Passive,Full Replication,Accumulating,2.276856704,3.6622700380000004,266.08408316,13.30885
,923,Xtrackers MSCI USA Health Care UCITS ETF 1D,IE00BCHWNW54,XUHC,Xtrackers,Passive,Full Replication,Distributing,2.27470724,2.581693355,615.640144299269,19.8824285714286
