Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,ETF Segment of Deutsche Börse Group,,,,,,,,,,,
,Monthly Report: December 2021,,,,,,,,,,,
,,,,,,,,,,,,
,,Product Name,ISIN,Xetra Ticker,Product Family,ETF Type,Replication,Income Treatment,Xetra Order Book Turnover (€ m),,Assets under Management (€ m),Xetra Liquidity Measure (XLM)*
,,Exchange Traded Funds,,,,,,,12-2021,November 2021,December 2021,December 2021
,1,iShares Core MSCI World UCITS ETF,IE00B4L5Y983,EUNL,iShares,Passive,Optimised,Accumulating,907.39827436,765.505931208,40648.5867377097,3.13942105263158
,2,iShares Core DAX UCITS ETF (DE) EUR (Acc),DE0005933931,EXS1,iShares,Passive,Full Replication,Accumulating,855.8633365,1029.6887452,6405.8682625500005,3.47763157894737
,3,iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,SXR8,iShares,Passive,Full Replication,Accumulating,303.8544431,1254.58225528,51406.850411513326,4.36244444444444
,4,iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,EXSA,iShares,Passive,Full Replication,Distributing,272.13974564999995,275.762073315,7041.34845881,4.4175
,5,iShares Core EURO STOXX 50 UCITS ETF (DE),DE0005933956,EXW1,iShares,Passive,Full Replication,Distributing,262.540362685,302.83495555499996,5910.70706202,3.74335
,6,Xtrackers DAX UCITS ETF 1C,LU0274211480,DBXD,Xtrackers,Passive,Full Replication,Accumulating,202.98072976,262.57473122,4360.637724066401,3.79631578947368
,7,iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,IBCH,iShares,Passive,Optimised,Accumulating,193.48972392,63.240029952,2561.02071217,6.19133333333333
,8,iShares Global Clean Energy UCITS ETF USD (Dist),IE00B1XNHC34,IQQH,iShares,Passive,Full Replication,Distributing,188.932563576,228.87278483400002,4867.838180187179,13.75855
,9,iShares MSCI World SRI UCITS ETF EUR (Acc),IE00BYX2JD69,2B7K,iShares,Passive,Optimised,Accumulating,180.616787058,134.908471402,4620.25471612,7.58555
,10,iShares Nasdaq-100 UCITS ETF USD (Acc),IE00B53SZB19,SXRV,iShares,Passive,Full Replication,Accumulating,159.117772,375.89664810000005,7898.760361681087,3.9597619047619
,11,Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,XDWD,Xtrackers,Passive,Optimised,Accumulating,158.602909714,169.08877693,8180.320157630551,5.27719047619048
,12,Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,DXET,Xtrackers,Passive,Full Replication,Accumulating,158.06863025,154.63811301,4569.395466622,4.95795
,13,Vanguard FTSE All-World UCITS ETF - (USD) Accumulating,IE00BK5BQT80,VWCE,Vanguard,Passive,Optimised,Accumulating,151.06149581,162.04472529999995,3855.72161,7.04078947368421
,14,iShares Core MSCI EM IMI UCITS ETF USD (Acc),IE00BKM4GZ66,IS3N,iShares,Passive,Optimised,Accumulating,150.97404671200002,138.413906947,15655.226347695569,8.35185714285714
,15,iShares MSCI ACWI UCITS ETF USD (Acc),IE00B6R52259,IUSQ,iShares,Passive,Optimised,Accumulating,148.43946396,128.70936629999997,3974.2576282624054,6.47504761904762
,16,Vanguard FTSE All-World UCITS ETF,IE00B3RBWM25,VGWL,Vanguard,Passive,Optimised,Distributing,139.94495108,187.77298652000002,8197.300154,5.47394736842105
,17,HSBC MSCI World UCITS ETF,IE00B4X9L533,H4ZJ,HSBC ETF,Passive,Optimised,Distributing,137.759078803,127.227136624,4075.418092,5.47433333333333
,18,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-dis,LU0629459743,UIMM,UBS ETF,Passive,Full Replication,Distributing,123.86315101999999,145.15532173999998,3677.16092606,8.14652380952381
,19,iShares Nasdaq-100 UCITS ETF (DE),DE000A0F5UF5,EXXT,iShares,Passive,Full Replication,Distributing,119.62744578,146.57838522,3242.2734342927774,6.80380952380952
,20,iShares MSCI USA SRI UCITS ETF USD (Acc),IE00BYVJRR92,QDVR,iShares,Passive,Full Replication,Accumulating,111.041487842,120.331316836,8342.968401430337,9.79042857142857
,21,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Dist),DE0006289309,EXX1,iShares,Passive,Full Replication,Distributing,110.659858634,136.65664970699999,1825.20735117,13.1787619047619
,22,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),IE00B3WJKG14,QDVE,iShares,Passive,Full Replication,Accumulating,101.918144978,87.98086299600001,3286.462304811937,8.9188
,23,Lyxor Core MSCI World (DR) UCITS ETF,LU1781541179,LCUW,Lyxor,Passive,Optimised,Accumulating,96.4909813285,79.02512416249999,1478.5072903845728,7.01515789473684
,24,iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc),IE00BP3QZ825,IS3R,iShares,Passive,Optimised,Accumulating,95.84097159000001,71.37955045,2541.7521019247747,11.00375
,25,Xtrackers ShortDAX x2 Daily Swap UCITS ETF 1C,LU0411075020,DBPD,Xtrackers,Passive,Swap-based,Accumulating,93.08109220200001,64.9851927484,120.7759747887,7.71625
,26,Xtrackers MSCI World Information Technology UCITS ETF 1C,IE00BM67HT60,XDWT,Xtrackers,Passive,Optimised,Accumulating,90.52509005,75.75889967,2342.943673690135,10.8256666666667
,27,Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,XMME,Xtrackers,Passive,Optimised,Accumulating,90.501363572,79.01454910800001,5335.339930768724,8.15709523809524
,28,Invesco EQQQ Nasdaq-100 UCITS ETF Dist,IE0032077012,EQQQ,Invesco,Passive,Full Replication,Distributing,88.2046755,69.10014205000002,4900.733878762737,4.83004761904762
,29,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EUN2,iShares,Passive,Full Replication,Distributing,87.89571706,108.77432723000003,4379.16974845,5.5965
,30,Vanguard S&P 500 UCITS ETF,IE00B3XXRP09,VUSA,Vanguard,Passive,Full Replication,Distributing,86.098072742,84.93693036,29939.16435,5.00865
,31,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,LU0908500753,LYP6,Lyxor,Passive,Full Replication,Accumulating,83.49450248000001,74.40694712999999,3486.4876366012004,8.8543
,32,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,2B76,iShares,Passive,Optimised,Accumulating,83.27831064200001,101.19680801400001,3637.8582150361995,13.98375
,33,iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,IUSA,iShares,Passive,Optimised,Distributing,82.554730845,87.69154477500001,13244.504230725763,5.69336842105263
,34,Amundi Index MSCI World SRI UCITS ETF DR (C),LU1861134382,XAMB,Amundi,Passive,Full Replication,Accumulating,81.58157861,80.51310519,2238.5967966074627,8.62965
,35,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,LU0292106241,DXSN,Xtrackers,Passive,Swap-based,Accumulating,77.95471274799999,74.930088244,321.96715672439996,5.63685
,36,iShares MSCI World Small Cap UCITS ETF USD (Acc),IE00BF4RFH31,IUSN,iShares,Passive,Optimised,Accumulating,76.84613620900001,87.147523411,2274.444209800459,18.2094210526316
,37,Deka MSCI World UCITS ETF,DE000ETFL508,ELFW,Deka ETF,Passive,Full Replication,Distributing,76.210907798,70.056836054,1115.8590241099998,6.60680952380952
,38,iShares MSCI Europe SRI UCITS ETF EUR (Acc),IE00B52VJ196,IUSK,iShares,Passive,Optimised,Accumulating,75.67573672,73.85011783999998,4349.06644767,9.94115
,39,Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,XD5E,Xtrackers,Passive,Full Replication,Distributing,74.46280964,24.969339265000006,1809.1794854782,7.71576190476191
,40,Deka DAX UCITS ETF,DE000ETFL011,EL4A,Deka ETF,Passive,Full Replication,Accumulating,74.43001626,69.71230978,1126.01171258,4.09661904761905
,41,Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,IE00BGHQ0G80,XMAW,Xtrackers,Passive,Optimised,Accumulating,74.03980717499999,80.54775878,1236.243465,5.7192
,42,iShares Global Water UCITS ETF USD (Dist),IE00B1TXK627,IQQQ,iShares,Passive,Full Replication,Distributing,71.51474544,79.84186685999998,2568.845055067985,11.36145
,43,iShares MDAX UCITS ETF (DE) EUR (Acc),DE0005933923,EXS3,iShares,Passive,Full Replication,Accumulating,70.41718805,108.84772175,1721.44357216,6.83990476190476
,44,iShares Core EUR Govt Bond UCITS ETF EUR (Dist),IE00B4WXJJ64,EUNH,iShares,Passive,Optimised,Distributing,69.903634985,62.85918581,4225.213785,6.21980952380952
,45,SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,SPYY,SPDR,Passive,Optimised,Accumulating,68.24593114,52.74447022,2713.617482526929,5.91761904761905
,46,Xtrackers MSCI USA UCITS ETF 1C,IE00BJ0KDR00,XD9U,Xtrackers,Passive,Full Replication,Accumulating,67.244527805,52.426113505,5967.317564579437,5.87419047619048
,47,iShares Core EUR Corp Bond UCITS ETF EUR (Dist),IE00B3F81R35,EUN5,iShares,Passive,Optimised,Distributing,66.90399243,72.994880065,8955.56352074,6.33335
,48,Lyxor MSCI World UCITS ETF - Dist,FR0010315770,LYYA,Lyxor,Passive,Swap-based,Distributing,65.42626821,68.28719305,4123.8369869949,7.39031578947368
,49,Lyxor MSCI World (LUX) UCITS ETF,LU0392494562,X010,Lyxor,Passive,Swap-based,Distributing,65.279160666,72.930420936,3356.0763149501367,7.68315789473684
,50,iShares Core MSCI Europe UCITS ETF EUR (Acc),IE00B4K48X80,EUNK,iShares,Passive,Optimised,Accumulating,64.66666052000001,70.23645389,5487.41896814,6.2283
,51,Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,DX2X,Xtrackers,Passive,Full Replication,Accumulating,64.41475192,41.76638724,1765.9771303234,8.00490476190476
,52,VanEck Vectors Semiconductor UCITS ETF - USD Acc,IE00BMC38736,VVSM,VanEck Vectors,Passive,Full Replication,Accumulating,63.158214375,81.81893048500001,756.8127645682499,16.2066
,53,Xtrackers MSCI World Swap UCITS ETF 1C,LU0274208692,DBXW,Xtrackers,Passive,Swap-based,Accumulating,63.004803084,65.65738756,3417.1050348328663,6.89290476190476
,54,iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,EXV4,iShares,Passive,Full Replication,Distributing,62.5404567,64.89005039999999,825.6365866900001,8.25690476190476
,55,iShares MSCI World UCITS ETF USD (Dist),IE00B0M62Q58,IQQW,iShares,Passive,Optimised,Distributing,62.40056552,73.19367283000001,5714.112670192477,5.54347619047619
,56,iShares MSCI China A UCITS ETF USD (Acc),IE00BQT3WG13,36BZ,iShares,Passive,Optimised,Accumulating,60.513449236,43.82611614700001,2013.9779367914532,24.7918
,57,SPDR S&P 500 UCITS ETF,IE00B6YX5C33,SPY5,SPDR,Passive,Full Replication,Distributing,60.48940092,33.07203919,5291.507276699629,5.31409523809524
,58,Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EL4B,Deka ETF,Passive,Full Replication,Distributing,59.79133146,61.648463344999996,1050.26060267,4.6395
,59,iShares EUR High Yield Corp Bond UCITS ETF,IE00B66F4759,EUNW,iShares,Passive,Optimised,Distributing,58.665695555,48.727736330000006,4787.20082737,11.298
,60,Invesco MSCI World UCITS ETF Acc,IE00B60SX394,SC0J,Invesco,Passive,Swap-based,Accumulating,56.695570412,57.130147614,3431.615745451275,6.24404761904762
,61,iShares EUR Corp Bond ex-Financials 1-5yr UCITS ETF EUR (Dist),IE00B4L5ZY03,EUNS,iShares,Passive,Optimised,Distributing,56.47211713,32.381363745,1571.1747663699998,6.66945
,62,Xtrackers DAX Income UCITS ETF 1D,LU0838782315,XDDX,Xtrackers,Passive,Full Replication,Distributing,56.142899740000004,52.533779880000004,570.2806538852,6.52025
,63,Amundi Nasdaq-100 UCITS ETF - Daily Hedged EUR (C),LU1681038599,HNDX,Amundi,Passive,Swap-based,Accumulating,55.7491564,29.223865800000002,348.70117525997836,8.01557142857143
,64,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,LU0322253906,DX2J,Xtrackers,Passive,Optimised,Accumulating,55.214298840000005,31.2092249,1026.0085999344049,12.24405
,65,Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,DBXE,Xtrackers,Passive,Full Replication,Distributing,54.50342894,73.37201339,3496.4254372442,4.99395238095238
,66,iShares Edge MSCI World Value Factor UCITS ETF USD (Acc),IE00BP3QZB59,IS3S,iShares,Passive,Optimised,Accumulating,54.04549697,39.454146795,3837.4505585996817,10.11575
,67,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),DE000A0H08M3,EXH1,iShares,Passive,Full Replication,Distributing,53.813435975000004,80.942843085,1228.62674444,8.91376190476191
,68,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),IE00B53L3W79,SXRT,iShares,Passive,Full Replication,Accumulating,53.355058979999995,73.49823065999999,4176.33640477,5.20319047619048
,69,iShares Nasdaq-100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,NQSE,iShares,Passive,Full Replication,Accumulating,52.603166034999994,30.63883161,230.31017468000002,8.28955
,70,iShares eb.rexx Government Germany 5.5-10.5yr UCITS ETF (DE),DE0006289499,EXHD,iShares,Passive,Optimised,Distributing,52.04234358,7.549419609999999,159.56911812,5.86114285714286
,71,iShares EUR Corp Bond ESG UCITS ETF EUR (Dist),IE00BYZTVT56,OM3F,iShares,Passive,Optimised,Distributing,51.6789964018,62.393321287999996,2593.83641526,4.82865
,72,Xtrackers MSCI China UCITS ETF 1C,LU0514695690,XCS6,Xtrackers,Passive,Full Replication,Accumulating,51.436687816,36.632075742000005,1586.96746063812,20.4467
,73,iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,EXV1,iShares,Passive,Full Replication,Distributing,50.681319904,72.07112021200001,1574.9376446400001,10.7584
,74,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,QDVS,iShares,Passive,Full Replication,Accumulating,50.047803215,52.562419013,3042.6763266113367,16.6376666666667
,75,Xtrackers LevDAX Daily Swap UCITS ETF 1C,LU0411075376,DBPE,Xtrackers,Passive,Swap-based,Accumulating,49.9040169,66.26443216,56.922120198,8.21535
,76,Lyxor Euro Overnight Return UCITS ETF - Acc,FR0010510800,L8I3,Lyxor,Passive,Swap-based,Accumulating,49.543234722,1.715751176,340.7878046508,1.05928571428571
,77,iShares EUR Corp Bond 0-3yr ESG UCITS ETF,IE00BYZTVV78,QDVL,iShares,Passive,Optimised,Distributing,48.1235140917,57.7738623612,2441.24082595,4.856
,78,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),IE00BCRY6557,IS3M,iShares,Passive,Optimised,Distributing,47.830229032,34.502378062,3437.4736272600003,4.54504761904762
,79,Xtrackers MSCI World ESG UCITS ETF,IE00BZ02LR44,XZW0,Xtrackers,Passive,Optimised,Accumulating,46.94322976,53.254866850000006,2894.577418773981,9.80661904761905
,80,Xtrackers MSCI World Momentum UCITS ETF 1C,IE00BL25JP72,XDEM,Xtrackers,Passive,Optimised,Accumulating,46.69364589,42.261404004999996,752.5843813079999,10.162
,81,Lyxor MSCI New Energy ESG Filtered (DR) UCITS ETF - Dist,FR0010524777,LYM9,Lyxor,Passive,Full Replication,Distributing,46.604965395,41.882705425000005,1270.263805952,19.8115
,82,Vanguard FTSE Developed World UCITS ETF,IE00BKX55T58,VGVE,Vanguard,Passive,Optimised,Distributing,46.47983471,41.83842414,1286.842131,5.69931578947368
,83,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),DE000A0H08S0,EXV9,iShares,Passive,Full Replication,Distributing,46.449095957000004,41.556311289,252.70202935,15.78575
,84,iShares USD Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,IBB1,iShares,Passive,Optimised,Distributing,46.077321237199996,15.646405434799998,948.02078079,5.6337619047619
,85,Xtrackers CSI300 Swap UCITS ETF 1C,LU0779800910,XCHA,Xtrackers,Passive,Swap-based,Accumulating,44.943614086000004,24.12386214,1738.5400187994999,20.28035
,86,iShares USD Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),IE00BGPP6473,CBUE,iShares,Passive,Optimised,Distributing,43.9737890586,15.6076227286,179.40751609,8.1368
,87,Lyxor Nasdaq-100 UCITS ETF - Acc,LU1829221024,LYMS,Lyxor,Passive,Swap-based,Accumulating,43.24966038,44.64388713,1329.190229367,8.26
,88,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,ISPA,iShares,Passive,Full Replication,Distributing,43.135035880000004,46.21110358500001,1831.24996918,11.3088
,89,Xtrackers MSCI World Health Care UCITS ETF 1C,IE00BM67HK77,XDWH,Xtrackers,Passive,Optimised,Accumulating,42.803985755,55.930673895000005,1735.923376685608,11.9376
,90,iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,EXI2,iShares,Passive,Full Replication,Distributing,42.441665969999995,33.53807271,1281.01204479,17.4231904761905
,91,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),IE00B8FHGS14,IQQ0,iShares,Passive,Optimised,Accumulating,42.434509340000005,41.713722080000004,3822.2174549620336,11.7541
,92,Amundi ETF Leveraged MSCI USA Daily UCITS ETF - EUR (C/D),FR0010755611,18MF,Amundi,Passive,Swap-based,Accumulating,42.368876,51.9066025,374.2760031199988,16.5228095238095
,93,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc,IE00BYXYX521,XAAG,Invesco,Passive,Swap-based,Accumulating,42.131132405,26.831670084999995,602.9762012824465,19.6869
,94,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc),IE00BP3QZ601,IS3Q,iShares,Passive,Optimised,Accumulating,42.079121064999995,39.396627925000004,2471.8129439431395,9.9045
,95,iShares Healthcare Innovation UCITS ETF USD (Acc),IE00BYZK4776,2B78,iShares,Passive,Optimised,Accumulating,41.566588964000005,43.636056176000004,1882.174215777856,13.4023
,96,Deka MSCI World Climate Change ESG UCITS ETF,DE000ETFL581,D6RP,Deka ETF,Passive,Full Replication,Distributing,41.44616303,41.825360615,344.29343045999997,14.6842380952381
,97,Xtrackers S&P 500 Swap UCITS ETF 1C,LU0490618542,D5BM,Xtrackers,Passive,Swap-based,Accumulating,40.779091842,36.99416223000001,8395.323953624713,4.64995
,98,Xtrackers II ESG EUR Corporate Bond UCITS ETF 1D,LU0484968812,XB4F,Xtrackers,Passive,Optimised,Distributing,40.66399376,90.25526027999999,1722.5397875239998,6.2322380952381
,99,iShares Digital Security UCITS ETF,IE00BG0J4C88,L0CK,iShares,Passive,Optimised,Accumulating,40.538500645999996,48.786348675,1387.9966182677026,15.4754285714286
,100,iShares Global Corp Bond EUR Hedged UCITS ETF (Dist),IE00B9M6SJ31,IBCQ,iShares,Passive,Optimised,Distributing,40.309333985,38.66008536499999,1634.8667386099999,16.4147
,101,iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EXSI,iShares,Passive,Full Replication,Distributing,40.13443957,62.668529125,2158.83303788,6.42875
,102,Amundi MSCI Emerging Markets UCITS ETF - EUR (C),LU1681045370,AMEM,Amundi,Passive,Swap-based,Accumulating,40.079771465099995,38.1058587053,2451.5189171596576,7.913
,103,Xtrackers MSCI USA Swap UCITS ETF 1C,LU0274210672,DBXU,Xtrackers,Passive,Swap-based,Accumulating,39.916854515,45.213861619999996,4412.390116996858,5.89175
,104,iShares MSCI Emerging Markets UCITS ETF (Dist),IE00B0M63177,IQQE,iShares,Passive,Optimised,Distributing,39.778126952,19.344257625,3400.469952119018,11.0658
,105,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to EUR) A-acc,IE00BDR55927,AW1R,UBS ETF,Passive,Full Replication,Accumulating,39.660506432,17.852153645999998,1156.960187,13.91725
,106,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),IE00BD1F4M44,QDVI,iShares,Passive,Optimised,Accumulating,39.61383786,29.164601346,2572.531477670846,12.7578
,107,iShares EUR Corp Bond Large Cap UCITS ETF EUR (Dist),IE0032523478,IBCS,iShares,Passive,Optimised,Distributing,39.480129,32.179305805,2742.0532374,7.14366666666667
,108,Amundi MSCI World UCITS ETF - EUR (C),LU1681043599,AMEW,Amundi,Passive,Swap-based,Accumulating,39.314135189999995,36.49701467,2104.5864536396034,8.61609523809524
,109,Xtrackers II EUR Corporate Bond UCITS ETF 1C,LU0478205379,D5BG,Xtrackers,Passive,Optimised,Accumulating,39.22791428,40.74655536000001,2815.5201609162,5.54280952380952
,110,Lyxor MSCI World Information Technology TR UCITS ETF - Acc (EUR),LU0533033667,LYPG,Lyxor,Passive,Swap-based,Accumulating,38.9039678,31.7708755,1046.3440689239999,14.282
,111,SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,SPYA,SPDR,Passive,Optimised,Accumulating,38.48982745,27.59498546,1105.395484928483,16.7529
,112,Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,VUAA,Vanguard,Passive,Full Replication,Accumulating,38.221876738,37.559144178,4327.762184,5.0845
,113,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-acc,LU0950674332,SEAC,UBS ETF,Passive,Full Replication,Accumulating,36.687645315,40.71289112,953.0933930599999,11.78695
,114,Xtrackers Russell 2000 UCITS ETF 1C,IE00BJZ2DD79,XRS2,Xtrackers,Passive,Full Replication,Accumulating,36.6679599,44.629003450000006,1599.493642966974,9.9842
,115,Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF - Acc,LU0832435464,VOOL,Lyxor,Passive,Swap-based,Accumulating,36.580363075499996,19.3769756985,156.755950599,40.8579
,116,iShares EUR Corp Bond 1-5yr UCITS ETF EUR (Dist),IE00B4L60045,EUNT,iShares,Passive,Optimised,Distributing,36.539182509999996,54.657780225,4354.07711259,5.39609523809524
,117,Lyxor Core DAX (DR) UCITS ETF,LU0378438732,C001,Lyxor,Passive,Full Replication,Distributing,35.87036322,39.579754460000004,951.9058235900001,12.3623
,118,Amundi Index MSCI World UCITS ETF DR - EUR (D),LU1737652237,10AH,Amundi,Passive,Full Replication,Distributing,35.720220674000004,31.809995232000002,370.53332743758284,13.7827619047619
,119,Vanguard FTSE All-World High Dividend Yield UCITS ETF,IE00B8GKDB10,VGWD,Vanguard,Passive,Optimised,Distributing,35.23110856,32.10545978,1824.841612,14.3145714285714
,120,Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,XDWL,Xtrackers,Passive,Optimised,Distributing,35.0423842,51.463729228,953.809082061522,7.37504761904762
,121,iShares S&P SmallCap 600 UCITS ETF USD (Dist),IE00B2QWCY14,IUS3,iShares,Passive,Optimised,Distributing,34.26296833,28.13929495,1156.696592751192,17.16695
,122,Xtrackers LPX Private Equity Swap UCITS ETF 1C,LU0322250712,DX2D,Xtrackers,Passive,Swap-based,Accumulating,34.067990460000004,46.30355786,372.2260307778,15.6937619047619
,123,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,EXV5,iShares,Passive,Full Replication,Distributing,34.02900185,47.86978497,472.84131833,8.59545
,124,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF 1C,LU0411078552,DBPG,Xtrackers,Passive,Swap-based,Accumulating,33.92736542,34.54920982,244.027153260267,10.5969473684211
,125,iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ908,EDMU,iShares,Passive,Optimised,Accumulating,33.704292427,41.34601899399999,3638.17157353876,10.9635714285714
,126,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,XDEW,Xtrackers,Passive,Full Replication,Accumulating,33.65660604,29.78347845,4017.679193176399,8.65685714285714
,127,L&G Cyber Security UCITS ETF,IE00BYPLS672,USPY,L&G ETF,Passive,Full Replication,Accumulating,33.61670753,37.75032516,2708.8537074871974,21.4349
,128,UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,LU0629460089,UIMP,UBS ETF,Passive,Full Replication,Distributing,33.31897188,28.198680480000004,2144.3689636199997,11.0473333333333
,129,Xtrackers MSCI World Consumer Staples UCITS ETF 1C,IE00BM67HN09,XDWS,Xtrackers,Passive,Optimised,Accumulating,32.87051595,16.85277466,424.062921276537,11.2294285714286
,130,Amundi MSCI EM Asia UCITS ETF - EUR (C),LU1681044480,AMEA,Amundi,Passive,Swap-based,Accumulating,32.664338934999996,31.44700895,1338.6251340981999,14.2198
,131,Amundi Nasdaq-100 UCITS ETF - EUR (C),LU1681038243,6AQQ,Amundi,Passive,Swap-based,Accumulating,32.2878975,33.635233379999995,926.601122529792,7.6962
,132,Xtrackers MSCI USA ESG UCITS ETF,IE00BFMNPS42,XZMU,Xtrackers,Passive,Full Replication,Accumulating,32.090788260000004,45.29709509,4196.5222371484,12.4111
,133,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C,LU0290358497,DBXT,Xtrackers,Passive,Swap-based,Accumulating,32.070343725,23.885348219,774.369119286,1.99695238095238
,134,SPDR MSCI World UCITS ETF,IE00BFY0GT14,SPPW,SPDR,Passive,Optimised,Accumulating,31.970031619,35.084260898000004,1242.2290716581315,8.20038095238095
,135,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),IE00BQN1K901,CEMS,iShares,Passive,Optimised,Accumulating,31.322590578000003,51.409757246999995,2661.42597269,7.11871428571429
,136,iShares Core MSCI Europe UCITS ETF EUR (Dist),IE00B1YZSC51,IQQY,iShares,Passive,Optimised,Distributing,30.84251745,33.990405125,6565.78697862,6.70315
,137,Xtrackers II Eurozone Government Bond UCITS ETF 1C,LU0290355717,DBXN,Xtrackers,Passive,Optimised,Accumulating,30.55168654,37.870494660000006,2264.7788706774,6.70071428571429
,138,Invesco CoinShares Global Blockchain UCITS ETF Acc,IE00BGBN6P67,BNXG,Invesco,Passive,Full Replication,Accumulating,30.50613629,54.83852372,775.1016499560302,32.77875
,139,Amundi Index MSCI Emerging Markets SRI UCITS ETF DR (C),LU1861138961,AMEI,Amundi,Passive,Full Replication,Accumulating,30.472098,29.32290693,893.1259101660868,16.0107619047619
,140,iShares MSCI EM Asia UCITS ETF USD (Acc),IE00B5L8K969,CEBL,iShares,Passive,Full Replication,Accumulating,30.09900784,30.745372900000003,1547.4813852816526,17.66185
,141,Deka DAX (ausschuettend) UCITS ETF,DE000ETFL060,EL4F,Deka ETF,Passive,Full Replication,Distributing,29.9221097,49.14297087999999,975.76244338,4.38795238095238
,142,Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,FR0007054358,LYSX,Lyxor,Passive,Full Replication,Accumulating,29.602994414999998,37.265255700000004,3591.2154326615996,7.89065
,143,iShares Italy Govt Bond UCITS ETF EUR (Dist),IE00B7LW6Y90,IS0M,iShares,Passive,Optimised,Distributing,29.572514385,31.001905540000003,1562.44570899,5.8968
,144,Lyxor Daily LevDAX UCITS ETF - Acc,LU0252634307,LYY8,Lyxor,Passive,Swap-based,Accumulating,29.29577866,33.12455896,140.4454593726,8.70757894736842
,145,iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) EUR (Dist),DE000A0Q4RZ9,EXVM,iShares,Passive,Optimised,Distributing,29.266726070999997,12.013137623,461.36727808,3.75695238095238
,146,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,SLMC,iShares,Passive,Optimised,Accumulating,29.042611294,45.494964323000005,1476.83509039,9.48033333333333
,147,Xtrackers MSCI World Quality UCITS ETF 1C,IE00BL25JL35,XDEQ,Xtrackers,Passive,Optimised,Accumulating,28.972177125,29.953654510000003,1070.822905008,9.3217619047619
