European ETF Statistics ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
January 2008,,,,,,,,,
,,,,,,,,,
XTF Exchange Traded Funds,ISIN,Xetra Order Book Turnover in MEUR,,,,Average Daily Turnover in MEUR,,,
,,01/2008,12/2007,Change (%),Market Share,01/2008,12/2007,Change (%),Market Share
db x-trackers DAX ETF,LU0274211480,314.43945223000003,136.36443688999998,1.3058757796480793,0.007726703389303578,14.29270237409091,8.021437464117646,0.7818131024553339,0.0077123681767995635
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,15.47880762,6.74561292,1.2946480629072323,0.0003803598894846988,0.7035821645454545,0.39680076000000003,0.7731371395192248,0.0003796542146879524
db x-trackers DJ Euro STOXX 50 ETF,LU0274211217,391.22638419,101.09877832,2.8697439345081097,0.009613584450893687,17.783017463181817,5.946986959999999,1.990256676665358,0.009595748542216304
db x-trackers DJ Euro STOXX 50 Short ETF,LU0292106753,93.16723051999999,20.983783969999998,3.4399632903769355,0.002289393238429735,4.2348741145454545,1.2343402335294116,2.430880724382178,0.00228514576872311
db x-trackers DJ Euro STOXX Select Dividend 30 ETF,LU0292095535,6.944152030000001,1.10858173,5.263996457888585,0.00017063826643099963,0.31564327409090914,0.06521069,3.8403608992775435,0.0001703216843535782
db x-trackers DJ STOXX 600 Banks ETF,LU0292103651,10.842019,5.22433531,1.0752915646985914,0.0002664203373974749,0.49281904545454547,0.3073138417647059,0.6036343909034569,0.0002659260525829095
db x-trackers DJ STOXX 600 Basic Resources ETF,LU0292100806,1.98675127,1.32616697,0.4981154823966094,4.8820329836929975e-05,0.09030687590909091,0.07800982176470589,0.15763469094283455,4.872975436541682e-05
db x-trackers DJ STOXX 600 Food&Beverage ETF,LU0292105359,0.53423978,0.01071884,48.841193636624865,1.3127844771232438e-05,0.024283626363636367,0.00063052,37.51364962830103,1.3103488919191341e-05
db x-trackers DJ STOXX 600 Health Care ETF,LU0292103222,2.36427848,2.54991043,-0.07279940025187481,5.8097285232869357e-05,0.10746720363636363,0.1499947311764706,-0.28352680928553975,5.7989498394452285e-05
db x-trackers DJ STOXX 600 Industrial Goods ETF,LU0292106084,1.09341644,0.22119534,3.943216434848944,2.6868462125065988e-05,0.04970074727272727,0.013011490588235294,2.8197581542014563,2.6818613555137435e-05
db x-trackers DJ STOXX 600 Insurance ETF,LU0292105193,0.9568206899999999,0.1354649,6.063236971348297,2.3511902262732124e-05,0.04349184954545454,0.007968523529411764,4.457955841496411,2.3468281057370926e-05
db x-trackers DJ STOXX 600 Oil&Gas ETF,LU0292101796,2.5608220299999997,0.12885669,18.873411539594876,6.292693909201657e-05,0.11640100136363635,0.007579805294117647,14.356727098777858,6.28101918844869e-05
db x-trackers DJ STOXX 600 Technology ETF,LU0292104469,1.29101306,2.3627274,-0.4535920394371352,3.172399301548415e-05,0.05868241181818182,0.13898396470588234,-0.5777756668377863,3.1665136067256735e-05
db x-trackers DJ STOXX 600 Telecommunications ETF,LU0292104030,1.0223586199999999,1.5692878600000002,-0.3485206595557301,2.5122362217001904e-05,0.04647084636363636,0.0923110505882353,-0.49658414602033685,2.5075753154528757e-05
db x-trackers DJ STOXX 600 Utilities ETF,LU0292104899,2.99981264,1.19697,1.506171950842544,7.371423124032616e-05,0.13635512,0.07041,0.9365874165601475,7.357747056553916e-05
db x-trackers DJ STOXX Global Select Dividend 100 ETF,LU0292096186,5.86137173,1.64802521,2.556603196622217,0.00014403116558997183,0.2664259877272727,0.0969426594117647,1.7482842882989855,0.00014376394718363425
db x-trackers FTSE 100 ETF,LU0292097234,8.5765004,2.8963122,1.9611795303006354,0.00021074987327153534,0.3898409272727273,0.17037130588235294,1.2881841825050366,0.0002103588728582512
db x-trackers FTSE 250 ETF,LU0292097317,9.114804710000001,0.01011775,899.8726950161846,0.0002239775955152166,0.41430930500000007,0.0005951617647058824,695.1289006943244,0.00022356205394903026
db x-trackers FTSE All-Share ETF,LU0292097747,0.06121,0.04048,0.5121047430830039,1.5041099680879952e-06,0.0027822727272727274,0.0023811764705882355,0.16844457420050296,1.5013194201744054e-06
db x-trackers FTSE/XINHUA China 25 ETF,LU0292109856,18.89636536,14.93148747,0.2655380381871626,0.0004643393481229978,0.8589256981818182,0.8783227923529412,-0.022084243219010702,0.00046347786776145927
db x-trackers II EONIA TR Index ETF,LU0290358497,249.13493162999998,197.10784707,0.2639523759879703,0.006121978991400165,11.324315074090908,11.594579239411765,-0.02330952764565941,0.006110620994934516
db x-trackers II FED Funds Effective Rate TRI ETF,LU0321465469,0.08054910000000001,,,1.9793286102028547e-06,0.026849700000000004,,,1.448814691698821e-05
db x-trackers II iBoxx € Germany Covered TRI ETF,LU0321463506,0.0036435,,,8.953152538357475e-08,0.0012145,,,6.553464072478344e-07
db x-trackers II iBoxx € Inflation-Linked TR Index ETF,LU0290358224,4.5405055899999995,15.574320160000001,-0.7084620360083826,0.00011157359447930505,0.2063866177272727,0.91613648,-0.7747206641882958,0.00011136659401531524
db x-trackers II iBoxx € Sovereigns Eurozone 10-15 TR Index ETF,LU0290357333,1.39839828,0,,3.436276412849383e-05,0.06356355818181819,0,,3.429901151613276e-05
db x-trackers II iBoxx € Sovereigns Eurozone 1-3 TR Index ETF,LU0290356871,9.00662229,4.61732027,0.9506167567622508,0.00022131923485039248,0.40939192227272725,0.2716070747058823,0.5072947665890122,0.00022090862529247957
db x-trackers II iBoxx € Sovereigns Eurozone 15+ TR Index ETF,LU0290357507,0.005063,0,,1.2441282091863288e-07,0.00023013636363636362,0,,1.241820000709527e-07
db x-trackers II iBoxx € Sovereigns Eurozone 25+ TR Index ETF,LU0290357846,0.20489226000000002,0.01674702,11.234550385680556,5.034806251430767e-06,0.009313284545454546,0.0009851188235294119,8.453970752571339,5.025465266809729e-06
db x-trackers II iBoxx € Sovereigns Eurozone 3-5 TR Index ETF,LU0290356954,15.45733424,6.03510995,1.5612349017767273,0.00037983222529736765,0.7026061018181818,0.3550064676470588,0.9791360604638351,0.0003791275294664072
db x-trackers II iBoxx € Sovereigns Eurozone 5-7 TR Index ETF,LU0290357176,5.61868748,0.12981664,42.28172012463117,0.00013806769884396695,0.2553948854545455,0.007636272941176471,32.44496555085136,0.00013781154434920425
db x-trackers II iBoxx € Sovereigns Eurozone 7-10 TR Index ETF,LU0290357259,0.26725340999999997,0.63090535,-0.5763969825267768,6.567203365242735e-06,0.012147882272727272,0.037112079411764705,-0.672670395588873,6.555019352080259e-06
db x-trackers II iBoxx € Sovereigns Eurozone TR Index ETF,LU0290355717,4.622954480000001,11.08792986,-0.5830642384673237,0.00011359960652483344,0.21013429454545457,0.652231168235294,-0.6778223660883864,0.00011338884723748196
db x-trackers II iBoxx Global Inflation-Linked TR Index Hedged ETF,LU0290357929,11.4304361,8.18740777,0.39609952516142966,0.0002808794784774198,0.5195652772727273,0.48161222176470586,0.07880417853383204,0.00028035836788094416
