XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Monthly turnover report: December 2009,,,,,,
,,,,,,
,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,,AuM
,,12/2009,11/2009,Change (%),Market Share,in MEUR
PowerShares FTSE RAFI US 1000 Fund,IE00B23D8S39,0,0.516526,-1,0,22.28000557
iShares DJ STOXX Small 200 (DE),DE000A0D8QZ7,14.213661477,3.0690036970000003,3.6313601677619616,0.001457419313587632,115.1469528
iShares DJ STOXX 600 Construction & Materials Swap (DE),DE000A0F5T02,0.03263271,1.48889103,-0.9780825397275716,3.3460443592007077e-06,19.295745309999997
db x-trackers FTSE/XINHUA China 25 ETF,LU0292109856,33.03756862,51.486965811,-0.35833141262828794,0.003387557151173081,272.17872206
db x-trackers II iBoxx € Sovereigns Eurozone 25+ TR Index ETF,LU0290357846,1.46297637,0.46909451,2.118724135142831,0.00015000849854279424,18.290705720000002
iShares MSCI Japan (Acc),DE000A0YBR53,0.99939474,0.9993491,4.566972642483513e-05,0.00010247445377328018,3.04688
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,25.290708287,31.684267112,-0.20178970220139703,0.002593221090246778,415.76907155000004
iShares DJ EURO STOXX Technology (DE),DE0006289325,1.23064704,1.61699639,-0.23893024894137205,0.00012618625870664888,11.73924732
Dow Jones STOXX Mid 200 Source ETF,IE00B60SX063,0.45884959999999997,2.08606415,-0.7800405131357058,4.704883890432333e-05,18.5757996591
iShares DJ Asia/Pacific Select Dividend,DE000A0J2086,1.01551445,0.44282298,1.293274052760315,0.00010412731265988355,100.54
UBS-ETF MSCI Japan I,LU0258212462,0,0,,0,48.48758036144
iShares DJ STOXX Select Dividend 30 (DE),DE0002635299,1.937736877,4.366326818,-0.5562089239376766,0.00019868878640177435,48.938647700000004
db x-trackers II EURO INTEREST RATE VOLATILITY TOTAL RETURN INDEX ETF  ,LU0378818644,0.00257426,0,,2.6395564916661883e-07,14.72348215
iShares $ TIPS,DE000A0LGQF7,0.71105713,2.182235617,-0.6741611563569306,7.290932009342602e-05,456.702
Lyxor ETF EuroMTS Inflation Linked,FR0010174292,18.950796699999998,4.059839416,3.667868543103971,0.0019431486505532142,701.2334087300001
iShares S&P Small Cap 600,DE000A0RFEB1,0.40803862,1.07877635,-0.6217579111740816,4.183885809015068e-05,25.28
Dow Jones EURO STOXX Select Dividend 30 Source ETF ,IE00B60SX626,0.7474349699999999,1.9243477,-0.6115904781656663,7.663937703113992e-05,23.319928275000002
db x-trackers II EURO INTEREST RATES VOLATILITY SHORT TOTAL  RETURN INDEX ETF,LU0378818727,0,0,,0,20.366956379999998
db x-trackers DJ STOXX 600 Industrial Goods Short Daily ETF,LU0412624511,0.9849521999999999,1.071668,-0.08091666448937551,0.00010099356605358019,2.61939029
ComStage ETF MSCI USA Mid Cap TRN,LU0392495965,0.11043905,0,,1.1324035309601467e-05,11.249375
db x-trackers DJ STOXX 600 Insurance Short Daily ETF,LU0412624602,1.1282054,1.0681513,0.05622246586227986,0.00011568224994766839,2.36289756
iShares DJ STOXX 600 Media (DE),DE0006289424,2.42389648,5.281092045,-0.5410236255406906,0.00024853789783902254,22.50817959
iShares Citigroup Global Government Bond ETF ,DE000A0RM439,1.3202404099999998,0.73175545,0.8042098764006473,0.00013537285063573723,79.94143137
Dow Jones STOXX 600 Source ETF,IE00B60SWW18,1.0779961599999999,4.68957801,-0.770129389531149,0.0001105339694560465,24.505839389200002
db x-trackers S&P 500 Shariah ETF,LU0328475362,0,0.437534,-1,0,7.1889
PowerShares Dynamic Europe Fund,IE00B23D9570,0.0051655,0.0023485,1.1994890355546093,5.296523683583514e-07,3.10500621
UBS-ETF MSCI Japan,LU0136240974,4.93208583,1.95545096,1.5222242494897444,0.0005057188928092469,191.53951446961202
iShares DJ STOXX 600 Telecommunications Swap (DE),DE000A0F5UB4,4.26514663,0.6828931,5.245701750391094,0.00043733327150810976,13.694805
db x-trackers S&P /ASX 200 ETF,LU0328474803,14.018114185,29.954857756000003,-0.5320253462998952,0.0014373685757435,65.00948274
Lyxor ETF EuroMTS 15+Y,FR0010481093,0.6316594799999999,2.26069021,-0.720589987426893,6.476816176130184e-05,152.59196358000003
db x-trackers II iBoxx € Sovereigns Eurozone 15+ TR Index ETF,LU0290357507,1.7690742099999999,0.84438395,1.0951063908782257,0.00018139470431287953,17.22259066
ETFlab MSCI Europe LC,DE000ETFL086,1.40608102,0.15187339000000002,8.258244778759465,0.00014417464763270282,18.90264753
db x-trackers DJ STOXX 600 Technology Short ETF,LU0322250043,0.7866510999999999,0.7884138,-0.0022357548789735393,8.066046233408232e-05,6.176161359999999
iShares iBoxx € Liquid Sovereigns Capped 10.5+ (DE),DE000A0H08C4,0.6714137,6.2204450499999995,-0.8920633982611903,6.884442093761371e-05,21.249999400000004
iShares DJ STOXX 600 Personal & Household Goods Swap (DE),DE000A0F5T85,0.66281057,1.6857723500000001,-0.6068208320061722,6.796228596911214e-05,26.667248269999998
iShares DJ STOXX 600 Industrial Goods & Services Swap (DE),DE000A0F5T44,2.68168726,4.91037211,-0.453872904145344,0.000274970866025635,32.1188125
ETFlab DAXplus® Maximum Dividend,DE000ETFL235,2.50406444,1.8603288999999998,0.346033188002401,0.0002567580410740352,17.28151992
db x-trackers II iTraxx Crossover 5-year Short TRI ETF,LU0321462870,2.6669192749999997,1.5118556,0.764003966384091,0.00027345660830980297,41.92708364
iShares MSCI AC Far East ex-Japan,DE000A0HGZS9,31.474770612,24.615297749000003,0.27866706846065536,0.003227313289745743,1226.176
iShares FTSE/EPRA European Property Index Fund,DE000A0HG2Q2,17.070968482999998,20.962009013,-0.18562345467874264,0.0017503976163375705,378.898
db x-trackers DJ STOXX 600 Utilities ETF,LU0292104899,11.167362727,3.319681311,2.363986383270029,0.001145062456039556,44.495912340000004
EasyETF GSAL,LU0252701189,3.5321589429999998,3.6776962689999997,-0.03957295963420404,0.0003621752685273605,72.51591914999999
ETFlab iBoxx € Liquid Sovereign Diversified 10+,DE000ETFL169,0,0.02727402,-1,0,4.34602671
Lyxor ETF MSCI EMU Small Cap,FR0010168773,1.220960172,2.34345094,-0.47899051302520546,0.00012519300102042783,143.88103579
iShares DJ STOXX 600 Real Estate (DE),DE000A0H0751,3.15525315,10.113711088999999,-0.6880222183297529,0.00032352866202064627,47.32660056
iShares DJ STOXX 600 Retail (DE),DE0006289440,0.74546365,3.2876902,-0.7732561145815989,7.64372447483421e-05,14.87745438
iShares DJ China Offshore 50 (DE),DE000A0F5UE8,11.741052400000001,27.125229322,-0.567153801332939,0.001203886595814443,48.3479496
iShares Nikkei 225 (DE),DE000A0H08D2,60.573667806,57.279610739,0.05750837033459755,0.006211012799070743,284.03712
iShares DJ EURO STOXX Sustainability 40 (DE),DE000A0F5UG3,3.22781317,9.03767797,-0.6428492826681232,0.00033096871360154445,58.9266886
ComStage ETF DJ STOXX 600 Technology TR,LU0378437098,0.37778695500000004,0.6583525,-0.42616310411215874,3.8736957787366165e-05,22.99518
db x-trackers MSCI AC Asia ex Japan TRN Index ETF,LU0322252171,8.46488721,21.50846387,-0.6064392482344207,0.0008679600345877102,229.71127410000003
db x-trackers DJ STOXX 600 Telecommunications Short ETF,LU0322250126,0.31689525,1.56133243,-0.7970353757399378,3.2493334562774534e-05,1.9860562800000001
db x-trackers II iTraxx HiVol 5-year Short TRI ETF,LU0321462441,0.04445195,1.3444426,-0.966936520755888,4.557948039037269e-06,4.58544744
UBS-ETF MSCI World I,LU0446735416,0,0,,0,8.1473231901
iShares TecDAX (DE),DE0005933972,15.583373044,33.289689853,-0.5318859048308118,0.0015978647642563722,104.97962992000001
db x-trackers DJ STOXX 600 Industrial Goods ETF,LU0292106084,1.37657813,2.542455977,-0.458563631994797,0.00014114952410895564,18.625349939999996
Lyxor ETF Nasdaq-100,FR0007063177,7.557863744,11.504225052999999,-0.3430358229971251,0.0007749570093387505,148.86307702000002
ComStage ETF DJ STOXX 600 Real Estate TR,LU0378436793,0.04739113,0.42253256,-0.8878402885685307,4.859321313266579e-06,9.35025
db x-trackers II iTraxxEurope Subordinated Financials 5- year Short TRI ETF,LU0378819881,0.00889525,0,,9.120879352704723e-07,3.12552344
iShares DJ STOXX 600 Telecommunications (DE),DE0006289358,11.360379371999999,17.238666543,-0.3409943081349852,0.0011648537101595507,80.70508226000001
iShares DJ STOXX 600 Technology (DE),DE0006289366,1.392866145,7.1379921500000005,-0.8048658340146816,0.0001428196404037202,24.910416799999997
ComStage ETF TOPIX,LU0392496773,0.1003026,0.4300934,-0.7667887951779776,1.0284679051882756e-05,21.83441
iShares MSCI Japan,DE000A0DPMW9,35.831207365999994,22.850066152,0.5681008154483524,0.003674007132424954,1195.44
db x-trackers FTSE 100 Short ETF,LU0328473581,8.860576380000001,8.02435812,0.1042099875771747,0.0009085326231123934,89.5097427
iShares DJ STOXX 600 Chemicals Swap (DE),DE000A0D8Q80,3.071456028,0.79589921,2.8591017422922183,0.00031493639716169484,32.344572
ETFX Russell 1000 Fund,DE000A0Q8ND6,0.36254885,0.15684103,1.311568917903689,3.717449560509082e-05,5.106919999999999
iShares MSCI World (Acc),DE000A0YBR38,0.01940209,0.01807481,0.07343258380032758,1.989422692789059e-06,7.204000000000001
iShares DJ STOXX 600 Basic Resources Swap (DE),DE000A0D8Q72,13.852408578,10.988329496999999,0.2606473606185491,0.0014203777002817232,46.066544439999994
ComStage ETF Commerzbank FED Funds Effective Rate Index TR,LU0378437767,0.02966835,0.2466513,-0.8797154120006665,3.0420892155230844e-06,62.99099999999999
Xmtch (IE) on iBoxx EUR Govt 7-10,IE00B3VTN290,0.008976,0,,9.203677588586897e-07,3.15325758
db x-trackers MSCI Pacific ex Japan TRN Index ETF,LU0322252338,3.91685356,10.101583300000001,-0.6122535008942609,0.0004016205139031729,117.93187578
ComStage ETF DJ STOXX 600 Financial Services TR,LU0378435712,0.07663205000000001,0.26264141999999996,-0.708225572341179,7.8575833461728e-06,8.19056
db x-trackers Russell 2000 ETF,LU0322248658,19.537986059999998,15.843768460000001,0.2331653362220365,0.002003357001187001,64.2699266
ComStage ETF iBoxx € Liquid Sovereigns Diversified 10-15 TR,LU0444606452,0.00022786,0,,2.336397031345154e-08,9.94122017
db x-trackers II iTraxxEurope Subordinated Financials 5- year TRI ETF,LU0378819378,0.0484785,0.0488115,-0.006822162809993593,4.9708164436086215e-06,7.60098526
PowerShares FTSE RAFI Europe Fund,IE00B23D8X81,0,1.58462071,-1,0,17.18400716
iShares DJ STOXX 600 Construction & Materials (DE),DE0006344740,0.6989889499999999,6.732969125,-0.8961841444653884,7.167189097353929e-05,23.732738920000003
iShares DJ STOXX 600 Insurance Swap (DE),DE000A0F5T51,1.00316335,0.642347,0.561715630336874,0.00010286087390916613,22.44455607
iShares FTSE/Xinhua China 25,DE000A0DPMY5,22.030236585,14.651398942,0.5036268326465176,0.0022589036845881423,761.3715
Lyxor ETF FTSE RAFI Europe,FR0010400770,0.03461549,1.1257479080000001,-0.9692511176312131,3.5493517104607154e-06,20.454639420000003
db x-trackers SLI ETF,LU0322248146,1.13186452,1.92089386,-0.41076155035447925,0.00011605744336052434,9.71856
iShares Barclays Euro Corporate Bond ex-Financials 1-5,DE000A0YEEY2,0.28290022,0,,2.9007602658425827e-05,16.6824099
UBS-ETF MSCI World,LU0340285161,1.02068679,4.27960558,-0.761499799240845,0.0001046576663780047,95.51023002995
Lyxor ETF DJ STOXX 600 Financial Services,FR0010345363,7.02172159,0.53535134,12.116099774775945,0.0007199828613099348,19.03625699
ComStage ETF MSCI EMU TRN,LU0392494729,1.11437257,1.58725878,-0.29792634695648046,0.00011426387976654393,365.095959
db x-trackers II iTraxx HiVol 5-year TR Index ETF,LU0290358737,1.7765008999999998,1.51760579,0.17059444007524505,0.00018215621122364583,39.09068247
EasyETF GSCI,LU0203243414,51.882322862,10.679045701,3.8583295094562313,0.005319832577638358,233.19581208
MSCI World Source ETF,IE00B60SX394,6.149312070000001,0.25057168,23.54112958814819,0.0006305290294550569,85.65641344698601
db x-trackers II iTraxx Crossover 5-year TR Index ETF,LU0290359032,15.431995274,4.21585108,2.660469732246804,0.0015823430152684126,98.7200799
Lyxor ETF DJ STOXX 600 Retail,FR0010344986,3.82579376,13.46406491,-0.7158515065417936,0.00039228355935235734,63.17794094
ComStage ETF DJ STOXX 600 Travel & Leisure TR,LU0378437254,0,0,,0,8.01297
db x-trackers DJ STOXX 600 Technology ETF,LU0292104469,0.7776725400000001,2.930764468,-0.7346519829583249,7.973983208174518e-05,25.7858986
Lyxor ETF DJ STOXX 600 Media,FR0010344929,0.87930909,0.6349262,0.38489967810432146,9.016128971784468e-05,26.00757074
iShares DJ EURO STOXX Health Care (DE),DE0006289333,1.04197896,0.82033288,0.2701904134331419,0.000106840891287111,6.11689
ComStage ETF MSCI USA Large Cap TRN,LU0392495882,0.12379753,0.0090025,12.7514612607609,1.2693767294824132e-05,9.633024
Dow Jones STOXX 600 Optimised Travel & Leisure Source ETF,IE00B5MJYC95,2.2438379100000003,4.67345595,-0.5198760972594596,0.00023007531957095216,19.3713541088
ComStage ETF Nikkei 225,LU0378453376,5.8987254380000005,11.967569387,-0.5071074796184092,0.0006048347494980841,48.48
iShares DJ STOXX 600 Automobiles & Parts (DE),DE0006344716,1.66486957,6.246934146,-0.7334901359467605,0.00017070992367791113,15.985624500000002
iShares DJ STOXX 600 Retail Swap (DE),DE000A0F5T93,3.56265812,0.74111764,3.807142520585531,0.0003653025478480518,22.55432784
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,106.109884688,186.80179302000002,-0.4319653844187711,0.010880137785544624,2458.44353378
ETFlab Deutsche Börse EUROGOV®  Germany 10+,DE000ETFL219,0.0820664,0.18149135,-0.5478219760886676,8.414802656595451e-06,30.052926919999997
Lyxor ETF MSCI EMU,FR0007085501,0.89436098,0.82209685,0.08790221006198973,9.170465806297475e-05,337.62864736
ComStage ETF iBoxx € Sovereigns Germany Capped 1-5 TR,LU0444606882,0.0132864,0.0030656999999999998,3.333887855954594,1.3623411532197076e-06,101.93
ComStage ETF MSCI Taiwan TRN,LU0392495619,0.82290999,2.51339,-0.67258961402727,8.437832255333408e-05,25.05912
Dow Jones STOXX 600 Optimised Technology Source ETF,IE00B5MTWZ80,0.197475,0.059141599999999996,2.339020249705791,2.0248398304436247e-05,6.6197934433
db x-trackers FTSE 250 ETF,LU0292097317,5.40784725,4.5858941600000005,0.17923507637167102,0.0005545018107990895,15.544103920000001
ComStage ETF MSCI World TRN,LU0392494562,23.19577634,4.19368733,4.53111725189107,0.0023784140691881926,195
Dow Jones STOXX 600 Optimised Financial Services Source ETF,IE00B5MTYK77,0.8179696999999999,0,,8.387176243352437e-05,6.871366053300001
db x-trackers MSCI Europe Small Cap TRN Index ETF,LU0322253906,6.444070132,3.225722227,0.9977139004907878,0.0006607524939078722,210.0839664
iShares DJ STOXX 600 Personal & Household Goods (DE),DE0006289432,3.96537845,5.19784908,-0.23711166119505722,0.00040659608701571354,18.60675534
Lyxor ETF DJ STOXX Select Dividend 30,FR0010378604,0.719062605,2.0349529299999998,-0.6466441093553943,7.373017360104069e-05,72.69750009
Lyxor ETF Commodities CRB Non-Energy,FR0010346205,2.191567756,2.9370594100000003,-0.25382246319627566,0.0002247157201400053,87.62419469
ComStage ETF ATX,LU0392496690,7.312153110000001,17.80420943,-0.5893020053067304,0.0007497626972239637,26.69196
iShares MSCI Emerging Markets,DE000A0HGZT7,57.896617344999996,53.91195607900001,0.07391053034991102,0.005936517374255435,2242.988
ETFX Russell 2000 Fund,DE000A0Q8NE4,1.1760618,0.35752293,2.289472370345589,0.00012058927842528037,11.960407799999999
iShares DJ STOXX 600 Health Care Swap (DE),DE000A0F5T36,4.46269724,5.864341085,-0.23901130999783926,0.00045758942259844696,30.116437
iShares DJ STOXX 600 (DE),DE0002635307,48.743782292999995,54.217997657,-0.10096675643817754,0.004998017565430514,910.2688944000001
iShares DJ EURO STOXX MidCap,DE000A0DPMX7,0.16464110999999998,2.264831413,-0.9273053574517867,1.6881725649142933e-05,134.36
iShares DJ STOXX 600 Industrial Goods & Services (DE),DE0006344799,7.210153343999999,5.7316102529999995,0.2579629503290304,0.000739303996685023,35.09494583
db x-trackers MSCI Japan TRN Index ETF,LU0274209740,29.547069653,22.804263954,0.2956817949748942,0.003029653551400759,392.12872696000005
Dow Jones STOXX 600 Optimised Industrial Goods & Services Source ETF,IE00B5MJYX09,0,10.30273715,-1,0,136.6604811264
Lyxor ETF MSCI EMU Value,FR0010168781,1.7700823700000001,2.566757483,-0.31038191892942457,0.00018149807752586655,158.22004181
db x-trackers DJ EURO STOXX Select Dividend 30 ETF,LU0292095535,6.34510878,17.07955006,-0.6284967251649016,0.0006506053417516929,60.37732546
iShares Barclays Euro Corporate Bond ETF,DE000A0RM454,2.8208321400000003,7.9980134000000005,-0.647308400358519,0.0002892382971043184,559.29262104
ComStage ETF DJ STOXX 600 Automobiles & Parts TR,LU0378435043,0.208974555,1.3299443,-0.8428696938661266,2.1427522598467244e-05,9.01795
iShares MSCI World,DE000A0HGZR1,18.43444771,18.548487561,-0.0061482021445122825,0.0018902040245822643,2047.5040000000001
iShares DJ STOXX 600 Health Care (DE),DE0006289374,30.990522756,33.957682090000006,-0.08737814689871848,0.003177660202183483,194.40743675000002
Xmtch (IE) on iBoxx EUR Govt 3-7,IE00B3VTML14,0,0,,0,24.779302200000004
ComStage ETF DJ STOXX 600 Media TR,LU0378436363,0.3754727,0.100948896,2.7194334448194466,3.849966214478845e-05,9.989824
iShares DJ STOXX 600 Financial Services (DE),DE0006344773,5.321334440999999,2.748343647,0.9361968969232033,0.0005456310888592611,15.772872679999999
iShares Barclays Euro Government Bond 10-15,DE000A0YBRX2,0.01000692,0,,1.0260747029276069e-06,10.2192
db x-trackers S&P/MIB Index ETF,LU0274212538,2.43576903,3.12019748,-0.21935420895218471,0.0002497552677404751,28.579199040000002
iShares € Government Bond 15-30,DE000A0LGQC4,1.38604937,0.09464361,13.644933450869003,0.00014212067205151503,175.112
ETFlab iBoxx € Liquid Sovereign Diversified 1-3,DE000ETFL128,8.60701889,2.63513225,2.2662568984915277,0.0008825337217294683,65.98846284
iShares MSCI US Islamic,DE000A0NA0N1,0,0.142166,-1,0,9.03
Lyxor ETF MSCI World,FR0010315770,18.138968315,11.025825008,0.6451347905339442,0.0018599065971574569,547.4702486699999
iShares DJ EURO STOXX Select Dividend 30 (DE),DE0002635281,18.925367792,20.148367584,-0.06069969623599658,0.0019405412589460192,351.4846475
Lyxor ETF DJ STOXX 600 Technology,FR0010344796,1.75156345,2.58835756,-0.32329154322867204,0.00017959921200705152,39.113177119999996
db x-trackers DJ STOXX 600 Telecommunications ETF,LU0292104030,9.094625215,5.66194334,0.6062727351489179,0.0009325311749988056,49.667145600000005
db x-trackers DJ STOXX 600 Banks Short ETF,LU0322249037,39.542628213,64.377737791,-0.3857717035448851,0.004054563291865107,263.81892185000004
db x-trackers S&P 500 Short ETF,LU0322251520,24.267123273,38.894480451999996,-0.37607796810788474,0.0024882662500800533,124.24955769
iShares MSCI Europe ex-UK,DE000A0J2094,8.19828768,21.682574829999997,-0.6218951049735637,0.0008406238478743768,574.348
iShares DJ EURO STOXX SmallCap ,DE000A0DPMZ2,7.6228342300000005,10.892515024,-0.3001768449982172,0.0007816188565526299,322.719
db x-trackers II iBoxx € Sovereigns Eurozone 10-15 TR Index ETF,LU0290357333,1.8556881200000002,3.1931312000000003,-0.4188500240766806,0.00019027579279691346,75.75844004999999
ComStage ETF MSCI USA TRN,LU0392495700,6.75492927,14.28620276,-0.5271711186325063,0.0006926269065818699,39.381984
iShares FTSE/Macquarie Global Infrastructure 100,DE000A0LGQM3,2.7189010920000003,2.543837633,0.06881864499879442,0.00027878664266961723,316.736
iShares DJ STOXX 600 Automobiles & Parts Swap (DE),DE000A0D8Q56,0.34729521999999996,1.23128849,-0.7179416336459054,3.561044154341973e-05,7.977945689999999
db x-trackers DJ STOXX 600 Food & Beverage ETF,LU0292105359,5.334896874,13.120000841,-0.5933767887172348,0.0005470217334743326,65.89813724
MSCI Japan Source ETF,IE00B60SX287,0,0,,0,17.4910457299635
iShares DJ EURO STOXX Telecommunications (DE),DE0006289317,2.505812353,4.236047062,-0.4084550250919756,0.00025693726598162095,31.394523850000002
db x-trackers S&P U.S. Carbon Efficient ETF,LU0411076002,0.0215355,0.48945,-0.9560006129328839,2.208175119307187e-06,2.0623456
Lyxor ETF DJ STOXX 600 Personal & Household Goods,FR0010344978,3.18468329,2.80731468,0.13442333796366568,0.0003265463260129254,57.38602306
Lyxor ETF DJ STOXX 600 Insurance,FR0010344903,2.12511457,6.7668817400000005,-0.6859536413296325,0.00021790184203529948,106.45574049
Dow Jones STOXX 600 Optimised Insurance Source ETF,IE00B5MTXJ97,4.1465755,2.00888128,1.0641217284876086,0.0004251754010554089,106.20740563170001
Lyxor ETF Commodities CRB,FR0010270033,6.990999321,14.733883289000001,-0.5255154948716521,0.0007168327069130338,590.2720699199999
Xmtch (IE) on MSCI USA Large Cap,IE00B3VWLJ14,0,0,,0,75.11705499000001
db x-trackers DJ STOXX 600 Health Care ETF,LU0292103222,7.247313436,5.6062345549999995,0.29272390673279647,0.0007431142630166878,108.34793336
Lyxor ETF DJ STOXX 600 Industrial Goods & Services,FR0010344887,4.24857542,1.52021749,1.7947155245530033,0.00043563411738497285,43.50004063
MSCI Europe Source ETF,IE00B60SWY32,9.21388853,8.35650736,0.10260042061400143,0.0009447600196891585,81.04453423999999
Dow Jones STOXX 600 Optimised Banks Source ETF,IE00B5MTWD60,33.47796552,4.3275449,6.736018064191546,0.0034327139145266137,192.91956817679997
iShares MSCI North America,DE000A0J2060,5.47456892,5.133850497999999,0.06636703233425556,0.0005613432183174952,714.938
Dow Jones STOXX 600 Optimised Telecommunications Source ETF,IE00B5MJYB88,5.6377,16.8855277,-0.6661223682100263,0.0005780701107528559,87.3234789295
Dow Jones STOXX 600 Optimised Construction & Materials Source ETF,IE00B5MTY309,1.66609,2.57160175,-0.3521197440466822,0.00017083506231694234,31.00979079
ComStage ETF iBoxx € Sovereigns Germany Capped 10+ TR,LU0444607005,0,0,,0,9.9066
ETFX Dow Jones EURO STOXX Double Short (2x) Fund,DE000A0X9AC4,1.42015403,5.691060480000001,-0.7504588055265229,0.00014561764503400582,10.726700000000001
db x-trackers CAC 40 Short ETF,LU0322251280,3.40017,1.12946223,2.010432672901333,0.00034864158229039115,19.3757835
db x-trackers DJ STOXX Global Select Dividend 100 ETF,LU0292096186,15.244551463999999,22.571265293,-0.32460359372375225,0.0015631231802281235,155.3550726
iShares ATX (DE),DE000A0D8Q23,16.077426106,26.813770916000003,-0.40040413724850366,0.0016485232434709683,55.1737428
iShares DJ STOXX 600 Food & Beverage (DE),DE0006344781,6.523854975,10.786651081,-0.3951918045730287,0.0006689333536608581,35.16607722
"iShares eb.rexx Government Germany 10,5+ (DE)",DE000A0D8Q31,1.92845785,9.32921034,-0.7932882012819962,0.00019773734731037736,95.53392161
Lyxor ETF DJ STOXX 600 Construction & Materials,FR0010345504,10.107068608999999,10.42501467,-0.030498380200360997,0.0010363435922790044,43.22314598
Dow Jones STOXX 600 Optimised Personal & Household Goods Source ETF,IE00B5MTZ595,0.47523,0,,4.872842803502842e-05,7.737459992900001
iShares DJ STOXX 600 Banks (DE),DE0006289341,19.562985166,23.529617496,-0.16858040002878583,0.0020059203223949658,184.76762024
iShares DJ STOXX 600 Oil & Gas Swap (DE),DE000A0F5T77,2.910243752,0.969343438,2.002283440433214,0.00029840625220150895,33.4713481
Lyxor ETF DJ STOXX 600 Basic Resources,FR0010345389,27.765836839000002,49.790404701,-0.44234562852544257,0.002847012146206158,368.17061957
iShares Nasdaq-100 (DE),DE000A0F5UF5,17.30167561,35.808493011,-0.516827597165703,0.001774053521131434,197.34346104
db x-trackers DJ STOXX 600 Insurance ETF,LU0292105193,5.3712430609999995,3.200760748,0.6781145121066072,0.0005507485448237364,41.98542012
db x-trackers MSCI PAN-EURO TRN INDEX ETF,LU0412624271,1.776639,2.05301108,-0.1346179193538498,0.00018217037151637073,162.06790341
Lyxor ETF DJ STOXX 600 Automobiles & Parts,FR0010344630,4.418324395,2.58542638,0.7089345220497052,0.0004530395857104307,90.65577698999999
Dow Jones STOXX 600 Optimised Basic Resources Source ETF,IE00B5MTWY73,15.09703749,13.08335167,0.15391207626233605,0.001547997611416769,118.8922204036
Dow Jones STOXX 600 Optimised Oil & Gas Source ETF,IE00B5MTWH09,2.48658781,13.19903274,-0.8116083307783355,0.00025496604833946494,43.448504476500005
ComStage ETF MSCI Pacific ex Japan TRN,LU0392495296,2.20599935,3.92207075,-0.43754218355189023,0.0002261954854950118,26.59864
ComStage ETF DJ STOXX 600 Industrial Goods & Services TR,LU0378436017,0.07393114,0.51941683,-0.8576651049216099,7.580641447378346e-06,9.46912
iShares DJ STOXX 600 Food & Beverage Swap (DE),DE000A0F5T28,2.2633291200000003,4.060839176,-0.4426449751133902,0.00023207388031796017,104.96698085999999
iShares DJ EURO STOXX (DE),DE000A0D8Q07,23.305350889,36.532313615999996,-0.36206200532580035,0.002389649461578019,466.99033377999996
db x-trackers DJ STOXX 600 Health Care Short ETF,LU0322249466,1.0671853500000001,1.47394778,-0.27596800613926764,0.00010942546667405598,4.4306870400000005
PowerShares Dynamic US Market Fund,IE00B23D9240,0,0.00139712,-1,0,15.420005139999999
Lyxor ETF DJ STOXX 600 Banks,FR0010345371,16.29368082,35.990164840000006,-0.5472740707791657,0.0016706972482021184,291.46329247000006
Dow Jones STOXX 600 Optimised Health Care Source ETF,IE00B5MJYY16,2.4171229100000002,0.7031189,2.437715740538336,0.00024784335957694903,51.8213844169
ComStage ETF MSCI Europe Small Cap TRN,LU0392496344,2.59304975,0.24135095,9.74389700972795,0.0002658822846497979,11.952676199999999
iShares DJ STOXX 600 Banks Swap (DE),DE000A0D8Q64,1.76306981,6.84860788,-0.7425652277233311,0.00018077903406206727,24.05810155
iShares MSCI Europe (Acc),DE000A0YBR20,0.03472691000000001,0.002087,15.639631049353142,3.560776328964731e-06,10.588
Xmtch (IE) on iBoxx USD Govt 7-10,IE00B3VWN518,0,0,,0,4.06888222
UBS-ETF MSCI EMU Values,LU0446734369,0.4514827,0,,4.6293462651790344e-05,70.87437978
UBS-ETF MSCI Europe I,LU0446734286,0,0,,0,17.7206837
UBS-ETF MSCI USA I,LU0446735259,0,0,,0,18.4984909771
UBS-ETF MSCI Europe,LU0446734104,0,0,,0,4.42844872
ComStage ETF iBoxx € Liquid Sovereigns Diversified Overall TR,LU0444605645,0.020541880000000002,0.01205079,0.7046085775289421,2.106292787248679e-06,48.55334028
ComStage ETF DJ STOXX 600 Retail TR,LU0378436876,0.0046308,0.45142125,-0.9897417323619568,4.74826093774824e-07,10.59068
Dow Jones STOXX 600 Optimised Media Source ETF,IE00B5MTZ488,0.43429051,0.047476,8.147580040441486,4.453063540355363e-05,17.212630430599997
db x-trackers DJ STOXX 600 Oil & Gas Short ETF,LU0322249623,2.5816004500000003,2.1679509,0.19080208412469135,0.00026470831332832943,8.77959992
ComStage ETF iBoxx € Liquid Sovereigns Diversified 7-10 TR,LU0444606379,0,0,,0,49.7123
iShares SMI (DE),DE0005933964,7.831296385,7.275610255,0.07637656643552582,0.0008029938394407986,64.04213655
db x-trackers MSCI USA TRN Index ETF,LU0274210672,24.751309015,31.367744381,-0.21093118094929686,0.0025379129686892194,1040.26223004
ComStage ETF DJ STOXX 600 Banks TR,LU0378435399,2.7079518360000003,5.567237077,-0.5135914281093943,0.00027766394411726764,47.532
