date,smb,hml
28/01/2011,-0.008700,-0.000400
31/01/2011,0.000200,-0.002800
01/02/2011,0.004800,0.005100
02/02/2011,-0.000300,-0.004000
03/02/2011,-0.000400,-0.000500
04/02/2011,0.000600,-0.005200
07/02/2011,0.002600,0.006000
08/02/2011,0.002200,0.000000
09/02/2011,-0.001900,-0.000700
10/02/2011,0.003300,-0.003000
11/02/2011,0.003900,0.005100
14/02/2011,0.002100,-0.001600
15/02/2011,-0.003600,0.003100
16/02/2011,0.003600,0.002600
17/02/2011,0.003600,0.001800
18/02/2011,-0.001000,0.000500
22/02/2011,-0.005200,-0.003000
23/02/2011,-0.011600,0.004100
24/02/2011,0.007200,-0.003500
25/02/2011,0.010100,0.002500
28/02/2011,-0.004400,0.002500
01/03/2011,-0.003100,-0.000600
02/03/2011,0.003100,-0.002900
03/03/2011,0.004500,-0.000500
04/03/2011,0.002800,-0.005500
07/03/2011,-0.007400,0.001000
08/03/2011,0.004500,0.006900
09/03/2011,-0.002700,0.003300
10/03/2011,-0.007500,-0.003200
11/03/2011,-0.003400,0.001400
14/03/2011,0.001100,-0.004200
15/03/2011,0.002800,-0.001500
16/03/2011,0.006400,-0.001200
17/03/2011,-0.008100,0.005800
18/03/2011,0.005400,0.002000
21/03/2011,0.009900,-0.002400
22/03/2011,-0.000900,-0.000500
23/03/2011,0.001500,-0.004500
24/03/2011,-0.000900,-0.004200
25/03/2011,0.004200,-0.000200
28/03/2011,0.000300,-0.002200
29/03/2011,0.002600,-0.002300
30/03/2011,0.004200,0.000700
31/03/2011,0.006100,-0.003000
01/04/2011,-0.001200,0.002100
04/04/2011,0.002400,-0.001300
05/04/2011,0.004800,-0.002200
06/04/2011,-0.002000,0.006500
07/04/2011,-0.002100,-0.001900
08/04/2011,-0.005500,-0.002800
11/04/2011,-0.006300,-0.000500
12/04/2011,-0.006800,0.000800
13/04/2011,0.001500,-0.007100
14/04/2011,0.003800,-0.003500
15/04/2011,0.005800,-0.000900
18/04/2011,-0.003900,-0.003300
19/04/2011,-0.003500,-0.001900
20/04/2011,0.006200,-0.005800
21/04/2011,0.003200,-0.000700
25/04/2011,-0.000500,-0.000400
26/04/2011,0.001500,-0.000100
27/04/2011,-0.001100,-0.002300
28/04/2011,-0.001200,0.001600
29/04/2011,0.002000,-0.000800
02/05/2011,-0.009000,-0.002000
03/05/2011,-0.010300,0.004200
04/05/2011,-0.005500,-0.000900
05/05/2011,0.005000,-0.003100
06/05/2011,0.000400,-0.001700
09/05/2011,0.006700,-0.005000
10/05/2011,0.006600,0.002600
11/05/2011,-0.006200,-0.004100
12/05/2011,0.003600,-0.004200
13/05/2011,-0.004500,-0.003300
16/05/2011,-0.010200,0.004300
17/05/2011,-0.004800,0.001600
18/05/2011,0.006600,-0.003100
19/05/2011,-0.000400,-0.001000
20/05/2011,0.001000,-0.001900
23/05/2011,-0.005200,0.000200
24/05/2011,-0.002800,-0.000500
25/05/2011,0.010300,-0.003600
26/05/2011,0.006800,-0.001300
27/05/2011,0.001900,0.002300
31/05/2011,0.004500,-0.000400
01/06/2011,-0.007400,-0.002900
02/06/2011,-0.000400,0.001000
03/06/2011,-0.005400,0.001600
06/06/2011,-0.002500,-0.003100
07/06/2011,0.003200,-0.001000
08/06/2011,-0.007300,0.000600
09/06/2011,-0.000900,0.000000
10/06/2011,-0.002500,0.004300
13/06/2011,-0.005600,0.004100
14/06/2011,0.010600,-0.004100
15/06/2011,-0.000200,-0.001500
16/06/2011,-0.000800,0.004700
17/06/2011,-0.004000,0.006800
20/06/2011,0.003900,-0.001000
21/06/2011,0.009700,-0.004100
22/06/2011,-0.001100,0.000200
23/06/2011,0.006500,-0.008200
24/06/2011,0.004500,0.000900
27/06/2011,0.000500,-0.000300
28/06/2011,0.004400,-0.005400
29/06/2011,-0.007000,0.006500
30/06/2011,0.001800,-0.002500
01/07/2011,-0.000400,0.001500
05/07/2011,0.002300,-0.008500
06/07/2011,0.004300,-0.005800
07/07/2011,0.004600,0.001600
08/07/2011,0.000100,-0.004100
11/07/2011,-0.001200,-0.003300
12/07/2011,0.000300,0.004300
13/07/2011,0.005800,-0.001400
14/07/2011,-0.008200,0.001400
15/07/2011,0.001100,-0.005200
18/07/2011,-0.005700,-0.004200
19/07/2011,0.005700,-0.006600
20/07/2011,-0.003200,0.007900
21/07/2011,-0.003600,0.011000
22/07/2011,-0.001000,-0.007000
25/07/2011,-0.005900,0.001400
26/07/2011,-0.003500,0.003100
27/07/2011,-0.007600,0.003900
28/07/2011,0.001100,-0.000200
29/07/2011,0.002500,0.001100
01/08/2011,-0.001600,0.001500
02/08/2011,-0.004300,0.001900
03/08/2011,0.002400,-0.004000
04/08/2011,-0.008000,0.003900
05/08/2011,-0.012200,-0.005800
08/08/2011,-0.013900,-0.016300
09/08/2011,0.009100,0.007100
10/08/2011,-0.005000,-0.016000
11/08/2011,0.002400,0.007900
12/08/2011,-0.002400,-0.015100
15/08/2011,0.004600,0.010100
16/08/2011,-0.008000,-0.001400
17/08/2011,-0.003200,0.006500
18/08/2011,-0.009700,0.005300
19/08/2011,0.001300,-0.003500
22/08/2011,0.001600,-0.009100
23/08/2011,0.012500,-0.007700
24/08/2011,-0.001800,0.010100
25/08/2011,-0.010100,0.005200
26/08/2011,0.008600,-0.010100
29/08/2011,0.015200,0.009200
30/08/2011,0.002900,-0.007600
31/08/2011,-0.008100,0.004900
01/09/2011,-0.010600,-0.007800
02/09/2011,-0.007500,-0.007500
06/09/2011,0.005100,-0.006500
07/09/2011,0.008900,0.010300
08/09/2011,-0.007400,-0.006100
09/09/2011,-0.001800,-0.000300
12/09/2011,0.000000,0.003600
13/09/2011,0.007800,-0.004000
14/09/2011,0.004200,-0.003800
15/09/2011,-0.005700,0.005800
16/09/2011,-0.003500,-0.003600
19/09/2011,-0.005000,-0.012800
20/09/2011,-0.014800,0.002400
21/09/2011,-0.003200,-0.012600
22/09/2011,0.001400,0.004600
23/09/2011,0.006500,-0.000300
26/09/2011,-0.006600,0.012800
27/09/2011,0.010600,-0.006100
28/09/2011,-0.016500,-0.002500
29/09/2011,0.005700,0.021100
30/09/2011,-0.000900,-0.002100
03/10/2011,-0.019100,-0.006100
04/10/2011,0.035900,0.004500
05/10/2011,-0.001900,-0.004600
06/10/2011,0.001800,0.005800
07/10/2011,-0.012400,-0.014700
10/10/2011,0.004500,0.006400
11/10/2011,0.006500,-0.001200
12/10/2011,0.004500,0.009400
13/10/2011,0.002900,-0.012700
14/10/2011,0.001400,-0.003300
17/10/2011,-0.012500,-0.005100
18/10/2011,0.006000,0.016600
19/10/2011,-0.007500,0.003200
20/10/2011,-0.003200,0.007400
21/10/2011,0.001300,0.000900
24/10/2011,0.017400,-0.003700
25/10/2011,-0.008800,-0.003200
26/10/2011,0.006500,0.008000
27/10/2011,0.013800,0.009100
28/10/2011,-0.005600,-0.005700
31/10/2011,0.001000,-0.008600
01/11/2011,-0.004900,-0.011700
02/11/2011,0.007400,0.009400
03/11/2011,0.006000,-0.001500
04/11/2011,0.000200,-0.006600
07/11/2011,-0.007000,0.004000
08/11/2011,-0.000100,0.005500
09/11/2011,-0.007700,-0.006800
10/11/2011,0.000500,0.005500
11/11/2011,0.004600,-0.001800
14/11/2011,-0.004400,-0.008600
15/11/2011,0.008800,-0.002500
16/11/2011,-0.001500,-0.001700
17/11/2011,0.002300,0.001500
18/11/2011,0.000300,0.009100
21/11/2011,-0.004900,-0.000400
22/11/2011,-0.002800,-0.005300
23/11/2011,-0.007000,-0.002800
25/11/2011,-0.010200,0.004800
28/11/2011,0.015900,-0.006400
29/11/2011,-0.005100,0.001100
30/11/2011,0.010500,0.011700
01/12/2011,-0.005000,-0.006700
02/12/2011,0.004400,0.006300
05/12/2011,0.002800,0.002900
06/12/2011,-0.000700,0.000400
07/12/2011,-0.003100,0.007400
08/12/2011,-0.007400,-0.010300
09/12/2011,0.013100,0.001300
12/12/2011,0.000700,-0.004900
13/12/2011,-0.010100,0.000800
14/12/2011,-0.002800,0.009100
15/12/2011,0.006400,0.001600
16/12/2011,0.002200,-0.000600
19/12/2011,-0.004100,-0.007100
20/12/2011,0.007600,0.003500
21/12/2011,0.000000,0.012900
22/12/2011,-0.002000,0.006600
23/12/2011,-0.006200,-0.001200
27/12/2011,0.005000,-0.005500
28/12/2011,-0.007000,-0.000800
29/12/2011,0.001900,0.002900
30/12/2011,-0.000500,-0.001800
03/01/2012,-0.001800,0.009200
04/01/2012,-0.006500,0.000300
05/01/2012,0.001800,0.001900
06/01/2012,0.000200,-0.002700
09/01/2012,0.002300,-0.000600
10/01/2012,0.003700,0.003800
11/01/2012,0.001700,0.003200
12/01/2012,0.002900,0.000000
13/01/2012,-0.002400,-0.004300
17/01/2012,-0.000900,-0.007500
18/01/2012,0.005600,0.001900
19/01/2012,-0.001400,-0.002100
20/01/2012,0.002400,0.006500
23/01/2012,-0.003000,0.001600
24/01/2012,0.008200,-0.003200
25/01/2012,0.001100,-0.008000
26/01/2012,0.002200,-0.004500
27/01/2012,0.008100,-0.001300
30/01/2012,-0.004400,-0.002900
31/01/2012,-0.000500,0.000100
01/02/2012,0.010900,0.003800
02/02/2012,0.003900,0.000100
03/02/2012,0.005800,0.003800
06/02/2012,-0.002500,-0.002100
07/02/2012,-0.002700,-0.000900
08/02/2012,-0.001400,0.004600
09/02/2012,-0.003600,-0.003100
10/02/2012,-0.006100,-0.000500
13/02/2012,0.006000,-0.000600
14/02/2012,-0.003900,-0.003600
15/02/2012,-0.002900,0.000900
16/02/2012,0.006800,0.003300
17/02/2012,-0.003100,0.005100
21/02/2012,-0.006600,0.002600
22/02/2012,-0.003800,-0.006600
23/02/2012,0.009200,-0.000300
24/02/2012,-0.004600,-0.006400
27/02/2012,-0.002200,0.003700
28/02/2012,-0.006200,-0.001100
29/02/2012,-0.010200,0.001600
01/03/2012,-0.002300,0.000600
02/03/2012,-0.012500,-0.000600
05/03/2012,0.004600,0.002900
06/03/2012,-0.003000,-0.003600
07/03/2012,0.003000,0.002800
08/03/2012,0.003600,-0.002500
09/03/2012,0.009000,0.001600
12/03/2012,-0.002100,-0.000700
13/03/2012,0.000800,0.009700
14/03/2012,-0.006300,-0.002000
15/03/2012,0.002700,0.005100
16/03/2012,-0.002800,0.003700
19/03/2012,0.005300,-0.000400
20/03/2012,-0.006400,0.003000
21/03/2012,0.003000,-0.004100
22/03/2012,-0.001300,-0.004500
23/03/2012,0.005600,0.003600
26/03/2012,0.004600,-0.002100
27/03/2012,-0.003400,-0.003400
28/03/2012,-0.000300,0.005000
29/03/2012,-0.000300,-0.002700
30/03/2012,-0.007100,-0.000400
02/04/2012,0.003600,0.000700
03/04/2012,-0.002900,-0.002800
04/04/2012,-0.005700,-0.000400
05/04/2012,-0.001000,-0.004200
09/04/2012,-0.004500,-0.000800
10/04/2012,-0.004100,0.000900
11/04/2012,0.007700,0.002700
12/04/2012,0.000600,0.002900
13/04/2012,-0.001400,-0.007600
16/04/2012,0.001500,0.008200
17/04/2012,0.000600,-0.002100
18/04/2012,-0.005000,-0.004500
19/04/2012,-0.000200,0.002500
20/04/2012,0.005400,-0.001000
23/04/2012,-0.005600,0.001500
24/04/2012,0.002600,0.009100
25/04/2012,0.004000,-0.009800
26/04/2012,-0.000200,-0.000600
27/04/2012,0.006900,-0.002500
30/04/2012,-0.005700,0.000000
01/05/2012,-0.008600,0.004100
02/05/2012,0.007200,-0.006700
03/05/2012,-0.006200,0.000100
04/05/2012,-0.002600,0.001800
07/05/2012,0.001400,0.004600
08/05/2012,0.003300,0.003200
09/05/2012,0.001600,-0.002400
10/05/2012,0.000600,0.005600
11/05/2012,0.002700,-0.010700
14/05/2012,-0.000600,-0.001600
15/05/2012,0.005100,-0.002100
16/05/2012,-0.001600,-0.004500
17/05/2012,-0.004800,0.003800
18/05/2012,-0.001300,0.000700
21/05/2012,0.006500,-0.011000
22/05/2012,-0.009100,0.003500
23/05/2012,0.005000,-0.002300
24/05/2012,-0.000300,0.001800
25/05/2012,0.002400,-0.001400
29/05/2012,0.001600,-0.000200
30/05/2012,-0.002700,-0.003200
31/05/2012,0.001600,0.005300
01/06/2012,-0.005300,0.000600
04/06/2012,0.001400,-0.005900
05/06/2012,0.002400,0.001700
06/06/2012,0.000400,0.002800
07/06/2012,-0.004700,0.002100
08/06/2012,0.002000,0.000500
11/06/2012,-0.008600,-0.001000
12/06/2012,0.001100,0.001100
13/06/2012,-0.005100,0.002700
14/06/2012,0.001900,0.003200
15/06/2012,0.000900,-0.000300
18/06/2012,0.001200,-0.008700
19/06/2012,0.006900,0.002800
20/06/2012,-0.001100,0.001700
21/06/2012,-0.001900,0.001800
22/06/2012,0.006400,0.001800
25/06/2012,0.001000,-0.002800
26/06/2012,-0.001100,0.000300
27/06/2012,0.003900,0.004700
28/06/2012,0.001900,0.003100
29/06/2012,0.003600,-0.006100
02/07/2012,0.007300,-0.000600
03/07/2012,0.006500,0.000700
05/07/2012,0.005700,-0.008400
06/07/2012,-0.003800,0.003900
09/07/2012,-0.002300,-0.002200
10/07/2012,-0.003600,0.003300
11/07/2012,-0.004100,0.007800
12/07/2012,0.002500,-0.007200
13/07/2012,-0.004000,0.005600
16/07/2012,-0.003700,-0.002000
17/07/2012,-0.005600,0.002900
18/07/2012,0.002500,-0.008200
19/07/2012,-0.003700,-0.009500
20/07/2012,-0.003600,0.000800
23/07/2012,-0.006800,0.001900
24/07/2012,-0.005700,0.003000
25/07/2012,0.002700,0.000000
26/07/2012,-0.008900,0.003400
27/07/2012,0.005500,0.000700
30/07/2012,-0.004100,0.002300
31/07/2012,-0.000400,0.002000
01/08/2012,-0.015800,0.003600
02/08/2012,0.002800,-0.003400
03/08/2012,0.005300,0.005100
06/08/2012,0.005900,0.000200
07/08/2012,0.003300,0.000800
08/08/2012,-0.002400,0.006300
09/08/2012,0.003600,0.000400
10/08/2012,-0.003500,-0.000500
13/08/2012,-0.001400,0.000200
14/08/2012,-0.004300,-0.000300
15/08/2012,0.007300,-0.000600
16/08/2012,0.004500,-0.001600
17/08/2012,0.006100,0.001100
20/08/2012,-0.004700,0.005800
21/08/2012,0.001000,0.004300
22/08/2012,-0.004200,-0.003500
23/08/2012,0.000000,-0.003500
24/08/2012,-0.002500,-0.000300
27/08/2012,0.001300,-0.001000
28/08/2012,0.005900,-0.001100
29/08/2012,0.002500,0.001100
30/08/2012,-0.004400,-0.000400
31/08/2012,-0.001000,-0.000300
04/09/2012,0.010000,-0.001900
05/09/2012,-0.000900,0.003600
06/09/2012,-0.001200,0.003300
07/09/2012,-0.000300,0.007600
10/09/2012,0.003300,-0.000700
11/09/2012,0.000000,0.005100
12/09/2012,0.001400,0.002800
13/09/2012,-0.004200,0.005300
14/09/2012,0.005100,0.004600
17/09/2012,-0.001600,-0.007100
18/09/2012,0.000000,-0.002200
19/09/2012,-0.001400,0.000300
20/09/2012,-0.004400,-0.001200
21/09/2012,0.005000,-0.000100
24/09/2012,-0.001800,0.003500
25/09/2012,-0.003100,-0.003300
26/09/2012,-0.000300,0.000100
27/09/2012,0.002300,-0.001300
28/09/2012,-0.002900,-0.002300
01/10/2012,0.000800,0.002200
02/10/2012,-0.001500,0.002500
03/10/2012,-0.006400,-0.000300
04/10/2012,-0.002100,0.007000
05/10/2012,-0.001600,0.002300
08/10/2012,-0.002400,0.001900
09/10/2012,-0.003100,0.003300
10/10/2012,0.004100,0.002800
11/10/2012,0.002500,0.006200
12/10/2012,-0.003000,-0.008700
15/10/2012,-0.001600,0.001200
16/10/2012,-0.002400,-0.002200
17/10/2012,0.001400,0.010500
18/10/2012,-0.005900,0.002400
19/10/2012,-0.004100,0.004600
22/10/2012,-0.000500,0.001800
23/10/2012,0.010000,-0.004900
24/10/2012,-0.001300,0.004100
25/10/2012,0.002000,0.000300
26/10/2012,-0.001300,-0.004300
31/10/2012,0.004900,0.003700
01/11/2012,0.001800,0.001400
02/11/2012,-0.005300,0.002400
05/11/2012,0.004300,-0.002200
06/11/2012,-0.000800,0.005300
07/11/2012,-0.000200,-0.013400
08/11/2012,-0.002600,0.004400
09/11/2012,0.000100,-0.001100
12/11/2012,-0.001600,0.000200
13/11/2012,-0.002000,-0.002900
14/11/2012,-0.003500,-0.001900
15/11/2012,-0.004100,0.002200
16/11/2012,0.000600,0.000700
19/11/2012,0.002300,-0.000600
20/11/2012,-0.000600,0.001700
21/11/2012,0.003700,-0.001500
23/11/2012,-0.001600,0.000800
26/11/2012,0.005500,-0.001800
27/11/2012,0.004600,-0.002000
28/11/2012,0.000400,-0.003100
29/11/2012,0.007000,0.000000
30/11/2012,-0.001600,0.002800
03/12/2012,0.003000,0.002400
04/12/2012,0.003600,-0.000300
05/12/2012,-0.006800,0.008800
06/12/2012,-0.001700,-0.001100
07/12/2012,-0.004200,0.002900
10/12/2012,0.004500,-0.000500
11/12/2012,0.004600,-0.000800
12/12/2012,-0.007200,0.005200
13/12/2012,0.001000,0.000700
14/12/2012,0.002900,0.002300
17/12/2012,-0.000700,0.006200
18/12/2012,0.003000,0.000800
19/12/2012,0.006100,0.002700
20/12/2012,-0.002500,0.007500
21/12/2012,0.004700,-0.002700
24/12/2012,-0.001900,-0.000200
26/12/2012,-0.001800,0.003100
27/12/2012,0.000000,-0.001300
28/12/2012,0.004700,0.000300
31/12/2012,0.003900,-0.001200
02/01/2013,0.001400,0.003800
03/01/2013,0.001100,0.000400
04/01/2013,0.001200,0.003600
07/01/2013,-0.001000,-0.003500
08/01/2013,0.000500,0.000000
09/01/2013,0.002700,-0.004000
10/01/2013,-0.006500,0.004900
11/01/2013,0.000900,-0.004300
14/01/2013,0.000400,-0.000500
15/01/2013,0.002300,0.000000
16/01/2013,-0.002600,0.002300
17/01/2013,0.004100,-0.001000
18/01/2013,0.000300,-0.000900
22/01/2013,0.001600,0.004400
23/01/2013,-0.003100,-0.001300
24/01/2013,0.002900,0.000400
25/01/2013,-0.001500,-0.003200
28/01/2013,0.004100,0.001500
29/01/2013,-0.004500,0.003100
30/01/2013,-0.008400,0.001600
31/01/2013,0.006900,0.001700
01/02/2013,0.000700,0.002400
04/02/2013,-0.001400,-0.001700
05/02/2013,-0.000800,0.001400
06/02/2013,0.002800,0.001400
07/02/2013,-0.000400,0.000200
08/02/2013,0.000100,-0.001800
11/02/2013,-0.000200,0.003800
12/02/2013,0.002200,0.007200
13/02/2013,0.001000,0.000100
14/02/2013,0.003000,0.001200
15/02/2013,0.000400,-0.000900
19/02/2013,0.002200,0.001500
20/02/2013,-0.005400,-0.006100
21/02/2013,-0.002800,-0.000300
22/02/2013,0.002100,-0.000400
25/02/2013,-0.001800,-0.007200
26/02/2013,-0.001700,0.000400
27/02/2013,-0.003800,0.001500
28/02/2013,0.001100,-0.001300
01/03/2013,0.001600,-0.003000
04/03/2013,-0.003400,0.001100
05/03/2013,0.001800,-0.001700
06/03/2013,0.000400,0.004700
07/03/2013,0.001800,0.004300
08/03/2013,0.003800,-0.001600
11/03/2013,-0.003300,0.002600
12/03/2013,0.000400,-0.001800
13/03/2013,0.001800,0.001400
14/03/2013,0.003700,0.004000
15/03/2013,0.000200,0.003900
18/03/2013,0.001400,-0.002900
19/03/2013,-0.000100,0.000100
20/03/2013,0.002500,-0.000100
21/03/2013,0.001800,-0.002600
22/03/2013,-0.004400,-0.002500
25/03/2013,0.003000,0.000200
26/03/2013,-0.003900,-0.002100
27/03/2013,0.001400,-0.002900
28/03/2013,-0.002700,-0.002700
01/04/2013,-0.009200,0.000200
02/04/2013,-0.008800,-0.002700
03/04/2013,-0.004100,-0.001100
04/04/2013,0.001900,0.002600
05/04/2013,0.000500,0.003100
08/04/2013,0.001500,0.002600
09/04/2013,-0.004100,0.001700
10/04/2013,0.006300,-0.000800
11/04/2013,-0.002300,-0.001800
12/04/2013,-0.000900,-0.004500
15/04/2013,-0.014400,-0.002700
16/04/2013,0.001800,0.000800
17/04/2013,-0.002600,-0.005200
18/04/2013,0.001800,-0.000300
19/04/2013,0.000700,0.001000
22/04/2013,-0.001700,-0.001300
23/04/2013,0.004700,0.006100
24/04/2013,0.003500,0.011500
25/04/2013,0.001700,-0.001100
26/04/2013,-0.003600,-0.002400
29/04/2013,0.000900,-0.000900
30/04/2013,0.003600,-0.000100
01/05/2013,-0.013900,-0.001700
02/05/2013,0.006000,0.001000
03/05/2013,0.006300,0.001800
06/05/2013,0.002400,0.008300
07/05/2013,0.001000,0.001500
08/05/2013,-0.002400,0.001500
09/05/2013,0.001000,-0.002500
10/05/2013,0.004400,-0.001800
13/05/2013,-0.002100,-0.000400
14/05/2013,0.001300,0.002700
15/05/2013,-0.001200,0.002100
16/05/2013,0.001500,-0.002500
17/05/2013,-0.000100,0.003100
20/05/2013,0.003600,0.004800
21/05/2013,-0.001100,-0.000600
22/05/2013,-0.007000,-0.001400
23/05/2013,0.004600,-0.001100
24/05/2013,0.001700,0.000700
28/05/2013,0.006300,0.002300
29/05/2013,-0.003600,0.005900
30/05/2013,0.003200,0.004800
31/05/2013,0.005200,-0.002600
03/06/2013,0.001500,0.000700
04/06/2013,-0.003200,-0.001500
05/06/2013,0.000700,-0.002400
06/06/2013,0.001800,0.002100
07/06/2013,-0.004700,0.000600
10/06/2013,0.006600,0.002000
11/06/2013,0.000100,-0.005700
12/06/2013,0.000200,-0.000500
13/06/2013,0.001000,0.003400
14/06/2013,-0.002200,-0.005700
17/06/2013,-0.000800,0.001200
18/06/2013,0.003800,-0.000800
19/06/2013,0.001600,0.001500
20/06/2013,0.000100,0.004000
21/06/2013,0.002100,-0.000700
24/06/2013,0.000900,-0.006600
25/06/2013,-0.000200,0.008100
26/06/2013,-0.007400,-0.001600
27/06/2013,0.008200,0.003700
28/06/2013,0.003100,-0.001300
01/07/2013,0.007900,-0.001200
02/07/2013,0.000000,0.000500
03/07/2013,0.001900,-0.002100
05/07/2013,0.003400,0.004700
08/07/2013,-0.001800,0.000400
09/07/2013,0.000400,0.003000
10/07/2013,0.003600,-0.003700
11/07/2013,-0.000900,-0.006600
12/07/2013,-0.000200,0.002000
15/07/2013,0.004900,0.003300
16/07/2013,0.000300,0.000900
17/07/2013,-0.000300,0.001900
18/07/2013,0.000200,0.009600
19/07/2013,-0.001300,0.002700
22/07/2013,0.000900,0.003300
23/07/2013,0.001000,0.003000
24/07/2013,-0.002800,-0.002700
25/07/2013,0.006100,-0.003600
26/07/2013,-0.006100,-0.002900
29/07/2013,-0.003100,-0.003100
30/07/2013,0.002000,-0.005000
31/07/2013,0.001300,0.001300
01/08/2013,0.000500,0.000900
02/08/2013,-0.002100,-0.003200
05/08/2013,0.004800,-0.001500
06/08/2013,-0.003300,-0.001000
07/08/2013,-0.003700,-0.000100
08/08/2013,0.000100,0.000400
09/08/2013,0.001200,-0.001900
12/08/2013,0.005800,-0.002300
13/08/2013,-0.003100,-0.000500
14/08/2013,0.001400,0.002900
15/08/2013,-0.003700,0.002800
16/08/2013,0.000400,0.001300
19/08/2013,-0.001800,-0.007500
20/08/2013,0.008600,0.000900
21/08/2013,-0.000200,-0.004300
22/08/2013,0.005200,0.000700
23/08/2013,-0.002200,-0.001500
26/08/2013,0.005100,-0.004800
27/08/2013,-0.007200,-0.003400
28/08/2013,0.001000,0.000800
29/08/2013,0.008100,-0.004400
30/08/2013,-0.011400,-0.001900
03/09/2013,0.000300,0.001700
04/09/2013,0.000100,-0.001800
05/09/2013,0.001500,0.004100
06/09/2013,0.000300,0.000200
09/09/2013,0.004600,-0.002200
10/09/2013,0.000100,0.002000
11/09/2013,-0.002400,0.000400
12/09/2013,-0.002300,-0.003700
13/09/2013,0.002500,-0.000500
16/09/2013,-0.004300,0.004000
17/09/2013,0.004700,-0.001300
18/09/2013,-0.001600,-0.004700
19/09/2013,0.001700,-0.006300
20/09/2013,0.005200,0.002000
23/09/2013,0.004600,-0.004200
24/09/2013,0.005300,0.000200
25/09/2013,0.000200,0.005800
26/09/2013,0.002000,-0.007200
27/09/2013,-0.000200,-0.000200
30/09/2013,0.005200,0.000100
01/10/2013,0.004100,-0.001000
02/10/2013,-0.003700,-0.000700
03/10/2013,-0.001900,0.001900
04/10/2013,-0.000100,0.001100
07/10/2013,-0.002700,-0.000100
08/10/2013,-0.004900,0.007900
09/10/2013,-0.004400,0.006200
10/10/2013,0.001600,-0.000400
11/10/2013,0.007900,0.000000
14/10/2013,0.002100,-0.000900
15/10/2013,-0.002100,0.000300
16/10/2013,-0.003300,0.001700
17/10/2013,0.001600,-0.000600
18/10/2013,0.002800,0.001300
21/10/2013,-0.001100,0.000100
22/10/2013,-0.002700,0.000500
23/10/2013,0.001600,-0.003300
24/10/2013,0.004300,-0.003000
25/10/2013,-0.003200,0.000800
28/10/2013,-0.000700,0.000600
29/10/2013,-0.001400,-0.000600
30/10/2013,-0.007800,0.004700
31/10/2013,-0.000800,-0.004500
01/11/2013,-0.006700,0.002300
04/11/2013,0.007700,-0.000600
05/11/2013,-0.000200,-0.002500
06/11/2013,-0.008300,0.003400
07/11/2013,-0.003300,0.001500
08/11/2013,0.005100,0.004600
11/11/2013,0.000000,-0.001300
12/11/2013,0.004100,-0.007000
13/11/2013,0.001100,-0.001100
14/11/2013,-0.005800,0.003000
15/11/2013,0.000700,-0.002800
18/11/2013,-0.004600,0.004600
19/11/2013,-0.003200,0.002600
20/11/2013,0.002600,0.000400
21/11/2013,0.007800,-0.000300
22/11/2013,-0.000500,0.000800
25/11/2013,0.001400,0.001300
26/11/2013,0.008400,-0.004200
27/11/2013,0.003400,-0.000400
29/11/2013,0.002800,-0.001500
02/12/2013,-0.009700,0.001400
03/12/2013,-0.000700,-0.000900
04/12/2013,-0.002200,0.002900
05/12/2013,0.007000,-0.006500
06/12/2013,-0.003000,0.001800
09/12/2013,-0.004200,0.000100
10/12/2013,-0.005800,0.002300
11/12/2013,-0.003300,0.000600
12/12/2013,0.003700,0.002300
13/12/2013,0.002500,0.000000
16/12/2013,0.005900,-0.001300
17/12/2013,0.002400,-0.000800
18/12/2013,-0.004800,0.000500
19/12/2013,-0.005600,0.002400
20/12/2013,0.012900,-0.002900
23/12/2013,0.005000,-0.000100
24/12/2013,0.001000,0.000900
26/12/2013,-0.003200,-0.003100
27/12/2013,-0.000700,0.002400
30/12/2013,0.000300,-0.003100
31/12/2013,-0.001800,0.000900
02/01/2014,-0.002800,0.001800
03/01/2014,0.003600,0.000400
06/01/2014,-0.005700,0.003000
07/01/2014,0.003800,-0.003700
08/01/2014,0.000000,-0.001100
09/01/2014,0.002000,-0.004400
10/01/2014,0.005500,-0.008200
13/01/2014,-0.000800,0.001000
14/01/2014,0.001500,-0.003100
15/01/2014,0.002100,0.002000
16/01/2014,0.003200,-0.007000
17/01/2014,0.000300,0.000200
21/01/2014,0.004700,0.000000
22/01/2014,0.002900,0.002200
23/01/2014,0.001600,-0.005400
24/01/2014,-0.003800,0.001700
27/01/2014,-0.008400,0.003800
28/01/2014,0.001700,0.000700
29/01/2014,-0.004000,0.002100
30/01/2014,0.003000,-0.003800
31/01/2014,-0.000700,-0.003400
03/02/2014,-0.008700,0.002700
04/02/2014,-0.000300,-0.000300
05/02/2014,-0.006200,0.002000
06/02/2014,-0.004800,0.002700
07/02/2014,-0.001700,-0.006300
10/02/2014,0.001400,-0.004700
11/02/2014,-0.001900,0.002500
12/02/2014,0.002600,-0.000600
13/02/2014,0.007000,-0.000700
14/02/2014,-0.003700,0.003600
18/02/2014,0.009700,-0.002400
19/02/2014,-0.002800,-0.004400
20/02/2014,0.005500,-0.002200
21/02/2014,0.003500,-0.000200
24/02/2014,0.001800,0.003300
25/02/2014,0.001500,-0.005900
26/02/2014,0.006900,-0.001000
27/02/2014,0.001400,0.000100
28/02/2014,-0.007200,0.008400
03/03/2014,0.000900,0.001400
04/03/2014,0.011000,-0.001200
